,HH_ID,F2,Fuel_roster_name,F3,F3_oth,F_4,F_4oth,F_5,F_6,F_7,F_8,F_9,F_10,F_4_text,F_11,F_12,F_13_1,F_13oth,F_14__1,F_14__2,F_14__3,F_14__4,F_14__5,F_14__6,F_14__7,F_14__8,F_14__111
8934,10001505201201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8935,10001505201202.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8936,10001505201202.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8937,10001505201202.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8938,10001505201202.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8939,10001505201202.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8940,10001505201203.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8941,10001505201203.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8942,10001505201203.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8943,10001505201203.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8944,10001505201203.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8945,10001505201302.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8946,10001505201302.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8947,10001505201302.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8948,10001505201302.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8949,10001505201302.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8950,10001505201402.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8951,10001505201402.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8952,10001505201402.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8953,10001505201402.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8954,10001505201402.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8955,10001505201501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8956,10001505201501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8957,10001505201501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8958,10001505201501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8959,10001505201501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8960,10001505201902.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8961,10001505201902.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8962,10001505201902.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8963,10001505201902.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8964,10001505201902.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8965,10001505202002.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8966,10001505202002.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8967,10001505202002.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8968,10001505202002.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8969,10001505202002.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8970,10001507980201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8971,10001507980201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8972,10001507980201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8973,10001507980201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8974,10001507980201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8975,10001507980203.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8976,10001507980203.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8977,10001507980203.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8978,10001507980203.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8979,10001507980203.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8980,10001507980301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8981,10001507980301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8982,10001507980301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8983,10001507980301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8984,10001507980301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8985,10001507980902.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8986,10001507980902.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8987,10001507980902.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8988,10001507980902.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8989,10001507980902.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8990,10001507980904.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8991,10001507980904.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8992,10001507980904.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8993,10001507980904.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8994,10001507980904.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
8995,10001507980906.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
8996,10001507980906.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8997,10001507980906.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
8998,10001507980906.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
8999,10001507980906.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9000,10001507980907.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9001,10001507980907.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9002,10001507980907.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9003,10001507980907.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9004,10001507980907.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9005,10001507980909.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9006,10001507980909.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9007,10001507980909.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9008,10001507980909.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9009,10001507980909.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9010,10001507980912.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9011,10001507980912.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9012,10001507980912.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9013,10001507980912.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9014,10001507980912.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9015,10001507981201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9016,10001507981201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9017,10001507981201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9018,10001507981201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9019,10001507981201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9020,10001507981301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9021,10001507981301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9022,10001507981301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9023,10001507981301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9024,10001507981301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9025,10001507981801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9026,10001507981801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9027,10001507981801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9028,10001507981801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9029,10001507981801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9030,10001507981901.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9031,10001507981901.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9032,10001507981901.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9033,10001507981901.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9034,10001507981901.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9035,10001507982302.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9036,10001507982302.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9037,10001507982302.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9038,10001507982302.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9039,10001507982302.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9040,10002500880101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9041,10002500880101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9042,10002500880101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9043,10002500880101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9044,10002500880101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9045,10002500880802.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9046,10002500880802.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9047,10002500880802.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9048,10002500880802.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9049,10002500880802.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9050,10002500881001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9051,10002500881001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9052,10002500881001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9053,10002500881001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9054,10002500881001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9055,10002500882303.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9056,10002500882303.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9057,10002500882303.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9058,10002500882303.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9059,10002500882303.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9060,10002500882304.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9061,10002500882304.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9062,10002500882304.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9063,10002500882304.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9064,10002500882304.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9065,10002500882801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9066,10002500882801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9067,10002500882801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9068,10002500882801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9069,10002500882801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9070,10002500883501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9071,10002500883501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9072,10002500883501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9073,10002500883501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9074,10002500883501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9075,10002500884001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9076,10002500884001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9077,10002500884001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9078,10002500884001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9079,10002500884001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9080,10002500885501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9081,10002500885501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9082,10002500885501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9083,10002500885501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9084,10002500885501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9085,10002500885601.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9086,10002500885601.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9087,10002500885601.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9088,10002500885601.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9089,10002500885601.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9090,10002500886404.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9091,10002500886404.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9092,10002500886404.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9093,10002500886404.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9094,10002500886404.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9095,10002500886501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9096,10002500886501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9097,10002500886501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9098,10002500886501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9099,10002500886501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9100,10002500886801.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9101,10002500886801.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9102,10002500886801.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9103,10002500886801.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9104,10002500886801.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9105,10002500886904.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9106,10002500886904.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9107,10002500886904.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9108,10002500886904.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9109,10002500886904.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9110,10002502680101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9111,10002502680101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9112,10002502680101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9113,10002502680101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9114,10002502680101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9115,10002502680102.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9116,10002502680102.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9117,10002502680102.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9118,10002502680102.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9119,10002502680102.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9120,10002502680201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9121,10002502680201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9122,10002502680201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9123,10002502680201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9124,10002502680201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9125,10002502680501.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9126,10002502680501.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9127,10002502680501.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9128,10002502680501.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9129,10002502680501.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9130,10002502680601.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9131,10002502680601.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9132,10002502680601.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9133,10002502680601.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9134,10002502680601.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9135,10002502680602.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9136,10002502680602.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9137,10002502680602.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9138,10002502680602.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9139,10002502680602.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9140,10002502680603.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9141,10002502680603.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9142,10002502680603.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9143,10002502680603.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9144,10002502680603.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9145,10002502680701.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9146,10002502680701.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9147,10002502680701.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9148,10002502680701.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9149,10002502680701.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9150,10002502680901.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9151,10002502680901.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9152,10002502680901.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9153,10002502680901.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9154,10002502680901.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9155,10002502681001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9156,10002502681001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9157,10002502681001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9158,10002502681001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9159,10002502681001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9160,10002502681101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9161,10002502681101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9162,10002502681101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9163,10002502681101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9164,10002502681101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9165,10002502681201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9166,10002502681201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9167,10002502681201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9168,10002502681201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9169,10002502681201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9170,10002502681301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9171,10002502681301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9172,10002502681301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9173,10002502681301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9174,10002502681301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9175,10002502681602.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9176,10002502681602.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9177,10002502681602.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9178,10002502681602.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9179,10002502681602.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9180,10002507220101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9181,10002507220101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9182,10002507220101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9183,10002507220101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9184,10002507220101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9185,10002507220401.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9186,10002507220401.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9187,10002507220401.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9188,10002507220401.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9189,10002507220401.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9190,10002507220402.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9191,10002507220402.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9192,10002507220402.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9193,10002507220402.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9194,10002507220402.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9195,10002507220601.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9196,10002507220601.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9197,10002507220601.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9198,10002507220601.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9199,10002507220601.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9200,10002507220701.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9201,10002507220701.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9202,10002507220701.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9203,10002507220701.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9204,10002507220701.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9205,10002507220901.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9206,10002507220901.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9207,10002507220901.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9208,10002507220901.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9209,10002507220901.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9210,10002507221001.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9211,10002507221001.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9212,10002507221001.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9213,10002507221001.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9214,10002507221001.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9215,10002507221101.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9216,10002507221101.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9217,10002507221101.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9218,10002507221101.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9219,10002507221101.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9220,10002507222201.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9221,10002507222201.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9222,10002507222201.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9223,10002507222201.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9224,10002507222201.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9225,10002507222301.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9226,10002507222301.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9227,10002507222301.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9228,10002507222301.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9229,10002507222301.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
9230,10002507222302.0,Candle,,No,,,,,,,,,,,,,,,,,,,,,,,
9231,10002507222302.0,Open wick lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9232,10002507222302.0,Hurricane lamp with glass cover,,No,,,,,,,,,,,,,,,,,,,,,,,
9233,10002507222302.0,Pressurized mantle lamp,,No,,,,,,,,,,,,,,,,,,,,,,,
9234,10002507222302.0,"Other, specify",,No,,,,,,,,,,,,,,,,,,,,,,,
