"","HHID","A1","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22"
"6378",2806020228078,3,1,12,16,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6379",2806020228079,7,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6380",2806020228079,3,1,3,15,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6381",2806020228079,5,2,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6382",2806020228079,6,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6383",2806020228079,4,1,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6384",2806020228079,2,2,2,40,1,1,2,1,1,1,3,1,1,1,7,3,12,6,30000,12,1
"6385",2806020228079,8,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6386",2806020228079,1,1,1,42,1,1,2,1,1,1,2,1,1,2,1,6,12,4,888,30,6
"6387",2806020228080,1,1,1,30,1,1,2,1,1,1,3,1,2,3,6,8,7,6,90000,12,6
"6388",2806020228080,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6389",2806020228080,2,2,2,31,1,1,2,1,1,1,2,1,1,2,1,5,6,5,50000,12,1
"6390",2806020228081,4,2,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6391",2806020228081,3,1,3,15,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6392",2806020228081,2,2,2,48,1,2,NA,NA,1,1,1,2,1,888,12,7,12,6,888,14,2
"6393",2806020228081,1,1,1,44,1,1,2,3,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6394",2806020228082,1,1,1,49,1,1,2,3,1,1,5,2,1,20,13,7,11,7,2e+05,0,6
"6395",2806020228082,5,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6396",2806020228082,6,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6397",2806020228082,2,2,2,46,1,1,2,3,1,1,8,NA,NA,NA,15,7,9,5,60000,12,1
"6398",2806020228082,3,2,3,12,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6399",2806020228082,4,2,3,9,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6400",2806020228083,5,2,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6401",2806020228083,3,1,3,20,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6402",2806020228083,6,1,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6403",2806020228083,2,2,2,36,1,1,2,1,1,1,2,1,2,2,1,5,12,3,888,2,1
"6404",2806020228083,4,1,3,18,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6405",2806020228083,1,1,1,39,1,1,2,2,1,1,1,2,2,888,13,2,3,3,30000,10,3
"6406",2806020228084,2,2,2,36,1,1,2,3,1,1,1,2,1,888,16,7,12,5,50000,12,1
"6407",2806020228084,1,1,1,46,1,1,2,3,1,1,5,2,1,888,12,7,12,6,60000,12,6
"6408",2806020228084,7,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6409",2806020228084,5,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6410",2806020228084,3,2,5,22,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6411",2806020228084,4,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6412",2806020228084,6,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6413",2806020528085,3,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6414",2806020528085,4,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6415",2806020528085,2,2,2,25,1,1,2,2,1,1,2,1,2,2,1,5,12,5,25000,46,1
"6416",2806020528085,1,1,1,36,1,1,2,1,1,1,2,1,2,2,1,5,12,5,25000,48,4
"6417",2806020528086,1,1,1,34,1,1,2,1,1,1,3,1,1,1,13,3,12,5,30000,12,6
"6418",2806020528086,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6419",2806020528086,4,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6420",2806020528086,2,2,2,39,1,1,2,1,1,1,2,1,1,1,1,5,888,5,888,12,1
"6421",2806020528087,2,2,2,65,1,2,NA,NA,1,1,2,1,2,1,1,5,5,4,1500,12,2
"6422",2806020528087,1,1,1,52,1,2,NA,NA,1,1,2,1,1,1,1,5,8,5,1500,8,6
"6423",2806020528088,3,2,3,16,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6424",2806020528088,2,2,2,45,1,2,NA,NA,1,1,2,1,2,2,1,5,12,4,25000,12,1
"6425",2806020528088,4,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6426",2806020528088,1,1,1,51,1,2,NA,NA,1,1,2,1,2,2,1,5,12,4,25000,12,6
"6427",2806020528089,4,2,3,22,1,1,2,3,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6428",2806020528089,7,2,3,14,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6429",2806020528089,8,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6430",2806020528089,5,2,3,20,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6431",2806020528089,9,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6432",2806020528089,3,2,3,25,1,1,2,3,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6433",2806020528089,2,2,2,51,1,1,2,1,1,3,2,2,1,1,1,2,12,6,2000,12,3
"6434",2806020528089,1,1,1,65,1,1,2,1,1,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6435",2806020528089,6,2,3,17,1,1,2,3,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6436",2806020528090,4,2,4,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6437",2806020528090,2,2,3,41,1,1,2,5,1,6,1,2,1,888,15,7,12,5,888,12,2
"6438",2806020528090,1,2,1,72,1,1,2,1,1,8,1,1,1,1,1,6,12,6,888,12,1
"6439",2806020528090,3,1,4,22,1,1,2,3,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6440",2806020528091,5,2,3,17,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6441",2806020528091,4,1,3,19,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6442",2806020528091,6,1,3,14,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6443",2806020528091,2,2,2,46,1,1,2,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6444",2806020528091,1,1,1,50,1,2,NA,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6445",2806020528091,3,1,3,25,1,1,2,1,1,5,2,1,2,1,1,5,8,5,18000,8,6
"6446",2806020528092,3,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6447",2806020528092,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6448",2806020528092,1,1,1,34,1,1,2,1,1,1,2,1,1,1,1,5,12,6,888,12,6
"6449",2806020528092,2,2,2,27,1,1,2,1,1,1,2,1,1,1,1,5,888,5,888,12,1
"6450",2806020528093,1,2,1,70,1,2,NA,NA,1,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6451",2806020528093,2,1,3,30,1,1,2,1,1,5,7,NA,NA,NA,7,3,12,5,20000,12,6
"6452",2806020528094,1,2,1,69,1,1,2,1,1,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6453",2806020528095,4,1,3,17,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6454",2806020528095,6,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6455",2806020528095,2,2,2,39,1,1,2,1,1,3,2,1,2,1,1,5,9,2,888,2,1
"6456",2806020528095,5,2,3,15,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6457",2806020528095,1,1,1,39,1,1,2,1,1,1,2,1,1,1,1,5,1,5,44000,8,2
"6458",2806020528095,7,2,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6459",2806020528095,3,1,3,18,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6460",2806020528096,4,1,4,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6461",2806020528096,3,1,3,40,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6462",2806020528096,1,2,1,61,1,1,2,1,1,8,2,1,2,888,1,5,1,0,1500,8,2
"6463",2806020528096,2,2,3,31,1,1,2,4,1,6,2,1,1,1,1,5,1,4,3500,8,1
"6464",2807020328097,3,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6465",2807020328097,1,1,1,27,1,1,2,1,1,1,2,1,2,1,20,1,6,6,4000,6,5
"6466",2807020328097,2,2,2,28,1,1,2,1,1,1,2,1,1,1,20,1,6,6,4000,6,1
"6467",2807020328098,1,2,1,43,1,1,2,1,1,8,2,1,1,2,1,5,12,6,5000,12,1
"6468",2807020328098,3,2,3,18,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6469",2807020328098,4,2,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6470",2807020328098,2,1,3,21,1,1,2,1,1,5,1,2,1,2,1,5,12,6,5000,12,6
"6471",2807020328099,5,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6472",2807020328099,1,1,1,39,1,1,2,1,1,1,2,1,1,1,20,1,888,5,3000,12,6
"6473",2807020328099,6,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6474",2807020328099,2,2,2,34,1,1,2,1,1,1,2,1,2,1,20,1,7,5,3000,12,1
"6475",2807020328099,3,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6476",2807020328099,4,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6477",2807020328100,4,1,4,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6478",2807020328100,2,2,3,30,1,1,2,1,1,6,2,2,2,888,20,8,2,4,888,888,6
"6479",2807020328100,5,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6480",2807020328100,3,2,4,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6481",2807020328100,1,2,1,71,1,2,NA,NA,1,8,2,1,2,888,20,1,3,3,888,3,1
"6482",2807020328101,5,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6483",2807020328101,2,2,2,32,1,1,2,1,1,1,2,1,1,2,1,2,10,5,10000,10,1
"6484",2807020328101,3,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6485",2807020328101,1,1,1,35,1,1,2,1,1,1,2,1,1,2,1,2,12,5,10000,12,2
"6486",2807020328101,4,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6487",2807020328102,1,1,1,40,1,1,2,1,1,1,2,1,1,2,1,5,12,6,888,12,2
"6488",2807020328102,3,1,3,12,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6489",2807020328102,2,2,2,34,1,1,2,1,1,1,2,1,1,1,1,6,12,5,888,12,1
"6490",2807020328102,5,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6491",2807020328102,4,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6492",2807020328103,5,2,3,16,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6493",2807020328103,3,2,3,20,1,1,2,2,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6494",2807020328103,1,1,1,54,1,1,2,1,1,1,2,1,1,2,1,5,12,6,3500,12,3
"6495",2807020328103,2,2,2,42,1,1,2,1,1,1,2,1,1,2,1,5,12,6,3500,12,1
"6496",2807020328103,6,2,3,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6497",2807020328103,7,2,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6498",2807020328103,4,1,3,19,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6499",2807020328104,3,2,3,6,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6500",2807020328104,2,2,2,44,1,1,2,3,1,1,2,1,2,1,1,5,12,6,3000,12,1
"6501",2807020328104,1,1,1,42,1,1,2,3,1,1,2,1,1,2,1,5,12,6,3000,12,1
"6502",2807020328105,1,2,1,48,1,2,NA,NA,1,5,2,1,1,1,1,5,12,6,2000,12,1
"6503",2807020328106,2,1,3,27,1,1,2,3,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6504",2807020328106,1,2,1,60,1,2,NA,NA,1,8,2,1,1,1,1,5,11,6,888,11,1
"6505",2807020328106,3,1,3,24,1,1,2,1,1,5,7,NA,NA,NA,20,2,888,5,888,888,6
"6506",2807020328107,2,2,2,34,1,1,2,1,1,1,2,1,1,2,1,5,12,6,30000,12,1
"6507",2807020328107,6,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6508",2807020328107,1,1,1,33,1,1,2,1,1,1,2,1,1,2,1,5,12,6,30000,12,6
"6509",2807020328107,5,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6510",2807020328107,3,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6511",2807020328107,4,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6512",2807020328108,1,2,1,49,1,1,2,3,1,6,2,1,1,1,1,2,12,7,888,12,2
"6513",2807020328108,2,2,3,17,1,1,2,3,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6514",2807020328108,4,2,3,11,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6515",2807020328108,3,2,3,14,1,2,NA,NA,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6516",2812040128109,2,2,2,36,1,2,NA,NA,1,1,2,1,2,2,1,5,12,5,15000,12,1
"6517",2812040128109,6,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6518",2812040128109,1,1,1,56,1,2,NA,NA,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6519",2812040128109,4,2,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6520",2812040128109,3,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6521",2812040128109,5,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6522",2812040128110,1,2,1,53,1,2,NA,NA,1,8,2,1,1,3,1,6,9,6,888,12,1
"6523",2812040128110,4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6524",2812040128110,3,1,3,20,1,1,2,1,1,5,8,NA,NA,NA,8,8,12,6,10000,888,4
"6525",2812040128110,2,1,3,26,1,1,2,1,1,5,2,2,1,888,1,6,6,6,888,12,6
"6526",2812040128111,3,2,4,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6527",2812040128111,2,1,4,24,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6528",2812040128111,1,2,1,76,1,2,NA,NA,1,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6529",2812040128112,1,1,1,25,1,1,2,1,1,1,2,1,1,2,1,5,12,6,30000,12,6
"6530",2812040128112,2,2,2,32,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6531",2812040128112,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6532",2812040128113,2,2,2,44,1,1,2,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6533",2812040128113,5,1,3,17,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6534",2812040128113,7,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6535",2812040128113,4,1,3,20,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6536",2812040128113,1,1,1,54,1,1,2,1,1,1,2,2,1,5,19,8,12,5,80000,12,6
"6537",2812040128113,3,2,3,22,1,1,2,4,1,5,2,2,1,5,19,8,10,6,50000,10,2
"6538",2812040128113,6,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6539",2812040128113,8,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6540",2812040128114,2,1,7,26,1,1,1,5,1,5,1,2,1,888,19,7,12,5,98000,12,6
"6541",2812040128114,6,1,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6542",2812040128114,1,2,1,33,1,1,2,2,1,5,2,1,1,2,19,7,12,5,888,12,1
"6543",2812040128114,4,2,12,18,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6544",2812040128114,5,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6545",2812040128114,3,1,7,23,1,1,2,1,1,5,2,1,2,1,1,5,12,4,21000,12,6
"6546",2812040128114,7,2,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6547",2812040128115,5,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6548",2812040128115,1,1,1,41,1,1,2,1,1,1,2,1,1,1,1,5,10,3,10000,12,1
"6549",2812040128115,3,2,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6550",2812040128115,4,1,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6551",2812040128115,2,2,2,34,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6552",2812040128116,6,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6553",2812040128116,3,2,3,17,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6554",2812040128116,2,2,2,45,1,1,2,2,1,1,2,1,2,2,1,5,12,5,35000,12,1
"6555",2812040128116,1,1,1,43,1,1,2,2,1,1,3,1,1,1,7,8,9,6,888,12,6
"6556",2812040128116,4,2,3,16,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6557",2812040128116,5,2,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6558",2812040128116,7,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6559",2812040128117,3,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6560",2812040128117,2,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6561",2812040128117,1,2,1,48,1,1,2,1,1,6,2,1,2,2,1,5,12,5,22000,12,1
"6562",2812040128118,1,1,1,35,1,1,2,1,1,1,1,1,2,1,19,8,12,6,130000,12,6
"6563",2812040128118,5,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6564",2812040128118,6,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6565",2812040128118,3,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6566",2812040128118,4,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6567",2812040128118,2,2,2,31,1,1,2,3,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6568",2812040128119,1,1,1,44,1,1,2,1,1,1,2,1,1,1,7,1,12,7,6e+05,12,6
"6569",2812040128119,4,2,3,16,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6570",2812040128119,3,1,3,17,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6571",2812040128119,6,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6572",2812040128119,5,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6573",2812040128119,2,2,2,39,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6574",2812040128120,2,2,2,31,1,1,2,3,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6575",2812040128120,3,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6576",2812040128120,5,2,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6577",2812040128120,4,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6578",2812040128120,1,1,1,42,1,1,2,3,1,1,7,NA,NA,NA,6,8,12,4,1e+05,12,2
"6579",3101020631001,1,1,1,63,1,2,NA,NA,1,1,2,1,2,1,1,5,12,4,20000,12,6
"6580",3101020631001,2,2,2,62,1,2,NA,NA,1,1,2,1,1,2,1,6,12,5,18000,12,1
"6581",3101020631002,1,1,1,28,1,1,2,3,1,1,7,NA,NA,NA,7,6,12,6,30000,12,2
"6582",3101020631003,1,2,1,61,1,1,2,1,1,6,2,1,2,1,1,5,9,3,7000,12,1
"6583",3101020631004,1,2,1,86,1,1,2,1,1,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6584",3101020631004,2,1,3,26,1,1,2,3,1,5,2,1,2,2,1,5,12,5,20000,12,2
"6585",3101020631005,4,1,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6586",3101020631005,3,1,3,15,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6587",3101020631005,7,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6588",3101020631005,5,2,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6589",3101020631005,6,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6590",3101020631005,2,2,2,40,1,1,2,1,1,1,2,2,2,2,1,6,12,5,10000,12,1
"6591",3101020631005,1,1,1,46,1,1,2,1,1,1,2,2,2,3,1,5,12,5,20000,12,6
"6592",3101020631006,3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6593",3101020631006,2,2,2,40,1,2,NA,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6594",3101020631006,1,1,1,45,1,2,NA,NA,1,1,1,2,1,1,20,8,12,6,30000,12,6
"6595",3101020631007,5,1,3,14,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6596",3101020631007,4,1,3,16,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6597",3101020631007,8,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6598",3101020631007,3,1,3,19,1,2,NA,NA,1,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6599",3101020631007,6,1,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6600",3101020631007,2,2,2,42,1,1,2,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6601",3101020631007,7,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6602",3101020631007,1,1,1,47,1,1,2,1,1,1,1,2,1,1,20,8,12,7,90000,12,6
"6603",3101020631008,2,2,2,27,1,2,NA,NA,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6604",3101020631008,1,1,1,33,1,1,2,2,1,1,7,NA,NA,NA,1,6,12,5,35000,12,6
"6605",3101020631008,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6606",3101020631009,4,2,3,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6607",3101020631009,8,2,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6608",3101020631009,3,2,3,20,1,1,2,3,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6609",3101020631009,1,1,1,36,1,1,2,1,1,1,7,NA,NA,NA,13,2,12,6,20000,12,6
