HHID,Id,R1_A,R2_A,R3_A,R3_A_SO,R4_A,R9_A,R10_A,R11_A,R12_A,R13_A,R14_A,R15_A,R16_A,R17_A,R18_A,R19_A,R20_A,R21_A,R22_A,R23_A,R24_A,R25_A,R26_A,R27_A,R28_A
432711101,Men(Age 15 yrs and older,Yes,20.0,Monthly, ,1.0,No,,Yes,30.0,No,,No,,No,,No,,No,,No,,No,,No,
432711101,Women (Age 15 yrs and older),No,,, ,,No,,Yes,140.0,Yes,30.0,No,,No,,No,,No,,No,,Yes,240.0,No,
432711102,Women (Age 15 yrs and older),Yes,0.0,"Other, specify",TWO MONTH,1.0,No,,Yes,250.0,Yes,50.0,No,,No,,No,,No,,No,,No,,No,
432711102,Men(Age 15 yrs and older,Yes,5.0,"Other, specify",TWO MONTH,1.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711103,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711103,Women (Age 15 yrs and older),No,,, ,,No,,Yes,210.0,Yes,30.0,No,,No,,No,,No,,No,,No,,No,
432711104,Women (Age 15 yrs and older),No,,, ,,No,,Yes,130.0,Yes,30.0,No,,No,,No,,No,,No,,Yes,540.0,No,
432711104,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711104,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,340.0,No,
432711104,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711105,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,No,,No,,No,,No,,No,,No,,Yes,45.0,Yes,120.0
432711105,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711106,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,Yes,25.0,No,,No,,No,,No,,No,,No,,No,
432711106,Men(Age 15 yrs and older,No,,, ,,No,,No,,Yes,20.0,No,,No,,No,,No,,Yes,360.0,No,,No,
432711107,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,Yes,45.0,Yes,480.0,Yes,240.0,Yes,165.0
432711107,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432711107,Women (Age 15 yrs and older),No,,, ,,No,,Yes,90.0,Yes,35.0,No,,No,,Yes,600.0,Yes,60.0,No,,Yes,540.0,Yes,90.0
432711108,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432711108,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,20.0,No,,No,,No,,No,,Yes,480.0,No,,Yes,180.0
432711109,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
432711109,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711109,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,No,,No,,No,,Yes,480.0,Yes,60.0,No,,No,,No,
432711110,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,45.0
432711110,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,45.0,No,,No,,No,,No,,No,,No,,Yes,60.0
432711110,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432711111,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,900.0,Yes,60.0
432711111,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,45.0
432711111,Women (Age 15 yrs and older),No,,, ,,No,,Yes,160.0,Yes,30.0,No,,No,,No,,No,,No,,Yes,540.0,Yes,35.0
432711111,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711112,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,35.0,No,,No,,Yes,90.0,No,,No,,Yes,900.0,Yes,45.0
432711112,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,Yes,420.0,No,,No,
432711112,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711113,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,720.0,No,,Yes,190.0
432711113,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,25.0,No,,No,,No,,No,,No,,No,,Yes,120.0
432711113,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711114,Women (Age 15 yrs and older),No,,, ,,No,,Yes,90.0,Yes,30.0,No,,No,,No,,No,,No,,No,,Yes,60.0
432711114,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,300.0,No,,Yes,150.0
432711115,Women (Age 15 yrs and older),Yes,15.0,Monthly, ,1.0,No,,Yes,240.0,Yes,240.0,No,,No,,No,,No,,No,,No,,Yes,90.0
432711115,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711115,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711201,Women (Age 15 yrs and older),No,,, ,,No,,Yes,100.0,Yes,30.0,No,,No,,Yes,140.0,Yes,90.0,No,,Yes,500.0,No,
432711201,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711201,Men(Age 15 yrs and older,Yes,0.0,"Other, specify",TWO MONTH,1.0,No,,No,,No,,No,,No,,No,,No,,No,,Yes,360.0,No,
432711202,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711202,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,Yes,35.0,No,,No,,No,,No,,No,,No,,No,
432711202,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711203,Women (Age 15 yrs and older),No,,, ,,No,,Yes,135.0,Yes,25.0,No,,No,,No,,No,,Yes,480.0,No,,No,
432711203,Men(Age 15 yrs and older,No,,, ,,No,,No,,Yes,15.0,No,,No,,No,,No,,No,,No,,No,
432711204,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711204,Women (Age 15 yrs and older),No,,, ,,No,,Yes,140.0,Yes,35.0,No,,No,,No,,No,,No,,No,,No,
432711205,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711205,Women (Age 15 yrs and older),No,,, ,,No,,Yes,280.0,Yes,35.0,No,,No,,No,,No,,No,,Yes,840.0,No,
432711205,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,820.0,No,
432711206,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
432711206,Women (Age 15 yrs and older),No,,, ,,No,,Yes,30.0,Yes,45.0,No,,No,,No,,No,,No,,No,,Yes,120.0
432711206,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
432711207,Women (Age 15 yrs and older),No,,, ,,No,,Yes,45.0,Yes,15.0,No,,No,,No,,No,,No,,Yes,360.0,Yes,90.0
432711207,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,360.0,Yes,180.0,Yes,240.0
432711208,Men(Age 15 yrs and older,No,,, ,,No,,No,,Yes,30.0,No,,No,,No,,No,,No,,No,,Yes,120.0
432711208,Women (Age 15 yrs and older),No,,, ,,No,,Yes,55.0,No,,No,,No,,No,,No,,No,,Yes,280.0,Yes,60.0
432711209,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,60.0
432711209,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,No,,No,,No,,Yes,720.0,Yes,180.0,No,,No,,Yes,120.0
432711209,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432711210,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,Yes,300.0
432711210,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,25.0,No,,No,,No,,No,,Yes,420.0,No,,Yes,120.0
432711211,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,15.0,No,,No,,No,,No,,No,,No,,Yes,60.0
432711211,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,720.0,No,,Yes,120.0
432711212,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,45.0
432711212,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,60.0,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
432711213,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711213,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,Yes,420.0,Yes,660.0,Yes,120.0
432711213,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,15.0,No,,No,,Yes,900.0,No,,No,,Yes,840.0,Yes,90.0
432711214,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,Yes,60.0,Yes,780.0,No,,Yes,90.0
432711214,Women (Age 15 yrs and older),No,,, ,,No,,Yes,90.0,Yes,35.0,No,,No,,No,,Yes,45.0,No,,No,,Yes,120.0
432711214,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432711214,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,30.0,No,,No,,Yes,45.0
432711215,Men(Age 15 yrs and older,Yes,15.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
432711215,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711215,Women (Age 15 yrs and older),Yes,15.0,Monthly, ,1.0,No,,Yes,180.0,Yes,20.0,No,,No,,Yes,120.0,No,,Yes,720.0,No,,Yes,60.0
432711301,Women (Age 15 yrs and older),No,,, ,,No,,Yes,30.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
432711301,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711301,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711302,Women (Age 15 yrs and older),No,,, ,,No,,Yes,30.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
432711302,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,
432711303,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
432711303,Women (Age 15 yrs and older),No,,, ,,No,,Yes,30.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
432711304,Women (Age 15 yrs and older),No,,, ,,No,,Yes,160.0,Yes,50.0,No,,No,,No,,No,,No,,Yes,540.0,No,
432711304,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711304,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,
432711304,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711305,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
432711305,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711305,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711305,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711306,Men(Age 15 yrs and older,Yes,20.0,Monthly, ,1.0,No,,Yes,45.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
432711306,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,30.0,No,,No,,No,,No,,No,,No,,No,
432711307,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,60.0,No,,No,,Yes,60.0,Yes,120.0,No,,No,,No,
432711307,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711307,Men(Age 15 yrs and older,Yes,30.0,Daily, ,5.0,Yes,60.0,Yes,70.0,No,,No,,No,,No,,No,,Yes,600.0,Yes,120.0,Yes,60.0
432711308,Women (Age 15 yrs and older),Yes,20.0,Monthly, ,1.0,No,,Yes,60.0,Yes,30.0,No,,No,,No,,No,,No,,No,,No,
432711308,Men(Age 15 yrs and older,No,,, ,,No,,Yes,60.0,Yes,60.0,No,,No,,No,,Yes,120.0,Yes,480.0,No,,Yes,120.0
432711309,Women (Age 15 yrs and older),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711309,Men(Age 15 yrs and older,No,,, ,,No,,Yes,20.0,Yes,20.0,No,,No,,No,,Yes,120.0,No,,No,,Yes,120.0
432711310,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711310,Women (Age 15 yrs and older),No,,, ,,No,,Yes,25.0,Yes,60.0,No,,No,,No,,Yes,120.0,No,,No,,No,
432711311,Men(Age 15 yrs and older,Yes,30.0,Daily, ,5.0,Yes,60.0,Yes,70.0,No,,No,,No,,No,,No,,Yes,600.0,Yes,120.0,Yes,60.0
432711311,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,30.0,No,,No,,No,,Yes,120.0,No,,No,,Yes,60.0
432711311,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711312,Men(Age 15 yrs and older,No,,, ,,No,,Yes,150.0,No,,No,,No,,Yes,30.0,Yes,120.0,Yes,480.0,No,,Yes,60.0
432711312,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711312,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,19.0,No,,No,,No,,Yes,120.0,No,,No,,No,
432711313,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711313,Women (Age 15 yrs and older),Yes,15.0,Monthly, ,1.0,No,,Yes,60.0,No,,No,,No,,Yes,420.0,No,,No,,No,,No,
432711313,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711313,Men(Age 15 yrs and older,No,,, ,,No,,No,,Yes,30.0,No,,No,,Yes,60.0,Yes,120.0,Yes,480.0,No,,No,
432711314,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,Yes,60.0,No,,No,,No,,Yes,60.0,No,,No,,Yes,20.0
432711314,Men(Age 15 yrs and older,Yes,30.0,Daily, ,5.0,Yes,60.0,Yes,70.0,No,,No,,No,,No,,No,,Yes,600.0,Yes,120.0,Yes,60.0
432711314,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711315,Women (Age 15 yrs and older),Yes,20.0,Monthly, ,1.0,No,,Yes,60.0,Yes,45.0,No,,No,,Yes,60.0,No,,No,,No,,No,
432711315,Men(Age 15 yrs and older,No,,, ,,No,,Yes,20.0,Yes,45.0,No,,No,,Yes,120.0,Yes,120.0,No,,No,,No,
432711315,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711401,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432711401,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711401,Women (Age 15 yrs and older),No,,, ,,No,,Yes,80.0,No,,No,,No,,No,,Yes,60.0,Yes,360.0,No,,Yes,60.0
432711402,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432711402,Women (Age 15 yrs and older),No,,, ,,No,,Yes,80.0,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432711403,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432711403,Men(Age 15 yrs and older,No,,, ,,No,,Yes,55.0,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,60.0
432711404,Men(Age 15 yrs and older,Yes,10.0,Monthly, ,1.0,No,,Yes,20.0,No,,No,,No,,No,,No,,Yes,360.0,No,,Yes,350.0
432711404,Women (Age 15 yrs and older),No,,, ,,No,,Yes,125.0,No,,No,,No,,No,,No,,No,,No,,Yes,300.0
432711405,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432711405,Women (Age 15 yrs and older),No,,, ,,No,,Yes,260.0,No,,No,,No,,No,,No,,No,,Yes,600.0,Yes,240.0
432711406,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432711406,Men(Age 15 yrs and older,No,,, ,,No,,Yes,10.0,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432711407,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,720.0,No,,Yes,120.0
432711407,Women (Age 15 yrs and older),No,,, ,,No,,Yes,145.0,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432711408,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,Yes,120.0
432711408,Women (Age 15 yrs and older),No,,, ,,No,,Yes,125.0,No,,No,,No,,No,,No,,Yes,180.0,No,,Yes,60.0
432711409,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,550.0,No,,Yes,180.0
432711409,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432711409,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432711410,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,Yes,180.0
432711410,Women (Age 15 yrs and older),No,,, ,,No,,Yes,145.0,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432711411,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,180.0,Yes,120.0,Yes,300.0,No,,Yes,120.0
432711411,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
432711411,Women (Age 15 yrs and older),Yes,20.0,Monthly, ,1.0,No,,Yes,160.0,No,,No,,No,,Yes,420.0,Yes,180.0,Yes,420.0,No,,Yes,120.0
432711412,Women (Age 15 yrs and older),Yes,20.0,Monthly, ,1.0,No,,Yes,150.0,No,,No,,No,,Yes,360.0,No,,No,,Yes,360.0,Yes,60.0
432711412,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,90.0,No,,Yes,360.0,No,,Yes,60.0
432711412,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432711413,Women (Age 15 yrs and older),Yes,20.0,Monthly, ,1.0,No,,Yes,160.0,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432711413,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,Yes,60.0
432711414,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432711414,Women (Age 15 yrs and older),Yes,20.0,Monthly, ,1.0,No,,Yes,150.0,No,,No,,No,,No,,No,,No,,Yes,360.0,Yes,90.0
432711415,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
432711415,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,No,,No,,No,,Yes,360.0,Yes,120.0,No,,No,,Yes,60.0
432711415,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,Yes,60.0,No,,Yes,480.0,Yes,120.0
432711501,Women (Age 15 yrs and older),No,,, ,,No,,Yes,145.0,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432711501,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432711502,Women (Age 15 yrs and older),No,,, ,,No,,Yes,255.0,No,,No,,No,,No,,No,,No,,No,,Yes,300.0
432711502,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711502,Men(Age 15 yrs and older,Yes,10.0,Monthly, ,1.0,No,,Yes,20.0,No,,No,,No,,Yes,60.0,No,,Yes,960.0,No,,Yes,90.0
432711503,Men(Age 15 yrs and older,Yes,15.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,960.0,No,,Yes,120.0
432711503,Women (Age 15 yrs and older),No,,, ,,No,,Yes,145.0,No,,No,,No,,Yes,360.0,No,,No,,No,,Yes,300.0
432711503,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711504,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,No,,No,,No,,No,,No,,No,,No,,Yes,340.0
432711504,Men(Age 15 yrs and older,Yes,15.0,"Other, specify",TWO MONTH,1.0,No,,Yes,20.0,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
432711505,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
432711505,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
432711505,Men(Age 15 yrs and older,Yes,20.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,960.0,Yes,600.0,Yes,120.0
432711505,Women (Age 15 yrs and older),No,,, ,,No,,Yes,155.0,No,,No,,No,,No,,No,,No,,Yes,240.0,Yes,240.0
432711506,Women (Age 15 yrs and older),Yes,25.0,Monthly, ,1.0,No,,Yes,120.0,No,,No,,No,,No,,No,,No,,Yes,360.0,Yes,120.0
432711506,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432711507,Men(Age 15 yrs and older,No,,, ,,No,,Yes,10.0,No,,No,,No,,Yes,45.0,Yes,30.0,Yes,600.0,No,,Yes,120.0
432711507,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711507,Women (Age 15 yrs and older),No,,, ,,No,,Yes,130.0,No,,No,,No,,Yes,60.0,No,,Yes,600.0,No,,Yes,120.0
432711508,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,180.0,Yes,120.0,No,,Yes,420.0,Yes,60.0
432711508,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432711508,Women (Age 15 yrs and older),No,,, ,,No,,Yes,130.0,No,,No,,No,,Yes,360.0,No,,No,,Yes,120.0,Yes,60.0
432711509,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,Yes,60.0
432711509,Women (Age 15 yrs and older),Yes,20.0,Monthly, ,1.0,No,,Yes,155.0,No,,No,,No,,No,,Yes,120.0,No,,No,,Yes,180.0
432711509,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432711510,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432711510,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,Yes,420.0,No,,Yes,60.0
432711510,Women (Age 15 yrs and older),No,,, ,,No,,Yes,130.0,No,,No,,No,,Yes,300.0,No,,No,,No,,Yes,120.0
432711511,Women (Age 15 yrs and older),No,,, ,,No,,Yes,130.0,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
432711511,Men(Age 15 yrs and older,Yes,30.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
432711512,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,500.0,No,,Yes,120.0
432711512,Women (Age 15 yrs and older),No,,, ,,No,,Yes,135.0,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432711513,Women (Age 15 yrs and older),No,,, ,,No,,Yes,130.0,No,,No,,No,,No,,No,,No,,Yes,120.0,Yes,180.0
432711513,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,420.0,Yes,180.0
432711514,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
432711514,Women (Age 15 yrs and older),No,,, ,,No,,Yes,140.0,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432711515,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,No,,Yes,720.0,No,,Yes,60.0
432711515,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
432711515,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
432711515,Women (Age 15 yrs and older),No,,, ,,No,,Yes,145.0,No,,No,,No,,Yes,180.0,No,,No,,No,,Yes,120.0
432711601,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432711601,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432711601,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711601,Women (Age 15 yrs and older),No,,, ,,No,,Yes,80.0,Yes,90.0,No,,No,,No,,Yes,120.0,No,,No,,Yes,180.0
432711602,Men(Age 15 yrs and older,Yes,15.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,720.0,Yes,240.0
432711602,Women (Age 15 yrs and older),No,,, ,,No,,Yes,220.0,Yes,45.0,No,,No,,No,,No,,Yes,600.0,No,,Yes,360.0
432711603,Men(Age 15 yrs and older,Yes,15.0,"Other, specify",FOUR MONTH,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
432711603,Women (Age 15 yrs and older),No,,, ,,No,,Yes,165.0,Yes,20.0,No,,No,,No,,No,,No,,No,,Yes,360.0
432711604,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,240.0,No,,No,,Yes,240.0
432711604,Women (Age 15 yrs and older),No,,, ,,No,,Yes,165.0,Yes,20.0,No,,No,,No,,Yes,180.0,No,,No,,Yes,360.0
