,HHID,F2,F3,F4,F5,F6,F7,F8,F9,F10,F13
18100,14760500409016,1,1.0,,,,1.0,1.0,4.0,16.0,2.0
18101,14760500409016,2,2.0,,,,,,,,
18102,14760500409016,3,2.0,,,,,,,,
18103,14760500409016,4,2.0,,,,,,,,
18104,14760500409016,5,2.0,,,,,,,,
18105,14760500409017,1,1.0,,,,2.0,1.0,2.0,5.0,2.0
18106,14760500409017,2,2.0,,,,,,,,
18107,14760500409017,3,2.0,,,,,,,,
18108,14760500409017,4,2.0,,,,,,,,
18109,14760500409017,5,2.0,,,,,,,,
18110,14760500409018,1,1.0,,,,2.0,1.0,2.0,8.0,2.0
18111,14760500409018,2,2.0,,,,,,,,
18112,14760500409018,3,2.0,,,,,,,,
18113,14760500409018,4,2.0,,,,,,,,
18114,14760500409018,5,2.0,,,,,,,,
18115,14760500409019,1,2.0,,,,,,,,
18116,14760500409019,2,2.0,,,,,,,,
18117,14760500409019,3,2.0,,,,,,,,
18118,14760500409019,4,2.0,,,,,,,,
18119,14760500409019,5,2.0,,,,,,,,
18120,14760500409020,1,1.0,,,,1.0,2.0,1.0,4.0,2.0
18121,14760500409020,2,2.0,,,,,,,,
18122,14760500409020,3,2.0,,,,,,,,
18123,14760500409020,4,2.0,,,,,,,,
18124,14760500409020,5,2.0,,,,,,,,
18125,14760500430001,1,1.0,,,,6.0,5.0,1.0,5.0,2.0
18126,14760500430001,2,2.0,,,,,,,,
18127,14760500430001,3,2.0,,,,,,,,
18128,14760500430001,4,2.0,,,,,,,,
18129,14760500430001,5,2.0,,,,,,,,
18130,14760500430002,1,1.0,,,,4.0,3.0,2.0,10.0,2.0
18131,14760500430002,2,2.0,,,,,,,,
18132,14760500430002,3,2.0,,,,,,,,
18133,14760500430002,4,2.0,,,,,,,,
18134,14760500430002,5,2.0,,,,,,,,
18135,14760500430003,1,1.0,,,,8.0,2.0,1.0,5.0,2.0
18136,14760500430003,2,2.0,,,,,,,,
18137,14760500430003,3,2.0,,,,,,,,
18138,14760500430003,4,2.0,,,,,,,,
18139,14760500430003,5,2.0,,,,,,,,
18140,14760500430004,1,1.0,,,,5.0,4.0,1.0,5.0,2.0
18141,14760500430004,2,2.0,,,,,,,,
18142,14760500430004,3,2.0,,,,,,,,
18143,14760500430004,4,2.0,,,,,,,,
18144,14760500430004,5,2.0,,,,,,,,
18145,14760500430005,1,2.0,,,,,,,,
18146,14760500430005,2,2.0,,,,,,,,
18147,14760500430005,3,2.0,,,,,,,,
18148,14760500430005,4,2.0,,,,,,,,
18149,14760500430005,5,2.0,,,,,,,,
18150,14760500430006,1,1.0,,,,6.0,2.0,2.0,10.0,2.0
18151,14760500430006,2,2.0,,,,,,,,
18152,14760500430006,3,2.0,,,,,,,,
18153,14760500430006,4,2.0,,,,,,,,
18154,14760500430006,5,2.0,,,,,,,,
18155,14760500430007,1,1.0,,,,7.0,4.0,2.0,10.0,2.0
18156,14760500430007,2,2.0,,,,,,,,
18157,14760500430007,3,2.0,,,,,,,,
18158,14760500430007,4,2.0,,,,,,,,
18159,14760500430007,5,2.0,,,,,,,,
18160,14760500430008,1,1.0,,,,4.0,1.0,1.0,5.0,2.0
18161,14760500430008,2,2.0,,,,,,,,
18162,14760500430008,3,2.0,,,,,,,,
18163,14760500430008,4,2.0,,,,,,,,
18164,14760500430008,5,2.0,,,,,,,,
18165,14760500430009,1,1.0,,,,12.0,2.0,2.0,10.0,2.0
18166,14760500430009,2,2.0,,,,,,,,
18167,14760500430009,3,2.0,,,,,,,,
18168,14760500430009,4,2.0,,,,,,,,
18169,14760500430009,5,2.0,,,,,,,,
18170,14760500430010,1,1.0,,,,5.0,2.0,2.0,10.0,2.0
18171,14760500430010,2,2.0,,,,,,,,
18172,14760500430010,3,2.0,,,,,,,,
18173,14760500430010,4,2.0,,,,,,,,
18174,14760500430010,5,2.0,,,,,,,,
18175,14760500430011,1,1.0,,,,10.0,3.0,2.0,10.0,2.0
18176,14760500430011,2,2.0,,,,,,,,
18177,14760500430011,3,2.0,,,,,,,,
18178,14760500430011,4,2.0,,,,,,,,
18179,14760500430011,5,2.0,,,,,,,,
18180,14760500430012,1,2.0,,,,,,,,
18181,14760500430012,2,2.0,,,,,,,,
18182,14760500430012,3,2.0,,,,,,,,
18183,14760500430012,4,2.0,,,,,,,,
18184,14760500430012,5,2.0,,,,,,,,
18185,14760500430013,1,1.0,,,,8.0,3.0,2.0,10.0,2.0
18186,14760500430013,2,2.0,,,,,,,,
18187,14760500430013,3,2.0,,,,,,,,
18188,14760500430013,4,2.0,,,,,,,,
18189,14760500430013,5,2.0,,,,,,,,
18190,14760500430014,1,1.0,,,,3.0,2.0,2.0,5.0,2.0
18191,14760500430014,2,2.0,,,,,,,,
18192,14760500430014,3,2.0,,,,,,,,
18193,14760500430014,4,2.0,,,,,,,,
18194,14760500430014,5,2.0,,,,,,,,
18195,14760500430015,1,1.0,,,,12.0,5.0,3.0,15.0,2.0
18196,14760500430015,2,2.0,,,,,,,,
18197,14760500430015,3,2.0,,,,,,,,
18198,14760500430015,4,2.0,,,,,,,,
18199,14760500430015,5,2.0,,,,,,,,
18200,14760500430016,1,1.0,,,,6.0,4.0,1.0,5.0,2.0
18201,14760500430016,2,2.0,,,,,,,,
18202,14760500430016,3,2.0,,,,,,,,
18203,14760500430016,4,2.0,,,,,,,,
18204,14760500430016,5,2.0,,,,,,,,
18205,14760500430017,1,1.0,,,,12.0,1.0,1.0,5.0,2.0
18206,14760500430017,2,2.0,,,,,,,,
18207,14760500430017,3,2.0,,,,,,,,
18208,14760500430017,4,2.0,,,,,,,,
18209,14760500430017,5,2.0,,,,,,,,
18210,14760500430018,1,1.0,,,,3.0,3.0,1.0,5.0,2.0
18211,14760500430018,2,2.0,,,,,,,,
18212,14760500430018,3,2.0,,,,,,,,
18213,14760500430018,4,2.0,,,,,,,,
18214,14760500430018,5,2.0,,,,,,,,
18215,14760500430019,1,1.0,,,,8.0,4.0,2.0,10.0,2.0
18216,14760500430019,2,2.0,,,,,,,,
18217,14760500430019,3,2.0,,,,,,,,
18218,14760500430019,4,2.0,,,,,,,,
18219,14760500430019,5,2.0,,,,,,,,
18220,14760500430020,1,1.0,,,,9.0,3.0,3.0,15.0,2.0
18221,14760500430020,2,2.0,,,,,,,,
18222,14760500430020,3,2.0,,,,,,,,
18223,14760500430020,4,2.0,,,,,,,,
18224,14760500430020,5,2.0,,,,,,,,
18225,14760500507001,1,1.0,,,,12.0,4.0,3.0,12.0,7.0
18226,14760500507001,2,2.0,,,,,,,,
18227,14760500507001,3,2.0,,,,,,,,
18228,14760500507001,4,2.0,,,,,,,,
18229,14760500507001,5,2.0,,,,,,,,
18230,14760500507002,1,2.0,,,,,,,,
18231,14760500507002,2,2.0,,,,,,,,
18232,14760500507002,3,2.0,,,,,,,,
18233,14760500507002,4,2.0,,,,,,,,
18234,14760500507002,5,2.0,,,,,,,,
18235,14760500507003,1,1.0,,,,12.0,4.0,3.0,12.0,16.0
18236,14760500507003,2,2.0,,,,,,,,
18237,14760500507003,3,2.0,,,,,,,,
18238,14760500507003,4,2.0,,,,,,,,
18239,14760500507003,5,2.0,,,,,,,,
18240,14760500507004,1,1.0,,,,12.0,5.0,4.0,16.0,2.0
18241,14760500507004,2,2.0,,,,,,,,
18242,14760500507004,3,2.0,,,,,,,,
18243,14760500507004,4,2.0,,,,,,,,
18244,14760500507004,5,2.0,,,,,,,,
18245,14760500507005,1,2.0,,,,,,,,
18246,14760500507005,2,2.0,,,,,,,,
18247,14760500507005,3,2.0,,,,,,,,
18248,14760500507005,4,2.0,,,,,,,,
18249,14760500507005,5,2.0,,,,,,,,
18250,14760500507006,1,1.0,,,,12.0,2.0,2.0,8.0,2.0
18251,14760500507006,2,2.0,,,,,,,,
18252,14760500507006,3,2.0,,,,,,,,
18253,14760500507006,4,2.0,,,,,,,,
18254,14760500507006,5,2.0,,,,,,,,
18255,14760500507007,1,1.0,,,,12.0,3.0,8.0,32.0,2.0
18256,14760500507007,2,2.0,,,,,,,,
18257,14760500507007,3,2.0,,,,,,,,
18258,14760500507007,4,2.0,,,,,,,,
18259,14760500507007,5,2.0,,,,,,,,
18260,14760500507008,1,1.0,,,,12.0,2.0,1.0,4.0,2.0
18261,14760500507008,2,2.0,,,,,,,,
18262,14760500507008,3,2.0,,,,,,,,
18263,14760500507008,4,2.0,,,,,,,,
18264,14760500507008,5,2.0,,,,,,,,
18265,14760500507009,1,1.0,,,,12.0,3.0,2.0,5.0,2.0
18266,14760500507009,2,2.0,,,,,,,,
18267,14760500507009,3,2.0,,,,,,,,
18268,14760500507009,4,2.0,,,,,,,,
18269,14760500507009,5,2.0,,,,,,,,
18270,14760500507010,1,1.0,,,,12.0,4.0,2.0,8.0,2.0
18271,14760500507010,2,2.0,,,,,,,,
18272,14760500507010,3,2.0,,,,,,,,
18273,14760500507010,4,2.0,,,,,,,,
18274,14760500507010,5,2.0,,,,,,,,
18275,14760500507011,1,1.0,,,,12.0,3.0,1.0,4.0,2.0
18276,14760500507011,2,2.0,,,,,,,,
18277,14760500507011,3,2.0,,,,,,,,
18278,14760500507011,4,2.0,,,,,,,,
18279,14760500507011,5,2.0,,,,,,,,
18280,14760500507012,1,1.0,,,,12.0,3.0,1.0,4.0,2.0
18281,14760500507012,2,2.0,,,,,,,,
18282,14760500507012,3,2.0,,,,,,,,
18283,14760500507012,4,2.0,,,,,,,,
18284,14760500507012,5,2.0,,,,,,,,
18285,14760500507013,1,1.0,,,,12.0,3.0,3.0,12.0,2.0
18286,14760500507013,2,2.0,,,,,,,,
18287,14760500507013,3,2.0,,,,,,,,
18288,14760500507013,4,2.0,,,,,,,,
18289,14760500507013,5,2.0,,,,,,,,
18290,14760500507014,1,1.0,,,,12.0,2.0,1.0,4.0,2.0
18291,14760500507014,2,2.0,,,,,,,,
18292,14760500507014,3,2.0,,,,,,,,
18293,14760500507014,4,2.0,,,,,,,,
18294,14760500507014,5,2.0,,,,,,,,
18295,14760500507015,1,1.0,,,,12.0,1.0,3.0,12.0,2.0
18296,14760500507015,2,2.0,,,,,,,,
18297,14760500507015,3,2.0,,,,,,,,
18298,14760500507015,4,2.0,,,,,,,,
18299,14760500507015,5,2.0,,,,,,,,
18300,14760500507016,1,1.0,,,,12.0,2.0,2.0,8.0,2.0
18301,14760500507016,2,2.0,,,,,,,,
18302,14760500507016,3,2.0,,,,,,,,
18303,14760500507016,4,2.0,,,,,,,,
18304,14760500507016,5,2.0,,,,,,,,
18305,14760500507017,1,1.0,,,,12.0,3.0,7.0,28.0,2.0
18306,14760500507017,2,2.0,,,,,,,,
18307,14760500507017,3,2.0,,,,,,,,
18308,14760500507017,4,2.0,,,,,,,,
18309,14760500507017,5,2.0,,,,,,,,
18310,14760500507018,1,1.0,,,,12.0,3.0,5.0,20.0,2.0
18311,14760500507018,2,2.0,,,,,,,,
18312,14760500507018,3,2.0,,,,,,,,
18313,14760500507018,4,2.0,,,,,,,,
18314,14760500507018,5,2.0,,,,,,,,
18315,14760500507019,1,1.0,,,,12.0,2.0,4.0,10.0,16.0
18316,14760500507019,2,2.0,,,,,,,,
18317,14760500507019,3,2.0,,,,,,,,
18318,14760500507019,4,2.0,,,,,,,,
18319,14760500507019,5,2.0,,,,,,,,
18320,14760500507020,1,2.0,,,,,,,,
18321,14760500507020,2,2.0,,,,,,,,
18322,14760500507020,3,2.0,,,,,,,,
18323,14760500507020,4,2.0,,,,,,,,
18324,14760500507020,5,2.0,,,,,,,,
18325,14760500517001,1,1.0,,,,12.0,1.0,2.0,8.0,2.0
18326,14760500517001,2,2.0,,,,,,,,
18327,14760500517001,3,2.0,,,,,,,,
18328,14760500517001,4,2.0,,,,,,,,
18329,14760500517001,5,2.0,,,,,,,,
18330,14760500517002,1,1.0,,,,12.0,1.0,3.0,12.0,2.0
18331,14760500517002,2,2.0,,,,,,,,
18332,14760500517002,3,2.0,,,,,,,,
18333,14760500517002,4,2.0,,,,,,,,
18334,14760500517002,5,2.0,,,,,,,,
18335,14760500517003,1,1.0,,,,12.0,1.0,2.0,8.0,2.0
18336,14760500517003,2,2.0,,,,,,,,
18337,14760500517003,3,2.0,,,,,,,,
18338,14760500517003,4,2.0,,,,,,,,
18339,14760500517003,5,2.0,,,,,,,,
18340,14760500517004,1,1.0,,,,3.0,2.0,2.0,6.0,2.0
18341,14760500517004,2,2.0,,,,,,,,
18342,14760500517004,3,2.0,,,,,,,,
18343,14760500517004,4,2.0,,,,,,,,
18344,14760500517004,5,2.0,,,,,,,,
18345,14760500517005,1,1.0,,,,12.0,1.0,1.0,4.0,2.0
18346,14760500517005,2,2.0,,,,,,,,
18347,14760500517005,3,2.0,,,,,,,,
18348,14760500517005,4,2.0,,,,,,,,
18349,14760500517005,5,2.0,,,,,,,,
18350,14760500517006,1,1.0,,,,12.0,1.0,4.0,16.0,2.0
18351,14760500517006,2,2.0,,,,,,,,
18352,14760500517006,3,2.0,,,,,,,,
18353,14760500517006,4,2.0,,,,,,,,
18354,14760500517006,5,2.0,,,,,,,,
18355,14760500517007,1,1.0,,,,12.0,1.0,1.0,4.0,2.0
18356,14760500517007,2,2.0,,,,,,,,
18357,14760500517007,3,2.0,,,,,,,,
18358,14760500517007,4,2.0,,,,,,,,
18359,14760500517007,5,2.0,,,,,,,,
18360,14760500517008,1,1.0,,,,12.0,1.0,2.0,8.0,2.0
18361,14760500517008,2,2.0,,,,,,,,
18362,14760500517008,3,2.0,,,,,,,,
18363,14760500517008,4,2.0,,,,,,,,
18364,14760500517008,5,2.0,,,,,,,,
18365,14760500517009,1,1.0,,,,12.0,1.0,2.0,4.0,2.0
18366,14760500517009,2,2.0,,,,,,,,
18367,14760500517009,3,2.0,,,,,,,,
18368,14760500517009,4,2.0,,,,,,,,
18369,14760500517009,5,2.0,,,,,,,,
18370,14760500517010,1,1.0,,,,12.0,1.0,1.0,4.0,2.0
18371,14760500517010,2,2.0,,,,,,,,
18372,14760500517010,3,2.0,,,,,,,,
18373,14760500517010,4,2.0,,,,,,,,
18374,14760500517010,5,2.0,,,,,,,,
18375,14760500517011,1,1.0,,,,12.0,1.0,2.0,8.0,2.0
18376,14760500517011,2,2.0,,,,,,,,
18377,14760500517011,3,2.0,,,,,,,,
18378,14760500517011,4,2.0,,,,,,,,
18379,14760500517011,5,2.0,,,,,,,,
18380,14760500517012,1,1.0,,,,12.0,1.0,2.0,8.0,2.0
18381,14760500517012,2,2.0,,,,,,,,
18382,14760500517012,3,2.0,,,,,,,,
18383,14760500517012,4,2.0,,,,,,,,
18384,14760500517012,5,2.0,,,,,,,,
18385,14760500517013,1,1.0,,,,12.0,2.0,2.0,8.0,2.0
18386,14760500517013,2,2.0,,,,,,,,
18387,14760500517013,3,2.0,,,,,,,,
18388,14760500517013,4,2.0,,,,,,,,
18389,14760500517013,5,2.0,,,,,,,,
18390,14760500517014,1,1.0,,,,12.0,1.0,3.0,12.0,2.0
18391,14760500517014,2,2.0,,,,,,,,
18392,14760500517014,3,2.0,,,,,,,,
18393,14760500517014,4,2.0,,,,,,,,
18394,14760500517014,5,2.0,,,,,,,,
18395,14760500517015,1,1.0,,,,12.0,1.0,2.0,8.0,2.0
18396,14760500517015,2,2.0,,,,,,,,
18397,14760500517015,3,2.0,,,,,,,,
18398,14760500517015,4,2.0,,,,,,,,
18399,14760500517015,5,2.0,,,,,,,,
18400,14760500517016,1,1.0,,,,12.0,2.0,2.0,8.0,2.0
18401,14760500517016,2,2.0,,,,,,,,
18402,14760500517016,3,2.0,,,,,,,,
18403,14760500517016,4,2.0,,,,,,,,
18404,14760500517016,5,2.0,,,,,,,,
18405,14760500517018,1,1.0,,,,12.0,2.0,4.0,16.0,2.0
18406,14760500517018,2,2.0,,,,,,,,
18407,14760500517018,3,2.0,,,,,,,,
18408,14760500517018,4,2.0,,,,,,,,
18409,14760500517018,5,2.0,,,,,,,,
18410,14760500517019,1,1.0,,,,12.0,1.0,3.0,12.0,2.0
18411,14760500517019,2,2.0,,,,,,,,
18412,14760500517019,3,2.0,,,,,,,,
18413,14760500517019,4,2.0,,,,,,,,
18414,14760500517019,5,2.0,,,,,,,,
18415,14760500517020,1,1.0,,,,12.0,1.0,2.0,8.0,2.0
18416,14760500517020,2,2.0,,,,,,,,
18417,14760500517020,3,2.0,,,,,,,,
18418,14760500517020,4,2.0,,,,,,,,
18419,14760500517020,5,2.0,,,,,,,,
18420,14760500517044,1,1.0,,,,12.0,1.0,2.0,8.0,2.0
18421,14760500517044,2,2.0,,,,,,,,
18422,14760500517044,3,2.0,,,,,,,,
18423,14760500517044,4,2.0,,,,,,,,
18424,14760500517044,5,2.0,,,,,,,,
18425,14760500527001,1,1.0,,,,5.0,1.0,3.0,12.0,2.0
18426,14760500527001,2,2.0,,,,,,,,
18427,14760500527001,3,2.0,,,,,,,,
18428,14760500527001,4,2.0,,,,,,,,
18429,14760500527001,5,2.0,,,,,,,,
18430,14760500527002,1,1.0,,,,12.0,4.0,3.0,13.0,2.0
18431,14760500527002,2,2.0,,,,,,,,
18432,14760500527002,3,2.0,,,,,,,,
18433,14760500527002,4,2.0,,,,,,,,
18434,14760500527002,5,2.0,,,,,,,,
18435,14760500527003,1,2.0,,,,,,,,
18436,14760500527003,2,2.0,,,,,,,,
18437,14760500527003,3,2.0,,,,,,,,
18438,14760500527003,4,2.0,,,,,,,,
18439,14760500527003,5,2.0,,,,,,,,
18440,14760500527004,1,1.0,,,,12.0,1.0,2.0,8.0,2.0
18441,14760500527004,2,2.0,,,,,,,,
18442,14760500527004,3,2.0,,,,,,,,
18443,14760500527004,4,2.0,,,,,,,,
18444,14760500527004,5,2.0,,,,,,,,
18445,14760500527005,1,1.0,,,,12.0,1.0,2.0,9.0,2.0
18446,14760500527005,2,2.0,,,,,,,,
18447,14760500527005,3,2.0,,,,,,,,
18448,14760500527005,4,2.0,,,,,,,,
18449,14760500527005,5,2.0,,,,,,,,
18450,14760500527006,1,1.0,,,,6.0,1.0,5.0,22.0,2.0
18451,14760500527006,2,2.0,,,,,,,,
18452,14760500527006,3,2.0,,,,,,,,
18453,14760500527006,4,2.0,,,,,,,,
18454,14760500527006,5,2.0,,,,,,,,
18455,14760500527007,1,1.0,,,,12.0,1.0,10.0,45.0,2.0
18456,14760500527007,2,2.0,,,,,,,,
18457,14760500527007,3,2.0,,,,,,,,
18458,14760500527007,4,2.0,,,,,,,,
18459,14760500527007,5,2.0,,,,,,,,
18460,14760500527008,1,1.0,,,,12.0,1.0,2.0,9.0,2.0
18461,14760500527008,2,2.0,,,,,,,,
18462,14760500527008,3,2.0,,,,,,,,
18463,14760500527008,4,2.0,,,,,,,,
18464,14760500527008,5,2.0,,,,,,,,
18465,14760500527009,1,1.0,,,,12.0,1.0,3.0,15.0,2.0
18466,14760500527009,2,2.0,,,,,,,,
18467,14760500527009,3,2.0,,,,,,,,
18468,14760500527009,4,2.0,,,,,,,,
18469,14760500527009,5,2.0,,,,,,,,
18470,14760500527010,1,1.0,,,,12.0,1.0,3.0,18.0,2.0
18471,14760500527010,2,2.0,,,,,,,,
18472,14760500527010,3,2.0,,,,,,,,
18473,14760500527010,4,2.0,,,,,,,,
18474,14760500527010,5,2.0,,,,,,,,
18475,14760500527011,1,1.0,,,,12.0,1.0,2.0,10.0,2.0
18476,14760500527011,2,2.0,,,,,,,,
18477,14760500527011,3,2.0,,,,,,,,
18478,14760500527011,4,2.0,,,,,,,,
18479,14760500527011,5,2.0,,,,,,,,
18480,14760500527012,1,1.0,,,,8.0,1.0,1.0,5.0,2.0
18481,14760500527012,2,2.0,,,,,,,,
18482,14760500527012,3,2.0,,,,,,,,
18483,14760500527012,4,2.0,,,,,,,,
18484,14760500527012,5,2.0,,,,,,,,
18485,14760500527013,1,1.0,,,,1.0,1.0,2.0,10.0,2.0
18486,14760500527013,2,2.0,,,,,,,,
18487,14760500527013,3,2.0,,,,,,,,
18488,14760500527013,4,2.0,,,,,,,,
18489,14760500527013,5,2.0,,,,,,,,
18490,14760500527014,1,1.0,,,,12.0,1.0,4.0,20.0,2.0
18491,14760500527014,2,2.0,,,,,,,,
18492,14760500527014,3,2.0,,,,,,,,
18493,14760500527014,4,2.0,,,,,,,,
18494,14760500527014,5,2.0,,,,,,,,
18495,14760500527015,1,1.0,,,,12.0,1.0,3.0,13.0,2.0
18496,14760500527015,2,2.0,,,,,,,,
18497,14760500527015,3,2.0,,,,,,,,
18498,14760500527015,4,2.0,,,,,,,,
18499,14760500527015,5,2.0,,,,,,,,
18500,14760500527016,1,1.0,,,,12.0,1.0,1.0,5.0,2.0
18501,14760500527016,2,2.0,,,,,,,,
18502,14760500527016,3,2.0,,,,,,,,
18503,14760500527016,4,2.0,,,,,,,,
18504,14760500527016,5,2.0,,,,,,,,
18505,14760500527017,1,1.0,,,,6.0,1.0,2.0,10.0,2.0
18506,14760500527017,2,2.0,,,,,,,,
18507,14760500527017,3,2.0,,,,,,,,
18508,14760500527017,4,2.0,,,,,,,,
18509,14760500527017,5,2.0,,,,,,,,
18510,14760500527018,1,1.0,,,,12.0,1.0,8.0,40.0,2.0
18511,14760500527018,2,2.0,,,,,,,,
18512,14760500527018,3,2.0,,,,,,,,
18513,14760500527018,4,2.0,,,,,,,,
18514,14760500527018,5,2.0,,,,,,,,
18515,14760500527019,1,1.0,,,,12.0,1.0,2.0,10.0,2.0
18516,14760500527019,2,2.0,,,,,,,,
18517,14760500527019,3,2.0,,,,,,,,
18518,14760500527019,4,2.0,,,,,,,,
18519,14760500527019,5,2.0,,,,,,,,
18520,14760500527020,1,1.0,,,,12.0,1.0,10.0,50.0,2.0
18521,14760500527020,2,2.0,,,,,,,,
18522,14760500527020,3,2.0,,,,,,,,
18523,14760500527020,4,2.0,,,,,,,,
18524,14760500527020,5,2.0,,,,,,,,
18525,14760500532001,1,1.0,,,,4.0,3.0,7.0,35.0,16.0
18526,14760500532001,2,2.0,,,,,,,,
18527,14760500532001,3,2.0,,,,,,,,
18528,14760500532001,4,2.0,,,,,,,,
18529,14760500532001,5,2.0,,,,,,,,
18530,14760500532002,1,1.0,,,,12.0,2.0,3.0,12.0,16.0
18531,14760500532002,2,2.0,,,,,,,,
18532,14760500532002,3,2.0,,,,,,,,
18533,14760500532002,4,2.0,,,,,,,,
18534,14760500532002,5,2.0,,,,,,,,
18535,14760500532003,1,1.0,,,,8.0,2.0,2.0,8.0,2.0
18536,14760500532003,2,2.0,,,,,,,,
18537,14760500532003,3,2.0,,,,,,,,
18538,14760500532003,4,2.0,,,,,,,,
18539,14760500532003,5,2.0,,,,,,,,
18540,14760500532004,1,1.0,,,,12.0,3.0,3.0,12.0,2.0
18541,14760500532004,2,2.0,,,,,,,,
18542,14760500532004,3,2.0,,,,,,,,
18543,14760500532004,4,2.0,,,,,,,,
18544,14760500532004,5,2.0,,,,,,,,
18545,14760500532005,1,1.0,,,,12.0,3.0,3.0,12.0,2.0
18546,14760500532005,2,1.0,0.0,1.0,0.0,3.0,3.0,,,2.0
18547,14760500532005,3,2.0,,,,,,,,
18548,14760500532005,4,2.0,,,,,,,,
18549,14760500532005,5,2.0,,,,,,,,
18550,14760500532006,1,1.0,,,,12.0,4.0,3.0,12.0,2.0
18551,14760500532006,2,2.0,,,,,,,,
18552,14760500532006,3,2.0,,,,,,,,
18553,14760500532006,4,2.0,,,,,,,,
18554,14760500532006,5,2.0,,,,,,,,
18555,14760500532007,1,1.0,,,,12.0,3.0,3.0,12.0,2.0
18556,14760500532007,2,2.0,,,,,,,,
18557,14760500532007,3,2.0,,,,,,,,
18558,14760500532007,4,2.0,,,,,,,,
18559,14760500532007,5,2.0,,,,,,,,
18560,14760500532008,1,1.0,,,,10.0,2.0,2.0,8.0,2.0
18561,14760500532008,2,2.0,,,,,,,,
18562,14760500532008,3,2.0,,,,,,,,
18563,14760500532008,4,2.0,,,,,,,,
18564,14760500532008,5,2.0,,,,,,,,
18565,14760500532009,1,1.0,,,,8.0,2.0,1.0,4.0,2.0
18566,14760500532009,2,2.0,,,,,,,,
18567,14760500532009,3,2.0,,,,,,,,
18568,14760500532009,4,2.0,,,,,,,,
18569,14760500532009,5,2.0,,,,,,,,
18570,14760500532010,1,2.0,,,,,,,,
18571,14760500532010,2,2.0,,,,,,,,
18572,14760500532010,3,2.0,,,,,,,,
18573,14760500532010,4,2.0,,,,,,,,
18574,14760500532010,5,2.0,,,,,,,,
18575,14760500532011,1,1.0,,,,8.0,2.0,2.0,8.0,2.0
18576,14760500532011,2,2.0,,,,,,,,
18577,14760500532011,3,2.0,,,,,,,,
18578,14760500532011,4,2.0,,,,,,,,
18579,14760500532011,5,2.0,,,,,,,,
18580,14760500532012,1,1.0,,,,5.0,2.0,1.0,4.0,2.0
18581,14760500532012,2,2.0,,,,,,,,
18582,14760500532012,3,2.0,,,,,,,,
18583,14760500532012,4,2.0,,,,,,,,
18584,14760500532012,5,2.0,,,,,,,,
18585,14760500532013,1,1.0,,,,5.0,3.0,1.0,4.0,2.0
18586,14760500532013,2,2.0,,,,,,,,
18587,14760500532013,3,2.0,,,,,,,,
18588,14760500532013,4,2.0,,,,,,,,
18589,14760500532013,5,2.0,,,,,,,,
18590,14760500532014,1,2.0,,,,,,,,
18591,14760500532014,2,2.0,,,,,,,,
18592,14760500532014,3,2.0,,,,,,,,
18593,14760500532014,4,2.0,,,,,,,,
18594,14760500532014,5,2.0,,,,,,,,
18595,14760500532015,1,1.0,,,,5.0,2.0,1.0,4.0,2.0
18596,14760500532015,2,2.0,,,,,,,,
18597,14760500532015,3,2.0,,,,,,,,
18598,14760500532015,4,2.0,,,,,,,,
18599,14760500532015,5,2.0,,,,,,,,
18600,14760500532016,1,1.0,,,,8.0,2.0,2.0,8.0,2.0
18601,14760500532016,2,2.0,,,,,,,,
18602,14760500532016,3,2.0,,,,,,,,
18603,14760500532016,4,2.0,,,,,,,,
18604,14760500532016,5,2.0,,,,,,,,
18605,14760500532017,1,1.0,,,,6.0,2.0,1.0,4.0,2.0
18606,14760500532017,2,2.0,,,,,,,,
18607,14760500532017,3,2.0,,,,,,,,
18608,14760500532017,4,2.0,,,,,,,,
18609,14760500532017,5,2.0,,,,,,,,
18610,14760500532018,1,1.0,,,,8.0,3.0,2.0,10.0,2.0
18611,14760500532018,2,2.0,,,,,,,,
18612,14760500532018,3,2.0,,,,,,,,
18613,14760500532018,4,2.0,,,,,,,,
18614,14760500532018,5,2.0,,,,,,,,
18615,14760500532019,1,1.0,,,,5.0,2.0,1.0,5.0,2.0
18616,14760500532019,2,2.0,,,,,,,,
18617,14760500532019,3,2.0,,,,,,,,
18618,14760500532019,4,2.0,,,,,,,,
18619,14760500532019,5,2.0,,,,,,,,
18620,14760500532020,1,1.0,,,,8.0,3.0,4.0,20.0,2.0
18621,14760500532020,2,2.0,,,,,,,,
18622,14760500532020,3,2.0,,,,,,,,
18623,14760500532020,4,2.0,,,,,,,,
18624,14760500532020,5,2.0,,,,,,,,
18625,14760500613002,1,1.0,,,,1.0,1.0,1.0,4.0,2.0
18626,14760500613002,2,2.0,,,,,,,,
18627,14760500613002,3,2.0,,,,,,,,
18628,14760500613002,4,2.0,,,,,,,,
18629,14760500613002,5,2.0,,,,,,,,
18630,14760500613003,1,1.0,,,,12.0,1.0,1.0,4.0,2.0
18631,14760500613003,2,2.0,,,,,,,,
18632,14760500613003,3,2.0,,,,,,,,
18633,14760500613003,4,2.0,,,,,,,,
18634,14760500613003,5,2.0,,,,,,,,
18635,14760500613004,1,1.0,,,,12.0,1.0,1.0,0.0,2.0
18636,14760500613004,2,2.0,,,,,,,,
18637,14760500613004,3,2.0,,,,,,,,
18638,14760500613004,4,2.0,,,,,,,,
18639,14760500613004,5,2.0,,,,,,,,
18640,14760500613005,1,1.0,,,,1.0,1.0,1.0,4.0,2.0
