,HHID,IndividualID,quest_id,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,HI_7,A1,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,EAID
18453,14790800622009,1479080062200901,4079,14,79,8,6,22,1,9,1,2,1,50,1,2.0,,,1.0,8.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18454,14790800622010,1479080062201001,4080,14,79,8,6,22,1,10,1,2,1,70,1,2.0,,,1.0,8.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18455,14790800622010,1479080062201002,4080,14,79,8,6,22,1,10,2,2,3,38,1,2.0,,,1.0,5.0,1.0,1.0,3.0,7.0,11.0,23.0,450.0,2.0,,14080810800622.0
18456,14790800622011,1479080062201101,4081,14,79,8,6,22,1,11,1,1,1,58,1,1.0,2.0,8.0,1.0,8.0,6.0,1.0,3.0,7.0,12.0,30.0,500.0,1.0,0.0,14080810800622.0
18457,14790800622011,1479080062201102,4081,14,79,8,6,22,1,11,2,2,3,38,1,1.0,2.0,10.0,1.0,5.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18458,14790800622011,1479080062201103,4081,14,79,8,6,22,1,11,3,2,3,33,1,1.0,2.0,10.0,1.0,5.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18459,14790800622011,1479080062201104,4081,14,79,8,6,22,1,11,4,1,3,29,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800622.0
18460,14790800622012,1479080062201201,4082,14,79,8,6,22,1,12,1,2,1,50,1,2.0,,,1.0,8.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18461,14790800622012,1479080062201202,4082,14,79,8,6,22,1,12,2,1,3,38,1,1.0,2.0,5.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800622.0
18462,14790800622012,1479080062201203,4082,14,79,8,6,22,1,12,3,2,3,22,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,8.0,,10.0,25.0,200.0,2.0,,14080810800622.0
18463,14790800622013,1479080062201301,4083,14,79,8,6,22,1,13,1,2,1,30,1,2.0,,,1.0,6.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18464,14790800622013,1479080062201302,4083,14,79,8,6,22,1,13,2,1,3,10,1,2.0,,,2.0,,,,,,,,,,,14080810800622.0
18465,14790800622014,1479080062201401,4084,14,79,8,6,22,1,14,1,1,1,48,1,1.0,2.0,6.0,1.0,1.0,5.0,1.0,3.0,7.0,12.0,30.0,500.0,2.0,,14080810800622.0
18466,14790800622014,1479080062201402,4084,14,79,8,6,22,1,14,2,2,2,40,1,2.0,,,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18467,14790800622014,1479080062201403,4084,14,79,8,6,22,1,14,3,1,3,18,1,1.0,1.0,12.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800622.0
18468,14790800622014,1479080062201404,4084,14,79,8,6,22,1,14,4,2,3,16,1,1.0,1.0,10.0,1.0,5.0,3.0,1.0,10.0,,,,,,,14080810800622.0
18469,14790800622015,1479080062201501,4085,14,79,8,6,22,1,15,1,1,1,60,1,2.0,,,1.0,8.0,6.0,1.0,15.0,,,,,,,14080810800622.0
18470,14790800622016,1479080062201601,4086,14,79,8,6,22,1,16,1,1,1,47,1,1.0,2.0,16.0,1.0,1.0,6.0,1.0,1.0,16.0,10.0,26.0,2000.0,2.0,,14080810800622.0
18471,14790800622016,1479080062201602,4086,14,79,8,6,22,1,16,2,2,2,32,1,1.0,2.0,12.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18472,14790800622016,1479080062201603,4086,14,79,8,6,22,1,16,3,1,3,13,1,1.0,1.0,8.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800622.0
18473,14790800622017,1479080062201701,4087,14,79,8,6,22,1,17,1,1,1,33,1,1.0,2.0,10.0,1.0,1.0,4.0,1.0,3.0,7.0,12.0,30.0,1500.0,2.0,,14080810800622.0
18474,14790800622017,1479080062201702,4087,14,79,8,6,22,1,17,2,2,2,26,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18475,14790800622017,1479080062201703,4087,14,79,8,6,22,1,17,3,2,9,17,1,1.0,1.0,8.0,1.0,5.0,4.0,1.0,10.0,,,,,,,14080810800622.0
18476,14790800622017,1479080062201704,4087,14,79,8,6,22,1,17,4,1,12,40,1,2.0,,,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800622.0
18477,14790800622018,1479080062201801,4088,14,79,8,6,22,1,18,1,1,1,50,1,1.0,2.0,4.0,1.0,1.0,6.0,1.0,8.0,,12.0,15.0,600.0,2.0,,14080810800622.0
18478,14790800622018,1479080062201802,4088,14,79,8,6,22,1,18,2,2,2,27,1,2.0,,,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18479,14790800622018,1479080062201803,4088,14,79,8,6,22,1,18,3,2,3,5,1,2.0,,,2.0,,,,,,,,,,,14080810800622.0
18480,14790800622018,1479080062201804,4088,14,79,8,6,22,1,18,4,2,3,5,1,2.0,,,2.0,,,,,,,,,,,14080810800622.0
18481,14790800622019,1479080062201901,4089,14,79,8,6,22,1,19,1,2,1,45,1,2.0,,,1.0,8.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18482,14790800622019,1479080062201902,4089,14,79,8,6,22,1,19,2,1,3,23,1,1.0,2.0,5.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800622.0
18483,14790800622019,1479080062201903,4089,14,79,8,6,22,1,19,3,2,3,22,1,1.0,2.0,10.0,1.0,5.0,1.0,1.0,15.0,,,,,,,14080810800622.0
18484,14790800622020,1479080062202001,4090,14,79,8,6,22,1,20,1,1,1,24,1,1.0,2.0,8.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800622.0
18485,14790800720002,1479080072000201,4091,14,79,8,7,20,1,2,1,1,1,47,1,1.0,2.0,4.0,1.0,2.0,6.0,1.0,11.0,,,,,,,14080810800720.0
18486,14790800720002,1479080072000202,4091,14,79,8,7,20,1,2,2,2,2,47,1,1.0,2.0,18.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800720.0
18487,14790800720002,1479080072000203,4091,14,79,8,7,20,1,2,3,2,3,28,1,1.0,1.0,14.0,1.0,5.0,2.0,1.0,14.0,,,,,,,14080810800720.0
18488,14790800720002,1479080072000204,4091,14,79,8,7,20,1,2,4,1,3,26,1,1.0,2.0,14.0,1.0,5.0,6.0,1.0,7.0,,12.0,30.0,5000.0,1.0,2.0,14080810800720.0
18489,14790800720002,1479080072000205,4091,14,79,8,7,20,1,2,5,1,3,24,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,7.0,,12.0,30.0,5000.0,1.0,2.0,14080810800720.0
18490,14790800720002,1479080072000206,4091,14,79,8,7,20,1,2,6,1,3,22,1,1.0,1.0,14.0,1.0,4.0,6.0,1.0,14.0,,,,,,,14080810800720.0
18491,14790800720002,1479080072000207,4091,14,79,8,7,20,1,2,7,2,3,10,1,1.0,1.0,4.0,2.0,,,,,,,,,,,14080810800720.0
18492,14790800720010,1479080072001001,4092,14,79,8,7,20,1,10,1,1,1,49,1,1.0,2.0,9.0,1.0,1.0,6.0,1.0,1.0,13.0,12.0,26.0,1000.0,2.0,,14080810800720.0
18493,14790800720010,1479080072001002,4092,14,79,8,7,20,1,10,2,2,2,48,1,1.0,2.0,4.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800720.0
18494,14790800720010,1479080072001003,4092,14,79,8,7,20,1,10,3,1,3,28,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800720.0
18495,14790800720010,1479080072001004,4092,14,79,8,7,20,1,10,4,1,2,28,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800720.0
18496,14790800720010,1479080072001005,4092,14,79,8,7,20,1,10,5,2,3,13,1,1.0,1.0,6.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800720.0
18497,14790800720011,1479080072001101,4093,14,79,8,7,20,1,11,1,2,1,40,1,1.0,2.0,8.0,1.0,8.0,1.0,1.0,15.0,,,,,,,14080810800720.0
18498,14790800720011,1479080072001102,4093,14,79,8,7,20,1,11,2,1,3,33,1,1.0,2.0,14.0,1.0,5.0,6.0,1.0,1.0,11.0,12.0,24.0,3000.0,2.0,,14080810800720.0
18499,14790800720011,1479080072001103,4093,14,79,8,7,20,1,11,3,1,3,31,1,1.0,2.0,14.0,1.0,5.0,6.0,1.0,1.0,13.0,12.0,24.0,2000.0,2.0,,14080810800720.0
18500,14790800720011,1479080072001104,4093,14,79,8,7,20,1,11,4,1,3,21,1,1.0,1.0,15.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18501,14790800720011,1479080072001105,4093,14,79,8,7,20,1,11,5,2,3,16,1,1.0,1.0,6.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18502,14790800720012,1479080072001201,4094,14,79,8,7,20,1,12,1,2,1,45,1,1.0,2.0,12.0,1.0,6.0,1.0,1.0,1.0,13.0,12.0,24.0,2000.0,2.0,,14080810800720.0
18503,14790800720012,1479080072001202,4094,14,79,8,7,20,1,12,2,1,12,30,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18504,14790800720012,1479080072001203,4094,14,79,8,7,20,1,12,3,1,3,20,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800720.0
18505,14790800720012,1479080072001204,4094,14,79,8,7,20,1,12,4,1,12,19,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800720.0
18506,14790800720012,1479080072001205,4094,14,79,8,7,20,1,12,5,1,12,18,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800720.0
18507,14790800720012,1479080072001206,4094,14,79,8,7,20,1,12,6,1,12,15,1,1.0,1.0,8.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18508,14790800720012,1479080072001207,4094,14,79,8,7,20,1,12,7,1,3,13,1,1.0,1.0,5.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800720.0
18509,14790800720012,1479080072001208,4094,14,79,8,7,20,1,12,8,1,3,7,1,1.0,1.0,1.0,2.0,,,,,,,,,,,14080810800720.0
18510,14790800720013,1479080072001301,4095,14,79,8,7,20,1,13,1,2,1,38,1,1.0,2.0,8.0,1.0,7.0,1.0,1.0,8.0,,12.0,15.0,1500.0,2.0,,14080810800720.0
18511,14790800720013,1479080072001302,4095,14,79,8,7,20,1,13,2,1,3,20,1,1.0,1.0,15.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18512,14790800720014,1479080072001401,4096,14,79,8,7,20,1,14,1,1,1,27,1,1.0,2.0,14.0,1.0,5.0,6.0,1.0,1.0,13.0,12.0,24.0,2000.0,2.0,,14080810800720.0
18513,14790800720015,1479080072001501,4097,14,79,8,7,20,1,15,1,2,1,40,1,1.0,2.0,14.0,1.0,7.0,1.0,1.0,1.0,16.0,10.0,22.0,2000.0,2.0,,14080810800720.0
18514,14790800720015,1479080072001502,4097,14,79,8,7,20,1,15,2,1,3,15,1,1.0,1.0,5.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18515,14790800720015,1479080072001503,4097,14,79,8,7,20,1,15,3,2,3,10,1,1.0,1.0,3.0,2.0,,,,,,,,,,,14080810800720.0
18516,14790800720016,1479080072001601,4098,14,79,8,7,20,1,16,1,2,1,30,1,1.0,2.0,14.0,1.0,6.0,1.0,1.0,1.0,13.0,12.0,22.0,3000.0,2.0,,14080810800720.0
18517,14790800720016,1479080072001602,4098,14,79,8,7,20,1,16,2,1,3,10,1,1.0,1.0,3.0,2.0,,,,,,,,,,,14080810800720.0
18518,14790800720016,1479080072001603,4098,14,79,8,7,20,1,16,3,1,3,8,1,1.0,1.0,2.0,2.0,,,,,,,,,,,14080810800720.0
18519,14790800720018,1479080072001801,4099,14,79,8,7,20,1,18,1,1,1,42,1,1.0,2.0,12.0,1.0,4.0,6.0,1.0,1.0,3.0,12.0,22.0,2000.0,2.0,,14080810800720.0
18520,14790800720018,1479080072001802,4099,14,79,8,7,20,1,18,2,2,13,20,1,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,13.0,12.0,30.0,600.0,2.0,,14080810800720.0
18521,14790800720018,1479080072001803,4099,14,79,8,7,20,1,18,3,2,13,14,1,1.0,1.0,3.0,1.0,5.0,1.0,2.0,,,,,,,,14080810800720.0
18522,14790800720022,1479080072002201,4100,14,79,8,7,20,1,22,1,2,1,38,1,1.0,2.0,14.0,1.0,7.0,1.0,1.0,1.0,17.0,12.0,22.0,3000.0,2.0,,14080810800720.0
18523,14790800720022,1479080072002202,4100,14,79,8,7,20,1,22,2,1,7,16,1,1.0,1.0,10.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18524,14790800720022,1479080072002203,4100,14,79,8,7,20,1,22,3,2,7,14,1,1.0,1.0,8.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800720.0
18525,14790800720022,1479080072002204,4100,14,79,8,7,20,1,22,4,2,7,12,1,1.0,1.0,6.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800720.0
18526,14790800720022,1479080072002205,4100,14,79,8,7,20,1,22,5,1,7,10,1,1.0,1.0,4.0,2.0,,,,,,,,,,,14080810800720.0
18527,14790800720026,1479080072002601,4101,14,79,8,7,20,1,26,1,1,1,77,1,1.0,2.0,6.0,1.0,1.0,6.0,1.0,11.0,,,,,,,14080810800720.0
18528,14790800720026,1479080072002602,4101,14,79,8,7,20,1,26,2,2,2,72,1,2.0,,,1.0,1.0,6.0,1.0,12.0,,,,,,,14080810800720.0
18529,14790800720026,1479080072002603,4101,14,79,8,7,20,1,26,3,1,3,40,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800720.0
18530,14790800720026,1479080072002604,4101,14,79,8,7,20,1,26,4,1,12,20,1,1.0,1.0,10.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18531,14790800720026,1479080072002605,4101,14,79,8,7,20,1,26,5,1,12,18,1,1.0,1.0,7.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18532,14790800720026,1479080072002606,4101,14,79,8,7,20,1,26,6,2,12,17,1,1.0,1.0,6.0,1.0,5.0,1.0,1.0,10.0,,,,,,,14080810800720.0
18533,14790800720034,1479080072003401,4102,14,79,8,7,20,1,34,1,1,1,65,1,1.0,2.0,6.0,1.0,1.0,6.0,1.0,11.0,,,,,,,14080810800720.0
18534,14790800720034,1479080072003402,4102,14,79,8,7,20,1,34,2,2,2,56,1,1.0,2.0,6.0,1.0,1.0,1.0,1.0,11.0,,,,,,,14080810800720.0
18535,14790800720034,1479080072003403,4102,14,79,8,7,20,1,34,3,1,3,34,1,2.0,,,1.0,5.0,6.0,1.0,13.0,,,,,,,14080810800720.0
18536,14790800720034,1479080072003404,4102,14,79,8,7,20,1,34,4,1,3,30,1,1.0,2.0,10.0,1.0,6.0,6.0,1.0,14.0,,,,,,,14080810800720.0
18537,14790800720034,1479080072003405,4102,14,79,8,7,20,1,34,5,2,3,25,1,1.0,2.0,12.0,1.0,5.0,1.0,1.0,14.0,,,,,,,14080810800720.0
18538,14790800720034,1479080072003406,4102,14,79,8,7,20,1,34,6,1,4,2,2,,,,,,,,,,,,,,,14080810800720.0
18539,14790800720042,1479080072004201,4103,14,79,8,7,20,1,42,1,2,1,50,1,1.0,2.0,18.0,1.0,6.0,1.0,1.0,1.0,3.0,2.0,12.0,1000.0,2.0,,14080810800720.0
18540,14790800720042,1479080072004202,4103,14,79,8,7,20,1,42,2,2,3,34,1,1.0,2.0,12.0,1.0,5.0,1.0,1.0,14.0,,,,,,,14080810800720.0
18541,14790800720042,1479080072004203,4103,14,79,8,7,20,1,42,3,1,3,21,1,1.0,2.0,14.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800720.0
18542,14790800720042,1479080072004204,4103,14,79,8,7,20,1,42,4,1,3,11,1,1.0,1.0,5.0,2.0,,,,,,,,,,,14080810800720.0
18543,14790800720050,1479080072005001,4104,14,79,8,7,20,1,50,1,1,1,75,1,2.0,,,1.0,1.0,6.0,1.0,11.0,,,,,,,14080810800720.0
18544,14790800720050,1479080072005002,4104,14,79,8,7,20,1,50,2,2,2,55,1,2.0,,,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800720.0
18545,14790800720050,1479080072005003,4104,14,79,8,7,20,1,50,3,1,3,40,1,1.0,2.0,14.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800720.0
18546,14790800720050,1479080072005004,4104,14,79,8,7,20,1,50,4,1,3,38,1,1.0,2.0,14.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800720.0
18547,14790800720050,1479080072005005,4104,14,79,8,7,20,1,50,5,1,3,36,1,1.0,2.0,15.0,1.0,5.0,6.0,1.0,1.0,15.0,12.0,26.0,3000.0,2.0,,14080810800720.0
18548,14790800720050,1479080072005006,4104,14,79,8,7,20,1,50,6,1,3,30,1,1.0,2.0,14.0,1.0,5.0,6.0,1.0,1.0,18.0,12.0,22.0,1700.0,2.0,,14080810800720.0
18549,14790800720050,1479080072005007,4104,14,79,8,7,20,1,50,7,1,3,28,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800720.0
18550,14790800720050,1479080072005008,4104,14,79,8,7,20,1,50,8,2,3,23,1,1.0,2.0,15.0,1.0,5.0,6.0,1.0,1.0,17.0,12.0,24.0,2500.0,2.0,,14080810800720.0
18551,14790800720050,1479080072005009,4104,14,79,8,7,20,1,50,9,1,2,22,1,1.0,2.0,16.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800720.0
18552,14790800720058,1479080072005801,4105,14,79,8,7,20,1,58,1,1,1,55,1,1.0,2.0,13.0,1.0,1.0,6.0,1.0,1.0,12.0,12.0,24.0,2000.0,2.0,,14080810800720.0
18553,14790800720058,1479080072005802,4105,14,79,8,7,20,1,58,2,2,2,40,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800720.0
18554,14790800720058,1479080072005803,4105,14,79,8,7,20,1,58,3,1,3,20,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18555,14790800720066,1479080072006601,4106,14,79,8,7,20,1,66,1,2,1,40,1,1.0,2.0,10.0,1.0,8.0,1.0,1.0,1.0,13.0,12.0,24.0,3000.0,2.0,,14080810800720.0
18556,14790800720066,1479080072006602,4106,14,79,8,7,20,1,66,2,1,3,20,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800720.0
18557,14790800720066,1479080072006603,4106,14,79,8,7,20,1,66,3,1,3,18,1,1.0,1.0,10.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18558,14790800720066,1479080072006604,4106,14,79,8,7,20,1,66,4,2,3,16,1,1.0,1.0,9.0,1.0,5.0,2.0,1.0,10.0,,,,,,,14080810800720.0
18559,14790800720066,1479080072006605,4106,14,79,8,7,20,1,66,5,1,3,13,1,1.0,1.0,5.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800720.0
18560,14790800720066,1479080072006606,4106,14,79,8,7,20,1,66,6,2,3,8,1,1.0,1.0,3.0,2.0,,,,,,,,,,,14080810800720.0
18561,14790800720074,1479080072007401,4107,14,79,8,7,20,1,74,1,1,1,50,1,1.0,2.0,14.0,1.0,1.0,6.0,1.0,1.0,12.0,12.0,24.0,3000.0,2.0,,14080810800720.0
18562,14790800720074,1479080072007402,4107,14,79,8,7,20,1,74,2,2,2,40,1,1.0,2.0,11.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800720.0
18563,14790800720074,1479080072007403,4107,14,79,8,7,20,1,74,3,1,3,15,1,1.0,1.0,8.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18564,14790800720074,1479080072007404,4107,14,79,8,7,20,1,74,4,2,3,10,1,1.0,1.0,3.0,2.0,,,,,,,,,,,14080810800720.0
18565,14790800720082,1479080072008201,4108,14,79,8,7,20,1,82,1,2,1,40,1,1.0,2.0,12.0,1.0,5.0,1.0,1.0,1.0,13.0,12.0,24.0,2000.0,2.0,,14080810800720.0
18566,14790800720082,1479080072008202,4108,14,79,8,7,20,1,82,2,1,7,38,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,1.0,12.0,12.0,22.0,1000.0,2.0,,14080810800720.0
18567,14790800720082,1479080072008203,4108,14,79,8,7,20,1,82,3,1,7,34,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,1.0,12.0,12.0,22.0,1500.0,2.0,,14080810800720.0
18568,14790800720082,1479080072008204,4108,14,79,8,7,20,1,82,4,1,7,24,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,1.0,13.0,12.0,24.0,1000.0,2.0,,14080810800720.0
18569,14790800720090,1479080072009001,4109,14,79,8,7,20,1,90,1,1,1,86,1,1.0,2.0,5.0,1.0,1.0,6.0,1.0,11.0,,,,,,,14080810800720.0
18570,14790800720090,1479080072009002,4109,14,79,8,7,20,1,90,2,2,3,20,1,1.0,2.0,10.0,1.0,5.0,1.0,1.0,15.0,,,,,,,14080810800720.0
18571,14790800720090,1479080072009003,4109,14,79,8,7,20,1,90,3,1,3,19,1,1.0,1.0,10.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18572,14790800720098,1479080072009801,4110,14,79,8,7,20,1,98,1,2,1,45,1,1.0,2.0,3.0,1.0,1.0,6.0,1.0,13.0,,,,,,,14080810800720.0
18573,14790800720098,1479080072009802,4110,14,79,8,7,20,1,98,2,2,2,40,1,1.0,2.0,4.0,1.0,1.0,1.0,1.0,15.0,,,,,,,14080810800720.0
18574,14790800720098,1479080072009803,4110,14,79,8,7,20,1,98,3,2,3,20,1,1.0,2.0,10.0,1.0,5.0,1.0,1.0,14.0,,,,,,,14080810800720.0
18575,14790800720098,1479080072009804,4110,14,79,8,7,20,1,98,4,2,3,18,1,1.0,1.0,11.0,1.0,5.0,6.0,1.0,10.0,,,,,,,14080810800720.0
18576,14790800720098,1479080072009805,4110,14,79,8,7,20,1,98,5,2,3,16,1,1.0,1.0,8.0,1.0,5.0,3.0,1.0,10.0,,,,,,,14080810800720.0
18577,14790800720098,1479080072009806,4110,14,79,8,7,20,1,98,6,2,3,14,1,1.0,1.0,7.0,1.0,5.0,6.0,2.0,,,,,,,,14080810800720.0
18578,14790800720098,1479080072009807,4110,14,79,8,7,20,1,98,7,2,3,8,1,1.0,1.0,3.0,2.0,,,,,,,,,,,14080810800720.0
18579,14790800733001,1479080073300101,4111,14,79,8,7,33,1,1,1,2,1,39,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,19.0,12.0,1.0,1500.0,2.0,,14080810800733.0
18580,14790800733001,1479080073300102,4111,14,79,8,7,33,1,1,2,2,7,65,1,2.0,,,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800733.0
18581,14790800733001,1479080073300103,4111,14,79,8,7,33,1,1,3,1,7,42,1,1.0,2.0,12.0,1.0,6.0,6.0,1.0,13.0,,,,,,,14080810800733.0
18582,14790800733001,1479080073300104,4111,14,79,8,7,33,1,1,4,1,2,46,1,1.0,1.0,12.0,1.0,1.0,6.0,1.0,1.0,8.0,12.0,30.0,1200.0,2.0,,14080810800733.0
18583,14790800733002,1479080073300201,4112,14,79,8,7,33,1,2,1,1,1,80,1,2.0,,,1.0,1.0,6.0,1.0,12.0,,,,,,,14080810800733.0
18584,14790800733002,1479080073300202,4112,14,79,8,7,33,1,2,2,2,2,50,1,2.0,,,1.0,1.0,2.0,1.0,12.0,,,,,,,14080810800733.0
18585,14790800733002,1479080073300203,4112,14,79,8,7,33,1,2,3,2,3,35,1,1.0,2.0,8.0,1.0,2.0,1.0,1.0,7.0,,12.0,30.0,0.0,2.0,,14080810800733.0
18586,14790800733002,1479080073300204,4112,14,79,8,7,33,1,2,4,1,3,32,1,1.0,2.0,8.0,1.0,5.0,6.0,1.0,1.0,8.0,8.0,24.0,100.0,2.0,,14080810800733.0
18587,14790800733002,1479080073300205,4112,14,79,8,7,33,1,2,5,1,3,30,1,1.0,2.0,16.0,1.0,5.0,6.0,1.0,1.0,16.0,10.0,20.0,3000.0,2.0,,14080810800733.0
18588,14790800733002,1479080073300206,4112,14,79,8,7,33,1,2,6,1,3,28,1,1.0,2.0,9.0,1.0,5.0,6.0,1.0,1.0,8.0,9.0,26.0,26.0,2.0,,14080810800733.0
18589,14790800733002,1479080073300207,4112,14,79,8,7,33,1,2,7,1,3,26,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800733.0
18590,14790800733002,1479080073300208,4112,14,79,8,7,33,1,2,8,2,4,18,1,1.0,1.0,11.0,1.0,5.0,4.0,1.0,10.0,,,,,,,14080810800733.0
18591,14790800733002,1479080073300209,4112,14,79,8,7,33,1,2,9,1,4,8,1,1.0,1.0,2.0,2.0,,,,,,,,,,,14080810800733.0
18592,14790800733002,1479080073300210,4112,14,79,8,7,33,1,2,10,1,4,2,2,,,,,,,,,,,,,,,14080810800733.0
18593,14790800733003,1479080073300301,4113,14,79,8,7,33,1,3,1,1,1,27,1,1.0,1.0,10.0,1.0,5.0,6.0,1.0,1.0,8.0,7.0,24.0,700.0,2.0,,14080810800733.0
18594,14790800733003,1479080073300302,4113,14,79,8,7,33,1,3,2,2,5,23,1,1.0,2.0,12.0,1.0,5.0,1.0,1.0,14.0,,,,,,,14080810800733.0
18595,14790800733003,1479080073300303,4113,14,79,8,7,33,1,3,3,1,5,19,1,1.0,2.0,12.0,1.0,5.0,6.0,1.0,15.0,,,,,,,14080810800733.0
18596,14790800733004,1479080073300401,4114,14,79,8,7,33,1,4,1,1,1,28,1,1.0,2.0,8.0,1.0,5.0,6.0,1.0,14.0,,,,,,,14080810800733.0
18597,14790800733005,1479080073300501,4115,14,79,8,7,33,1,5,1,2,1,60,1,2.0,,,1.0,8.0,2.0,1.0,11.0,,,,,,,14080810800733.0
18598,14790800733005,1479080073300502,4115,14,79,8,7,33,1,5,2,2,3,18,1,1.0,2.0,10.0,1.0,5.0,4.0,1.0,7.0,,12.0,26.0,0.0,2.0,,14080810800733.0
18599,14790800733006,1479080073300601,4116,14,79,8,7,33,1,6,1,2,1,65,1,1.0,2.0,8.0,1.0,8.0,1.0,1.0,7.0,,12.0,25.0,0.0,2.0,,14080810800733.0
18600,14790800733006,1479080073300602,4116,14,79,8,7,33,1,6,2,2,3,25,1,1.0,2.0,12.0,1.0,5.0,2.0,1.0,14.0,,,,,,,14080810800733.0
18601,14790800733006,1479080073300603,4116,14,79,8,7,33,1,6,3,1,3,30,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,1.0,7.0,12.0,26.0,1500.0,2.0,,14080810800733.0
18602,14790800733006,1479080073300604,4116,14,79,8,7,33,1,6,4,2,13,27,1,2.0,,,1.0,5.0,1.0,1.0,1.0,20.0,12.0,30.0,700.0,2.0,,14080810800733.0
18603,14790800733007,1479080073300701,4117,14,79,8,7,33,1,7,1,1,1,52,1,1.0,2.0,12.0,1.0,1.0,6.0,1.0,1.0,19.0,12.0,20.0,1400.0,2.0,,14080810800733.0
18604,14790800733007,1479080073300702,4117,14,79,8,7,33,1,7,2,2,2,42,1,1.0,2.0,12.0,1.0,1.0,1.0,1.0,7.0,,12.0,30.0,0.0,2.0,,14080810800733.0
