,HHID,H2,H3,H4,H5,H6,H7,H8,H9,H12,H13,H14,H14_unit,H15,C2
43493,05410403801014,3,1,,1.0,,,,,25.0,7.0,1.0,7.0,15.0,2
43494,05410403801014,4,2,,,,,,,,,,,,2
43495,05410403801014,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43496,05410403801014,6,2,,,,,,,,,,,,2
43497,05410403801014,7,2,,,,,,,,,,,,2
43498,05410403801014,8,2,,,,,,,,,,,,2
43499,05410403801014,9,2,,,,,,,,,,,,2
43500,05410403801014,10,2,,,,,,,,,,,,2
43501,05410403801014,11,2,,,,,,,,,,,,2
43502,05410403801014,12,2,,,,,,,,,,,,2
43503,05410403801014,13,2,,,,,,,,,,,,2
43504,05410403801014,14,2,,,,,,,,,,,,2
43505,05410403801014,15,2,,,,,,,,,,,,2
43506,05410403801014,16,2,,,,,,,,,,,,2
43507,05410403801014,17,2,,,,,,,,,,,,2
43508,05410403801014,18,2,,,,,,,,,,,,2
43509,05410403801014,19,2,,,,,,,,,,,,2
43510,05410403801023,1,2,,,,,,,,,,,,2
43511,05410403801023,2,2,,,,,,,,,,,,2
43512,05410403801023,3,1,1.0,1.0,,,,,1.0,7.0,2.0,7.0,30.0,2
43513,05410403801023,4,2,,,,,,,,,,,,2
43514,05410403801023,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43515,05410403801023,6,2,,,,,,,,,,,,2
43516,05410403801023,7,2,,,,,,,,,,,,2
43517,05410403801023,8,2,,,,,,,,,,,,2
43518,05410403801023,9,2,,,,,,,,,,,,2
43519,05410403801023,10,2,,,,,,,,,,,,2
43520,05410403801023,11,2,,,,,,,,,,,,2
43521,05410403801023,12,2,,,,,,,,,,,,2
43522,05410403801023,13,2,,,,,,,,,,,,2
43523,05410403801023,14,2,,,,,,,,,,,,2
43524,05410403801023,15,2,,,,,,,,,,,,2
43525,05410403801023,16,2,,,,,,,,,,,,2
43526,05410403801023,17,2,,,,,,,,,,,,2
43527,05410403801023,18,2,,,,,,,,,,,,2
43528,05410403801023,19,2,,,,,,,,,,,,2
43529,05410403801032,1,2,,,,,,,,,,,,2
43530,05410403801032,2,2,,,,,,,,,,,,2
43531,05410403801032,3,1,1.0,1.0,,,,,1.0,12.0,3.0,12.0,0.0,2
43532,05410403801032,4,2,,,,,,,,,,,,2
43533,05410403801032,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43534,05410403801032,6,1,1.0,,,,,,50.0,7.0,2.0,7.0,40.0,2
43535,05410403801032,7,2,,,,,,,,,,,,2
43536,05410403801032,8,2,,,,,,,,,,,,2
43537,05410403801032,9,2,,,,,,,,,,,,2
43538,05410403801032,10,2,,,,,,,,,,,,2
43539,05410403801032,11,2,,,,,,,,,,,,2
43540,05410403801032,12,2,,,,,,,,,,,,2
43541,05410403801032,13,2,,,,,,,,,,,,2
43542,05410403801032,14,2,,,,,,,,,,,,2
43543,05410403801032,15,2,,,,,,,,,,,,2
43544,05410403801032,16,2,,,,,,,,,,,,2
43545,05410403801032,17,2,,,,,,,,,,,,2
43546,05410403801032,18,2,,,,,,,,,,,,2
43547,05410403801032,19,2,,,,,,,,,,,,2
43548,05410403801041,1,2,,,,,,,,,,,,2
43549,05410403801041,2,2,,,,,,,,,,,,2
43550,05410403801041,3,2,,,,,,,,,,,,2
43551,05410403801041,4,2,,,,,,,,,,,,2
43552,05410403801041,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43553,05410403801041,6,2,,,,,,,,,,,,2
43554,05410403801041,7,2,,,,,,,,,,,,2
43555,05410403801041,8,2,,,,,,,,,,,,2
43556,05410403801041,9,2,,,,,,,,,,,,2
43557,05410403801041,10,2,,,,,,,,,,,,2
43558,05410403801041,11,2,,,,,,,,,,,,2
43559,05410403801041,12,2,,,,,,,,,,,,2
43560,05410403801041,13,2,,,,,,,,,,,,2
43561,05410403801041,14,2,,,,,,,,,,,,2
43562,05410403801041,15,2,,,,,,,,,,,,2
43563,05410403801041,16,2,,,,,,,,,,,,2
43564,05410403801041,17,2,,,,,,,,,,,,2
43565,05410403801041,18,2,,,,,,,,,,,,2
43566,05410403801041,19,2,,,,,,,,,,,,2
43567,05410403801050,1,2,,,,,,,,,,,,2
43568,05410403801050,2,2,,,,,,,,,,,,2
43569,05410403801050,3,1,1.0,1.0,,1.0,,,1.0,12.0,10.0,7.0,10.0,2
43570,05410403801050,4,2,,,,,,,,,,,,2
43571,05410403801050,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43572,05410403801050,6,2,,,,,,,,,,,,2
43573,05410403801050,7,2,,,,,,,,,,,,2
43574,05410403801050,8,2,,,,,,,,,,,,2
43575,05410403801050,9,2,,,,,,,,,,,,2
43576,05410403801050,10,2,,,,,,,,,,,,2
43577,05410403801050,11,2,,,,,,,,,,,,2
43578,05410403801050,12,2,,,,,,,,,,,,2
43579,05410403801050,13,2,,,,,,,,,,,,2
43580,05410403801050,14,2,,,,,,,,,,,,2
43581,05410403801050,15,2,,,,,,,,,,,,2
43582,05410403801050,16,2,,,,,,,,,,,,2
43583,05410403801050,17,2,,,,,,,,,,,,2
43584,05410403801050,18,2,,,,,,,,,,,,2
43585,05410403801050,19,2,,,,,,,,,,,,2
43586,05410403801059,1,2,,,,,,,,,,,,2
43587,05410403801059,2,2,,,,,,,,,,,,2
43588,05410403801059,3,1,1.0,1.0,,,,,1.0,12.0,0.0,-88.0,,2
43589,05410403801059,4,2,,,,,,,,,,,,2
43590,05410403801059,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43591,05410403801059,6,2,,,,,,,,,,,,2
43592,05410403801059,7,2,,,,,,,,,,,,2
43593,05410403801059,8,2,,,,,,,,,,,,2
43594,05410403801059,9,2,,,,,,,,,,,,2
43595,05410403801059,10,2,,,,,,,,,,,,2
43596,05410403801059,11,2,,,,,,,,,,,,2
43597,05410403801059,12,2,,,,,,,,,,,,2
43598,05410403801059,13,2,,,,,,,,,,,,2
43599,05410403801059,14,2,,,,,,,,,,,,2
43600,05410403801059,15,2,,,,,,,,,,,,2
43601,05410403801059,16,2,,,,,,,,,,,,2
43602,05410403801059,17,2,,,,,,,,,,,,2
43603,05410403801059,18,2,,,,,,,,,,,,2
43604,05410403801059,19,2,,,,,,,,,,,,2
43605,05410403801068,1,2,,,,,,,,,,,,2
43606,05410403801068,2,2,,,,,,,,,,,,2
43607,05410403801068,3,1,1.0,1.0,,,,,50.0,7.0,2.0,7.0,30.0,2
43608,05410403801068,4,2,,,,,,,,,,,,2
43609,05410403801068,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43610,05410403801068,6,2,,,,,,,,,,,,2
43611,05410403801068,7,2,,,,,,,,,,,,2
43612,05410403801068,8,2,,,,,,,,,,,,2
43613,05410403801068,9,2,,,,,,,,,,,,2
43614,05410403801068,10,2,,,,,,,,,,,,2
43615,05410403801068,11,2,,,,,,,,,,,,2
43616,05410403801068,12,2,,,,,,,,,,,,2
43617,05410403801068,13,2,,,,,,,,,,,,2
43618,05410403801068,14,2,,,,,,,,,,,,2
43619,05410403801068,15,2,,,,,,,,,,,,2
43620,05410403801068,16,2,,,,,,,,,,,,2
43621,05410403801068,17,2,,,,,,,,,,,,2
43622,05410403801068,18,2,,,,,,,,,,,,2
43623,05410403801068,19,2,,,,,,,,,,,,2
43624,05410403801077,1,2,,,,,,,,,,,,2
43625,05410403801077,2,2,,,,,,,,,,,,2
43626,05410403801077,3,1,,1.0,,,,,1.0,11.0,0.0,-88.0,,2
43627,05410403801077,4,2,,,,,,,,,,,,2
43628,05410403801077,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43629,05410403801077,6,2,,,,,,,,,,,,2
43630,05410403801077,7,2,,,,,,,,,,,,2
43631,05410403801077,8,2,,,,,,,,,,,,2
43632,05410403801077,9,2,,,,,,,,,,,,2
43633,05410403801077,10,2,,,,,,,,,,,,2
43634,05410403801077,11,2,,,,,,,,,,,,2
43635,05410403801077,12,2,,,,,,,,,,,,2
43636,05410403801077,13,2,,,,,,,,,,,,2
43637,05410403801077,14,2,,,,,,,,,,,,2
43638,05410403801077,15,2,,,,,,,,,,,,2
43639,05410403801077,16,2,,,,,,,,,,,,2
43640,05410403801077,17,2,,,,,,,,,,,,2
43641,05410403801077,18,2,,,,,,,,,,,,2
43642,05410403801077,19,2,,,,,,,,,,,,2
43643,05410403801086,1,2,,,,,,,,,,,,2
43644,05410403801086,2,2,,,,,,,,,,,,2
43645,05410403801086,3,2,,,,,,,,,,,,2
43646,05410403801086,4,2,,,,,,,,,,,,2
43647,05410403801086,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43648,05410403801086,6,2,,,,,,,,,,,,2
43649,05410403801086,7,2,,,,,,,,,,,,2
43650,05410403801086,8,2,,,,,,,,,,,,2
43651,05410403801086,9,1,,1.0,,,,,0.0,-88.0,0.0,-88.0,,2
43652,05410403801086,10,2,,,,,,,,,,,,2
43653,05410403801086,11,2,,,,,,,,,,,,2
43654,05410403801086,12,2,,,,,,,,,,,,2
43655,05410403801086,13,2,,,,,,,,,,,,2
43656,05410403801086,14,2,,,,,,,,,,,,2
43657,05410403801086,15,2,,,,,,,,,,,,2
43658,05410403801086,16,2,,,,,,,,,,,,2
43659,05410403801086,17,2,,,,,,,,,,,,2
43660,05410403801086,18,2,,,,,,,,,,,,2
43661,05410403801086,19,2,,,,,,,,,,,,2
43662,05410403801095,1,2,,,,,,,,,,,,2
43663,05410403801095,2,2,,,,,,,,,,,,2
43664,05410403801095,3,1,,1.0,,,,,0.0,-88.0,0.0,-88.0,,2
43665,05410403801095,4,2,,,,,,,,,,,,2
43666,05410403801095,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43667,05410403801095,6,2,,,,,,,,,,,,2
43668,05410403801095,7,2,,,,,,,,,,,,2
43669,05410403801095,8,2,,,,,,,,,,,,2
43670,05410403801095,9,1,,1.0,,,,,3.0,6.0,5.0,6.0,0.0,2
43671,05410403801095,10,2,,,,,,,,,,,,2
43672,05410403801095,11,2,,,,,,,,,,,,2
43673,05410403801095,12,2,,,,,,,,,,,,2
43674,05410403801095,13,2,,,,,,,,,,,,2
43675,05410403801095,14,2,,,,,,,,,,,,2
43676,05410403801095,15,2,,,,,,,,,,,,2
43677,05410403801095,16,2,,,,,,,,,,,,2
43678,05410403801095,17,2,,,,,,,,,,,,2
43679,05410403801095,18,2,,,,,,,,,,,,2
43680,05410403801095,19,2,,,,,,,,,,,,2
43681,05410403801104,1,2,,,,,,,,,,,,2
43682,05410403801104,2,2,,,,,,,,,,,,2
43683,05410403801104,3,1,,1.0,,,,,1.0,11.0,0.0,-88.0,,2
43684,05410403801104,4,2,,,,,,,,,,,,2
43685,05410403801104,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43686,05410403801104,6,2,,,,,,,,,,,,2
43687,05410403801104,7,2,,,,,,,,,,,,2
43688,05410403801104,8,2,,,,,,,,,,,,2
43689,05410403801104,9,1,,1.0,1.0,,,,3.0,6.0,0.0,-88.0,,2
43690,05410403801104,10,2,,,,,,,,,,,,2
43691,05410403801104,11,2,,,,,,,,,,,,2
43692,05410403801104,12,2,,,,,,,,,,,,2
43693,05410403801104,13,2,,,,,,,,,,,,2
43694,05410403801104,14,2,,,,,,,,,,,,2
43695,05410403801104,15,2,,,,,,,,,,,,2
43696,05410403801104,16,2,,,,,,,,,,,,2
43697,05410403801104,17,2,,,,,,,,,,,,2
43698,05410403801104,18,2,,,,,,,,,,,,2
43699,05410403801104,19,2,,,,,,,,,,,,2
43700,05410415801002,1,2,,,,,,,,,,,,1
43701,05410415801002,2,1,,1.0,,,,,12.0,11.0,,,250.0,1
43702,05410415801002,3,1,,1.0,,1.0,,,2.0,11.0,0.0,-88.0,,1
43703,05410415801002,4,1,,,1.0,1.0,,,5.0,11.0,3.0,11.0,60.0,1
43704,05410415801002,5,1,1.0,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43705,05410415801002,6,2,,,,,,,,,,,,1
43706,05410415801002,7,2,,,,,,,,,,,,1
43707,05410415801002,8,2,,,,,,,,,,,,1
43708,05410415801002,9,2,,,,,,,,,,,,1
43709,05410415801002,10,2,,,,,,,,,,,,1
43710,05410415801002,11,2,,,,,,,,,,,,1
43711,05410415801002,12,2,,,,,,,,,,,,1
43712,05410415801002,13,2,,,,,,,,,,,,1
43713,05410415801002,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
43714,05410415801002,15,2,,,,,,,,,,,,1
43715,05410415801002,16,2,,,,,,,,,,,,1
43716,05410415801002,17,2,,,,,,,,,,,,1
43717,05410415801002,18,2,,,,,,,,,,,,1
43718,05410415801002,19,2,,,,,,,,,,,,1
43719,05410415801008,1,2,,,,,,,,,,,,1
43720,05410415801008,2,2,,,,,,,,,,,,1
43721,05410415801008,3,1,1.0,,1.0,1.0,,,4.0,11.0,3.0,11.0,30.0,1
43722,05410415801008,4,2,,,,,,,,,,,,1
43723,05410415801008,5,1,1.0,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43724,05410415801008,6,2,,,,,,,,,,,,1
43725,05410415801008,7,2,,,,,,,,,,,,1
43726,05410415801008,8,2,,,,,,,,,,,,1
43727,05410415801008,9,2,,,,,,,,,,,,1
43728,05410415801008,10,2,,,,,,,,,,,,1
43729,05410415801008,11,2,,,,,,,,,,,,1
43730,05410415801008,12,2,,,,,,,,,,,,1
43731,05410415801008,13,2,,,,,,,,,,,,1
43732,05410415801008,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
43733,05410415801008,15,2,,,,,,,,,,,,1
43734,05410415801008,16,2,,,,,,,,,,,,1
43735,05410415801008,17,2,,,,,,,,,,,,1
43736,05410415801008,18,2,,,,,,,,,,,,1
43737,05410415801008,19,2,,,,,,,,,,,,1
43738,05410415801014,1,2,,,,,,,,,,,,1
43739,05410415801014,2,2,,,,,,,,,,,,1
43740,05410415801014,3,1,,1.0,,,,,1.0,12.0,1.0,14.0,180.0,1
43741,05410415801014,4,2,,,,,,,,,,,,1
43742,05410415801014,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43743,05410415801014,6,2,,,,,,,,,,,,1
43744,05410415801014,7,2,,,,,,,,,,,,1
43745,05410415801014,8,2,,,,,,,,,,,,1
43746,05410415801014,9,2,,,,,,,,,,,,1
43747,05410415801014,10,2,,,,,,,,,,,,1
43748,05410415801014,11,2,,,,,,,,,,,,1
43749,05410415801014,12,2,,,,,,,,,,,,1
43750,05410415801014,13,2,,,,,,,,,,,,1
43751,05410415801014,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
43752,05410415801014,15,2,,,,,,,,,,,,1
43753,05410415801014,16,2,,,,,,,,,,,,1
43754,05410415801014,17,2,,,,,,,,,,,,1
43755,05410415801014,18,2,,,,,,,,,,,,1
43756,05410415801014,19,2,,,,,,,,,,,,1
43757,05410415801015,1,2,,,,,,,,,,,,2
43758,05410415801015,2,2,,,,,,,,,,,,2
43759,05410415801015,3,1,,1.0,,,,,1.0,12.0,2.0,3.0,2.0,2
43760,05410415801015,4,2,,,,,,,,,,,,2
43761,05410415801015,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43762,05410415801015,6,2,,,,,,,,,,,,2
43763,05410415801015,7,2,,,,,,,,,,,,2
43764,05410415801015,8,2,,,,,,,,,,,,2
43765,05410415801015,9,2,,,,,,,,,,,,2
43766,05410415801015,10,2,,,,,,,,,,,,2
43767,05410415801015,11,2,,,,,,,,,,,,2
43768,05410415801015,12,2,,,,,,,,,,,,2
43769,05410415801015,13,2,,,,,,,,,,,,2
43770,05410415801015,14,2,,,,,,,,,,,,2
43771,05410415801015,15,2,,,,,,,,,,,,2
43772,05410415801015,16,2,,,,,,,,,,,,2
43773,05410415801015,17,2,,,,,,,,,,,,2
43774,05410415801015,18,2,,,,,,,,,,,,2
43775,05410415801015,19,2,,,,,,,,,,,,2
43776,05410415801020,1,2,,,,,,,,,,,,1
43777,05410415801020,2,1,,1.0,,,,,2.0,11.0,8.0,11.0,80.0,1
43778,05410415801020,3,1,,1.0,,1.0,,,4.0,11.0,10.0,11.0,0.0,1
43779,05410415801020,4,2,,,,,,,,,,,,1
43780,05410415801020,5,1,1.0,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43781,05410415801020,6,2,,,,,,,,,,,,1
43782,05410415801020,7,2,,,,,,,,,,,,1
43783,05410415801020,8,2,,,,,,,,,,,,1
43784,05410415801020,9,2,,,,,,,,,,,,1
43785,05410415801020,10,2,,,,,,,,,,,,1
43786,05410415801020,11,2,,,,,,,,,,,,1
43787,05410415801020,12,2,,,,,,,,,,,,1
43788,05410415801020,13,2,,,,,,,,,,,,1
43789,05410415801020,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
43790,05410415801020,15,2,,,,,,,,,,,,1
43791,05410415801020,16,2,,,,,,,,,,,,1
43792,05410415801020,17,2,,,,,,,,,,,,1
43793,05410415801020,18,2,,,,,,,,,,,,1
43794,05410415801020,19,2,,,,,,,,,,,,1
43795,05410415801026,1,2,,,,,,,,,,,,1
43796,05410415801026,2,2,,,,,,,,,,,,1
43797,05410415801026,3,1,1.0,,,,,,3.0,11.0,10.0,11.0,0.0,1
43798,05410415801026,4,2,,,,,,,,,,,,1
43799,05410415801026,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43800,05410415801026,6,2,,,,,,,,,,,,1
43801,05410415801026,7,2,,,,,,,,,,,,1
43802,05410415801026,8,2,,,,,,,,,,,,1
43803,05410415801026,9,2,,,,,,,,,,,,1
43804,05410415801026,10,2,,,,,,,,,,,,1
43805,05410415801026,11,2,,,,,,,,,,,,1
43806,05410415801026,12,2,,,,,,,,,,,,1
43807,05410415801026,13,2,,,,,,,,,,,,1
43808,05410415801026,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
43809,05410415801026,15,2,,,,,,,,,,,,1
43810,05410415801026,16,2,,,,,,,,,,,,1
43811,05410415801026,17,2,,,,,,,,,,,,1
43812,05410415801026,18,2,,,,,,,,,,,,1
43813,05410415801026,19,2,,,,,,,,,,,,1
43814,05410415801032,1,2,,,,,,,,,,,,1
43815,05410415801032,2,2,,,,,,,,,,,,1
43816,05410415801032,3,1,,1.0,,,,,3.0,12.0,8.0,12.0,0.0,1
43817,05410415801032,4,2,,,,,,,,,,,,1
43818,05410415801032,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43819,05410415801032,6,2,,,,,,,,,,,,1
43820,05410415801032,7,2,,,,,,,,,,,,1
43821,05410415801032,8,2,,,,,,,,,,,,1
43822,05410415801032,9,2,,,,,,,,,,,,1
43823,05410415801032,10,2,,,,,,,,,,,,1
43824,05410415801032,11,2,,,,,,,,,,,,1
43825,05410415801032,12,2,,,,,,,,,,,,1
43826,05410415801032,13,2,,,,,,,,,,,,1
43827,05410415801032,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
43828,05410415801032,15,2,,,,,,,,,,,,1
43829,05410415801032,16,2,,,,,,,,,,,,1
43830,05410415801032,17,2,,,,,,,,,,,,1
43831,05410415801032,18,2,,,,,,,,,,,,1
43832,05410415801032,19,2,,,,,,,,,,,,1
43833,05410415801038,1,2,,,,,,,,,,,,1
43834,05410415801038,2,2,,,,,,,,,,,,1
43835,05410415801038,3,1,,1.0,,1.0,,,2.0,14.0,0.0,-88.0,,1
43836,05410415801038,4,2,,,,,,,,,,,,1
43837,05410415801038,5,1,1.0,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43838,05410415801038,6,2,,,,,,,,,,,,1
43839,05410415801038,7,2,,,,,,,,,,,,1
43840,05410415801038,8,2,,,,,,,,,,,,1
43841,05410415801038,9,2,,,,,,,,,,,,1
43842,05410415801038,10,2,,,,,,,,,,,,1
43843,05410415801038,11,2,,,,,,,,,,,,1
43844,05410415801038,12,2,,,,,,,,,,,,1
43845,05410415801038,13,2,,,,,,,,,,,,1
43846,05410415801038,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
43847,05410415801038,15,2,,,,,,,,,,,,1
43848,05410415801038,16,2,,,,,,,,,,,,1
43849,05410415801038,17,2,,,,,,,,,,,,1
43850,05410415801038,18,2,,,,,,,,,,,,1
43851,05410415801038,19,2,,,,,,,,,,,,1
43852,05410415801044,1,2,,,,,,,,,,,,1
43853,05410415801044,2,2,,,,,,,,,,,,1
43854,05410415801044,3,1,,1.0,,1.0,,,1.0,3.0,0.0,-88.0,,1
43855,05410415801044,4,2,,,,,,,,,,,,1
43856,05410415801044,5,1,1.0,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43857,05410415801044,6,2,,,,,,,,,,,,1
43858,05410415801044,7,2,,,,,,,,,,,,1
43859,05410415801044,8,2,,,,,,,,,,,,1
43860,05410415801044,9,2,,,,,,,,,,,,1
43861,05410415801044,10,2,,,,,,,,,,,,1
43862,05410415801044,11,2,,,,,,,,,,,,1
43863,05410415801044,12,2,,,,,,,,,,,,1
43864,05410415801044,13,2,,,,,,,,,,,,1
43865,05410415801044,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
43866,05410415801044,15,2,,,,,,,,,,,,1
43867,05410415801044,16,2,,,,,,,,,,,,1
43868,05410415801044,17,2,,,,,,,,,,,,1
43869,05410415801044,18,2,,,,,,,,,,,,1
43870,05410415801044,19,2,,,,,,,,,,,,1
43871,05410415801050,1,2,,,,,,,,,,,,1
43872,05410415801050,2,2,,,,,,,,,,,,1
43873,05410415801050,3,1,,1.0,,1.0,,,3.0,3.0,8.0,12.0,0.0,1
43874,05410415801050,4,2,,,,,,,,,,,,1
43875,05410415801050,5,1,1.0,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43876,05410415801050,6,2,,,,,,,,,,,,1
43877,05410415801050,7,2,,,,,,,,,,,,1
43878,05410415801050,8,2,,,,,,,,,,,,1
43879,05410415801050,9,2,,,,,,,,,,,,1
43880,05410415801050,10,2,,,,,,,,,,,,1
43881,05410415801050,11,2,,,,,,,,,,,,1
43882,05410415801050,12,2,,,,,,,,,,,,1
43883,05410415801050,13,2,,,,,,,,,,,,1
43884,05410415801050,14,1,1.0,,,,,,0.0,-88.0,0.0,-88.0,,1
43885,05410415801050,15,2,,,,,,,,,,,,1
43886,05410415801050,16,2,,,,,,,,,,,,1
43887,05410415801050,17,2,,,,,,,,,,,,1
43888,05410415801050,18,2,,,,,,,,,,,,1
43889,05410415801050,19,2,,,,,,,,,,,,1
43890,05410415801054,1,2,,,,,,,,,,,,2
43891,05410415801054,2,2,,,,,,,,,,,,2
43892,05410415801054,3,1,,1.0,,,,,2.0,12.0,2.0,12.0,0.0,2
43893,05410415801054,4,2,,,,,,,,,,,,2
43894,05410415801054,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43895,05410415801054,6,2,,,,,,,,,,,,2
43896,05410415801054,7,2,,,,,,,,,,,,2
43897,05410415801054,8,2,,,,,,,,,,,,2
43898,05410415801054,9,2,,,,,,,,,,,,2
43899,05410415801054,10,2,,,,,,,,,,,,2
43900,05410415801054,11,2,,,,,,,,,,,,2
43901,05410415801054,12,2,,,,,,,,,,,,2
43902,05410415801054,13,2,,,,,,,,,,,,2
43903,05410415801054,14,2,,,,,,,,,,,,2
43904,05410415801054,15,2,,,,,,,,,,,,2
43905,05410415801054,16,2,,,,,,,,,,,,2
43906,05410415801054,17,2,,,,,,,,,,,,2
43907,05410415801054,18,2,,,,,,,,,,,,2
43908,05410415801054,19,2,,,,,,,,,,,,2
43909,05410415801093,1,2,,,,,,,,,,,,2
43910,05410415801093,2,2,,,,,,,,,,,,2
43911,05410415801093,3,1,,1.0,,,,,1.0,12.0,0.0,-88.0,,2
43912,05410415801093,4,2,,,,,,,,,,,,2
43913,05410415801093,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,2
43914,05410415801093,6,1,1.0,,,,,,50.0,7.0,3.0,7.0,80.0,2
43915,05410415801093,7,2,,,,,,,,,,,,2
43916,05410415801093,8,2,,,,,,,,,,,,2
43917,05410415801093,9,2,,,,,,,,,,,,2
43918,05410415801093,10,2,,,,,,,,,,,,2
43919,05410415801093,11,2,,,,,,,,,,,,2
43920,05410415801093,12,2,,,,,,,,,,,,2
43921,05410415801093,13,2,,,,,,,,,,,,2
43922,05410415801093,14,2,,,,,,,,,,,,2
43923,05410415801093,15,2,,,,,,,,,,,,2
43924,05410415801093,16,2,,,,,,,,,,,,2
43925,05410415801093,17,2,,,,,,,,,,,,2
43926,05410415801093,18,2,,,,,,,,,,,,2
43927,05410415801093,19,2,,,,,,,,,,,,2
43928,05410600103004,1,2,,,,,,,,,,,,1
43929,05410600103004,2,2,,,,,,,,,,,,1
43930,05410600103004,3,2,,,,,,,,,,,,1
43931,05410600103004,4,1,,1.0,,,,,16.0,8.0,3.0,5.0,450.0,1
43932,05410600103004,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43933,05410600103004,6,2,,,,,,,,,,,,1
43934,05410600103004,7,2,,,,,,,,,,,,1
43935,05410600103004,8,2,,,,,,,,,,,,1
43936,05410600103004,9,2,,,,,,,,,,,,1
43937,05410600103004,10,2,,,,,,,,,,,,1
43938,05410600103004,11,2,,,,,,,,,,,,1
43939,05410600103004,12,2,,,,,,,,,,,,1
43940,05410600103004,13,2,,,,,,,,,,,,1
43941,05410600103004,14,1,1.0,,,,,,12.0,15.0,51.0,15.0,19.0,1
43942,05410600103004,15,2,,,,,,,,,,,,1
43943,05410600103004,16,2,,,,,,,,,,,,1
43944,05410600103004,17,2,,,,,,,,,,,,1
43945,05410600103004,18,2,,,,,,,,,,,,1
43946,05410600103004,19,2,,,,,,,,,,,,1
43947,05410600103012,1,2,,,,,,,,,,,,1
43948,05410600103012,2,2,,,,,,,,,,,,1
43949,05410600103012,3,2,,,,,,,,,,,,1
43950,05410600103012,4,1,,1.0,,,,,1.0,5.0,4.0,5.0,600.0,1
43951,05410600103012,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43952,05410600103012,6,2,,,,,,,,,,,,1
43953,05410600103012,7,2,,,,,,,,,,,,1
43954,05410600103012,8,2,,,,,,,,,,,,1
43955,05410600103012,9,2,,,,,,,,,,,,1
43956,05410600103012,10,2,,,,,,,,,,,,1
43957,05410600103012,11,2,,,,,,,,,,,,1
43958,05410600103012,12,2,,,,,,,,,,,,1
43959,05410600103012,13,2,,,,,,,,,,,,1
43960,05410600103012,14,1,1.0,,,,,,8.0,15.0,33.0,15.0,0.0,1
43961,05410600103012,15,2,,,,,,,,,,,,1
43962,05410600103012,16,2,,,,,,,,,,,,1
43963,05410600103012,17,2,,,,,,,,,,,,1
43964,05410600103012,18,2,,,,,,,,,,,,1
43965,05410600103012,19,2,,,,,,,,,,,,1
43966,05410600103020,1,2,,,,,,,,,,,,1
43967,05410600103020,2,2,,,,,,,,,,,,1
43968,05410600103020,3,2,,,,,,,,,,,,1
43969,05410600103020,4,2,,,,,,,,,,,,1
43970,05410600103020,5,2,,,,,,,-88.0,-88.0,-88.0,-88.0,-88.0,1
43971,05410600103020,6,2,,,,,,,,,,,,1
43972,05410600103020,7,2,,,,,,,,,,,,1
43973,05410600103020,8,2,,,,,,,,,,,,1
43974,05410600103020,9,2,,,,,,,,,,,,1
43975,05410600103020,10,2,,,,,,,,,,,,1
43976,05410600103020,11,2,,,,,,,,,,,,1
43977,05410600103020,12,2,,,,,,,,,,,,1
43978,05410600103020,13,2,,,,,,,,,,,,1
