,HHID,I35,I36_1,I36_2,HI_1o
1085,03210101214067,5.0,80.0,80.0,10:58:21
1086,03210101214080,2.0,230.0,320.0,13:55:11
1087,03210101214093,5.0,160.0,160.0,15:03:31
1088,03210101214106,1.0,30.0,150.0,08:35:56
1089,03210101214119,2.0,120.0,120.0,09:49:21
1090,03210101214132,2.0,120.0,120.0,10:37:30
1091,03210101214145,5.0,200.0,200.0,14:50:09
1092,03210300832020,1.0,150.0,150.0,08:07:50
1093,03210300832067,1.0,60.0,30.0,09:59:47
1094,03210300832114,1.0,250.0,60.0,02:51:14
1095,03210300832161,1.0,26.0,120.0,05:08:27
1096,03210300832208,2.0,120.0,0.0,07:52:23
1097,03210300832255,1.0,20.0,10.0,08:09:19
1098,03210300832302,2.0,240.0,0.0,05:38:04
1099,03210300832349,2.0,50.0,0.0,07:14:04
1100,03210300832396,5.0,900.0,900.0,06:52:54
1101,03210300832443,5.0,300.0,0.0,05:58:05
1102,03210300832490,5.0,400.0,250.0,08:36:45
1103,03210300832537,,-888.0,-888.0,09:20:13
1104,04220201601001,5.0,0.0,0.0,16:00:30
1105,04220201601002,1.0,0.0,0.0,08:33:05
1106,04220201601003,1.0,0.0,0.0,08:00:26
1107,04220201601004,1.0,0.0,0.0,03:42:08
1108,04220201601005,1.0,0.0,0.0,05:40:49
1109,04220201601006,1.0,0.0,0.0,07:53:41
1110,04220201601007,1.0,0.0,0.0,15:27:06
1111,04220201601008,1.0,0.0,0.0,16:35:02
1112,04220201601009,1.0,0.0,0.0,18:44:16
1113,04220201601010,1.0,0.0,0.0,14:25:23
1114,04220201601011,1.0,0.0,0.0,14:45:18
1115,04220201601012,1.0,0.0,0.0,16:31:39
1116,04220202602001,1.0,0.0,0.0,15:16:44
1117,04220202602002,1.0,60.0,0.0,17:30:56
1118,04220202602003,1.0,0.0,0.0,09:21:28
1119,04220202602004,1.0,0.0,0.0,12:46:58
1120,04220202602005,1.0,0.0,0.0,11:30:19
1121,04220202602006,1.0,0.0,0.0,12:42:22
1122,04220202602007,1.0,0.0,0.0,11:42:36
1123,04220202602008,1.0,0.0,0.0,05:40:17
1124,04220202602009,1.0,0.0,0.0,12:50:07
1125,04220202602010,1.0,0.0,0.0,10:11:50
1126,04220202602011,1.0,0.0,0.0,03:16:53
1127,04220202602012,1.0,0.0,0.0,10:12:38
1128,04220800303001,5.0,0.0,0.0,05:58:07
1129,04220800303002,5.0,0.0,0.0,03:07:24
1130,04220800303003,5.0,0.0,0.0,02:54:35
1131,04220800303004,5.0,0.0,0.0,04:16:23
1132,04220800303005,5.0,0.0,0.0,05:15:34
1133,04220800303006,5.0,0.0,0.0,04:58:00
1134,04220800303007,5.0,100.0,100.0,04:00:23
1135,04220800303008,2.0,60.0,60.0,05:15:20
1136,04220800303009,2.0,65.0,65.0,06:21:49
1137,04220800303010,2.0,60.0,60.0,07:29:12
1138,04220800303011,2.0,60.0,60.0,03:36:31
1139,04220800303012,2.0,50.0,50.0,16:53:44
1140,04221700103001,5.0,60.0,0.0,17:14:36
1141,04221700103002,5.0,70.0,0.0,18:05:00
1142,04221700103003,5.0,80.0,0.0,06:04:54
1143,04221700103004,5.0,90.0,0.0,10:05:14
1144,04221700103005,5.0,20.0,25.0,03:17:26
1145,04221700103006,5.0,60.0,0.0,07:55:11
1146,04221700103007,4.0,122.0,0.0,08:34:47
1147,04221700103008,5.0,65.0,0.0,02:54:07
1148,04221700103009,5.0,60.0,0.0,03:55:23
1149,04221700103010,5.0,150.0,280.0,05:27:20
1150,04221700103011,5.0,200.0,240.0,07:28:36
1151,04221700103012,5.0,160.0,210.0,09:31:41
1152,04230200302001,5.0,0.0,0.0,09:33:02
1153,04230200302002,2.0,65.0,65.0,06:20:43
1154,04230200302003,5.0,0.0,0.0,06:53:12
1155,04230200302004,2.0,55.0,55.0,07:24:18
1156,04230200302005,1.0,0.0,0.0,12:28:42
1157,04230200302006,1.0,0.0,0.0,12:33:15
1158,04230200302007,,0.0,0.0,14:30:00
1159,04230200302008,,0.0,0.0,12:18:12
1160,04230200302009,1.0,0.0,0.0,12:52:58
1161,04230200302010,1.0,0.0,0.0,14:52:18
1162,04230200302011,1.0,0.0,0.0,15:08:59
1163,04230200302012,1.0,0.0,0.0,13:30:17
1164,04231300304001,2.0,0.0,0.0,05:11:24
1165,04231300304002,2.0,45.0,45.0,06:09:41
1166,04231300304003,2.0,65.0,50.0,08:00:22
1167,04231300304004,5.0,100.0,0.0,21:09:38
1168,04231300304005,5.0,0.0,0.0,23:06:17
1169,04231300304006,1.0,0.0,0.0,11:00:22
1170,04231300304007,1.0,0.0,0.0,12:01:23
1171,04231300304008,1.0,0.0,0.0,12:26:50
1172,04231300304009,3.0,0.0,0.0,06:36:28
1173,04231300304010,1.0,0.0,0.0,07:46:24
1174,04231300304011,5.0,0.0,0.0,05:21:39
1175,04231300304012,5.0,0.0,0.0,06:06:51
1176,04231301905001,2.0,65.0,65.0,05:51:16
1177,04231301905002,2.0,0.0,0.0,06:04:52
1178,04231301905003,2.0,65.0,65.0,13:04:32
1179,04231301905004,1.0,0.0,0.0,05:46:25
1180,04231301905005,3.0,0.0,0.0,08:42:37
1181,04231301905006,5.0,0.0,0.0,08:56:08
1182,04231301905007,5.0,0.0,0.0,06:25:39
1183,04231301905008,1.0,0.0,0.0,10:13:53
1184,04231301905009,1.0,0.0,0.0,12:10:30
1185,04231301905010,1.0,0.0,0.0,08:15:05
1186,04231301905011,1.0,0.0,0.0,12:16:08
1187,04231301905012,1.0,0.0,0.0,13:04:28
1188,04231700111001,3.0,0.0,0.0,09:06:46
1189,04231700111002,,0.0,0.0,10:14:06
1190,04231700111003,5.0,0.0,0.0,11:37:58
1191,04231700111004,3.0,120.0,0.0,12:47:10
1192,04231700111005,,0.0,0.0,20:39:23
1193,04231700111006,5.0,75.0,0.0,21:21:45
1194,04231700111007,5.0,180.0,0.0,13:59:14
1195,04231700111008,5.0,170.0,0.0,04:24:59
1196,04231700111009,5.0,0.0,0.0,03:31:19
1197,04231700111010,5.0,180.0,0.0,20:49:46
1198,04231700111011,,0.0,0.0,21:48:16
1199,04231700111012,,150.0,0.0,02:36:28
1200,04231700304001,,120.0,70.0,11:00:53
1201,04231700304002,5.0,120.0,150.0,03:17:02
1202,04231700304003,,120.0,0.0,12:03:25
1203,04231700304004,,0.0,0.0,15:39:15
1204,04231700304005,,0.0,0.0,21:13:18
1205,04231700304006,,18.0,0.0,23:24:37
1206,04231700304007,5.0,150.0,0.0,22:32:34
1207,04231700304008,,120.0,0.0,22:44:08
1208,04231700304009,,0.0,0.0,12:44:35
1209,04231700304010,,150.0,0.0,20:37:40
1210,04231700304011,,140.0,0.0,21:42:02
1211,04231700304012,,120.0,0.0,13:28:43
1212,04231700417001,,150.0,0.0,09:45:47
1213,04231700417002,,150.0,0.0,10:40:14
1214,04231700417003,5.0,0.0,0.0,13:05:50
1215,04231700417004,5.0,160.0,0.0,14:17:16
1216,04231700417005,5.0,180.0,0.0,08:47:39
1217,04231700417006,,0.0,0.0,09:57:58
1218,04231700417007,5.0,0.0,0.0,10:53:41
1219,04231700417008,5.0,0.0,0.0,13:03:33
1220,04231700417009,5.0,100.0,160.0,08:59:04
1221,04231700417010,5.0,0.0,0.0,10:08:23
1222,04231700417011,5.0,0.0,0.0,12:36:39
1223,04231700417012,5.0,50.0,50.0,12:19:50
1224,04231700602001,,150.0,0.0,23:01:43
1225,04231700602002,1.0,70.0,70.0,08:46:10
1226,04231700602004,5.0,90.0,120.0,09:35:38
1227,04231700602005,,160.0,160.0,10:16:55
1228,04231700602006,5.0,150.0,150.0,11:04:07
1229,04231700602007,,80.0,80.0,15:51:38
1230,04231700602008,,50.0,0.0,16:54:29
1231,04231700602009,,100.0,480.0,13:51:28
1232,04231700602010,,120.0,0.0,12:50:31
1233,04231700602014,,200.0,50.0,10:56:43
1234,04231700602015,,120.0,0.0,11:49:52
1235,04231700602016,,0.0,0.0,09:19:44
1236,04231700602017,,50.0,0.0,12:48:16
1237,04231700602018,,100.0,0.0,14:49:02
1238,04240101704001,1.0,120.0,0.0,10:51:13
1239,04240101704002,1.0,60.0,0.0,13:30:18
1240,04240101704003,1.0,180.0,0.0,15:44:27
1241,04240101704004,1.0,180.0,0.0,17:32:32
1242,04240101704005,2.0,45.0,45.0,15:59:55
1243,04240101704006,2.0,120.0,100.0,17:29:23
1244,04240101704007,2.0,40.0,45.0,21:37:39
1245,04240101704008,2.0,50.0,50.0,20:00:57
1246,04240101704009,5.0,60.0,0.0,05:58:15
1247,04240101704010,5.0,0.0,0.0,04:44:39
1248,04240101704011,5.0,60.0,0.0,03:49:28
1249,04240101704012,5.0,150.0,0.0,03:00:24
1250,04240602203001,2.0,60.0,60.0,08:35:13
1251,04240602203002,2.0,60.0,50.0,03:26:15
1252,04240602203003,2.0,40.0,40.0,04:42:46
1253,04240602203004,2.0,45.0,45.0,04:04:56
1254,04240602203005,1.0,0.0,0.0,11:59:28
1255,04240602203006,1.0,0.0,0.0,09:06:07
1256,04240602203007,1.0,0.0,0.0,10:25:35
1257,04240602203008,1.0,0.0,0.0,03:36:30
1258,04240602203009,5.0,0.0,0.0,04:05:56
1259,04240602203010,5.0,0.0,0.0,04:43:07
1260,04240602203011,5.0,0.0,0.0,02:57:13
1261,04240602203012,5.0,0.0,0.0,05:48:08
1262,04241600101001,3.0,120.0,0.0,03:48:23
1263,04241600101002,3.0,0.0,0.0,04:00:07
1264,04241600101003,3.0,240.0,0.0,04:35:34
1265,04241600101004,3.0,120.0,0.0,04:50:38
1266,04241600101005,3.0,120.0,0.0,05:09:29
1267,04241600101006,5.0,0.0,0.0,10:59:50
1268,04241600101007,3.0,150.0,0.0,10:24:47
1269,04241600101008,3.0,300.0,0.0,04:58:32
1270,04241600101009,3.0,150.0,0.0,10:49:12
1271,04241600101010,3.0,150.0,0.0,10:30:10
1272,04241600101011,3.0,200.0,0.0,12:23:22
1273,04241600101012,2.0,300.0,0.0,16:30:30
1274,04242000217001,3.0,130.0,0.0,21:54:13
1275,04242000217002,3.0,120.0,120.0,13:20:14
1276,04242000217003,3.0,130.0,0.0,14:16:22
1277,04242000217004,3.0,200.0,0.0,14:59:05
1278,04242000217005,3.0,280.0,0.0,15:48:40
1279,04242000217006,3.0,200.0,0.0,20:04:16
1280,04242000217007,3.0,200.0,0.0,20:43:33
1281,04242000217008,3.0,240.0,0.0,21:23:01
1282,04242000217009,3.0,120.0,0.0,22:00:17
1283,04242000217010,1.0,160.0,0.0,23:43:15
1284,04242000217011,3.0,120.0,0.0,00:17:16
1285,04242000217012,3.0,130.0,0.0,01:23:59
1286,04242204001001,5.0,0.0,0.0,04:08:39
1287,04242204001002,5.0,0.0,0.0,04:40:59
1288,04242204001003,5.0,0.0,0.0,06:04:04
1289,04242204001004,5.0,0.0,0.0,03:07:14
1290,04242204001005,2.0,45.0,45.0,08:55:16
1291,04242204001006,2.0,55.0,45.0,04:58:21
1292,04242204001007,2.0,50.0,40.0,06:15:35
1293,04242204001008,2.0,45.0,45.0,09:55:48
1294,04242204001009,1.0,0.0,0.0,14:04:11
1295,04242204001010,1.0,0.0,0.0,15:51:44
1296,04242204001011,1.0,0.0,0.0,10:00:02
1297,04242204001012,1.0,0.0,0.0,11:53:33
1298,04250302905001,,0.0,0.0,15:48:30
1299,04250302905002,,0.0,0.0,17:00:27
1300,04250302905003,,0.0,0.0,18:17:02
1301,04250302905004,,0.0,0.0,19:22:12
1302,04250302905005,,0.0,0.0,20:41:10
1303,04250302905006,,0.0,0.0,21:40:55
1304,04250302905007,,0.0,0.0,03:58:49
1305,04250302905008,,0.0,0.0,05:16:28
1306,04250302905009,,0.0,0.0,06:12:10
1307,04250302905010,,0.0,0.0,07:24:53
1308,04250302905011,,0.0,0.0,08:31:26
1309,04250302905012,,0.0,0.0,09:40:43
1310,04250800404001,,0.0,0.0,04:55:17
1311,04250800404002,,0.0,0.0,05:35:21
1312,04250800404003,,0.0,0.0,18:30:40
1313,04250800404004,,0.0,0.0,19:35:34
1314,04250800404005,5.0,0.0,110.0,20:28:24
1315,04250800404006,,0.0,0.0,09:22:21
1316,04250800404007,,0.0,0.0,03:41:46
1317,04250800404008,,0.0,0.0,04:56:15
1318,04250800404009,,0.0,0.0,06:19:31
1319,04250800404010,,0.0,0.0,07:42:52
1320,04250800404011,,0.0,0.0,09:00:36
1321,04250800404012,,0.0,0.0,09:49:00
1322,04251103105001,,0.0,0.0,06:36:07
1323,04251103105002,,0.0,0.0,07:31:57
1324,04251103105003,,40.0,40.0,08:39:35
1325,04251103105004,,0.0,0.0,09:27:54
1326,04251103105005,,140.0,0.0,10:13:03
1327,04251103105006,,140.0,0.0,10:44:10
1328,04251103105007,,0.0,0.0,03:44:07
1329,04251103105008,,0.0,0.0,04:38:49
1330,04251103105009,,0.0,0.0,05:04:44
1331,04251103105010,,0.0,0.0,05:40:53
1332,04251103105011,,0.0,0.0,06:43:34
1333,04251103105012,,0.0,0.0,07:40:27
1334,04251103502001,,0.0,0.0,03:24:54
1335,04251103502002,,0.0,0.0,04:25:27
1336,04251103502003,,0.0,0.0,05:55:45
1337,04251103502004,,0.0,0.0,07:07:14
1338,04251103502005,,0.0,0.0,08:32:45
1339,04251103502006,,0.0,0.0,09:43:16
1340,04251103502007,,0.0,0.0,03:38:07
1341,04251103502008,,0.0,0.0,04:52:33
1342,04251103502009,,0.0,0.0,05:57:05
1343,04251103502010,,0.0,0.0,07:08:50
1344,04251103502011,,0.0,0.0,08:15:50
1345,04251103502012,,0.0,0.0,09:25:06
1346,04260500101001,5.0,0.0,0.0,11:30:18
1347,04260500101002,5.0,130.0,0.0,10:55:47
1348,04260500101003,5.0,0.0,0.0,16:49:59
1349,04260500101004,5.0,96.0,0.0,16:59:55
1350,04260500101005,5.0,0.0,0.0,09:49:24
1351,04260500101006,5.0,84.0,0.0,12:50:12
1352,04260500101007,,50.0,0.0,14:36:34
1353,04260500101008,5.0,100.0,0.0,15:43:15
1354,04260500101009,5.0,60.0,0.0,14:11:06
1355,04260500101010,,0.0,0.0,12:40:23
1356,04260500101011,5.0,0.0,0.0,07:14:07
1357,04260500101012,5.0,60.0,0.0,18:58:58
1358,04260801102001,2.0,60.0,60.0,07:24:58
1359,04260801102002,2.0,45.0,45.0,09:29:18
1360,04260801102003,2.0,120.0,150.0,05:21:28
1361,04260801102004,,0.0,0.0,12:58:03
1362,04260801102005,1.0,0.0,0.0,14:39:15
1363,04260801102006,5.0,0.0,0.0,11:17:47
1364,04260801102007,,0.0,0.0,11:51:12
1365,04260801102008,1.0,0.0,0.0,15:06:48
1366,04260801102009,,0.0,0.0,13:36:03
1367,04260801102010,,0.0,0.0,13:09:16
1368,04260801102011,5.0,0.0,0.0,11:44:23
1369,04260801102012,5.0,0.0,0.0,14:26:07
1370,04260803103001,2.0,0.0,0.0,04:31:01
1371,04260803103002,1.0,1.0,1.0,14:33:09
1372,04260803103003,3.0,150.0,0.0,14:57:08
1373,04260803103004,1.0,0.0,0.0,17:18:49
1374,04260803103005,5.0,50.0,0.0,07:08:25
1375,04260803103006,5.0,150.0,0.0,15:07:20
1376,04260803103007,2.0,0.0,0.0,05:50:46
1377,04260803103008,5.0,60.0,0.0,03:14:57
1378,04260803103009,1.0,0.0,0.0,16:36:54
1379,04260803103010,1.0,0.0,0.0,16:45:14
1380,04260803103011,5.0,150.0,0.0,18:52:04
1381,04260803103012,1.0,0.0,0.0,12:09:26
1382,04261400105001,5.0,0.0,0.0,22:23:59
1383,04261400105002,5.0,210.0,0.0,23:04:18
1384,04261400105003,5.0,70.0,0.0,08:24:39
1385,04261400105004,5.0,60.0,0.0,06:47:50
1386,04261400105005,5.0,70.0,0.0,07:35:18
1387,04261400105006,5.0,120.0,0.0,08:23:09
1388,04261400105007,5.0,300.0,0.0,15:36:08
1389,04261400105008,,1.0,0.0,16:35:14
1390,04261400105009,5.0,60.0,0.0,06:56:58
1391,04261400105010,5.0,115.0,0.0,20:42:56
1392,04261400105011,,0.0,0.0,06:50:16
1393,04261400105012,5.0,70.0,0.0,11:05:26
1394,04261500308001,1.0,90.0,0.0,11:02:20
1395,04261500308002,5.0,45.0,0.0,12:09:18
1396,04261500308003,5.0,122.0,0.0,13:12:33
1397,04261500308004,5.0,120.0,0.0,20:24:33
1398,04261500308005,5.0,48.0,0.0,11:38:12
1399,04261500308006,5.0,140.0,0.0,15:21:40
1400,04261500308007,5.0,120.0,0.0,13:41:00
1401,04261500308008,5.0,200.0,0.0,10:47:46
1402,04261500308009,5.0,84.0,0.0,11:55:10
1403,04261500308010,5.0,84.0,0.0,13:02:31
1404,04261500308011,5.0,35.0,0.0,15:18:29
1405,04261500308012,5.0,120.0,0.0,22:34:37
1406,04261701902001,5.0,60.0,0.0,10:16:22
1407,04261701902002,,30.0,0.0,04:15:34
1408,04261701902003,5.0,65.0,0.0,03:01:28
1409,04261701902004,2.0,0.0,0.0,03:54:25
1410,04261701902005,5.0,200.0,0.0,13:47:11
1411,04261701902006,5.0,150.0,0.0,03:20:09
1412,04261701902007,2.0,180.0,120.0,04:09:21
1413,04261701902008,5.0,150.0,0.0,05:14:51
1414,04261701902009,2.0,180.0,180.0,06:05:53
1415,04261701902010,1.0,0.0,0.0,12:49:52
1416,04261701902011,1.0,130.0,0.0,11:43:01
1417,04261701902012,2.0,0.0,0.0,04:53:13
1418,04270101002001,,0.0,0.0,04:46:09
1419,04270101002002,,0.0,0.0,05:22:42
1420,04270101002003,,0.0,0.0,05:56:20
1421,04270101002004,,0.0,0.0,06:30:28
1422,04270101002005,,0.0,0.0,07:51:56
1423,04270101002006,,0.0,0.0,08:52:49
1424,04270101002007,,0.0,0.0,04:29:12
1425,04270101002008,,0.0,0.0,05:21:46
1426,04270101002009,,0.0,0.0,06:18:12
1427,04270101002010,,0.0,0.0,07:16:54
1428,04270101002011,,0.0,0.0,08:06:56
1429,04270101002012,,0.0,0.0,09:32:17
1430,04271202206001,,0.0,0.0,22:14:51
1431,04271202206002,,0.0,0.0,02:42:06
1432,04271202206003,,0.0,0.0,00:34:54
1433,04271202206004,,0.0,0.0,19:50:38
1434,04271202206005,,0.0,0.0,21:02:49
1435,04271202206006,,0.0,0.0,10:55:42
1436,04271202206007,,0.0,0.0,17:54:14
1437,04271202206008,,0.0,0.0,00:15:08
1438,04271202206009,,0.0,0.0,18:38:57
1439,04271202206010,,0.0,0.0,07:58:48
1440,04271202206011,,0.0,0.0,09:53:12
1441,04271202206012,,0.0,0.0,09:03:35
1442,04271800107001,5.0,70.0,70.0,09:22:07
1443,04271800107003,5.0,55.0,50.0,03:39:10
1444,04271800107004,5.0,120.0,120.0,04:21:56
1445,04271800107005,5.0,85.0,85.0,08:00:56
1446,04271800107024,5.0,90.0,90.0,06:53:09
1447,04271800107044,5.0,130.0,130.0,03:11:00
1448,04271800107064,5.0,100.0,100.0,04:46:52
1449,04271800107084,5.0,100.0,100.0,06:00:21
1450,04271800107104,,0.0,0.0,03:22:01
1451,04271800107124,5.0,100.0,100.0,04:42:24
1452,04271800107144,5.0,80.0,80.0,05:44:10
1453,04271800107164,5.0,120.0,100.0,09:15:58
1454,04280201505001,5.0,120.0,120.0,06:15:20
1455,04280201505002,,0.0,0.0,07:01:29
1456,04280201505003,,0.0,0.0,09:15:43
1457,04280201505004,,0.0,0.0,08:33:47
1458,04280201505005,,0.0,0.0,07:44:18
1459,04280201505006,,0.0,0.0,08:31:48
1460,04280201505007,,0.0,0.0,08:59:15
1461,04280201505008,,0.0,0.0,09:29:51
1462,04280201505009,,0.0,0.0,18:14:33
1463,04280201505010,,0.0,0.0,19:18:09
1464,04280201505011,,0.0,0.0,20:09:54
1465,04280201505012,,0.0,0.0,20:54:52
1466,04280203203001,,0.0,0.0,06:37:36
1467,04280203203002,,0.0,0.0,07:17:31
1468,04280203203003,,0.0,0.0,07:59:32
1469,04280203203004,,0.0,0.0,15:23:56
1470,04280203203005,,0.0,0.0,06:36:51
1471,04280203203006,5.0,150.0,150.0,07:29:25
1472,04280203203007,,0.0,0.0,08:11:56
1473,04280203203008,3.0,150.0,150.0,09:02:26
1474,04280203203009,,0.0,0.0,18:35:07
1475,04280203203010,,0.0,0.0,19:27:03
1476,04280203203011,,0.0,0.0,20:23:10
1477,04280203203012,,0.0,0.0,21:54:03
1478,04280300107008,5.0,40.0,40.0,03:29:29
1479,04280300107021,5.0,115.0,115.0,04:44:20
1480,04280300107034,5.0,100.0,100.0,09:13:44
1481,04280300107047,5.0,125.0,125.0,10:40:03
1482,04280300107060,5.0,125.0,125.0,05:59:26
1483,04280300107073,5.0,130.0,130.0,05:40:11
1484,04280300107086,,125.0,125.0,04:22:08
1485,04280300107099,,120.0,120.0,03:07:34
1486,04280300107112,5.0,130.0,130.0,10:31:22
1487,04280300107125,,200.0,200.0,09:03:52
1488,04280300107138,,125.0,125.0,05:15:02
1489,04280300107151,5.0,110.0,110.0,03:55:38
1490,04280900511014,5.0,60.0,60.0,04:07:43
1491,04280900511029,5.0,85.0,85.0,06:16:55
1492,04280900511044,5.0,75.0,75.0,05:19:01
1493,04280900511059,5.0,55.0,55.0,08:38:48
1494,04280900511074,5.0,95.0,95.0,08:50:21
1495,04280900511089,5.0,85.0,85.0,09:56:56
1496,04280900511104,5.0,120.0,120.0,03:20:46
1497,04280900511119,5.0,65.0,65.0,05:05:50
1498,04280900511134,5.0,85.0,85.0,03:43:01
1499,04280900511149,5.0,120.0,120.0,04:45:23
1500,04280900511164,5.0,60.0,60.0,06:12:38
1501,04280900511179,5.0,120.0,120.0,09:14:57
1502,04280900803005,5.0,120.0,120.0,04:04:57
1503,04280900803018,5.0,100.0,100.0,03:45:51
1504,04280900803031,5.0,120.0,120.0,08:42:08
1505,04280900803044,5.0,120.0,120.0,10:40:47
1506,04280900803057,5.0,80.0,80.0,05:07:39
1507,04280900803070,5.0,85.0,85.0,09:48:33
1508,04280900803083,5.0,120.0,120.0,05:50:53
1509,04280900803096,5.0,85.0,85.0,07:02:04
1510,04280900803109,5.0,90.0,90.0,08:55:23
1511,04280900803122,5.0,130.0,130.0,08:52:14
1512,04280900803135,,0.0,0.0,03:18:40
1513,04280900803148,5.0,120.0,120.0,05:20:09
1514,04290100110001,5.0,200.0,0.0,19:55:43
1515,04290100110002,5.0,600.0,0.0,20:33:45
1516,04290100110003,5.0,225.0,0.0,21:01:16
1517,04290100110004,5.0,500.0,0.0,20:16:50
1518,04290100110005,5.0,150.0,0.0,21:35:03
1519,04290100110006,5.0,200.0,0.0,01:23:59
1520,04290100110007,5.0,200.0,0.0,22:04:02
1521,04290100110008,5.0,200.0,0.0,17:43:22
1522,04290100110009,,0.0,0.0,16:15:31
1523,04290100110010,5.0,200.0,0.0,16:58:40
1524,04290100110011,5.0,400.0,0.0,18:26:34
1525,04290100110012,5.0,200.0,0.0,13:48:05
1526,04290500106001,5.0,150.0,0.0,06:09:35
1527,04290500106002,5.0,150.0,0.0,01:25:32
1528,04290500106003,5.0,500.0,0.0,16:18:08
1529,04290500106004,5.0,300.0,0.0,22:19:31
1530,04290500106005,5.0,350.0,0.0,15:24:41
1531,04290500106006,5.0,300.0,0.0,18:02:14
1532,04290500106007,5.0,300.0,0.0,17:32:41
1533,04290500106008,5.0,300.0,0.0,23:25:24
1534,04290500106009,5.0,250.0,0.0,22:28:23
1535,04290500106010,5.0,500.0,0.0,23:18:08
1536,04290500106011,5.0,300.0,0.0,22:51:32
1537,04290500106012,5.0,250.0,0.0,23:57:34
1538,04291500905001,,0.0,0.0,05:24:11
1539,04291500905002,,0.0,0.0,06:15:55
1540,04291500905003,5.0,0.0,0.0,07:22:34
1541,04291500905004,,0.0,0.0,11:09:36
1542,04291500905005,,0.0,0.0,05:32:03
1543,04291500905006,,0.0,0.0,06:48:27
1544,04291500905007,,0.0,0.0,07:51:21
1545,04291500905008,,0.0,0.0,08:44:57
1546,04291500905009,,0.0,0.0,17:28:08
1547,04291500905010,,0.0,0.0,18:23:32
1548,04291500905011,,0.0,0.0,18:59:44
1549,04291500905012,,0.0,0.0,20:08:01
1550,04291501302001,,0.0,0.0,03:15:15
1551,04291501302002,,0.0,0.0,04:22:46
1552,04291501302003,,0.0,0.0,05:13:58
1553,04291501302004,,0.0,0.0,06:03:19
1554,04291501302005,,0.0,0.0,03:23:14
1555,04291501302006,,0.0,0.0,04:25:44
1556,04291501302007,,0.0,0.0,05:15:24
1557,04291501302008,,0.0,0.0,06:04:48
1558,04291501302009,,0.0,0.0,15:26:32
1559,04291501302010,,0.0,0.0,16:12:57
1560,04291501302011,,0.0,0.0,17:12:03
1561,04291501302012,,0.0,0.0,18:07:40
1562,04291801901001,,0.0,0.0,04:31:48
1563,04291801901002,,0.0,0.0,05:46:06
1564,04291801901003,1.0,0.0,0.0,06:39:01
1565,04291801901004,,0.0,0.0,07:27:10
1566,04291801901005,,0.0,0.0,04:51:01
1567,04291801901006,5.0,150.0,150.0,05:58:32
1568,04291801901007,5.0,50.0,50.0,06:26:06
1569,04291801901008,1.0,50.0,30.0,08:24:38
1570,04291801901009,,0.0,0.0,16:49:02
1571,04291801901010,,0.0,0.0,02:00:47
1572,04291801901011,,0.0,0.0,02:55:22
1573,04291801901012,,0.0,0.0,19:24:37
1574,04292500402001,5.0,300.0,0.0,17:36:41
1575,04292500402002,5.0,300.0,0.0,21:46:43
1576,04292500402003,,75.0,0.0,17:49:29
1577,04292500402004,5.0,300.0,0.0,23:11:46
1578,04292500402005,5.0,150.0,0.0,19:50:12
1579,04292500402006,5.0,600.0,0.0,21:39:02
1580,04292500402007,1.0,180.0,0.0,20:37:15
1581,04292500402008,4.0,200.0,350.0,18:25:49
1582,04292500402009,5.0,300.0,0.0,00:34:53
1583,04292500402010,5.0,300.0,0.0,02:04:11
1584,04292500402011,5.0,500.0,0.0,22:34:00
1585,04292500402012,5.0,170.0,0.0,16:36:49
1586,04300203306001,,0.0,0.0,18:21:57
1587,04300203306002,,0.0,0.0,01:45:04
1588,04300203306003,,0.0,0.0,01:22:56
1589,04300203306004,,0.0,0.0,00:57:11
1590,04300203306005,,0.0,0.0,12:07:35
1591,04300203306006,,0.0,0.0,12:47:17
1592,04300203306007,,0.0,0.0,13:29:40
1593,04300203306008,,0.0,0.0,14:04:17
1594,04300203306009,,0.0,0.0,06:06:04
1595,04300203306010,,0.0,0.0,06:40:04
1596,04300203306011,,0.0,0.0,07:26:54
1597,04300203306012,,0.0,0.0,08:00:56
1598,04300400106001,5.0,6.0,60.0,09:49:05
1599,04300400106002,5.0,75.0,0.0,10:45:31
1600,04300400106003,5.0,120.0,0.0,11:19:25
1601,04300400106004,5.0,140.0,140.0,14:36:49
1602,04300400106005,5.0,50.0,50.0,17:03:51
1603,04300400106006,5.0,75.0,0.0,18:52:27
1604,04300400106007,,0.0,0.0,19:58:50
1605,04300400106008,5.0,90.0,0.0,11:40:46
1606,04300400106009,5.0,45.0,0.0,12:28:38
1607,04300400106010,5.0,56.0,56.0,15:27:45
1608,04300400106011,5.0,120.0,50.0,16:28:18
1609,04300400106012,5.0,95.0,95.0,17:24:54
1610,04300800105001,,0.0,0.0,06:37:19
1611,04300800105002,,0.0,0.0,07:42:15
1612,04300800105003,,0.0,0.0,08:22:26
1613,04300800105004,,0.0,0.0,13:11:45
1614,04300800105005,,0.0,0.0,06:23:46
1615,04300800105006,,0.0,0.0,07:18:45
1616,04300800105007,,0.0,0.0,08:04:09
1617,04300800105008,,0.0,0.0,08:41:52
1618,04300800105009,1.0,0.0,0.0,18:22:51
1619,04300800105010,,60.0,60.0,19:33:41
1620,04300800105011,,0.0,0.0,20:34:44
1621,04300800105012,,0.0,0.0,21:43:54
1622,04300800210001,1.0,0.0,0.0,09:41:19
1623,04300800210002,1.0,0.0,0.0,10:50:23
