,HHID,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I14,I15,I16,I17,I18,I19,I20_a,I20_b,I21_a,I21_b,I22,I23,I24,I25,I26,I27,I28,I29,I31,I32,I33,I34_1,I34_2
9814,14720100113010,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9815,14720100113010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9816,14720100113010,3,1,25.0,1.0,1550.0,,2.0,3.0,1.0,1.0,1300.0,2.0,3.0,12.0,1.0,2.0,,14.0,,2.0,,10.0,1.0,1.0,1.0,0.0,0.0,120.0,2.0,,9.0,2.0,4.0,4.0
9817,14720100113011,1,1,,,,,,,,1.0,0.0,1.0,3.0,5.0,1.0,2.0,,2.0,9.0,3.0,3.0,20.0,1.0,1.0,1.0,0.0,0.0,59.0,2.0,,9.0,1.0,6.0,7.0
9818,14720100113011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9819,14720100113011,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9820,14720100113012,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9821,14720100113012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9822,14720100113012,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9823,14720100113013,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9824,14720100113013,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9825,14720100113013,3,1,12.0,1.0,150.0,,2.0,0.0,1.0,1.0,-888.0,2.0,5.0,,,1.0,1.0,4.0,,3.0,,5.0,3.0,3.0,30.0,30.0,30.0,90.0,1.0,1.0,9.0,2.0,3.0,
9826,14720100113014,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9827,14720100113014,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9828,14720100113014,3,1,12.0,1.0,1200.0,,2.0,3.0,1.0,1.0,1000.0,2.0,1.0,9.0,1.0,2.0,,14.0,4.0,2.0,2.0,20.0,2.0,2.0,30.0,0.0,30.0,120.0,2.0,,9.0,1.0,6.0,6.0
9829,14720100113015,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9830,14720100113015,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9831,14720100113015,3,1,24.0,1.0,1600.0,,2.0,2.0,2.0,1.0,1200.0,2.0,3.0,8.0,1.0,2.0,,14.0,555.0,2.0,2.0,10.0,1.0,1.0,1.0,0.0,0.0,59.0,2.0,,9.0,2.0,4.0,5.0
9832,14720100113016,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9833,14720100113016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9834,14720100113016,3,1,12.0,1.0,250.0,,2.0,2.0,1.0,2.0,200.0,2.0,3.0,9.0,1.0,2.0,,14.0,555.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,120.0,2.0,,9.0,1.0,7.0,6.0
9835,14720100113017,1,1,,,,,,,,3.0,300.0,2.0,4.0,,,2.0,,3.0,,1.0,,10.0,3.0,3.0,1.0,1.0,1.0,180.0,2.0,,9.0,2.0,3.0,3.0
9836,14720100113017,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9837,14720100113017,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9838,14720100113018,1,1,,,,,,,,1.0,40.0,2.0,3.0,4.0,1.0,2.0,,2.0,4.0,4.0,4.0,15.0,1.0,1.0,15.0,0.0,0.0,60.0,2.0,,9.0,2.0,8.0,8.0
9839,14720100113018,2,1,,,,,,,2.0,1.0,50.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,15.0,3.0,3.0,60.0,60.0,60.0,180.0,2.0,,9.0,2.0,7.0,4.0
9840,14720100113018,3,1,12.0,1.0,80.0,,2.0,1.0,1.0,1.0,40.0,2.0,1.0,4.0,1.0,2.0,,2.0,,4.0,,15.0,2.0,2.0,15.0,0.0,15.0,120.0,2.0,,9.0,2.0,6.0,8.0
9841,14720100113019,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9842,14720100113019,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9843,14720100113019,3,1,12.0,1.0,100.0,,2.0,1.0,1.0,1.0,50.0,2.0,1.0,,0.0,2.0,,4.0,2.0,4.0,4.0,18.0,3.0,3.0,15.0,20.0,20.0,55.0,2.0,,9.0,2.0,7.0,6.0
9844,14720100113020,1,1,,,,,,,,3.0,250.0,2.0,2.0,,0.0,2.0,,3.0,,4.0,,10.0,3.0,3.0,2.0,2.0,2.0,6.0,1.0,6.0,9.0,2.0,,
9845,14720100113020,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846,14720100113020,3,1,12.0,1.0,120.0,,2.0,0.0,1.0,1.0,80.0,2.0,5.0,,,2.0,,4.0,,4.0,,10.0,3.0,3.0,15.0,15.0,15.0,45.0,1.0,6.0,9.0,2.0,7.0,
9847,14720100113020,5,1,16.0,1.0,180.0,,2.0,513.0,1.0,1.0,100.0,2.0,2.0,,0.0,2.0,,14.0,,3.0,,15.0,3.0,3.0,20.0,20.0,20.0,60.0,2.0,,9.0,2.0,,
9848,14720100211001,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9849,14720100211001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9850,14720100211001,3,1,12.0,1.0,400.0,,1.0,2.0,1.0,1.0,200.0,1.0,1.0,9.0,1.0,2.0,,14.0,,3.0,,2.0,2.0,2.0,40.0,0.0,60.0,60.0,2.0,,9.0,1.0,2.0,1.0
9851,14720100211002,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9852,14720100211002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9853,14720100211002,3,1,36.0,1.0,1100.0,,1.0,1.0,2.0,2.0,400.0,1.0,3.0,6.0,1.0,1.0,2.0,3.0,9.0,2.0,1.0,15.0,1.0,1.0,25.0,25.0,0.0,25.0,2.0,,9.0,2.0,555.0,555.0
9854,14720100211002,5,1,12.0,1.0,1600.0,,1.0,1.0,2.0,1.0,1000.0,1.0,3.0,6.0,1.0,2.0,,14.0,555.0,3.0,4.0,10.0,1.0,1.0,60.0,60.0,60.0,0.0,2.0,,9.0,2.0,1.0,2.0
9855,14720100211003,1,1,,,,,,,,1.0,-888.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,555.0,1.0,1.0,20.0,2.0,2.0,60.0,60.0,60.0,0.0,2.0,,9.0,1.0,11.0,
9856,14720100211003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9857,14720100211003,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9858,14720100211004,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9859,14720100211004,2,1,,,,,,,2.0,1.0,25.0,2.0,2.0,9.0,1.0,2.0,,4.0,,2.0,,30.0,2.0,2.0,30.0,0.0,60.0,60.0,2.0,,7.0,2.0,2.0,5.0
9860,14720100211004,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9861,14720100211005,1,1,,,,,,,,1.0,5.0,2.0,3.0,8.0,1.0,1.0,2.0,2.0,18.0,2.0,3.0,20.0,1.0,1.0,30.0,30.0,30.0,30.0,2.0,,9.0,1.0,9.0,2.0
9862,14720100211005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9863,14720100211005,3,1,24.0,1.0,120.0,,2.0,6.0,2.0,1.0,100.0,1.0,3.0,8.0,1.0,1.0,2.0,2.0,18.0,1.0,2.0,20.0,1.0,1.0,60.0,60.0,0.0,0.0,2.0,,9.0,2.0,2.0,555.0
9864,14720100211006,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9865,14720100211006,2,1,,,,,,,2.0,1.0,50.0,1.0,3.0,10.0,1.0,2.0,,2.0,4.0,1.0,2.0,30.0,2.0,2.0,120.0,120.0,60.0,60.0,2.0,,9.0,1.0,555.0,555.0
9866,14720100211006,3,1,12.0,1.0,50.0,,2.0,6.0,2.0,1.0,20.0,1.0,3.0,10.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,20.0,2.0,2.0,30.0,30.0,30.0,30.0,2.0,,9.0,1.0,2.0,1.0
9867,14720100211007,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9868,14720100211007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869,14720100211007,3,1,12.0,1.0,60.0,,1.0,6.0,2.0,1.0,30.0,2.0,1.0,9.0,1.0,2.0,,4.0,,1.0,,30.0,2.0,2.0,30.0,30.0,60.0,60.0,2.0,,7.0,1.0,2.0,6.0
9870,14720100211008,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9871,14720100211008,2,1,,,,,,,1.0,1.0,20.0,2.0,2.0,12.0,2.0,2.0,,4.0,,2.0,,30.0,2.0,2.0,60.0,0.0,60.0,60.0,2.0,,9.0,2.0,2.0,1.0
9872,14720100211008,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9873,14720100211009,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9874,14720100211009,2,1,,,,,,,1.0,1.0,250.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,9.0,2.0,1.0,20.0,1.0,1.0,20.0,30.0,30.0,30.0,2.0,,7.0,1.0,2.0,1.0
9875,14720100211009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9876,14720100211010,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9877,14720100211010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9878,14720100211010,3,1,24.0,1.0,50.0,,1.0,6.0,1.0,1.0,25.0,2.0,2.0,12.0,1.0,2.0,,4.0,,2.0,,30.0,3.0,3.0,60.0,0.0,60.0,0.0,2.0,,9.0,3.0,2.0,1.0
9879,14720100211011,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880,14720100211011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9881,14720100211011,3,1,36.0,1.0,1400.0,,1.0,2.0,1.0,1.0,1000.0,1.0,3.0,8.0,1.0,2.0,,14.0,555.0,2.0,3.0,5.0,1.0,1.0,30.0,30.0,0.0,0.0,2.0,,9.0,1.0,1.0,5.0
9882,14720100211012,1,1,,,,,,,,1.0,15.0,1.0,3.0,6.0,1.0,2.0,,9.0,,2.0,,30.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,7.0,2.0,2.0,1.0
9883,14720100211012,2,1,,,,,,,,1.0,20.0,2.0,2.0,12.0,1.0,2.0,,4.0,9.0,2.0,3.0,30.0,2.0,2.0,60.0,0.0,60.0,60.0,2.0,,6.0,2.0,2.0,1.0
9884,14720100211012,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9885,14720100211013,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9886,14720100211013,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9887,14720100211013,3,1,,,,,,,,1.0,1800.0,1.0,3.0,9.0,1.0,2.0,,14.0,,2.0,,5.0,1.0,1.0,0.0,0.0,70.0,0.0,2.0,,9.0,1.0,4.0,5.0
9888,14720100211013,4,1,,,,,,,,2.0,50.0,1.0,3.0,9.0,1.0,2.0,,14.0,,2.0,,2.0,2.0,2.0,30.0,0.0,60.0,60.0,2.0,,9.0,1.0,5.0,1.0
9889,14720100211014,1,1,,,,,,,,1.0,10.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,,2.0,,25.0,1.0,1.0,60.0,0.0,0.0,60.0,2.0,,7.0,2.0,2.0,1.0
9890,14720100211014,2,1,,,,,,,2.0,1.0,20.0,2.0,1.0,9.0,1.0,2.0,,4.0,,2.0,,20.0,2.0,2.0,30.0,30.0,60.0,60.0,2.0,,9.0,2.0,2.0,1.0
9891,14720100211014,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9892,14720100211015,1,1,,,,,,,,1.0,10.0,1.0,3.0,6.0,1.0,1.0,2.0,2.0,,1.0,,25.0,2.0,1.0,30.0,0.0,30.0,15.0,2.0,,9.0,2.0,2.0,1.0
9893,14720100211015,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9894,14720100211015,3,1,24.0,1.0,60.0,,1.0,6.0,2.0,1.0,10.0,2.0,2.0,6.0,1.0,2.0,,4.0,,2.0,,15.0,2.0,2.0,30.0,0.0,30.0,40.0,2.0,,9.0,2.0,2.0,1.0
9895,14720100211016,1,1,,,,,,,,1.0,-888.0,1.0,3.0,8.0,1.0,2.0,,2.0,,2.0,,20.0,1.0,2.0,30.0,30.0,30.0,30.0,2.0,,9.0,2.0,1.0,2.0
9896,14720100211016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897,14720100211016,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9898,14720100211017,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899,14720100211017,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,14720100211017,3,1,24.0,1.0,1300.0,,1.0,2.0,2.0,1.0,1000.0,1.0,3.0,6.0,1.0,2.0,,14.0,,2.0,,2.0,2.0,2.0,60.0,0.0,30.0,30.0,2.0,,9.0,1.0,2.0,1.0
9901,14720100211018,1,1,,,,,,,,1.0,2.0,1.0,3.0,6.0,1.0,2.0,,2.0,9.0,2.0,3.0,25.0,2.0,1.0,60.0,0.0,0.0,30.0,2.0,,7.0,2.0,1.0,5.0
9902,14720100211018,2,1,,,,,,,2.0,1.0,20.0,2.0,2.0,6.0,1.0,2.0,,4.0,,3.0,,20.0,2.0,2.0,60.0,0.0,60.0,50.0,2.0,,9.0,2.0,2.0,6.0
9903,14720100211018,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,14720100211019,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905,14720100211019,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9906,14720100211019,3,1,12.0,1.0,1500.0,,1.0,0.0,1.0,1.0,500.0,1.0,3.0,9.0,1.0,1.0,2.0,2.0,,2.0,,20.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,1.0,5.0,5.0
9907,14720100211020,1,1,,,,,,,,1.0,20.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,15.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,1.0,2.0,1.0
9908,14720100211020,2,1,,,,,,,2.0,1.0,20.0,2.0,1.0,9.0,1.0,2.0,,4.0,,2.0,,30.0,2.0,2.0,60.0,0.0,30.0,60.0,2.0,,9.0,1.0,2.0,5.0
9909,14720100211020,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910,14720100222001,1,1,,,,,,,,1.0,45.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,9.0,2.0,3.0,30.0,2.0,2.0,60.0,45.0,60.0,45.0,2.0,,9.0,1.0,4.0,3.0
9911,14720100222001,2,1,,,,,,,1.0,1.0,1500.0,2.0,3.0,6.0,1.0,1.0,1.0,14.0,,3.0,,6.0,2.0,2.0,35.0,35.0,35.0,35.0,2.0,,9.0,1.0,1.0,4.0
9912,14720100222001,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913,14720100222001,4,1,24.0,1.0,46.0,,2.0,125.0,1.0,1.0,1600.0,1.0,3.0,6.0,1.0,1.0,1.0,14.0,,2.0,,60.0,1.0,3.0,35.0,64.0,45.0,68.0,2.0,,9.0,1.0,6.0,8.0
9914,14720100222002,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9915,14720100222002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9916,14720100222002,3,1,12.0,1.0,25.0,,2.0,0.0,2.0,1.0,30.0,2.0,5.0,,,2.0,,2.0,3.0,3.0,4.0,5.0,2.0,3.0,45.0,60.0,65.0,35.0,1.0,1.0,9.0,1.0,7.0,8.0
9917,14720100222003,1,1,,,,,,,,1.0,15.0,2.0,3.0,8.0,1.0,2.0,,3.0,9.0,3.0,4.0,12.0,2.0,2.0,45.0,65.0,65.0,36.0,2.0,,9.0,1.0,3.0,4.0
9918,14720100222003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919,14720100222003,3,1,24.0,1.0,2500.0,,1.0,265.0,1.0,1.0,1100.0,2.0,3.0,5.0,1.0,1.0,1.0,3.0,9.0,3.0,4.0,5.0,1.0,1.0,55.0,45.0,40.0,35.0,2.0,,9.0,2.0,1.0,4.0
9920,14720100222004,1,1,,,,,,,,1.0,0.0,2.0,3.0,6.0,1.0,2.0,,2.0,9.0,3.0,4.0,6.0,2.0,2.0,120.0,45.0,56.0,65.0,2.0,,9.0,2.0,11.0,
9921,14720100222004,2,1,,,,,,,2.0,1.0,-888.0,1.0,3.0,6.0,1.0,2.0,,2.0,9.0,3.0,4.0,12.0,2.0,2.0,240.0,2.0,120.0,0.0,2.0,,9.0,2.0,11.0,
9922,14720100222004,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923,14720100222004,5,1,30.0,1.0,100.0,,2.0,6.0,2.0,,50.0,2.0,1.0,6.0,1.0,2.0,,4.0,6.0,3.0,4.0,6.0,2.0,2.0,6.0,7.0,5.0,5.0,1.0,1.0,9.0,2.0,4.0,5.0
9924,14720100222005,1,1,,,,,,,,1.0,12.0,1.0,3.0,4.0,1.0,2.0,,9.0,2.0,1.0,3.0,25.0,2.0,1.0,120.0,0.0,0.0,0.0,2.0,,9.0,1.0,3.0,8.0
9925,14720100222005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926,14720100222005,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9927,14720100222006,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9928,14720100222006,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,14720100222006,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9930,14720100222007,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,14720100222007,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,9.0,,2.0,,10.0,3.0,3.0,120.0,125.0,120.0,35.0,2.0,,9.0,555.0,1.0,3.0
9932,14720100222007,3,1,12.0,1.0,1700.0,,2.0,5.0,1.0,1.0,1400.0,2.0,2.0,15.0,2.0,1.0,1.0,14.0,,2.0,,30.0,2.0,2.0,120.0,120.0,120.0,120.0,2.0,,9.0,555.0,3.0,5.0
9933,14720100222008,1,1,,,,,,,,1.0,15.0,2.0,3.0,6.0,1.0,2.0,,9.0,3.0,2.0,3.0,30.0,2.0,2.0,90.0,120.0,0.0,0.0,2.0,,9.0,1.0,4.0,3.0
9934,14720100222008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9935,14720100222008,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9936,14720100222009,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9937,14720100222009,2,1,,,,,,,2.0,1.0,20.0,1.0,3.0,8.0,1.0,2.0,,2.0,9.0,2.0,3.0,20.0,1.0,1.0,120.0,60.0,0.0,0.0,2.0,,9.0,1.0,3.0,8.0
9938,14720100222009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,14720100222010,1,1,,,,,,,,1.0,0.0,2.0,3.0,4.0,1.0,2.0,,3.0,2.0,2.0,3.0,10.0,2.0,2.0,60.0,0.0,120.0,0.0,2.0,,9.0,1.0,1.0,5.0
9940,14720100222010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,14720100222010,3,1,84.0,1.0,500.0,,1.0,4.0,1.0,1.0,250.0,2.0,2.0,20.0,2.0,2.0,,14.0,,3.0,,10.0,1.0,1.0,60.0,0.0,60.0,0.0,2.0,,9.0,1.0,1.0,2.0
9942,14720100222011,1,1,,,,,,,,1.0,0.0,2.0,3.0,4.0,1.0,1.0,2.0,9.0,2.0,2.0,3.0,15.0,1.0,1.0,0.0,120.0,0.0,0.0,2.0,,9.0,2.0,6.0,3.0
9943,14720100222011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944,14720100222011,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9945,14720100222012,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946,14720100222012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9947,14720100222012,3,1,12.0,1.0,700.0,,2.0,6.0,1.0,1.0,1000.0,2.0,3.0,4.0,1.0,2.0,,14.0,,2.0,,20.0,2.0,1.0,90.0,1.0,1.0,0.0,2.0,,9.0,2.0,3.0,4.0
9948,14720100222013,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9949,14720100222013,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,12.0,2.0,2.0,,3.0,9.0,3.0,2.0,30.0,1.0,1.0,120.0,120.0,120.0,0.0,2.0,,9.0,2.0,11.0,
9950,14720100222013,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9951,14720100222014,1,1,,,,,,,,1.0,0.0,2.0,3.0,9.0,1.0,2.0,,9.0,2.0,2.0,3.0,25.0,1.0,2.0,120.0,0.0,0.0,120.0,2.0,,9.0,2.0,11.0,
9952,14720100222014,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9953,14720100222014,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9954,14720100222015,1,1,,,,,,,,1.0,0.0,2.0,3.0,6.0,1.0,2.0,,9.0,2.0,2.0,3.0,12.0,2.0,2.0,60.0,0.0,10.0,10.0,2.0,,9.0,2.0,11.0,
9955,14720100222015,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,6.0,1.0,2.0,,9.0,2.0,2.0,3.0,10.0,2.0,2.0,65.0,0.0,60.0,60.0,2.0,,9.0,2.0,11.0,
9956,14720100222015,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9957,14720100222016,1,1,,,,,,,,1.0,1.0,2.0,3.0,4.0,1.0,2.0,,9.0,,2.0,,5.0,1.0,1.0,90.0,0.0,0.0,30.0,2.0,,9.0,1.0,3.0,5.0
9958,14720100222016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9959,14720100222016,3,1,12.0,1.0,2200.0,,2.0,12.0,1.0,1.0,1100.0,2.0,3.0,4.0,1.0,2.0,,14.0,,2.0,,3.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,1.0,3.0,1.0
9960,14720100222017,1,1,,,,,,,,1.0,0.0,2.0,3.0,12.0,1.0,2.0,,9.0,,2.0,,10.0,1.0,3.0,180.0,0.0,180.0,0.0,2.0,,9.0,2.0,11.0,
9961,14720100222017,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9962,14720100222017,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9963,14720100222018,1,1,,,,,,,,1.0,0.0,2.0,3.0,6.0,1.0,2.0,,2.0,,2.0,,30.0,1.0,1.0,120.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,3.0
9964,14720100222018,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9965,14720100222018,3,1,12.0,1.0,425.0,,2.0,32.0,1.0,1.0,125.0,1.0,1.0,4.0,1.0,2.0,,14.0,,2.0,,40.0,1.0,1.0,0.0,0.0,180.0,0.0,2.0,,9.0,2.0,3.0,3.0
9966,14720100222019,1,1,,,,,,,,1.0,0.0,2.0,3.0,16.0,1.0,2.0,,9.0,2.0,2.0,3.0,15.0,2.0,2.0,120.0,0.0,0.0,30.0,2.0,,9.0,2.0,3.0,3.0
9967,14720100222019,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9968,14720100222019,3,1,144.0,1.0,,,2.0,12.0,1.0,1.0,1000.0,2.0,1.0,24.0,1.0,2.0,,14.0,,2.0,,25.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,,9.0,2.0,3.0,3.0
9969,14720100222020,1,1,,,,,,,,1.0,1.0,2.0,3.0,12.0,1.0,2.0,,11.0,2.0,2.0,3.0,5.0,3.0,3.0,0.0,120.0,120.0,30.0,2.0,,9.0,2.0,3.0,3.0
9970,14720100222020,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9971,14720100222020,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9972,14720100315001,1,1,,,,,,,,1.0,0.0,2.0,5.0,,,2.0,,2.0,,3.0,,20.0,2.0,2.0,30.0,30.0,60.0,0.0,2.0,,9.0,1.0,7.0,7.0
9973,14720100315001,2,1,,,,,,,1.0,1.0,100.0,2.0,3.0,9.0,1.0,2.0,,4.0,,3.0,,20.0,7.0,2.0,60.0,30.0,30.0,0.0,2.0,,9.0,1.0,2.0,9.0
9974,14720100315001,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9975,14720100315003,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9976,14720100315003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9977,14720100315003,3,1,12.0,1.0,50.0,,2.0,0.0,1.0,1.0,30.0,2.0,2.0,16.0,2.0,2.0,,4.0,,3.0,,15.0,2.0,2.0,60.0,60.0,60.0,30.0,2.0,,9.0,2.0,6.0,8.0
9978,14720100315003,4,1,144.0,1.0,200.0,,2.0,0.0,1.0,1.0,100.0,2.0,2.0,12.0,1.0,2.0,,14.0,,2.0,,90.0,2.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,2.0,,
9979,14720100315004,1,1,,,,,,,,3.0,0.0,2.0,3.0,4.0,1.0,2.0,,2.0,,3.0,,5.0,2.0,2.0,60.0,30.0,0.0,0.0,2.0,,9.0,1.0,7.0,8.0
9980,14720100315004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9981,14720100315004,3,1,12.0,1.0,1500.0,,2.0,0.0,1.0,1.0,600.0,2.0,3.0,6.0,2.0,2.0,,14.0,,3.0,,6.0,2.0,2.0,40.0,0.0,0.0,0.0,2.0,,9.0,1.0,1.0,2.0
9982,14720100315004,4,1,17.0,1.0,70.0,,2.0,0.0,1.0,1.0,0.0,2.0,2.0,9.0,2.0,2.0,,4.0,,1.0,,5.0,7.0,2.0,30.0,20.0,20.0,10.0,1.0,1.0,9.0,1.0,,
9983,14720100315005,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9984,14720100315005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9985,14720100315005,3,1,12.0,1.0,250.0,,2.0,7.0,1.0,2.0,100.0,2.0,3.0,9.0,2.0,2.0,,14.0,,1.0,,2.0,7.0,3.0,60.0,10.0,60.0,10.0,2.0,,9.0,1.0,2.0,9.0
9986,14720100315005,4,1,180.0,1.0,500.0,,2.0,0.0,1.0,1.0,600.0,2.0,3.0,9.0,2.0,2.0,,14.0,,2.0,,2.0,2.0,2.0,60.0,60.0,0.0,60.0,2.0,,9.0,1.0,,
