,HHID,C144,C146_wm,C146_tm,C147_wm,C147_tm,C148_wm,C148_tm,C149,C150,C152,C153,C154,C155,C155_other,C156,C157,C157_other,C158,C159,C160,C161,C162,C163,C164,C165
1340,04251103502007,2.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,,1.0,6.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,8.0
1341,04251103502008,1.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,,1.0,6.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,6.0
1342,04251103502009,1.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,2007.0,1.0,6.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,6.0
1343,04251103502010,1.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,,1.0,6.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,6.0
1344,04251103502011,1.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,,1.0,6.0,,1.0,6.0,,5.0,111.0,,,,,,
1345,04251103502012,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1346,04260500101001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1347,04260500101002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1348,04260500101003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1349,04260500101004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1350,04260500101005,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
1351,04260500101006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1352,04260500101007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1353,04260500101008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1354,04260500101009,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
1355,04260500101010,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1356,04260500101011,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1357,04260500101012,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1358,04260801102001,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1359,04260801102002,1.0,,,,,,,2.0,1.0,4.0,2015.0,2.0,,,2.0,1.0,,5.0,2.0,,,,1.0,2.0,25.0
1360,04260801102003,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1361,04260801102004,2.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,1.0,1.0,2009.0,1.0,8.0,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,2.0,0.0,
1362,04260801102005,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,1.0,0.0
1363,04260801102006,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1364,04260801102007,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1365,04260801102008,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1366,04260801102009,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1367,04260801102010,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1368,04260801102011,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2008.0,1.0,6.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,20.0
1369,04260801102012,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1370,04260803103001,1.0,2.0,6.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,2008.0,1.0,6.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
1371,04260803103002,2.0,4.0,4.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2007.0,2.0,,,1.0,3.0,,4.0,1.0,1.0,1.0,2.0,2.0,0.0,
1372,04260803103003,1.0,3.0,6.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,2005.0,1.0,6.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
1373,04260803103004,1.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,2008.0,1.0,6.0,,1.0,5.0,,4.0,1.0,1.0,1.0,1.0,2.0,0.0,
1374,04260803103005,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1375,04260803103006,1.0,2.0,6.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,2005.0,1.0,6.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
1376,04260803103007,2.0,6.0,12.0,2.0,3.0,6.0,10.0,1.0,1.0,2.0,2006.0,1.0,8.0,,3.0,6.0,,5.0,2.0,,,,1.0,1.0,15.0
1377,04260803103008,1.0,4.0,8.0,2.0,4.0,3.0,7.0,2.0,1.0,2.0,2007.0,1.0,6.0,,1.0,6.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
1378,04260803103009,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1379,04260803103010,1.0,3.0,8.0,1.0,4.0,2.0,8.0,2.0,1.0,2.0,2006.0,1.0,6.0,,1.0,6.0,,5.0,2.0,,,,1.0,2.0,4.0
1380,04260803103011,1.0,2.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2004.0,1.0,6.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,0.0,
1381,04260803103012,,,,,,,,,,,,,,,,,,5.0,2.0,,,,2.0,1.0,1.0
1382,04261400105001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1383,04261400105002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1384,04261400105003,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
1385,04261400105004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1386,04261400105005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1387,04261400105006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1388,04261400105007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1389,04261400105008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1390,04261400105009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1391,04261400105010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1392,04261400105011,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
1393,04261400105012,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
1394,04261500308001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1395,04261500308002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1396,04261500308003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1397,04261500308004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1398,04261500308005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1399,04261500308006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1400,04261500308007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1401,04261500308008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1402,04261500308009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1403,04261500308010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1404,04261500308011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1405,04261500308012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1406,04261701902001,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,0.0,
1407,04261701902002,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1408,04261701902003,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,16.0
1409,04261701902004,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,20.0
1410,04261701902005,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
1411,04261701902006,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,5.0,60.0
1412,04261701902007,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1413,04261701902008,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,8.0
1414,04261701902009,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1415,04261701902010,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1416,04261701902011,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1417,04261701902012,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,10.0
1418,04270101002001,1.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,,1.0,6.0,,1.0,6.0,,5.0,111.0,,,,,,
1419,04270101002002,2.0,5.0,6.0,4.0,4.0,5.0,6.0,2.0,2.0,2.0,,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
1420,04270101002003,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2008.0,2.0,,,1.0,6.0,,5.0,111.0,,,,,,
1421,04270101002004,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2007.0,1.0,6.0,,1.0,6.0,,5.0,111.0,,,,,,
1422,04270101002005,1.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,2007.0,1.0,6.0,,1.0,6.0,,5.0,111.0,,,,,,
1423,04270101002006,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1424,04270101002007,1.0,3.0,6.0,2.0,4.0,3.0,6.0,2.0,2.0,2.0,2006.0,1.0,6.0,,1.0,6.0,,5.0,111.0,,,,,,
1425,04270101002008,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1426,04270101002009,1.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,2007.0,2.0,,,1.0,6.0,,5.0,111.0,,,,,,
1427,04270101002010,1.0,5.0,6.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2008.0,2.0,,,1.0,6.0,,5.0,111.0,,,,,,
1428,04270101002011,2.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,2009.0,1.0,6.0,,1.0,6.0,,5.0,111.0,,,,,,
1429,04270101002012,2.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,2009.0,2.0,,,1.0,6.0,,5.0,111.0,,,,,,
1430,04271202206001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1431,04271202206002,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1432,04271202206003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
1433,04271202206004,,,,,,,,,,,,,,,,,,1.0,,,,,,,
1434,04271202206005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1435,04271202206006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
1436,04271202206007,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1437,04271202206008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1438,04271202206009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
1439,04271202206010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1440,04271202206011,,,,,,,,,,,,,,,,,,6.0,2.0,,,,2.0,1.0,0.0
1441,04271202206012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1442,04271800107001,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,0.0
1443,04271800107003,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,0.0,
1444,04271800107004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1445,04271800107005,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,1.0,10.0
1446,04271800107024,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1447,04271800107044,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1448,04271800107064,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1449,04271800107084,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1450,04271800107104,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1451,04271800107124,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1452,04271800107144,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1453,04271800107164,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1454,04280201505001,2.0,3.0,6.0,2.0,3.0,3.0,6.0,2.0,1.0,2.0,2007.0,2.0,,,1.0,5.0,,3.0,1.0,1.0,1.0,1.0,2.0,0.0,
1455,04280201505002,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,10.0
1456,04280201505003,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1457,04280201505004,1.0,8.0,12.0,2.0,3.0,2.0,12.0,2.0,2.0,4.0,,1.0,,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
1458,04280201505005,2.0,3.0,4.0,0.0,3.0,1.0,4.0,2.0,2.0,4.0,2008.0,1.0,10.0,,1.0,6.0,,5.0,,,,,,,
1459,04280201505006,1.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,2007.0,2.0,,,1.0,1.0,,5.0,1.0,2.0,2.0,2.0,1.0,2.0,52.0
1460,04280201505007,2.0,2.0,6.0,0.0,4.0,2.0,6.0,2.0,2.0,4.0,2007.0,1.0,10.0,,1.0,1.0,,5.0,,,,,,,
1461,04280201505008,2.0,6.0,7.0,0.0,4.0,6.0,6.0,2.0,2.0,2.0,2006.0,1.0,4.0,,3.0,1.0,,5.0,,,,,,,
1462,04280201505009,1.0,8.0,12.0,4.0,4.0,5.0,5.0,2.0,1.0,2.0,2007.0,1.0,6.0,,1.0,1.0,,4.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0
1463,04280201505010,1.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2007.0,1.0,6.0,,1.0,555.0,,4.0,111.0,,,,,,
1464,04280201505011,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,50.0
1465,04280201505012,1.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2008.0,1.0,8.0,,1.0,555.0,,4.0,111.0,,,,,,
1466,04280203203001,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1467,04280203203002,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,10.0
1468,04280203203003,2.0,4.0,5.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,,1.0,10.0,,1.0,555.0,,4.0,2.0,,,,2.0,0.0,
1469,04280203203004,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1470,04280203203005,1.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,2.0,5.0,2009.0,1.0,10.0,,1.0,6.0,,4.0,111.0,,,,,,
1471,04280203203006,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1472,04280203203007,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1473,04280203203008,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1474,04280203203009,1.0,4.0,6.0,0.0,4.0,4.0,6.0,2.0,1.0,2.0,,1.0,8.0,,1.0,555.0,,4.0,111.0,,,,,,
1475,04280203203010,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,60.0
1476,04280203203011,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,80.0
1477,04280203203012,1.0,3.0,8.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,2008.0,1.0,8.0,,1.0,1.0,,4.0,1.0,1.0,2.0,2.0,2.0,0.0,
1478,04280300107008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1479,04280300107021,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1480,04280300107034,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1481,04280300107047,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1482,04280300107060,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1483,04280300107073,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1484,04280300107086,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1485,04280300107099,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1486,04280300107112,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1487,04280300107125,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1488,04280300107138,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1489,04280300107151,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1490,04280900511014,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1491,04280900511029,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1492,04280900511044,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1493,04280900511059,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1494,04280900511074,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1495,04280900511089,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1496,04280900511104,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1497,04280900511119,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1498,04280900511134,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1499,04280900511149,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1500,04280900511164,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1501,04280900511179,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1502,04280900803005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1503,04280900803018,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1504,04280900803031,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1505,04280900803044,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1506,04280900803057,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,0.0,
1507,04280900803070,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1508,04280900803083,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1509,04280900803096,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1510,04280900803109,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1511,04280900803122,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1512,04280900803135,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1513,04280900803148,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1514,04290100110001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1515,04290100110002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1516,04290100110003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1517,04290100110004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1518,04290100110005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1519,04290100110006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1520,04290100110007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1521,04290100110008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1522,04290100110009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1523,04290100110010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1524,04290100110011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1525,04290100110012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1526,04290500106001,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1527,04290500106002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1528,04290500106003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1529,04290500106004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1530,04290500106005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1531,04290500106006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1532,04290500106007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1533,04290500106008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1534,04290500106009,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1535,04290500106010,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1536,04290500106011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1537,04290500106012,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1538,04291500905001,1.0,3.0,7.0,1.0,3.0,3.0,7.0,2.0,2.0,2.0,2008.0,1.0,555.0,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,2.0,0.0,
1539,04291500905002,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
1540,04291500905003,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,4.0
1541,04291500905004,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,1.0,2.0
1542,04291500905005,,,,,,,,,,,,,,,,,,5.0,111.0,,,,,,
1543,04291500905006,1.0,2.0,5.0,0.0,4.0,1.0,5.0,2.0,2.0,2.0,2008.0,1.0,7.0,,3.0,6.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1544,04291500905007,2.0,4.0,5.0,0.0,4.0,4.0,5.0,2.0,2.0,2.0,2008.0,1.0,6.0,,3.0,2.0,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
1545,04291500905008,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2009.0,1.0,6.0,,3.0,6.0,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1546,04291500905009,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,2.0,75.0
1547,04291500905010,1.0,6.0,12.0,4.0,4.0,6.0,12.0,2.0,1.0,2.0,2006.0,1.0,6.0,,1.0,1.0,,4.0,1.0,2.0,2.0,2.0,2.0,0.0,
1548,04291500905011,1.0,4.0,7.0,4.0,4.0,4.0,7.0,2.0,2.0,2.0,2008.0,1.0,6.0,,1.0,555.0,,4.0,2.0,,,,1.0,1.0,35.0
1549,04291500905012,1.0,6.0,12.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2007.0,1.0,6.0,,1.0,1.0,,4.0,1.0,2.0,2.0,2.0,2.0,0.0,
1550,04291501302001,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1551,04291501302002,1.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,2008.0,1.0,555.0,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,2.0,0.0,
1552,04291501302003,1.0,5.0,18.0,2.0,3.0,5.0,18.0,2.0,1.0,2.0,2008.0,1.0,555.0,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,2.0,0.0,
1553,04291501302004,1.0,3.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2008.0,1.0,555.0,,1.0,555.0,,4.0,2.0,,,,1.0,1.0,2.0
1554,04291501302005,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1555,04291501302006,1.0,3.0,5.0,1.0,4.0,3.0,5.0,2.0,2.0,2.0,2008.0,1.0,6.0,,3.0,6.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0
1556,04291501302007,1.0,1.0,3.0,0.0,3.0,1.0,3.0,2.0,2.0,4.0,2009.0,2.0,,,1.0,1.0,,4.0,111.0,,,,,,
1557,04291501302008,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1558,04291501302009,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2008.0,1.0,6.0,,1.0,1.0,,4.0,1.0,2.0,2.0,2.0,2.0,0.0,
1559,04291501302010,1.0,3.0,8.0,3.0,4.0,3.0,8.0,2.0,1.0,2.0,2007.0,1.0,6.0,,1.0,555.0,,4.0,2.0,,,,1.0,4.0,150.0
1560,04291501302011,1.0,4.0,8.0,4.0,4.0,4.0,8.0,2.0,1.0,2.0,2007.0,1.0,6.0,,1.0,1.0,,4.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0
1561,04291501302012,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,4.0,0.0
1562,04291801901001,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,0.0
1563,04291801901002,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
1564,04291801901003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
1565,04291801901004,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
1566,04291801901005,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
1567,04291801901006,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
1568,04291801901007,,,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,0.0,
