,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,A8,Item,KE_a,KE_b,KE_73,KE_74,KE_75
394,01060100317,1,6,1,3,17,1,1,5,2,,1.0,2.0,
395,01060100317,1,6,1,3,17,1,1,6,2,,1.0,2.0,
396,01060100317,1,6,1,3,17,1,1,7,2,,1.0,2.0,
397,01060100317,1,6,1,3,17,1,1,8,2,,2.0,2.0,
398,01060100317,1,6,1,3,17,1,1,9,1,18.0,,,1.0
399,01060100317,1,6,1,3,17,1,1,10,2,,1.0,2.0,
400,02070101804,2,7,1,18,4,2,1,1,2,,1.0,1.0,
401,02070101804,2,7,1,18,4,2,1,2,2,,1.0,1.0,
402,02070101804,2,7,1,18,4,2,1,3,2,,1.0,1.0,
403,02070101804,2,7,1,18,4,2,1,4,2,,1.0,1.0,
404,02070101804,2,7,1,18,4,2,1,5,2,,1.0,1.0,
405,02070101804,2,7,1,18,4,2,1,6,2,,1.0,1.0,
406,02070101804,2,7,1,18,4,2,1,7,2,,1.0,1.0,
407,02070101804,2,7,1,18,4,2,1,8,2,,1.0,1.0,
408,02070101804,2,7,1,18,4,2,1,9,2,,1.0,1.0,
409,02070101804,2,7,1,18,4,2,1,10,2,,1.0,1.0,
410,02070101901,2,7,1,19,1,2,2,1,2,,1.0,1.0,
411,02070101901,2,7,1,19,1,2,2,2,2,,1.0,1.0,
412,02070101901,2,7,1,19,1,2,2,3,2,,1.0,1.0,
413,02070101901,2,7,1,19,1,2,2,4,2,,1.0,1.0,
414,02070101901,2,7,1,19,1,2,2,5,2,,1.0,1.0,
415,02070101901,2,7,1,19,1,2,2,6,2,,1.0,1.0,
416,02070101901,2,7,1,19,1,2,2,7,2,,1.0,1.0,
417,02070101901,2,7,1,19,1,2,2,8,2,,1.0,1.0,
418,02070101901,2,7,1,19,1,2,2,9,2,,1.0,1.0,
419,02070101901,2,7,1,19,1,2,2,10,2,,1.0,1.0,
420,02070200101,2,7,2,1,1,1,1,1,1,11.0,,,1.0
421,02070200101,2,7,2,1,1,1,1,2,1,1.0,,,1.0
422,02070200101,2,7,2,1,1,1,1,3,1,4.0,,,1.0
423,02070200101,2,7,2,1,1,1,1,4,2,,1.0,1.0,
424,02070200101,2,7,2,1,1,1,1,5,1,5.0,,,1.0
425,02070200101,2,7,2,1,1,1,1,6,1,2.0,,,1.0
426,02070200101,2,7,2,1,1,1,1,7,2,,1.0,2.0,
427,02070200101,2,7,2,1,1,1,1,8,2,,1.0,1.0,
428,02070200101,2,7,2,1,1,1,1,9,1,6.0,,,1.0
429,02070200101,2,7,2,1,1,1,1,10,2,,1.0,1.0,
430,02070300104,2,7,3,1,4,1,1,1,1,15.0,,,1.0
431,02070300104,2,7,3,1,4,1,1,2,1,2.0,,,1.0
432,02070300104,2,7,3,1,4,1,1,3,1,6.0,,,1.0
433,02070300104,2,7,3,1,4,1,1,4,2,,1.0,1.0,
434,02070300104,2,7,3,1,4,1,1,5,1,5.0,,,1.0
435,02070300104,2,7,3,1,4,1,1,6,1,3.0,,,1.0
436,02070300104,2,7,3,1,4,1,1,7,2,,1.0,2.0,
437,02070300104,2,7,3,1,4,1,1,8,2,,1.0,2.0,
438,02070300104,2,7,3,1,4,1,1,9,1,10.0,,,1.0
439,02070300104,2,7,3,1,4,1,1,10,2,,1.0,2.0,
440,02070501103,2,7,5,11,3,2,3,1,1,1.0,,,1.0
441,02070501103,2,7,5,11,3,2,3,2,2,,2.0,1.0,
442,02070501103,2,7,5,11,3,2,3,3,1,1.0,,,1.0
443,02070501103,2,7,5,11,3,2,3,4,2,,2.0,1.0,
444,02070501103,2,7,5,11,3,2,3,5,2,,2.0,1.0,
445,02070501103,2,7,5,11,3,2,3,6,2,,2.0,1.0,
446,02070501103,2,7,5,11,3,2,3,7,2,,2.0,1.0,
447,02070501103,2,7,5,11,3,2,3,8,2,,2.0,1.0,
448,02070501103,2,7,5,11,3,2,3,9,1,1.0,,,1.0
449,02070501103,2,7,5,11,3,2,3,10,2,,2.0,1.0,
450,02070501302,2,7,5,13,2,2,4,1,2,,1.0,1.0,
451,02070501302,2,7,5,13,2,2,4,2,2,,1.0,1.0,
452,02070501302,2,7,5,13,2,2,4,3,2,,1.0,1.0,
453,02070501302,2,7,5,13,2,2,4,4,2,,1.0,1.0,
454,02070501302,2,7,5,13,2,2,4,5,2,,1.0,1.0,
455,02070501302,2,7,5,13,2,2,4,6,2,,1.0,1.0,
456,02070501302,2,7,5,13,2,2,4,7,2,,1.0,1.0,
457,02070501302,2,7,5,13,2,2,4,8,2,,1.0,1.0,
458,02070501302,2,7,5,13,2,2,4,9,2,,1.0,1.0,
459,02070501302,2,7,5,13,2,2,4,10,2,,1.0,1.0,
460,02080300102,2,8,3,1,2,2,9,1,2,,1.0,1.0,
461,02080300102,2,8,3,1,2,2,9,2,2,,1.0,1.0,
462,02080300102,2,8,3,1,2,2,9,3,2,,1.0,1.0,
463,02080300102,2,8,3,1,2,2,9,4,2,,1.0,1.0,
464,02080300102,2,8,3,1,2,2,9,5,2,,1.0,1.0,
465,02080300102,2,8,3,1,2,2,9,6,2,,1.0,1.0,
466,02080300102,2,8,3,1,2,2,9,7,2,,1.0,1.0,
467,02080300102,2,8,3,1,2,2,9,8,2,,1.0,1.0,
468,02080300102,2,8,3,1,2,2,9,9,2,,1.0,1.0,
469,02080300102,2,8,3,1,2,2,9,10,2,,1.0,1.0,
470,02080300404,2,8,3,4,4,2,8,1,1,3.0,,,2.0
471,02080300404,2,8,3,4,4,2,8,2,2,,1.0,1.0,
472,02080300404,2,8,3,4,4,2,8,3,1,1.0,,,1.0
473,02080300404,2,8,3,4,4,2,8,4,2,,1.0,1.0,
474,02080300404,2,8,3,4,4,2,8,5,2,,1.0,1.0,
475,02080300404,2,8,3,4,4,2,8,6,1,2.0,,,1.0
476,02080300404,2,8,3,4,4,2,8,7,2,,1.0,1.0,
477,02080300404,2,8,3,4,4,2,8,8,2,,1.0,1.0,
478,02080300404,2,8,3,4,4,2,8,9,1,3.0,,,1.0
479,02080300404,2,8,3,4,4,2,8,10,1,1.0,,,1.0
480,02090100104,2,9,1,1,4,1,1,1,1,9.0,,,1.0
481,02090100104,2,9,1,1,4,1,1,2,1,2.0,,,1.0
482,02090100104,2,9,1,1,4,1,1,3,1,2.0,,,1.0
483,02090100104,2,9,1,1,4,1,1,4,2,,1.0,1.0,
484,02090100104,2,9,1,1,4,1,1,5,1,6.0,,,1.0
485,02090100104,2,9,1,1,4,1,1,6,2,,1.0,2.0,
486,02090100104,2,9,1,1,4,1,1,7,2,,1.0,2.0,
487,02090100104,2,9,1,1,4,1,1,8,2,,2.0,1.0,
488,02090100104,2,9,1,1,4,1,1,9,1,6.0,,,1.0
489,02090100104,2,9,1,1,4,1,1,10,2,,1.0,1.0,
490,02090200123,2,9,2,1,23,1,1,1,1,16.0,,,1.0
491,02090200123,2,9,2,1,23,1,1,2,1,2.0,,,1.0
492,02090200123,2,9,2,1,23,1,1,3,1,5.0,,,1.0
493,02090200123,2,9,2,1,23,1,1,4,2,,1.0,2.0,
494,02090200123,2,9,2,1,23,1,1,5,1,8.0,,,1.0
495,02090200123,2,9,2,1,23,1,1,6,1,2.0,,,1.0
496,02090200123,2,9,2,1,23,1,1,7,1,2.0,,,1.0
497,02090200123,2,9,2,1,23,1,1,8,2,,1.0,1.0,
498,02090200123,2,9,2,1,23,1,1,9,1,3.0,,,1.0
499,02090200123,2,9,2,1,23,1,1,10,2,,1.0,2.0,
500,02100100401,2,10,1,4,1,2,6,1,2,,1.0,1.0,
501,02100100401,2,10,1,4,1,2,6,2,2,,1.0,1.0,
502,02100100401,2,10,1,4,1,2,6,3,2,,1.0,1.0,
503,02100100401,2,10,1,4,1,2,6,4,2,,1.0,1.0,
504,02100100401,2,10,1,4,1,2,6,5,2,,1.0,1.0,
505,02100100401,2,10,1,4,1,2,6,6,2,,1.0,1.0,
506,02100100401,2,10,1,4,1,2,6,7,2,,1.0,1.0,
507,02100100401,2,10,1,4,1,2,6,8,2,,1.0,1.0,
508,02100100401,2,10,1,4,1,2,6,9,2,,1.0,1.0,
509,02100100401,2,10,1,4,1,2,6,10,2,,1.0,1.0,
510,02100100501,2,10,1,5,1,2,7,1,2,,1.0,1.0,
511,02100100501,2,10,1,5,1,2,7,2,2,,1.0,1.0,
512,02100100501,2,10,1,5,1,2,7,3,2,,1.0,1.0,
513,02100100501,2,10,1,5,1,2,7,4,2,,1.0,1.0,
514,02100100501,2,10,1,5,1,2,7,5,2,,1.0,1.0,
515,02100100501,2,10,1,5,1,2,7,6,2,,1.0,1.0,
516,02100100501,2,10,1,5,1,2,7,7,2,,1.0,1.0,
517,02100100501,2,10,1,5,1,2,7,8,2,,2.0,1.0,
518,02100100501,2,10,1,5,1,2,7,9,1,1.0,,,1.0
519,02100100501,2,10,1,5,1,2,7,10,2,,1.0,1.0,
520,02100200904,2,10,2,9,4,2,5,1,2,,2.0,1.0,
521,02100200904,2,10,2,9,4,2,5,2,2,,2.0,1.0,
522,02100200904,2,10,2,9,4,2,5,3,2,,1.0,1.0,
523,02100200904,2,10,2,9,4,2,5,4,2,,1.0,1.0,
524,02100200904,2,10,2,9,4,2,5,5,2,,1.0,1.0,
525,02100200904,2,10,2,9,4,2,5,6,2,,1.0,1.0,
526,02100200904,2,10,2,9,4,2,5,7,2,,1.0,1.0,
527,02100200904,2,10,2,9,4,2,5,8,2,,1.0,1.0,
528,02100200904,2,10,2,9,4,2,5,9,2,,1.0,1.0,
529,02100200904,2,10,2,9,4,2,5,10,2,,1.0,1.0,
530,03110300605,3,11,3,6,5,2,15,1,2,,2.0,1.0,
531,03110300605,3,11,3,6,5,2,15,2,2,,2.0,1.0,
532,03110300605,3,11,3,6,5,2,15,3,2,,2.0,1.0,
533,03110300605,3,11,3,6,5,2,15,4,2,,2.0,1.0,
534,03110300605,3,11,3,6,5,2,15,5,2,,2.0,1.0,
535,03110300605,3,11,3,6,5,2,15,6,2,,2.0,1.0,
536,03110300605,3,11,3,6,5,2,15,7,2,,2.0,1.0,
537,03110300605,3,11,3,6,5,2,15,8,2,,2.0,1.0,
538,03110300605,3,11,3,6,5,2,15,9,2,,2.0,1.0,
539,03110300605,3,11,3,6,5,2,15,10,2,,2.0,1.0,
540,03110301501,3,11,3,15,1,2,14,1,2,,2.0,1.0,
541,03110301501,3,11,3,15,1,2,14,2,2,,2.0,1.0,
542,03110301501,3,11,3,15,1,2,14,3,2,,2.0,1.0,
543,03110301501,3,11,3,15,1,2,14,4,2,,2.0,1.0,
544,03110301501,3,11,3,15,1,2,14,5,2,,2.0,1.0,
545,03110301501,3,11,3,15,1,2,14,6,2,,2.0,1.0,
546,03110301501,3,11,3,15,1,2,14,7,2,,2.0,1.0,
547,03110301501,3,11,3,15,1,2,14,8,2,,2.0,1.0,
548,03110301501,3,11,3,15,1,2,14,9,2,,2.0,1.0,
549,03110301501,3,11,3,15,1,2,14,10,2,,2.0,1.0,
550,03110800110,3,11,8,1,10,1,6,1,1,10.0,,,1.0
551,03110800110,3,11,8,1,10,1,6,2,2,,2.0,2.0,
552,03110800110,3,11,8,1,10,1,6,3,1,2.0,,,1.0
553,03110800110,3,11,8,1,10,1,6,4,2,,2.0,2.0,
554,03110800110,3,11,8,1,10,1,6,5,2,,2.0,1.0,
555,03110800110,3,11,8,1,10,1,6,6,2,,2.0,1.0,
556,03110800110,3,11,8,1,10,1,6,7,2,,2.0,1.0,
557,03110800110,3,11,8,1,10,1,6,8,2,,2.0,1.0,
558,03110800110,3,11,8,1,10,1,6,9,1,2.0,,,1.0
559,03110800110,3,11,8,1,10,1,6,10,2,,2.0,1.0,
560,03110800701,3,11,8,7,1,2,16,1,2,,2.0,1.0,
561,03110800701,3,11,8,7,1,2,16,2,2,,2.0,1.0,
562,03110800701,3,11,8,7,1,2,16,3,2,,2.0,1.0,
563,03110800701,3,11,8,7,1,2,16,4,2,,2.0,1.0,
564,03110800701,3,11,8,7,1,2,16,5,2,,2.0,1.0,
565,03110800701,3,11,8,7,1,2,16,6,2,,2.0,1.0,
566,03110800701,3,11,8,7,1,2,16,7,2,,2.0,1.0,
567,03110800701,3,11,8,7,1,2,16,8,2,,2.0,1.0,
568,03110800701,3,11,8,7,1,2,16,9,2,,2.0,1.0,
569,03110800701,3,11,8,7,1,2,16,10,2,,2.0,1.0,
570,03111700101,3,11,17,1,1,1,1,1,1,4.0,,,1.0
571,03111700101,3,11,17,1,1,1,1,2,1,1.0,,,1.0
572,03111700101,3,11,17,1,1,1,1,3,1,4.0,,,1.0
573,03111700101,3,11,17,1,1,1,1,4,2,,2.0,1.0,
574,03111700101,3,11,17,1,1,1,1,5,2,,2.0,1.0,
575,03111700101,3,11,17,1,1,1,1,6,2,,2.0,1.0,
576,03111700101,3,11,17,1,1,1,1,7,2,,2.0,1.0,
577,03111700101,3,11,17,1,1,1,1,8,2,,2.0,1.0,
578,03111700101,3,11,17,1,1,1,1,9,2,,2.0,1.0,
579,03111700101,3,11,17,1,1,1,1,10,2,,2.0,1.0,
580,03111802013,3,11,18,20,13,1,1,1,1,3.0,,,1.0
581,03111802013,3,11,18,20,13,1,1,2,1,1.0,,,1.0
582,03111802013,3,11,18,20,13,1,1,3,1,4.0,,,1.0
583,03111802013,3,11,18,20,13,1,1,4,2,,2.0,1.0,
584,03111802013,3,11,18,20,13,1,1,5,2,,2.0,1.0,
585,03111802013,3,11,18,20,13,1,1,6,2,,2.0,1.0,
586,03111802013,3,11,18,20,13,1,1,7,2,,2.0,1.0,
587,03111802013,3,11,18,20,13,1,1,8,2,,2.0,1.0,
588,03111802013,3,11,18,20,13,1,1,9,2,,2.0,1.0,
589,03111802013,3,11,18,20,13,1,1,10,2,,2.0,1.0,
590,03111802013,3,11,18,20,13,1,5,1,1,5.0,,,1.0
591,03111802013,3,11,18,20,13,1,5,2,2,,1.0,555.0,1.0
592,03111802013,3,11,18,20,13,1,5,3,1,2.0,,,1.0
593,03111802013,3,11,18,20,13,1,5,4,2,,1.0,2.0,
594,03111802013,3,11,18,20,13,1,5,5,2,,2.0,2.0,
595,03111802013,3,11,18,20,13,1,5,6,2,,2.0,2.0,
596,03111802013,3,11,18,20,13,1,5,7,2,,2.0,2.0,
597,03111802013,3,11,18,20,13,1,5,8,2,,2.0,2.0,
598,03111802013,3,11,18,20,13,1,5,9,2,,2.0,2.0,
599,03111802013,3,11,18,20,13,1,5,10,2,,2.0,2.0,
600,03112101007,3,11,21,10,7,2,17,1,2,,2.0,1.0,
601,03112101007,3,11,21,10,7,2,17,2,2,,2.0,1.0,
602,03112101007,3,11,21,10,7,2,17,3,2,,2.0,1.0,
603,03112101007,3,11,21,10,7,2,17,4,2,,2.0,1.0,
604,03112101007,3,11,21,10,7,2,17,5,2,,2.0,1.0,
605,03112101007,3,11,21,10,7,2,17,6,2,,2.0,1.0,
606,03112101007,3,11,21,10,7,2,17,7,2,,2.0,1.0,
607,03112101007,3,11,21,10,7,2,17,8,2,,2.0,1.0,
608,03112101007,3,11,21,10,7,2,17,9,2,,2.0,1.0,
609,03112101007,3,11,21,10,7,2,17,10,2,,2.0,1.0,
610,03120102608,3,12,1,26,8,2,18,1,2,,2.0,1.0,
611,03120102608,3,12,1,26,8,2,18,2,2,,2.0,1.0,
612,03120102608,3,12,1,26,8,2,18,3,2,,2.0,1.0,
613,03120102608,3,12,1,26,8,2,18,4,2,,2.0,1.0,
614,03120102608,3,12,1,26,8,2,18,5,2,,2.0,1.0,
615,03120102608,3,12,1,26,8,2,18,6,2,,2.0,1.0,
616,03120102608,3,12,1,26,8,2,18,7,2,,2.0,1.0,
617,03120102608,3,12,1,26,8,2,18,8,2,,2.0,1.0,
618,03120102608,3,12,1,26,8,2,18,9,2,,2.0,1.0,
619,03120102608,3,12,1,26,8,2,18,10,2,,2.0,1.0,
620,03120200303,3,12,2,3,3,1,1,1,1,5.0,,,1.0
621,03120200303,3,12,2,3,3,1,1,2,1,1.0,,,1.0
622,03120200303,3,12,2,3,3,1,1,3,1,2.0,,,1.0
623,03120200303,3,12,2,3,3,1,1,4,2,,2.0,1.0,
624,03120200303,3,12,2,3,3,1,1,5,2,,2.0,1.0,
625,03120200303,3,12,2,3,3,1,1,6,2,,2.0,1.0,
626,03120200303,3,12,2,3,3,1,1,7,2,,2.0,1.0,
627,03120200303,3,12,2,3,3,1,1,8,2,,2.0,1.0,
628,03120200303,3,12,2,3,3,1,1,9,2,,2.0,1.0,
629,03120200303,3,12,2,3,3,1,1,10,2,,2.0,1.0,
630,03120300709,3,12,3,7,9,2,19,1,2,,2.0,1.0,
631,03120300709,3,12,3,7,9,2,19,2,2,,2.0,1.0,
632,03120300709,3,12,3,7,9,2,19,3,2,,2.0,1.0,
633,03120300709,3,12,3,7,9,2,19,4,2,,2.0,1.0,
634,03120300709,3,12,3,7,9,2,19,5,2,,2.0,1.0,
635,03120300709,3,12,3,7,9,2,19,6,2,,2.0,1.0,
636,03120300709,3,12,3,7,9,2,19,7,2,,2.0,1.0,
637,03120300709,3,12,3,7,9,2,19,8,2,,2.0,1.0,
638,03120300709,3,12,3,7,9,2,19,9,2,,2.0,1.0,
639,03120300709,3,12,3,7,9,2,19,10,2,,2.0,1.0,
640,03120302401,3,12,3,24,1,2,20,1,2,,2.0,1.0,
641,03120302401,3,12,3,24,1,2,20,2,2,,2.0,1.0,
642,03120302401,3,12,3,24,1,2,20,3,2,,2.0,1.0,
643,03120302401,3,12,3,24,1,2,20,4,2,,2.0,1.0,
644,03120302401,3,12,3,24,1,2,20,5,2,,2.0,1.0,
645,03120302401,3,12,3,24,1,2,20,6,2,,2.0,1.0,
646,03120302401,3,12,3,24,1,2,20,7,2,,2.0,1.0,
647,03120302401,3,12,3,24,1,2,20,8,2,,2.0,1.0,
648,03120302401,3,12,3,24,1,2,20,9,2,,2.0,1.0,
649,03120302401,3,12,3,24,1,2,20,10,2,,2.0,1.0,
650,03121000302,3,12,10,3,2,1,1,1,1,6.0,,,1.0
651,03121000302,3,12,10,3,2,1,1,2,1,1.0,,,1.0
652,03121000302,3,12,10,3,2,1,1,3,1,2.0,,,1.0
653,03121000302,3,12,10,3,2,1,1,4,2,,2.0,1.0,
654,03121000302,3,12,10,3,2,1,1,5,2,,2.0,1.0,
655,03121000302,3,12,10,3,2,1,1,6,2,,2.0,1.0,
656,03121000302,3,12,10,3,2,1,1,7,2,,2.0,1.0,
657,03121000302,3,12,10,3,2,1,1,8,2,,2.0,1.0,
658,03121000302,3,12,10,3,2,1,1,9,2,,2.0,1.0,
659,03121000302,3,12,10,3,2,1,1,10,2,,2.0,1.0,
660,03121000302,3,12,10,3,2,1,2,1,1,2.0,,,1.0
661,03121000302,3,12,10,3,2,1,2,2,1,2.0,,,1.0
662,03121000302,3,12,10,3,2,1,2,3,2,,2.0,2.0,
663,03121000302,3,12,10,3,2,1,2,4,2,,2.0,2.0,
664,03121000302,3,12,10,3,2,1,2,5,2,,2.0,2.0,
665,03121000302,3,12,10,3,2,1,2,6,2,,2.0,2.0,
666,03121000302,3,12,10,3,2,1,2,7,2,,2.0,2.0,
667,03121000302,3,12,10,3,2,1,2,8,2,,2.0,2.0,
668,03121000302,3,12,10,3,2,1,2,9,1,2.0,,,1.0
669,03121000302,3,12,10,3,2,1,2,10,2,,2.0,2.0,
670,03130200801,3,13,2,8,1,2,15,1,2,,1.0,3.0,
671,03130200801,3,13,2,8,1,2,15,2,2,,1.0,3.0,
672,03130200801,3,13,2,8,1,2,15,3,2,,1.0,3.0,
673,03130200801,3,13,2,8,1,2,15,4,2,,1.0,3.0,
674,03130200801,3,13,2,8,1,2,15,5,2,,1.0,1.0,
675,03130200801,3,13,2,8,1,2,15,6,2,,2.0,1.0,
676,03130200801,3,13,2,8,1,2,15,7,2,,2.0,1.0,
677,03130200801,3,13,2,8,1,2,15,8,2,,2.0,1.0,
678,03130200801,3,13,2,8,1,2,15,9,2,,1.0,3.0,
679,03130200801,3,13,2,8,1,2,15,10,2,,1.0,1.0,
680,03130202504,3,13,2,25,4,2,16,1,2,,1.0,3.0,
681,03130202504,3,13,2,25,4,2,16,2,2,,1.0,3.0,
682,03130202504,3,13,2,25,4,2,16,3,2,,1.0,3.0,
683,03130202504,3,13,2,25,4,2,16,4,2,,1.0,3.0,
684,03130202504,3,13,2,25,4,2,16,5,2,,2.0,2.0,
685,03130202504,3,13,2,25,4,2,16,6,2,,2.0,2.0,
686,03130202504,3,13,2,25,4,2,16,7,2,,2.0,2.0,
687,03130202504,3,13,2,25,4,2,16,8,2,,1.0,1.0,
688,03130202504,3,13,2,25,4,2,16,9,2,,1.0,3.0,
689,03130202504,3,13,2,25,4,2,16,10,2,,1.0,2.0,
690,03130401201,3,13,4,12,1,2,17,1,1,6.0,,,1.0
691,03130401201,3,13,4,12,1,2,17,2,1,1.0,,,1.0
692,03130401201,3,13,4,12,1,2,17,3,1,2.0,,,1.0
693,03130401201,3,13,4,12,1,2,17,4,2,,1.0,1.0,
694,03130401201,3,13,4,12,1,2,17,5,2,,1.0,1.0,
695,03130401201,3,13,4,12,1,2,17,6,2,,1.0,1.0,
696,03130401201,3,13,4,12,1,2,17,7,2,,1.0,1.0,
697,03130401201,3,13,4,12,1,2,17,8,2,,1.0,1.0,
698,03130401201,3,13,4,12,1,2,17,9,2,,1.0,1.0,
699,03130401201,3,13,4,12,1,2,17,10,2,,1.0,1.0,
700,03130803001,3,13,8,30,1,2,20,1,1,15.0,,,1.0
701,03130803001,3,13,8,30,1,2,20,2,1,1.0,,,1.0
702,03130803001,3,13,8,30,1,2,20,3,1,2.0,,,1.0
703,03130803001,3,13,8,30,1,2,20,4,2,,1.0,1.0,
704,03130803001,3,13,8,30,1,2,20,5,2,,2.0,1.0,
705,03130803001,3,13,8,30,1,2,20,6,2,,2.0,1.0,
706,03130803001,3,13,8,30,1,2,20,7,2,,2.0,1.0,
707,03130803001,3,13,8,30,1,2,20,8,2,,2.0,1.0,
708,03130803001,3,13,8,30,1,2,20,9,2,,2.0,1.0,
709,03130803001,3,13,8,30,1,2,20,10,2,,1.0,1.0,
710,03140400104,3,14,4,1,4,1,1,1,1,7.0,,,1.0
711,03140400104,3,14,4,1,4,1,1,2,1,1.0,,,1.0
712,03140400104,3,14,4,1,4,1,1,3,1,3.0,,,1.0
713,03140400104,3,14,4,1,4,1,1,4,2,,2.0,1.0,
714,03140400104,3,14,4,1,4,1,1,5,2,,2.0,1.0,
715,03140400104,3,14,4,1,4,1,1,6,2,,2.0,1.0,
716,03140400104,3,14,4,1,4,1,1,7,2,,2.0,1.0,
717,03140400104,3,14,4,1,4,1,1,8,2,,2.0,1.0,
718,03140400104,3,14,4,1,4,1,1,9,2,,2.0,1.0,
719,03140400104,3,14,4,1,4,1,1,10,2,,2.0,1.0,
720,03140901602,3,14,9,16,2,2,21,1,2,,1.0,3.0,
721,03140901602,3,14,9,16,2,2,21,2,2,,1.0,3.0,
722,03140901602,3,14,9,16,2,2,21,3,2,,1.0,3.0,
723,03140901602,3,14,9,16,2,2,21,4,2,,1.0,1.0,
724,03140901602,3,14,9,16,2,2,21,5,2,,2.0,1.0,
725,03140901602,3,14,9,16,2,2,21,6,2,,2.0,1.0,
726,03140901602,3,14,9,16,2,2,21,7,2,,2.0,1.0,
727,03140901602,3,14,9,16,2,2,21,8,2,,1.0,1.0,
728,03140901602,3,14,9,16,2,2,21,9,2,,1.0,3.0,
729,03140901602,3,14,9,16,2,2,21,10,2,,1.0,1.0,
730,03141000205,3,14,10,2,5,2,18,1,1,5.0,,,1.0
731,03141000205,3,14,10,2,5,2,18,2,2,,1.0,1.0,
732,03141000205,3,14,10,2,5,2,18,3,2,,1.0,1.0,
733,03141000205,3,14,10,2,5,2,18,4,2,,1.0,1.0,
734,03141000205,3,14,10,2,5,2,18,5,2,,2.0,1.0,
735,03141000205,3,14,10,2,5,2,18,6,2,,2.0,1.0,
736,03141000205,3,14,10,2,5,2,18,7,2,,1.0,1.0,
737,03141000205,3,14,10,2,5,2,18,8,2,,1.0,1.0,
738,03141000205,3,14,10,2,5,2,18,9,1,1.0,,,1.0
739,03141000205,3,14,10,2,5,2,18,10,2,,1.0,1.0,
740,03141001902,3,14,10,19,2,2,19,1,2,,1.0,1.0,
741,03141001902,3,14,10,19,2,2,19,2,2,,1.0,3.0,
742,03141001902,3,14,10,19,2,2,19,3,2,,1.0,3.0,
743,03141001902,3,14,10,19,2,2,19,4,2,,1.0,1.0,
744,03141001902,3,14,10,19,2,2,19,5,2,,2.0,1.0,
745,03141001902,3,14,10,19,2,2,19,6,2,,2.0,1.0,
746,03141001902,3,14,10,19,2,2,19,7,2,,2.0,1.0,
747,03141001902,3,14,10,19,2,2,19,8,2,,2.0,1.0,
748,03141001902,3,14,10,19,2,2,19,9,2,,1.0,3.0,
749,03141001902,3,14,10,19,2,2,19,10,2,,1.0,1.0,
750,03141202605,3,14,12,26,5,2,2,1,2,,2.0,1.0,
751,03141202605,3,14,12,26,5,2,2,2,2,,2.0,1.0,
752,03141202605,3,14,12,26,5,2,2,3,2,,2.0,1.0,
753,03141202605,3,14,12,26,5,2,2,4,2,,2.0,1.0,
754,03141202605,3,14,12,26,5,2,2,5,2,,2.0,1.0,
755,03141202605,3,14,12,26,5,2,2,6,2,,2.0,1.0,
756,03141202605,3,14,12,26,5,2,2,7,2,,2.0,1.0,
757,03141202605,3,14,12,26,5,2,2,8,2,,2.0,1.0,
758,03141202605,3,14,12,26,5,2,2,9,2,,2.0,1.0,
759,03141202605,3,14,12,26,5,2,2,10,2,,2.0,1.0,
760,03141700416,3,14,17,4,16,1,3,1,1,77.0,,,1.0
761,03141700416,3,14,17,4,16,1,3,2,1,31.0,,,1.0
762,03141700416,3,14,17,4,16,1,3,3,1,116.0,,,1.0
763,03141700416,3,14,17,4,16,1,3,4,1,56.0,,,1.0
764,03141700416,3,14,17,4,16,1,3,5,1,2.0,,,1.0
765,03141700416,3,14,17,4,16,1,3,6,2,,2.0,2.0,
766,03141700416,3,14,17,4,16,1,3,7,2,,1.0,2.0,
767,03141700416,3,14,17,4,16,1,3,8,1,10.0,,,1.0
768,03141700416,3,14,17,4,16,1,3,9,1,10.0,,,1.0
769,03141700416,3,14,17,4,16,1,3,10,1,1.0,,,1.0
770,03150300101,3,15,3,1,1,2,2,1,2,,2.0,1.0,
771,03150300101,3,15,3,1,1,2,2,2,2,,2.0,1.0,
772,03150300101,3,15,3,1,1,2,2,3,2,,1.0,1.0,
773,03150300101,3,15,3,1,1,2,2,4,2,,1.0,1.0,
774,03150300101,3,15,3,1,1,2,2,5,2,,1.0,1.0,
775,03150300101,3,15,3,1,1,2,2,6,2,,2.0,1.0,
776,03150300101,3,15,3,1,1,2,2,7,2,,2.0,1.0,
777,03150300101,3,15,3,1,1,2,2,8,2,,2.0,1.0,
778,03150300101,3,15,3,1,1,2,2,9,2,,2.0,1.0,
779,03150300101,3,15,3,1,1,2,2,10,2,,2.0,1.0,
780,03150300905,3,15,3,9,5,2,5,1,2,,1.0,1.0,
781,03150300905,3,15,3,9,5,2,5,2,2,,2.0,1.0,
782,03150300905,3,15,3,9,5,2,5,3,2,,2.0,1.0,
783,03150300905,3,15,3,9,5,2,5,4,2,,2.0,1.0,
784,03150300905,3,15,3,9,5,2,5,5,2,,2.0,1.0,
785,03150300905,3,15,3,9,5,2,5,6,2,,1.0,1.0,
786,03150300905,3,15,3,9,5,2,5,7,2,,1.0,1.0,
787,03150300905,3,15,3,9,5,2,5,8,2,,2.0,1.0,
788,03150300905,3,15,3,9,5,2,5,9,2,,2.0,1.0,
789,03150300905,3,15,3,9,5,2,5,10,2,,2.0,1.0,
790,03150800103,3,15,8,1,3,1,1,1,1,7.0,,,1.0
