,HHID,Q,Q_a,Q_b,Q_c,Q_d
10800,03210101214028,1,1,0,0,0
10801,03210101214028,2,0,0,0,0
10802,03210101214028,3,30,45,0,0
10803,03210101214028,4,45,30,20,0
10804,03210101214028,5,0,0,0,0
10805,03210101214028,6,0,0,0,0
10806,03210101214028,7,0,0,0,0
10807,03210101214028,8,0,0,0,0
10808,03210101214028,9,0,0,0,0
10809,03210101214028,10,0,0,0,0
10810,03210101214041,1,50,0,0,0
10811,03210101214041,2,0,0,0,0
10812,03210101214041,3,50,0,0,0
10813,03210101214041,4,30,0,0,0
10814,03210101214041,5,0,0,0,0
10815,03210101214041,6,0,0,0,0
10816,03210101214041,7,0,0,0,0
10817,03210101214041,8,0,0,0,0
10818,03210101214041,9,0,0,30,0
10819,03210101214041,10,0,0,0,0
10820,03210101214054,1,0,0,0,0
10821,03210101214054,2,0,0,0,0
10822,03210101214054,3,45,0,0,0
10823,03210101214054,4,45,0,0,0
10824,03210101214054,5,0,0,0,0
10825,03210101214054,6,30,0,0,0
10826,03210101214054,7,0,0,0,0
10827,03210101214054,8,0,0,0,0
10828,03210101214054,9,0,30,45,0
10829,03210101214054,10,0,0,0,0
10830,03210101214067,1,120,45,30,0
10831,03210101214067,2,0,0,0,0
10832,03210101214067,3,30,45,0,0
10833,03210101214067,4,30,45,45,30
10834,03210101214067,5,0,0,0,0
10835,03210101214067,6,45,30,0,0
10836,03210101214067,7,0,0,0,0
10837,03210101214067,8,0,0,0,0
10838,03210101214067,9,0,45,30,0
10839,03210101214067,10,0,0,0,0
10840,03210101214080,1,60,0,0,0
10841,03210101214080,2,0,0,0,0
10842,03210101214080,3,50,0,0,0
10843,03210101214080,4,30,0,0,0
10844,03210101214080,5,0,0,0,0
10845,03210101214080,6,30,0,0,0
10846,03210101214080,7,0,0,0,0
10847,03210101214080,8,0,0,0,0
10848,03210101214080,9,0,0,0,0
10849,03210101214080,10,0,0,0,0
10850,03210101214093,1,0,0,0,0
10851,03210101214093,2,0,0,0,0
10852,03210101214093,3,1,0,0,0
10853,03210101214093,4,0,0,0,0
10854,03210101214093,5,0,0,0,0
10855,03210101214093,6,0,0,0,0
10856,03210101214093,7,0,0,0,0
10857,03210101214093,8,0,0,0,0
10858,03210101214093,9,0,0,0,0
10859,03210101214093,10,120,0,0,0
10860,03210101214106,1,0,0,0,0
10861,03210101214106,2,0,0,0,0
10862,03210101214106,3,45,30,0,0
10863,03210101214106,4,30,45,0,0
10864,03210101214106,5,0,0,0,0
10865,03210101214106,6,0,0,0,0
10866,03210101214106,7,0,0,0,0
10867,03210101214106,8,0,0,0,0
10868,03210101214106,9,0,50,0,0
10869,03210101214106,10,0,0,0,0
10870,03210101214119,1,0,0,0,0
10871,03210101214119,2,0,0,0,0
10872,03210101214119,3,45,0,0,0
10873,03210101214119,4,30,0,0,0
10874,03210101214119,5,0,0,0,0
10875,03210101214119,6,0,0,0,0
10876,03210101214119,7,0,0,0,0
10877,03210101214119,8,0,0,0,0
10878,03210101214119,9,0,0,0,0
10879,03210101214119,10,0,0,0,0
10880,03210101214132,1,60,0,0,0
10881,03210101214132,2,30,0,0,0
10882,03210101214132,3,20,0,0,0
10883,03210101214132,4,0,0,0,0
10884,03210101214132,5,0,0,0,0
10885,03210101214132,6,30,0,0,0
10886,03210101214132,7,0,0,0,0
10887,03210101214132,8,0,0,0,0
10888,03210101214132,9,0,0,0,0
10889,03210101214132,10,160,0,0,0
10890,03210101214145,1,0,0,0,0
10891,03210101214145,2,0,0,0,0
10892,03210101214145,3,0,0,45,0
10893,03210101214145,4,0,0,0,0
10894,03210101214145,5,0,0,0,0
10895,03210101214145,6,0,0,0,0
10896,03210101214145,7,0,0,0,0
10897,03210101214145,8,0,0,0,0
10898,03210101214145,9,0,0,0,0
10899,03210101214145,10,0,0,0,0
10900,03210300832020,1,10,-888,0,0
10901,03210300832020,2,10,-888,10,10
10902,03210300832020,3,60,-888,0,0
10903,03210300832020,4,15,-888,0,0
10904,03210300832020,5,0,-888,0,0
10905,03210300832020,6,0,0,0,0
10906,03210300832020,7,0,-888,0,0
10907,03210300832020,8,0,-888,0,0
10908,03210300832020,9,0,-888,0,120
10909,03210300832020,10,0,-888,0,0
10910,03210300832067,1,0,-888,0,0
10911,03210300832067,2,0,-888,0,0
10912,03210300832067,3,90,-888,0,0
10913,03210300832067,4,15,-888,0,0
10914,03210300832067,5,0,-888,0,0
10915,03210300832067,6,0,-888,0,0
10916,03210300832067,7,0,-888,0,0
10917,03210300832067,8,0,-888,0,0
10918,03210300832067,9,90,-888,30,60
10919,03210300832067,10,0,-888,480,0
10920,03210300832114,1,0,-888,0,-888
10921,03210300832114,2,0,-888,0,-888
10922,03210300832114,3,60,-888,0,-888
10923,03210300832114,4,0,-888,0,-888
10924,03210300832114,5,0,-888,0,-888
10925,03210300832114,6,0,-888,0,-888
10926,03210300832114,7,0,-888,0,-888
10927,03210300832114,8,0,-888,0,-888
10928,03210300832114,9,120,-888,90,-888
10929,03210300832114,10,0,-888,480,-888
10930,03210300832161,1,0,0,0,-888
10931,03210300832161,2,10,0,0,-888
10932,03210300832161,3,60,0,0,-888
10933,03210300832161,4,25,0,0,-888
10934,03210300832161,5,0,0,0,-888
10935,03210300832161,6,0,0,0,-888
10936,03210300832161,7,0,0,0,-888
10937,03210300832161,8,0,0,0,-888
10938,03210300832161,9,0,60,30,-888
10939,03210300832161,10,0,0,540,-888
10940,03210300832208,1,25,-888,0,-888
10941,03210300832208,2,5,-888,0,-888
10942,03210300832208,3,60,-888,0,-888
10943,03210300832208,4,20,-888,0,-888
10944,03210300832208,5,0,-888,0,-888
10945,03210300832208,6,0,-888,0,-888
10946,03210300832208,7,0,-888,0,-888
10947,03210300832208,8,0,-888,0,-888
10948,03210300832208,9,90,-888,90,-888
10949,03210300832208,10,480,-888,420,-888
10950,03210300832255,1,30,0,0,0
10951,03210300832255,2,20,0,0,0
10952,03210300832255,3,90,0,0,0
10953,03210300832255,4,15,0,0,0
10954,03210300832255,5,0,0,0,0
10955,03210300832255,6,0,0,0,0
10956,03210300832255,7,0,0,0,0
10957,03210300832255,8,240,0,0,0
10958,03210300832255,9,60,60,30,0
10959,03210300832255,10,0,0,0,0
10960,03210300832302,1,40,0,40,0
10961,03210300832302,2,20,0,15,0
10962,03210300832302,3,60,0,0,0
10963,03210300832302,4,0,0,0,0
10964,03210300832302,5,0,0,0,0
10965,03210300832302,6,0,0,0,0
10966,03210300832302,7,0,0,0,0
10967,03210300832302,8,0,0,0,0
10968,03210300832302,9,30,60,60,30
10969,03210300832302,10,520,0,560,0
10970,03210300832349,1,30,-888,30,0
10971,03210300832349,2,5,-888,0,-888
10972,03210300832349,3,60,-888,0,-888
10973,03210300832349,4,0,-888,0,-888
10974,03210300832349,5,0,-888,0,-888
10975,03210300832349,6,0,-888,0,-888
10976,03210300832349,7,0,-888,0,-888
10977,03210300832349,8,0,-888,0,-888
10978,03210300832349,9,0,-888,0,-888
10979,03210300832349,10,0,-888,0,-888
10980,03210300832396,1,20,-888,-888,-888
10981,03210300832396,2,30,-888,30,-888
10982,03210300832396,3,320,-888,-888,-888
10983,03210300832396,4,60,-888,-888,-888
10984,03210300832396,5,25,-888,-888,-888
10985,03210300832396,6,45,-888,-888,-888
10986,03210300832396,7,30,-888,-888,-888
10987,03210300832396,8,-888,-888,-888,-888
10988,03210300832396,9,-888,60,-888,-888
10989,03210300832396,10,480,-888,320,-888
10990,03210300832443,1,60,-888,-888,-888
10991,03210300832443,2,60,-888,-888,-888
10992,03210300832443,3,600,-888,-888,-888
10993,03210300832443,4,120,-888,-888,-888
10994,03210300832443,5,60,-888,-888,-888
10995,03210300832443,6,320,-888,-888,-888
10996,03210300832443,7,120,-888,-888,-888
10997,03210300832443,8,-888,-888,-888,-888
10998,03210300832443,9,-888,-888,-888,-888
10999,03210300832443,10,-888,-888,-888,-888
11000,03210300832490,1,60,-888,-888,-888
11001,03210300832490,2,-888,-888,-888,-888
11002,03210300832490,3,320,-888,-888,-888
11003,03210300832490,4,120,-888,-888,-888
11004,03210300832490,5,-888,-888,-888,-888
11005,03210300832490,6,120,-888,-888,-888
11006,03210300832490,7,-888,-888,-888,-888
11007,03210300832490,8,-888,-888,-888,-888
11008,03210300832490,9,-888,-888,-888,-888
11009,03210300832490,10,-888,-888,480,-888
11010,03210300832537,1,30,-888,30,-888
11011,03210300832537,2,30,-888,30,-888
11012,03210300832537,3,240,-888,-888,-888
11013,03210300832537,4,60,-888,-888,-888
11014,03210300832537,5,-888,-888,-888,-888
11015,03210300832537,6,120,-888,-888,-888
11016,03210300832537,7,-888,-888,-888,-888
11017,03210300832537,8,-888,-888,-888,-888
11018,03210300832537,9,-888,60,60,-888
11019,03210300832537,10,-888,-888,-888,-888
11020,04220201601001,1,60,120,0,0
11021,04220201601001,2,45,0,0,0
11022,04220201601001,3,15,0,0,0
11023,04220201601001,4,15,14,0,0
11024,04220201601001,5,10,0,0,0
11025,04220201601001,6,0,0,0,0
11026,04220201601001,7,90,120,0,0
11027,04220201601001,8,0,0,0,0
11028,04220201601001,9,60,35,0,25
11029,04220201601001,10,0,0,0,0
11030,04220201601002,1,30,0,0,0
11031,04220201601002,2,25,0,15,0
11032,04220201601002,3,120,0,0,0
11033,04220201601002,4,0,0,0,0
11034,04220201601002,5,0,0,0,0
11035,04220201601002,6,0,0,0,0
11036,04220201601002,7,0,0,0,0
11037,04220201601002,8,60,0,25,0
11038,04220201601002,9,0,0,0,0
11039,04220201601002,10,0,0,0,0
11040,04220201601003,1,90,0,0,-888
11041,04220201601003,2,15,0,10,-888
11042,04220201601003,3,20,0,0,-888
11043,04220201601003,4,10,0,0,-888
11044,04220201601003,5,5,0,0,-888
11045,04220201601003,6,0,0,0,-888
11046,04220201601003,7,60,0,0,-888
11047,04220201601003,8,0,0,0,-888
11048,04220201601003,9,0,0,0,-888
11049,04220201601003,10,0,0,0,-888
11050,04220201601004,1,70,-888,0,120
11051,04220201601004,2,25,0,12,15
11052,04220201601004,3,6,-888,0,0
11053,04220201601004,4,15,-888,0,0
11054,04220201601004,5,0,-888,0,0
11055,04220201601004,6,0,-888,0,0
11056,04220201601004,7,0,-888,0,0
11057,04220201601004,8,0,-888,0,0
11058,04220201601004,9,120,-888,0,54
11059,04220201601004,10,0,-888,0,65
11060,04220201601005,1,35,50,0,0
11061,04220201601005,2,25,15,10,0
11062,04220201601005,3,130,0,0,0
11063,04220201601005,4,0,0,0,0
11064,04220201601005,5,0,0,0,0
11065,04220201601005,6,0,0,0,0
11066,04220201601005,7,0,0,0,0
11067,04220201601005,8,25,30,0,0
11068,04220201601005,9,0,0,0,0
11069,04220201601005,10,0,0,0,0
11070,04220201601006,1,70,-888,0,-888
11071,04220201601006,2,15,-888,12,-888
11072,04220201601006,3,15,-888,0,-888
11073,04220201601006,4,14,-888,0,-888
11074,04220201601006,5,0,-888,0,-888
11075,04220201601006,6,25,-888,0,-888
11076,04220201601006,7,90,-888,60,-888
11077,04220201601006,8,0,-888,0,-888
11078,04220201601006,9,90,-888,45,-888
11079,04220201601006,10,0,-888,0,-888
11080,04220201601007,1,30,-888,35,-888
11081,04220201601007,2,15,-888,25,-888
11082,04220201601007,3,60,0,0,0
11083,04220201601007,4,0,-888,0,0
11084,04220201601007,5,0,0,0,0
11085,04220201601007,6,0,0,0,0
11086,04220201601007,7,0,0,0,0
11087,04220201601007,8,0,0,0,0
11088,04220201601007,9,30,-888,60,60
11089,04220201601007,10,0,0,180,0
11090,04220201601008,1,30,-888,25,0
11091,04220201601008,2,25,0,15,0
11092,04220201601008,3,60,0,0,0
11093,04220201601008,4,0,0,0,0
11094,04220201601008,5,0,0,0,0
11095,04220201601008,6,0,0,0,0
11096,04220201601008,7,0,0,0,0
11097,04220201601008,8,0,0,0,0
11098,04220201601008,9,0,0,0,0
11099,04220201601008,10,480,0,480,0
11100,04220201601009,1,30,25,30,0
11101,04220201601009,2,15,0,25,0
11102,04220201601009,3,120,0,0,0
11103,04220201601009,4,0,0,0,0
11104,04220201601009,5,0,0,0,0
11105,04220201601009,6,0,0,0,0
11106,04220201601009,7,0,0,0,0
11107,04220201601009,8,180,10,25,0
11108,04220201601009,9,0,0,25,0
11109,04220201601009,10,0,0,240,0
11110,04220201601010,1,60,25,0,0
11111,04220201601010,2,20,15,10,0
11112,04220201601010,3,120,0,0,0
11113,04220201601010,4,0,0,0,0
11114,04220201601010,5,0,0,0,0
11115,04220201601010,6,0,0,0,0
11116,04220201601010,7,0,0,0,0
11117,04220201601010,8,30,0,0,0
11118,04220201601010,9,0,0,0,0
11119,04220201601010,10,0,0,0,0
11120,04220201601011,1,50,-888,10,-888
11121,04220201601011,2,20,-888,10,-888
11122,04220201601011,3,60,-888,0,0
11123,04220201601011,4,0,0,0,0
11124,04220201601011,5,0,-888,0,-888
11125,04220201601011,6,0,0,0,0
11126,04220201601011,7,0,0,0,0
11127,04220201601011,8,0,-888,0,-888
11128,04220201601011,9,0,-888,0,-888
11129,04220201601011,10,0,-888,0,-888
11130,04220201601012,1,60,-888,-888,-888
11131,04220201601012,2,25,-888,-888,-888
11132,04220201601012,3,120,-888,-888,-888
11133,04220201601012,4,0,-888,-888,-888
11134,04220201601012,5,0,-888,-888,-888
11135,04220201601012,6,0,-888,-888,-888
11136,04220201601012,7,0,-888,-888,-888
11137,04220201601012,8,0,-888,-888,-888
11138,04220201601012,9,0,-888,-888,-888
11139,04220201601012,10,0,-888,-888,-888
11140,04220202602001,1,40,0,0,40
11141,04220202602001,2,30,0,0,0
11142,04220202602001,3,60,0,0,0
11143,04220202602001,4,20,0,0,0
11144,04220202602001,5,0,0,0,0
11145,04220202602001,6,20,0,0,0
11146,04220202602001,7,0,0,0,0
11147,04220202602001,8,0,0,0,0
11148,04220202602001,9,45,0,45,0
11149,04220202602001,10,0,0,0,0
11150,04220202602002,1,0,-888,0,0
11151,04220202602002,2,0,-888,0,0
11152,04220202602002,3,30,-888,0,0
11153,04220202602002,4,30,-888,0,0
11154,04220202602002,5,0,0,0,0
11155,04220202602002,6,45,-888,0,0
11156,04220202602002,7,0,-888,0,0
11157,04220202602002,8,90,-888,0,0
11158,04220202602002,9,0,-888,0,20
11159,04220202602002,10,0,-888,0,0
11160,04220202602003,1,30,30,0,30
11161,04220202602003,2,10,10,10,10
11162,04220202602003,3,60,60,0,0
11163,04220202602003,4,25,25,0,0
11164,04220202602003,5,0,0,0,0
11165,04220202602003,6,0,0,0,0
11166,04220202602003,7,0,0,0,0
11167,04220202602003,8,0,0,0,0
11168,04220202602003,9,0,0,0,0
11169,04220202602003,10,0,0,0,0
11170,04220202602004,1,60,0,0,0
11171,04220202602004,2,0,0,0,0
11172,04220202602004,3,30,0,0,0
11173,04220202602004,4,0,0,0,0
11174,04220202602004,5,0,0,0,0
11175,04220202602004,6,0,0,0,0
11176,04220202602004,7,0,0,0,0
11177,04220202602004,8,0,0,0,0
11178,04220202602004,9,0,25,0,30
11179,04220202602004,10,0,0,0,0
11180,04220202602005,1,40,-888,30,-888
11181,04220202602005,2,15,-888,10,-888
11182,04220202602005,3,20,-888,0,-888
11183,04220202602005,4,20,-888,0,-888
11184,04220202602005,5,0,-888,0,-888
11185,04220202602005,6,0,-888,0,-888
11186,04220202602005,7,60,0,0,-888
11187,04220202602005,8,0,-888,0,-888
11188,04220202602005,9,0,-888,0,-888
11189,04220202602005,10,0,-888,0,-888
11190,04220202602006,1,35,-888,35,-888
11191,04220202602006,2,10,-888,10,-888
11192,04220202602006,3,60,-888,0,-888
11193,04220202602006,4,25,-888,0,-888
11194,04220202602006,5,0,-888,0,-888
11195,04220202602006,6,0,-888,0,-888
11196,04220202602006,7,0,-888,0,-888
11197,04220202602006,8,0,-888,0,-888
11198,04220202602006,9,0,-888,40,-888
11199,04220202602006,10,0,-888,0,-888
11200,04220202602007,1,40,40,0,40
11201,04220202602007,2,15,0,0,0
11202,04220202602007,3,25,0,0,0
11203,04220202602007,4,40,0,0,0
11204,04220202602007,5,0,0,0,0
11205,04220202602007,6,0,0,0,0
11206,04220202602007,7,0,0,0,0
11207,04220202602007,8,0,0,0,0
11208,04220202602007,9,40,0,60,0
11209,04220202602007,10,0,0,0,0
11210,04220202602008,1,40,-888,40,-888
11211,04220202602008,2,15,-888,15,-888
11212,04220202602008,3,60,-888,0,-888
11213,04220202602008,4,20,-888,0,-888
11214,04220202602008,5,0,-888,0,-888
11215,04220202602008,6,0,-888,0,-888
11216,04220202602008,7,0,-888,0,-888
11217,04220202602008,8,0,-888,0,-888
11218,04220202602008,9,60,-888,60,-888
11219,04220202602008,10,0,-888,0,-888
11220,04220202602009,1,45,-888,45,45
11221,04220202602009,2,10,-888,10,10
11222,04220202602009,3,90,-888,0,0
11223,04220202602009,4,30,-888,0,0
11224,04220202602009,5,0,-888,0,0
11225,04220202602009,6,0,-888,0,0
11226,04220202602009,7,0,-888,0,0
11227,04220202602009,8,0,-888,0,0
11228,04220202602009,9,60,-888,60,60
11229,04220202602009,10,0,-888,0,0
11230,04220202602010,1,40,-888,40,-888
11231,04220202602010,2,15,-888,15,-888
11232,04220202602010,3,90,-888,-888,0
11233,04220202602010,4,30,-888,-888,-888
11234,04220202602010,5,0,-888,0,-888
11235,04220202602010,6,0,-888,0,-888
11236,04220202602010,7,0,-888,0,-888
11237,04220202602010,8,0,-888,0,-888
11238,04220202602010,9,60,-888,60,-888
11239,04220202602010,10,0,-888,0,-888
11240,04220202602011,1,30,-888,30,0
11241,04220202602011,2,10,-888,10,0
11242,04220202602011,3,50,-888,0,0
11243,04220202602011,4,20,-888,0,0
11244,04220202602011,5,0,-888,0,0
11245,04220202602011,6,0,0,0,0
11246,04220202602011,7,0,-888,0,0
11247,04220202602011,8,40,-888,0,-888
11248,04220202602011,9,0,-888,0,0
11249,04220202602011,10,0,-888,0,0
11250,04220202602012,1,60,60,60,0
11251,04220202602012,2,0,30,0,0
11252,04220202602012,3,30,30,0,0
11253,04220202602012,4,15,0,0,0
11254,04220202602012,5,0,0,0,0
11255,04220202602012,6,25,0,0,0
11256,04220202602012,7,0,0,0,0
11257,04220202602012,8,0,0,0,0
11258,04220202602012,9,0,60,90,0
11259,04220202602012,10,0,0,0,0
11260,04220800303001,1,40,30,0,0
11261,04220800303001,2,20,20,15,15
11262,04220800303001,3,40,30,0,0
11263,04220800303001,4,20,15,0,0
11264,04220800303001,5,30,20,0,0
11265,04220800303001,6,30,30,0,0
11266,04220800303001,7,0,0,0,0
11267,04220800303001,8,0,0,0,0
11268,04220800303001,9,40,30,40,40
11269,04220800303001,10,0,0,0,0
11270,04220800303002,1,40,30,0,-888
11271,04220800303002,2,15,15,15,-888
11272,04220800303002,3,20,15,0,-888
11273,04220800303002,4,20,15,0,-888
11274,04220800303002,5,15,20,0,-888
11275,04220800303002,6,20,15,0,-888
11276,04220800303002,7,0,0,0,-888
11277,04220800303002,8,0,0,0,-888
11278,04220800303002,9,30,30,0,-888
11279,04220800303002,10,0,0,0,-888
11280,04220800303003,1,40,30,0,-888
11281,04220800303003,2,20,15,10,-888
11282,04220800303003,3,30,30,0,-888
11283,04220800303003,4,15,15,0,-888
11284,04220800303003,5,30,30,0,-888
11285,04220800303003,6,30,20,0,-888
11286,04220800303003,7,0,0,0,-888
11287,04220800303003,8,0,0,0,-888
11288,04220800303003,9,0,40,30,-888
11289,04220800303003,10,0,0,0,0
11290,04220800303004,1,50,40,0,0
11291,04220800303004,2,20,15,15,15
11292,04220800303004,3,30,30,0,0
11293,04220800303004,4,20,15,0,0
11294,04220800303004,5,30,30,0,0
11295,04220800303004,6,30,15,0,0
11296,04220800303004,7,0,0,0,0
11297,04220800303004,8,0,0,0,0
11298,04220800303004,9,50,40,0,30
11299,04220800303004,10,0,0,0,0
11300,04220800303005,1,40,30,0,0
11301,04220800303005,2,30,20,15,15
11302,04220800303005,3,15,15,0,0
11303,04220800303005,4,15,15,0,0
11304,04220800303005,5,30,20,15,0
11305,04220800303005,6,40,30,0,0
11306,04220800303005,7,0,0,0,0
11307,04220800303005,8,0,0,0,0
11308,04220800303005,9,60,60,60,40
11309,04220800303005,10,0,0,0,0
11310,04220800303006,1,40,30,0,0
11311,04220800303006,2,20,15,20,15
11312,04220800303006,3,30,30,0,0
11313,04220800303006,4,15,10,0,0
11314,04220800303006,5,15,20,0,0
11315,04220800303006,6,30,30,0,0
11316,04220800303006,7,0,0,0,0
11317,04220800303006,8,0,0,0,0
11318,04220800303006,9,60,38,30,40
11319,04220800303006,10,0,0,0,0
11320,04220800303007,1,25,15,-888,-888
11321,04220800303007,2,10,5,-888,-888
11322,04220800303007,3,15,10,-888,-888
11323,04220800303007,4,15,10,-888,-888
11324,04220800303007,5,5,10,-888,-888
11325,04220800303007,6,5,5,-888,-888
11326,04220800303007,7,10,5,-888,-888
11327,04220800303007,8,-888,-888,-888,-888
11328,04220800303007,9,35,45,25,-888
11329,04220800303007,10,-888,-888,45,-888
11330,04220800303008,1,35,-888,25,-888
11331,04220800303008,2,25,-888,-888,10
11332,04220800303008,3,15,-888,-888,-888
11333,04220800303008,4,10,-888,-888,-888
11334,04220800303008,5,10,-888,-888,-888
11335,04220800303008,6,10,5,-888,5
11336,04220800303008,7,10,5,-888,-888
11337,04220800303008,8,35,-888,-888,-888
11338,04220800303008,9,35,-888,45,-888
11339,04220800303008,10,-888,-888,-888,-888
11340,04220800303009,1,35,-888,-888,-888
11341,04220800303009,2,45,-888,-888,-888
11342,04220800303009,3,25,-888,-888,-888
11343,04220800303009,4,10,-888,-888,-888
11344,04220800303009,5,15,-888,-888,-888
11345,04220800303009,6,10,-888,-888,-888
11346,04220800303009,7,15,-888,-888,-888
11347,04220800303009,8,-888,-888,-888,-888
11348,04220800303009,9,-888,-888,-888,-888
11349,04220800303009,10,-888,-888,-888,-888
11350,04220800303010,1,45,30,-888,-888
11351,04220800303010,2,25,-888,-888,-888
11352,04220800303010,3,15,10,-888,-888
11353,04220800303010,4,10,-888,-888,-888
11354,04220800303010,5,25,-888,-888,-888
11355,04220800303010,6,10,5,-888,-888
11356,04220800303010,7,15,5,-888,-888
11357,04220800303010,8,30,10,-888,30
11358,04220800303010,9,30,-888,35,45
11359,04220800303010,10,-888,-888,-888,-888
11360,04220800303011,1,35,-888,-888,-888
11361,04220800303011,2,20,-888,-888,-888
11362,04220800303011,3,15,-888,-888,-888
11363,04220800303011,4,10,-888,-888,-888
11364,04220800303011,5,10,-888,-888,-888
11365,04220800303011,6,5,-888,-888,-888
11366,04220800303011,7,30,-888,-888,-888
11367,04220800303011,8,15,-888,-888,-888
11368,04220800303011,9,-888,-888,-888,-888
11369,04220800303011,10,-888,-888,-888,-888
11370,04220800303012,1,45,30,-888,-888
11371,04220800303012,2,15,10,-888,-888
11372,04220800303012,3,45,15,-888,-888
11373,04220800303012,4,10,5,-888,-888
11374,04220800303012,5,15,10,-888,-888
11375,04220800303012,6,5,-888,-888,-888
11376,04220800303012,7,25,15,-888,-888
11377,04220800303012,8,35,45,-888,25
11378,04220800303012,9,25,45,35,45
11379,04220800303012,10,-888,-888,-888,-888
11380,04221700103001,1,0,0,0,0
11381,04221700103001,2,0,0,0,0
11382,04221700103001,3,90,30,0,0
11383,04221700103001,4,30,0,0,0
11384,04221700103001,5,0,0,0,0
11385,04221700103001,6,0,0,0,0
11386,04221700103001,7,0,0,0,0
11387,04221700103001,8,60,60,60,0
11388,04221700103001,9,0,30,60,60
11389,04221700103001,10,600,0,0,0
11390,04221700103002,1,0,0,0,0
11391,04221700103002,2,0,0,0,0
11392,04221700103002,3,90,0,0,0
11393,04221700103002,4,20,0,0,0
11394,04221700103002,5,0,0,0,0
11395,04221700103002,6,0,0,0,0
11396,04221700103002,7,0,0,0,0
11397,04221700103002,8,0,0,0,0
11398,04221700103002,9,0,0,0,0
11399,04221700103002,10,480,0,0,0
11400,04221700103003,1,0,0,0,0
11401,04221700103003,2,0,0,0,0
11402,04221700103003,3,90,0,0,0
11403,04221700103003,4,30,0,0,0
11404,04221700103003,5,0,0,0,0
11405,04221700103003,6,0,0,0,0
11406,04221700103003,7,0,0,0,0
11407,04221700103003,8,0,0,0,0
11408,04221700103003,9,0,0,0,0
11409,04221700103003,10,480,0,0,0
11410,04221700103004,1,0,0,0,0
11411,04221700103004,2,0,0,0,0
11412,04221700103004,3,80,0,0,0
11413,04221700103004,4,25,0,0,0
11414,04221700103004,5,0,0,0,0
11415,04221700103004,6,0,0,0,0
11416,04221700103004,7,0,0,0,0
11417,04221700103004,8,180,0,90,0
11418,04221700103004,9,60,0,120,0
11419,04221700103004,10,240,0,540,0
11420,04221700103005,1,0,0,0,0
11421,04221700103005,2,0,0,30,0
11422,04221700103005,3,180,0,0,0
11423,04221700103005,4,30,0,0,0
11424,04221700103005,5,0,0,0,0
11425,04221700103005,6,0,0,0,0
11426,04221700103005,7,0,0,0,0
11427,04221700103005,8,300,0,90,0
11428,04221700103005,9,60,0,120,0
11429,04221700103005,10,0,0,480,0
11430,04221700103006,1,0,0,0,0
11431,04221700103006,2,0,0,0,0
11432,04221700103006,3,180,0,0,0
11433,04221700103006,4,30,0,0,0
11434,04221700103006,5,0,0,0,0
11435,04221700103006,6,0,0,0,0
11436,04221700103006,7,0,0,0,0
11437,04221700103006,8,60,0,60,0
11438,04221700103006,9,0,0,60,0
11439,04221700103006,10,0,0,600,0
11440,04221700103007,1,0,0,0,0
11441,04221700103007,2,0,0,0,0
11442,04221700103007,3,90,0,0,0
11443,04221700103007,4,15,0,0,0
11444,04221700103007,5,0,0,0,0
11445,04221700103007,6,0,0,0,0
11446,04221700103007,7,0,0,0,0
11447,04221700103007,8,60,0,60,0
11448,04221700103007,9,45,0,60,0
11449,04221700103007,10,480,0,600,0
11450,04221700103008,1,0,0,0,0
11451,04221700103008,2,0,0,0,0
11452,04221700103008,3,90,0,0,0
11453,04221700103008,4,30,0,0,0
11454,04221700103008,5,0,0,0,0
11455,04221700103008,6,0,0,0,0
11456,04221700103008,7,0,0,0,0
11457,04221700103008,8,0,0,0,0
11458,04221700103008,9,30,0,60,0
11459,04221700103008,10,0,0,0,0
11460,04221700103009,1,60,0,30,-888
11461,04221700103009,2,30,0,30,-888
11462,04221700103009,3,180,0,0,-888
11463,04221700103009,4,20,0,0,-888
11464,04221700103009,5,0,0,0,-888
11465,04221700103009,6,0,0,0,-888
11466,04221700103009,7,0,0,0,-888
11467,04221700103009,8,120,0,60,-888
11468,04221700103009,9,0,0,0,-888
11469,04221700103009,10,0,0,720,-888
11470,04221700103010,1,0,0,0,0
11471,04221700103010,2,30,0,0,0
11472,04221700103010,3,90,0,0,0
11473,04221700103010,4,20,0,0,0
11474,04221700103010,5,0,0,0,0
11475,04221700103010,6,0,0,0,0
11476,04221700103010,7,0,0,0,0
11477,04221700103010,8,0,0,0,0
11478,04221700103010,9,0,0,0,0
11479,04221700103010,10,0,0,480,0
11480,04221700103011,1,0,0,0,-888
11481,04221700103011,2,0,0,0,-888
11482,04221700103011,3,90,0,0,-888
11483,04221700103011,4,0,0,0,-888
11484,04221700103011,5,0,0,0,-888
11485,04221700103011,6,0,0,0,-888
11486,04221700103011,7,0,0,0,-888
11487,04221700103011,8,0,0,0,-888
11488,04221700103011,9,60,0,0,-888
11489,04221700103011,10,480,0,720,-888
11490,04221700103012,1,0,0,0,0
11491,04221700103012,2,0,0,0,0
11492,04221700103012,3,90,-888,0,0
11493,04221700103012,4,15,-888,0,0
11494,04221700103012,5,0,-888,0,0
11495,04221700103012,6,0,-888,0,0
11496,04221700103012,7,0,-888,0,0
11497,04221700103012,8,0,-888,0,0
11498,04221700103012,9,0,-888,60,0
11499,04221700103012,10,480,-888,480,0
11500,04230200302001,1,30,30,0,0
11501,04230200302001,2,20,20,20,0
