,HHID,Q,Q_a,Q_b,Q_c,Q_d
29762,07600102304006,3,60,-888,-888,-888
29763,07600102304006,4,60,-888,-888,-888
29764,07600102304006,5,25,-888,-888,-888
29765,07600102304006,6,-888,-888,-888,-888
29766,07600102304006,7,-888,-888,-888,-888
29767,07600102304006,8,120,-888,-888,-888
29768,07600102304006,9,-888,120,-888,60
29769,07600102304006,10,-888,-888,-888,-888
29770,07600102304007,1,120,-888,-888,-888
29771,07600102304007,2,60,-888,120,-888
29772,07600102304007,3,90,-888,-888,-888
29773,07600102304007,4,25,-888,-888,-888
29774,07600102304007,5,25,-888,-888,-888
29775,07600102304007,6,-888,-888,-888,-888
29776,07600102304007,7,-888,-888,-888,-888
29777,07600102304007,8,120,-888,-888,-888
29778,07600102304007,9,-888,-888,-888,-888
29779,07600102304007,10,-888,-888,-888,-888
29780,07600102304008,1,120,-888,-888,-888
29781,07600102304008,2,-888,-888,-888,-888
29782,07600102304008,3,60,-888,-888,-888
29783,07600102304008,4,40,-888,-888,-888
29784,07600102304008,5,25,-888,-888,-888
29785,07600102304008,6,-888,-888,-888,-888
29786,07600102304008,7,-888,-888,-888,-888
29787,07600102304008,8,120,-888,-888,-888
29788,07600102304008,9,-888,120,-888,60
29789,07600102304008,10,-888,-888,-888,-888
29790,07600102304009,1,120,-888,-888,-888
29791,07600102304009,2,-888,-888,-888,-888
29792,07600102304009,3,60,-888,-888,-888
29793,07600102304009,4,25,-888,-888,-888
29794,07600102304009,5,-888,-888,-888,-888
29795,07600102304009,6,-888,-888,-888,-888
29796,07600102304009,7,-888,-888,-888,-888
29797,07600102304009,8,120,-888,-888,-888
29798,07600102304009,9,-888,-888,-888,-888
29799,07600102304009,10,-888,-888,-888,-888
29800,07600102304010,1,180,-888,-888,-888
29801,07600102304010,2,-888,-888,-888,-888
29802,07600102304010,3,90,-888,-888,-888
29803,07600102304010,4,60,-888,-888,-888
29804,07600102304010,5,-888,-888,-888,-888
29805,07600102304010,6,-888,-888,-888,-888
29806,07600102304010,7,-888,-888,-888,-888
29807,07600102304010,8,-888,-888,-888,-888
29808,07600102304010,9,-888,120,-888,120
29809,07600102304010,10,-888,-888,-888,-888
29810,07600102304011,1,120,-888,-888,-888
29811,07600102304011,2,-888,-888,-888,-888
29812,07600102304011,3,90,-888,-888,-888
29813,07600102304011,4,25,-888,-888,-888
29814,07600102304011,5,-888,-888,-888,-888
29815,07600102304011,6,-888,-888,-888,-888
29816,07600102304011,7,-888,-888,-888,-888
29817,07600102304011,8,60,-888,-888,-888
29818,07600102304011,9,-888,-888,-888,-888
29819,07600102304011,10,-888,-888,-888,-888
29820,07600102304012,1,120,-888,-888,-888
29821,07600102304012,2,-888,-888,-888,-888
29822,07600102304012,3,60,-888,-888,-888
29823,07600102304012,4,30,-888,-888,-888
29824,07600102304012,5,25,-888,-888,-888
29825,07600102304012,6,-888,-888,-888,-888
29826,07600102304012,7,-888,-888,-888,-888
29827,07600102304012,8,-888,-888,-888,-888
29828,07600102304012,9,-888,-888,-888,120
29829,07600102304012,10,-888,-888,-888,-888
29830,07610101505006,1,50,-888,0,-888
29831,07610101505006,2,12,-888,0,-888
29832,07610101505006,3,50,-888,0,-888
29833,07610101505006,4,10,-888,0,-888
29834,07610101505006,5,8,-888,0,-888
29835,07610101505006,6,7,-888,0,-888
29836,07610101505006,7,0,-888,0,-888
29837,07610101505006,8,0,-888,0,-888
29838,07610101505006,9,0,-888,0,-888
29839,07610101505006,10,0,-888,0,-888
29840,07610101505009,1,30,-888,0,-888
29841,07610101505009,2,30,-888,30,-888
29842,07610101505009,3,60,-888,0,-888
29843,07610101505009,4,8,-888,0,-888
29844,07610101505009,5,0,-888,0,-888
29845,07610101505009,6,8,-888,0,-888
29846,07610101505009,7,0,-888,0,-888
29847,07610101505009,8,0,-888,0,-888
29848,07610101505009,9,0,-888,0,-888
29849,07610101505009,10,0,-888,0,-888
29850,07610101505015,1,0,-888,0,0
29851,07610101505015,2,0,-888,0,0
29852,07610101505015,3,90,-888,0,0
29853,07610101505015,4,10,-888,0,0
29854,07610101505015,5,0,-888,0,0
29855,07610101505015,6,10,-888,0,0
29856,07610101505015,7,0,-888,0,0
29857,07610101505015,8,0,-888,0,0
29858,07610101505015,9,0,-888,0,0
29859,07610101505015,10,0,-888,0,0
29860,07610101505024,1,30,-888,0,0
29861,07610101505024,2,30,-888,0,0
29862,07610101505024,3,60,-888,0,0
29863,07610101505024,4,60,-888,0,0
29864,07610101505024,5,0,-888,0,0
29865,07610101505024,6,10,-888,0,0
29866,07610101505024,7,0,-888,0,0
29867,07610101505024,8,120,-888,0,0
29868,07610101505024,9,0,-888,0,0
29869,07610101505024,10,0,-888,0,0
29870,07610101505033,1,25,-888,0,0
29871,07610101505033,2,20,-888,0,0
29872,07610101505033,3,300,-888,0,0
29873,07610101505033,4,60,-888,0,0
29874,07610101505033,5,0,-888,0,0
29875,07610101505033,6,0,-888,0,0
29876,07610101505033,7,0,-888,0,0
29877,07610101505033,8,0,-888,0,0
29878,07610101505033,9,0,-888,0,0
29879,07610101505033,10,0,-888,0,0
29880,07610101505042,1,20,-888,0,0
29881,07610101505042,2,15,-888,0,0
29882,07610101505042,3,240,-888,0,0
29883,07610101505042,4,0,-888,0,0
29884,07610101505042,5,0,-888,0,0
29885,07610101505042,6,0,-888,0,0
29886,07610101505042,7,0,-888,0,0
29887,07610101505042,8,0,-888,0,0
29888,07610101505042,9,40,-888,-888,80
29889,07610101505042,10,0,-888,-888,0
29890,07610101505051,1,20,0,0,0
29891,07610101505051,2,15,0,0,0
29892,07610101505051,3,410,0,0,0
29893,07610101505051,4,0,0,0,0
29894,07610101505051,5,0,0,0,0
29895,07610101505051,6,0,0,0,0
29896,07610101505051,7,0,0,0,0
29897,07610101505051,8,0,0,0,0
29898,07610101505051,9,0,40,0,0
29899,07610101505051,10,0,0,0,0
29900,07610101505058,1,30,0,0,0
29901,07610101505058,2,30,0,30,0
29902,07610101505058,3,60,0,0,0
29903,07610101505058,4,8,0,0,0
29904,07610101505058,5,0,0,0,0
29905,07610101505058,6,8,0,0,0
29906,07610101505058,7,0,0,0,0
29907,07610101505058,8,60,0,0,0
29908,07610101505058,9,0,0,0,0
29909,07610101505058,10,0,0,0,0
29910,07610101505060,1,20,0,0,0
29911,07610101505060,2,0,0,15,0
29912,07610101505060,3,350,0,0,0
29913,07610101505060,4,0,0,0,0
29914,07610101505060,5,0,0,0,0
29915,07610101505060,6,0,0,0,0
29916,07610101505060,7,0,0,0,0
29917,07610101505060,8,540,0,240,0
29918,07610101505060,9,0,0,0,0
29919,07610101505060,10,0,0,0,0
29920,07610101505069,1,15,-888,-888,-888
29921,07610101505069,2,15,-888,-888,-888
29922,07610101505069,3,180,-888,-888,-888
29923,07610101505069,4,0,-888,-888,-888
29924,07610101505069,5,0,-888,-888,-888
29925,07610101505069,6,0,-888,-888,-888
29926,07610101505069,7,0,-888,-888,-888
29927,07610101505069,8,0,-888,-888,-888
29928,07610101505069,9,0,-888,-888,-888
29929,07610101505069,10,720,-888,-888,-888
29930,07610101505078,1,20,0,0,0
29931,07610101505078,2,0,0,30,0
29932,07610101505078,3,220,0,0,0
29933,07610101505078,4,0,0,0,0
29934,07610101505078,5,0,0,0,0
29935,07610101505078,6,0,0,0,0
29936,07610101505078,7,0,0,0,0
29937,07610101505078,8,600,0,180,0
29938,07610101505078,9,0,0,0,0
29939,07610101505078,10,0,0,480,0
29940,07610101505107,1,0,-888,0,-888
29941,07610101505107,2,0,-888,0,-888
29942,07610101505107,3,60,-888,0,-888
29943,07610101505107,4,10,-888,0,-888
29944,07610101505107,5,0,-888,0,-888
29945,07610101505107,6,10,-888,0,-888
29946,07610101505107,7,0,-888,0,-888
29947,07610101505107,8,0,-888,0,-888
29948,07610101505107,9,0,-888,0,-888
29949,07610101505107,10,0,-888,0,-888
29950,07610101604003,1,55,0,0,-888
29951,07610101604003,2,0,0,7,-888
29952,07610101604003,3,50,0,0,-888
29953,07610101604003,4,10,0,0,-888
29954,07610101604003,5,0,0,0,-888
29955,07610101604003,6,0,0,0,-888
29956,07610101604003,7,0,0,0,-888
29957,07610101604003,8,350,0,30,-888
29958,07610101604003,9,0,0,0,-888
29959,07610101604003,10,0,0,0,-888
29960,07610101604024,1,50,0,0,0
29961,07610101604024,2,0,0,4,0
29962,07610101604024,3,55,0,0,0
29963,07610101604024,4,0,0,0,0
29964,07610101604024,5,0,0,0,0
29965,07610101604024,6,8,0,0,0
29966,07610101604024,7,0,0,0,0
29967,07610101604024,8,0,0,0,0
29968,07610101604024,9,0,0,0,0
29969,07610101604024,10,0,0,0,0
29970,07610101604045,1,60,-888,0,0
29971,07610101604045,2,0,-888,10,0
29972,07610101604045,3,55,-888,0,0
29973,07610101604045,4,10,-888,0,0
29974,07610101604045,5,5,-888,0,0
29975,07610101604045,6,0,-888,0,0
29976,07610101604045,7,0,-888,0,0
29977,07610101604045,8,500,-888,0,0
29978,07610101604045,9,0,-888,0,0
29979,07610101604045,10,0,-888,0,0
29980,07610101604066,1,180,180,0,0
29981,07610101604066,2,0,0,0,0
29982,07610101604066,3,90,60,0,0
29983,07610101604066,4,0,0,0,0
29984,07610101604066,5,0,0,0,0
29985,07610101604066,6,0,0,0,0
29986,07610101604066,7,0,0,0,0
29987,07610101604066,8,120,240,30,0
29988,07610101604066,9,0,0,0,0
29989,07610101604066,10,0,0,0,0
29990,07610101604087,1,180,-888,0,-888
29991,07610101604087,2,0,-888,0,-888
29992,07610101604087,3,90,-888,0,-888
29993,07610101604087,4,5,-888,0,-888
29994,07610101604087,5,0,-888,0,-888
29995,07610101604087,6,10,-888,0,-888
29996,07610101604087,7,0,-888,0,-888
29997,07610101604087,8,0,-888,0,-888
29998,07610101604087,9,0,-888,0,-888
29999,07610101604087,10,0,-888,0,-888
30000,07610101604108,1,-888,-888,30,-888
30001,07610101604108,2,-888,-888,0,-888
30002,07610101604108,3,-888,-888,0,-888
30003,07610101604108,4,-888,-888,0,-888
30004,07610101604108,5,-888,-888,0,-888
30005,07610101604108,6,-888,-888,0,-888
30006,07610101604108,7,-888,-888,0,-888
30007,07610101604108,8,-888,-888,0,-888
30008,07610101604108,9,-888,-888,0,-888
30009,07610101604108,10,-888,-888,0,-888
30010,07610101604129,1,180,0,0,0
30011,07610101604129,2,0,0,0,0
30012,07610101604129,3,60,0,0,0
30013,07610101604129,4,0,0,0,0
30014,07610101604129,5,0,0,0,0
30015,07610101604129,6,0,0,0,0
30016,07610101604129,7,0,0,0,0
30017,07610101604129,8,0,0,0,0
30018,07610101604129,9,0,0,0,0
30019,07610101604129,10,0,0,0,0
30020,07610101604150,1,180,0,0,0
30021,07610101604150,2,0,0,0,0
30022,07610101604150,3,120,0,0,0
30023,07610101604150,4,0,0,0,0
30024,07610101604150,5,0,0,0,0
30025,07610101604150,6,0,0,0,0
30026,07610101604150,7,0,0,0,0
30027,07610101604150,8,120,0,30,0
30028,07610101604150,9,0,0,0,0
30029,07610101604150,10,0,0,0,0
30030,07610101604171,1,60,0,0,0
30031,07610101604171,2,0,0,5,0
30032,07610101604171,3,60,0,0,0
30033,07610101604171,4,10,0,0,0
30034,07610101604171,5,12,0,0,0
30035,07610101604171,6,0,0,0,0
30036,07610101604171,7,0,0,0,0
30037,07610101604171,8,200,250,100,180
30038,07610101604171,9,0,0,0,50
30039,07610101604171,10,0,0,0,0
30040,07610101604192,1,55,0,0,0
30041,07610101604192,2,10,0,4,0
30042,07610101604192,3,60,55,0,0
30043,07610101604192,4,10,0,0,0
30044,07610101604192,5,0,0,0,0
30045,07610101604192,6,0,0,0,0
30046,07610101604192,7,0,0,0,0
30047,07610101604192,8,400,250,20,50
30048,07610101604192,9,0,0,0,30
30049,07610101604192,10,0,0,0,0
30050,07610101604213,1,50,0,0,-888
30051,07610101604213,2,0,0,4,-888
30052,07610101604213,3,60,0,0,-888
30053,07610101604213,4,15,0,0,-888
30054,07610101604213,5,7,0,0,-888
30055,07610101604213,6,0,0,0,-888
30056,07610101604213,7,0,0,0,-888
30057,07610101604213,8,650,0,70,-888
30058,07610101604213,9,0,0,0,-888
30059,07610101604213,10,0,0,0,-888
30060,07610101604234,1,0,-888,180,0
30061,07610101604234,2,0,-888,0,0
30062,07610101604234,3,120,-888,0,0
30063,07610101604234,4,0,-888,0,0
30064,07610101604234,5,0,-888,0,0
30065,07610101604234,6,0,-888,0,0
30066,07610101604234,7,0,-888,0,0
30067,07610101604234,8,0,-888,0,0
30068,07610101604234,9,0,-888,0,0
30069,07610101604234,10,0,-888,0,0
30070,07620300101001,1,10,0,0,0
30071,07620300101001,2,10,0,15,0
30072,07620300101001,3,15,10,0,0
30073,07620300101001,4,20,15,20,10
30074,07620300101001,5,5,0,0,0
30075,07620300101001,6,10,0,0,0
30076,07620300101001,7,15,20,0,20
30077,07620300101001,8,40,0,20,30
30078,07620300101001,9,30,120,30,40
30079,07620300101001,10,0,0,0,0
30080,07620300101002,1,0,-888,0,-888
30081,07620300101002,2,-888,-888,0,-888
30082,07620300101002,3,-888,-888,15,-888
30083,07620300101002,4,-888,-888,0,-888
30084,07620300101002,5,5,-888,0,-888
30085,07620300101002,6,-888,-888,0,-888
30086,07620300101002,7,-888,-888,0,-888
30087,07620300101002,8,-888,-888,0,-888
30088,07620300101002,9,-888,-888,0,-888
30089,07620300101002,10,-888,-888,0,-888
30090,07620300101004,1,30,120,0,40
30091,07620300101004,2,10,0,20,0
30092,07620300101004,3,15,20,0,0
30093,07620300101004,4,20,15,30,20
30094,07620300101004,5,5,5,0,0
30095,07620300101004,6,10,20,0,0
30096,07620300101004,7,0,0,0,0
30097,07620300101004,8,0,0,0,0
30098,07620300101004,9,0,120,0,200
30099,07620300101004,10,0,0,0,0
30100,07620300101007,1,0,-888,0,-888
30101,07620300101007,2,0,-888,0,-888
30102,07620300101007,3,15,-888,0,-888
30103,07620300101007,4,20,-888,15,-888
30104,07620300101007,5,5,-888,0,-888
30105,07620300101007,6,0,-888,0,-888
30106,07620300101007,7,120,-888,0,-888
30107,07620300101007,8,0,-888,0,-888
30108,07620300101007,9,0,-888,0,-888
30109,07620300101007,10,0,-888,0,-888
30110,07620300101020,1,15,-888,0,-888
30111,07620300101020,2,10,-888,20,-888
30112,07620300101020,3,20,-888,0,-888
30113,07620300101020,4,20,-888,15,-888
30114,07620300101020,5,5,-888,0,-888
30115,07620300101020,6,20,-888,0,-888
30116,07620300101020,7,0,-888,0,-888
30117,07620300101020,8,0,-888,0,-888
30118,07620300101020,9,0,-888,0,-888
30119,07620300101020,10,0,-888,0,-888
30120,07620300101038,1,10,20,0,0
30121,07620300101038,2,10,0,20,0
30122,07620300101038,3,15,20,0,0
30123,07620300101038,4,20,15,0,0
30124,07620300101038,5,5,5,0,0
30125,07620300101038,6,15,15,0,0
30126,07620300101038,7,0,0,0,0
30127,07620300101038,8,200,60,30,0
30128,07620300101038,9,30,120,0,0
30129,07620300101038,10,0,0,0,0
30130,07620300101056,1,5,0,0,0
30131,07620300101056,2,20,0,0,0
30132,07620300101056,3,60,0,0,0
30133,07620300101056,4,30,0,0,0
30134,07620300101056,5,0,0,0,0
30135,07620300101056,6,0,0,0,0
30136,07620300101056,7,0,0,0,0
30137,07620300101056,8,0,0,0,0
30138,07620300101056,9,60,60,60,0
30139,07620300101056,10,480,0,480,0
30140,07620300101074,1,5,0,0,0
30141,07620300101074,2,30,0,0,0
30142,07620300101074,3,300,0,0,0
30143,07620300101074,4,300,0,0,0
30144,07620300101074,5,0,0,0,0
30145,07620300101074,6,0,0,0,0
30146,07620300101074,7,0,0,0,0
30147,07620300101074,8,0,0,0,0
30148,07620300101074,9,0,0,0,0
30149,07620300101074,10,720,0,480,0
30150,07620300101092,1,5,0,0,0
30151,07620300101092,2,20,0,0,0
30152,07620300101092,3,120,0,0,0
30153,07620300101092,4,60,0,0,0
30154,07620300101092,5,0,0,0,0
30155,07620300101092,6,0,0,0,0
30156,07620300101092,7,0,0,0,0
30157,07620300101092,8,480,0,180,0
30158,07620300101092,9,0,0,0,0
30159,07620300101092,10,0,0,480,0
30160,07620300101110,1,5,0,-888,-888
30161,07620300101110,2,20,0,-888,-888
30162,07620300101110,3,120,0,-888,-888
30163,07620300101110,4,30,0,-888,-888
30164,07620300101110,5,0,0,0,0
30165,07620300101110,6,0,0,0,0
30166,07620300101110,7,0,0,-888,-888
30167,07620300101110,8,0,0,-888,-888
30168,07620300101110,9,0,0,-888,-888
30169,07620300101110,10,480,0,-888,-888
30170,07620300101128,1,5,0,0,0
30171,07620300101128,2,0,0,20,0
30172,07620300101128,3,240,0,0,0
30173,07620300101128,4,60,0,0,0
30174,07620300101128,5,0,0,0,0
30175,07620300101128,6,0,0,0,0
30176,07620300101128,7,0,0,0,0
30177,07620300101128,8,0,0,0,0
30178,07620300101128,9,0,0,0,0
30179,07620300101128,10,0,0,480,0
30180,07620300101146,1,10,0,0,0
30181,07620300101146,2,20,0,0,0
30182,07620300101146,3,180,0,0,0
30183,07620300101146,4,30,0,0,0
30184,07620300101146,5,0,0,0,0
30185,07620300101146,6,0,0,0,0
30186,07620300101146,7,0,0,0,0
30187,07620300101146,8,300,0,180,0
30188,07620300101146,9,0,0,0,0
30189,07620300101146,10,480,0,480,0
30190,07630101203007,1,55,0,0,0
30191,07630101203007,2,0,0,5,0
30192,07630101203007,3,55,0,0,0
30193,07630101203007,4,15,0,0,0
30194,07630101203007,5,0,0,0,0
30195,07630101203007,6,30,0,0,0
30196,07630101203007,7,0,0,0,0
30197,07630101203007,8,500,70,60,0
30198,07630101203007,9,0,0,0,0
30199,07630101203007,10,0,0,0,0
30200,07630101203023,1,55,0,0,0
30201,07630101203023,2,0,0,5,0
30202,07630101203023,3,55,20,0,0
30203,07630101203023,4,14,0,0,0
30204,07630101203023,5,0,0,0,0
30205,07630101203023,6,28,0,0,0
30206,07630101203023,7,0,0,0,0
30207,07630101203023,8,450,200,70,0
30208,07630101203023,9,0,45,0,0
30209,07630101203023,10,0,0,0,0
30210,07630101203039,1,60,0,0,-888
30211,07630101203039,2,0,0,5,-888
30212,07630101203039,3,55,0,0,-888
30213,07630101203039,4,10,0,0,-888
30214,07630101203039,5,0,0,0,-888
30215,07630101203039,6,20,0,0,-888
30216,07630101203039,7,0,0,0,-888
30217,07630101203039,8,120,0,50,-888
30218,07630101203039,9,0,0,0,-888
30219,07630101203039,10,0,0,0,-888
30220,07630101203055,1,55,40,0,-888
30221,07630101203055,2,0,0,5,-888
30222,07630101203055,3,55,40,0,-888
30223,07630101203055,4,15,0,0,-888
30224,07630101203055,5,0,0,0,-888
30225,07630101203055,6,25,0,0,-888
30226,07630101203055,7,0,0,0,-888
30227,07630101203055,8,0,0,0,-888
30228,07630101203055,9,0,0,0,-888
30229,07630101203055,10,0,0,0,-888
30230,07630101203071,1,240,-888,-888,-888
30231,07630101203071,2,0,-888,-888,-888
30232,07630101203071,3,120,-888,-888,-888
30233,07630101203071,4,5,-888,-888,-888
30234,07630101203071,5,0,-888,-888,-888
30235,07630101203071,6,30,-888,-888,-888
30236,07630101203071,7,0,-888,-888,-888
30237,07630101203071,8,0,-888,-888,-888
30238,07630101203071,9,0,-888,-888,-888
30239,07630101203071,10,0,-888,-888,-888
30240,07630101203087,1,0,240,240,0
30241,07630101203087,2,0,0,0,0
30242,07630101203087,3,180,60,0,0
30243,07630101203087,4,10,0,0,0
30244,07630101203087,5,0,0,0,0
30245,07630101203087,6,0,0,0,0
30246,07630101203087,7,0,0,0,0
30247,07630101203087,8,0,0,0,0
30248,07630101203087,9,0,0,0,0
30249,07630101203087,10,0,0,480,0
30250,07630101203103,1,240,-888,0,-888
30251,07630101203103,2,0,-888,0,-888
30252,07630101203103,3,180,-888,0,-888
30253,07630101203103,4,10,-888,0,-888
30254,07630101203103,5,0,-888,0,-888
30255,07630101203103,6,0,-888,0,-888
30256,07630101203103,7,0,-888,0,-888
30257,07630101203103,8,0,-888,0,-888
30258,07630101203103,9,0,-888,0,-888
30259,07630101203103,10,0,-888,0,-888
30260,07630101203119,1,240,-888,240,0
30261,07630101203119,2,0,-888,0,0
30262,07630101203119,3,240,-888,0,0
30263,07630101203119,4,0,-888,0,0
30264,07630101203119,5,15,-888,0,0
30265,07630101203119,6,0,-888,0,0
30266,07630101203119,7,0,-888,0,0
30267,07630101203119,8,0,-888,0,0
30268,07630101203119,9,0,-888,60,60
30269,07630101203119,10,0,-888,0,0
30270,07630101203135,1,60,90,0,0
30271,07630101203135,2,0,0,30,0
30272,07630101203135,3,380,0,0,0
30273,07630101203135,4,0,0,0,0
30274,07630101203135,5,120,0,0,0
30275,07630101203135,6,40,0,0,0
30276,07630101203135,7,0,0,0,0
30277,07630101203135,8,0,0,0,0
30278,07630101203135,9,0,90,0,60
30279,07630101203135,10,0,0,0,0
30280,07630101203151,1,90,-888,0,-888
30281,07630101203151,2,0,-888,30,-888
30282,07630101203151,3,285,-888,0,-888
30283,07630101203151,4,0,-888,0,-888
30284,07630101203151,5,40,-888,0,-888
30285,07630101203151,6,0,-888,0,-888
30286,07630101203151,7,0,-888,0,-888
30287,07630101203151,8,0,-888,0,-888
30288,07630101203151,9,0,-888,0,-888
30289,07630101203151,10,0,-888,0,-888
30290,07630101203167,1,40,60,0,0
30291,07630101203167,2,0,0,30,0
30292,07630101203167,3,320,60,0,0
30293,07630101203167,4,0,0,0,0
30294,07630101203167,5,0,0,0,0
30295,07630101203167,6,0,0,0,0
30296,07630101203167,7,0,0,0,0
30297,07630101203167,8,0,0,0,0
30298,07630101203167,9,60,40,40,60
30299,07630101203167,10,0,0,0,0
30300,07630101203183,1,0,0,0,90
30301,07630101203183,2,0,0,30,0
30302,07630101203183,3,350,0,0,0
30303,07630101203183,4,0,0,0,0
30304,07630101203183,5,0,0,0,0
30305,07630101203183,6,0,0,0,0
30306,07630101203183,7,0,0,0,0
30307,07630101203183,8,600,0,240,120
30308,07630101203183,9,0,0,0,90
30309,07630101203183,10,0,0,0,0
30310,07630102501005,1,60,0,0,0
30311,07630102501005,2,0,0,5,0
30312,07630102501005,3,50,0,0,0
30313,07630102501005,4,15,0,0,0
30314,07630102501005,5,0,0,0,0
30315,07630102501005,6,0,0,0,0
30316,07630102501005,7,0,0,0,0
30317,07630102501005,8,500,0,0,0
30318,07630102501005,9,0,0,0,0
30319,07630102501005,10,0,0,0,0
30320,07630102501023,1,50,-888,0,0
30321,07630102501023,2,0,-888,5,0
30322,07630102501023,3,50,-888,0,0
30323,07630102501023,4,15,-888,0,0
30324,07630102501023,5,0,-888,0,0
30325,07630102501023,6,0,-888,0,0
30326,07630102501023,7,0,-888,0,0
30327,07630102501023,8,720,-888,0,0
30328,07630102501023,9,0,-888,0,0
30329,07630102501023,10,0,-888,0,0
30330,07630102501041,1,55,0,0,-888
30331,07630102501041,2,0,0,5,-888
30332,07630102501041,3,55,0,0,-888
30333,07630102501041,4,17,0,0,-888
30334,07630102501041,5,0,0,0,-888
30335,07630102501041,6,15,0,0,-888
30336,07630102501041,7,0,0,0,-888
30337,07630102501041,8,50,0,0,-888
30338,07630102501041,9,0,30,0,-888
30339,07630102501041,10,0,0,0,-888
30340,07630102501059,1,56,-888,0,0
30341,07630102501059,2,0,-888,6,0
30342,07630102501059,3,55,-888,0,0
30343,07630102501059,4,15,-888,0,0
30344,07630102501059,5,0,0,0,0
30345,07630102501059,6,0,-888,0,0
30346,07630102501059,7,0,-888,0,0
30347,07630102501059,8,0,-888,0,0
30348,07630102501059,9,0,-888,0,45
30349,07630102501059,10,0,-888,0,0
30350,07630102501077,1,60,-888,0,60
30351,07630102501077,2,0,-888,15,0
30352,07630102501077,3,380,-888,0,0
30353,07630102501077,4,0,-888,0,0
30354,07630102501077,5,0,-888,0,0
30355,07630102501077,6,0,-888,0,0
30356,07630102501077,7,0,-888,0,0
30357,07630102501077,8,0,-888,0,0
30358,07630102501077,9,0,-888,0,40
30359,07630102501077,10,0,-888,0,0
30360,07630102501095,1,60,0,0,-888
30361,07630102501095,2,0,0,20,-888
30362,07630102501095,3,285,0,0,-888
30363,07630102501095,4,30,0,0,-888
30364,07630102501095,5,0,0,0,-888
30365,07630102501095,6,0,0,0,-888
30366,07630102501095,7,0,0,0,-888
30367,07630102501095,8,720,0,240,-888
30368,07630102501095,9,0,0,0,-888
30369,07630102501095,10,0,0,0,-888
30370,07630102501113,1,60,40,0,0
30371,07630102501113,2,0,0,20,0
30372,07630102501113,3,380,0,0,0
30373,07630102501113,4,0,0,0,0
30374,07630102501113,5,0,0,0,0
30375,07630102501113,6,0,0,0,0
30376,07630102501113,7,0,0,0,0
30377,07630102501113,8,540,240,120,0
30378,07630102501113,9,0,40,30,0
30379,07630102501113,10,0,0,0,0
30380,07630102501131,1,60,0,0,0
30381,07630102501131,2,0,0,20,0
30382,07630102501131,3,350,0,0,0
30383,07630102501131,4,0,0,0,0
30384,07630102501131,5,0,0,0,0
30385,07630102501131,6,0,0,0,0
30386,07630102501131,7,0,0,0,0
30387,07630102501131,8,480,0,180,240
30388,07630102501131,9,0,0,0,90
30389,07630102501131,10,0,0,0,0
30390,07630102501149,1,0,180,0,0
30391,07630102501149,2,0,0,0,0
30392,07630102501149,3,240,120,0,0
30393,07630102501149,4,5,0,0,0
30394,07630102501149,5,0,0,0,0
30395,07630102501149,6,0,0,0,0
30396,07630102501149,7,0,0,0,0
30397,07630102501149,8,0,0,0,0
30398,07630102501149,9,0,120,90,30
30399,07630102501149,10,0,0,480,0
30400,07630102501167,1,0,2,180,180
30401,07630102501167,2,0,0,0,0
30402,07630102501167,3,180,0,0,0
30403,07630102501167,4,0,0,0,0
30404,07630102501167,5,0,0,0,0
30405,07630102501167,6,0,0,0,0
30406,07630102501167,7,0,0,0,0
30407,07630102501167,8,0,0,0,0
30408,07630102501167,9,0,0,0,0
30409,07630102501167,10,0,0,0,0
30410,07630102501185,1,240,0,0,240
30411,07630102501185,2,0,0,0,0
30412,07630102501185,3,240,60,0,0
30413,07630102501185,4,0,0,0,0
30414,07630102501185,5,0,0,0,0
30415,07630102501185,6,0,0,0,0
30416,07630102501185,7,0,0,0,0
30417,07630102501185,8,0,0,0,0
30418,07630102501185,9,90,30,0,90
30419,07630102501185,10,0,0,0,0
30420,07630102501203,1,240,0,0,0
30421,07630102501203,2,0,0,0,0
30422,07630102501203,3,180,0,0,0
30423,07630102501203,4,0,0,0,0
30424,07630102501203,5,0,0,0,0
30425,07630102501203,6,0,0,0,0
30426,07630102501203,7,0,0,0,0
30427,07630102501203,8,0,0,0,0
30428,07630102501203,9,0,0,0,0
30429,07630102501203,10,0,0,0,0
30430,07640101801005,1,0,120,0,-888
30431,07640101801005,2,0,0,0,-888
30432,07640101801005,3,150,150,0,-888
30433,07640101801005,4,15,0,0,-888
30434,07640101801005,5,0,0,0,-888
30435,07640101801005,6,0,0,0,-888
30436,07640101801005,7,0,0,0,-888
30437,07640101801005,8,120,0,0,-888
30438,07640101801005,9,0,0,0,-888
30439,07640101801005,10,0,0,0,-888
30440,07640101801008,1,90,0,0,-888
30441,07640101801008,2,0,0,0,-888
30442,07640101801008,3,180,0,0,-888
30443,07640101801008,4,0,0,0,-888
30444,07640101801008,5,15,0,0,-888
30445,07640101801008,6,0,0,0,-888
30446,07640101801008,7,0,0,0,-888
30447,07640101801008,8,0,0,0,-888
30448,07640101801008,9,0,0,0,-888
30449,07640101801008,10,0,0,0,-888
30450,07640101801023,1,40,-888,30,0
30451,07640101801023,2,0,-888,30,0
30452,07640101801023,3,270,-888,0,0
30453,07640101801023,4,0,-888,0,0
30454,07640101801023,5,120,-888,0,0
30455,07640101801023,6,0,-888,0,0
30456,07640101801023,7,0,-888,0,0
30457,07640101801023,8,660,-888,120,150
30458,07640101801023,9,0,-888,0,40
