,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,A8,Facility,K4,K5,K6,K7,K10,K11,K12,K13,K15,K16_am,K17_pm,K18,K19,K20,K21,K22,K23,K24,K25,K26_hour,K26_minute,K27,K28,K29,K30,K31,K32_c,K32_u,K33,K34,K35,K36,K37,K38,K39,K40,K41,K42,K43,K44,K45,K46,K47,K48,K49,K50,K51,K52,K53,K54,K55,K56,K57
488,04330801809,4,33,8,18,9,2,7,3,1,6,8.0,6.0,7,19,30.0,,,         3,        12,1,,3.0,888.0,2,1.0,2.0,,,,,2,1.0,9.0,400.0,25.0,2.0,2.0,,,,,,,,,,,,1,2,3,2,,5.0,2,2,,,,,
489,01020801604,1,2,8,16,4,2,12,4,1,6,8.0,1.0,12,1,40.0,,,         2,        12,1,,1.0,8.0,2,888.0,1.0,3.0,2.0,0.0,1.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,5.0,2,2,,,,,
490,04300400106,4,30,4,1,6,1,6,3,1,2,6.0,4.0,10,8,50.0,,,         2,        12,1,,1.0,6.0,2,1.0,1.0,3.0,4.0,0.0,1.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,2,2,,2.0,2,2,,,,,
491,02070501103,2,7,5,11,3,2,3,2,1,6,3.0,18.0,9,10,10.0,,,         2,        12,1,,1.0,18.0,2,2.0,1.0,8.0,4.0,30.0,2.0,2,3.0,3.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,1,4.0,2.0,2,2,,,,,
492,06470300314,6,47,3,3,14,1,1,3,1,1,6.0,25.0,10,5,20.0,,,         2,        12,1,,1.0,11.0,2,3.0,1.0,2.0,5.0,25.0,3.0,2,1.0,4.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,1,2,3,2,,2.0,1,1,1.0,1.0,2.0,2.0,1.0
493,06470300314,6,47,3,3,14,1,1,1,1,2,2.0,2.0,1,18,450.0,,,         2,        12,2,2.0,,11.0,2,2.0,1.0,3.0,6.0,40.0,2.0,2,2.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,2.0,2,2,,,,,
494,04320501610,4,32,5,16,10,2,10,4,1,6,2.0,6.0,1,35,98.0,,,         2,        12,2,1.0,,23.0,2,888.0,,,,,,2,1.0,2.0,25.0,23.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,1.0,2,2,,,,,
495,14720100113,14,72,1,1,13,1,2,3,1,3,6.0,4.0,10,43,270.0,,,        12,        12,1,,1.0,24.0,2,1.0,1.0,2.0,1.0,15.0,1.0,2,1.0,1.0,450.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,4.0,2,2,,,,,
496,07640300502,7,64,3,5,2,2,23,2,1,6,15.0,3.0,1,139,300.0,,,         3,        12,1,,1.0,10.0,1,,1.0,15.0,12.0,0.0,3.0,2,1.0,1.0,8000.0,1.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,2.0,2,2,,,,,
497,14760500517,14,76,5,5,17,1,8,2,1,5,4.0,3.0,7,134,350.0,,,        12,        12,1,,1.0,22.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,3400.0,2600.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
498,07580601309,7,58,6,13,9,2,13,2,1,6,15.0,1.0,7,18,15.0,,,         2,        12,1,,4.0,16.0,1,,2.0,,,,,1,,,,,,,2007.0,1.0,2.0,,-888.0,2.0,1.0,2.0,3.0,1.0,1.0,1,2,3,2,,2.0,2,2,,,,,
499,06470305101,6,47,3,51,1,2,1,4,1,4,6.0,5.0,11,2,250.0,,,        12,        12,2,7.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,2,2,,7.0,2,2,,,,,
500,07520301304,7,52,3,13,4,2,18,2,2,5,15.0,4.0,7,2,15.0,,,         3,        12,2,1.0,,888.0,2,1.0,,,,,,2,1.0,8.0,-888.0,24.0,4.0,2.0,,,,,,,,,,,,2,2,3,2,,5.0,2,2,,,,,
501,02100200904,2,10,2,9,4,2,5,4,1,4,8.0,28.0,12,2,5.0,,,         2,        12,2,1.0,,0.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
502,07630101203,7,63,1,12,3,2,14,4,1,6,15.0,1.0,8,94,100.0,,,         2,        12,1,,1.0,6.0,1,2.0,1.0,5.0,4.0,0.0,3.0,2,1.0,1.0,12000.0,1.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
503,02100100501,2,10,1,5,1,2,7,1,1,6,1.0,1.0,1,14,80.0,,,2,        12,1,,4.0,24.0,2,1.0,2.0,,,,,1,,,,,,,2003.0,2.0,2.0,,0.0,5.0,1.0,1.0,5.0,1.0,2.0,2,2,3,1,7.0,5.0,2,2,,,,,
504,03130200801,3,13,2,8,1,2,15,2,2,5,3.0,6.0,7,1,5.0,,,        12,        12,1,,4.0,6.0,1,,2.0,,,,,1,,,,,,,2006.0,2.0,2.0,,-888.0,5.0,2.0,1.0,12.0,2.0,555.0,1,2,2,1,7.0,555.0,2,2,,,,,
505,04330600803,4,33,6,8,3,2,5,4,1,6,11.0,4.0,7,10,25.0,,,        12,        12,1,,3.0,5.0,2,2.0,2.0,,,,,2,1.0,9.0,2500.0,22.0,2.0,2.0,,,,,,,,,,,,1,2,3,2,,5.0,2,2,,,,,
506,06470300314,6,47,3,3,14,1,1,2,1,5,4.0,10.0,7,4,28.0,,,         2,        12,2,2.0,,10.0,2,3.0,1.0,2.0,6.0,0.0,3.0,2,1.0,4.0,85.0,-888.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,6.0,2.0,2,2,,,,,
507,03130401201,3,13,4,12,1,2,17,2,1,5,3.0,3.0,7,13,20.0,,,        12,        12,1,,1.0,24.0,2,1.0,1.0,1.0,24.0,0.0,1.0,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,1,4.0,7.0,2,2,,,,,
508,07540401003,7,54,4,10,3,2,4,1,1,3,8.0,2.0,12,1,10.0,,,         3,        12,2,555.0,,0.0,2,1.0,,,,,,2,1.0,3.0,,,,2.0,,,,,,,,,,,,2,2,2,2,,7.0,2,2,,,,,
509,02080300102,2,8,3,1,2,2,9,4,1,2,8.0,26.0,12,4,10.0,,,         2,        12,2,1.0,,888.0,2,888.0,,,,,,2,555.0,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
510,05400401501,5,40,4,15,1,2,2,4,1,2,8.0,5.0,12,9,20.0,,,2,        12,2,1.0,,0.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
511,07551300206,7,55,13,2,6,1,1,3,1,3,6.0,20.0,10,10,50.0,,,        12,        12,1,,1.0,12.0,1,,1.0,1.0,1.0,30.0,2.0,2,3.0,3.0,300.0,100.0,1.0,1.0,,,,,,,,,,,,1,1,3,1,1.0,3.0,1,2,,,,,
512,06470300204,6,47,3,2,4,1,1,3,1,3,7.0,2.0,14,8,6.0,,,         2,        12,2,2.0,,5.0,2,3.0,1.0,6.0,8.0,0.0,3.0,2,2.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,6.0,2.0,2,2,,,,,
513,06470300314,6,47,3,3,14,1,1,4,1,2,7.0,8.0,14,8,12.0,,,         2,        12,1,,1.0,10.0,2,3.0,1.0,3.0,9.0,48.0,1.0,2,2.0,3.0,-888.0,-888.0,1.0,1.0,,,,,,,,,,,,2,2,3,1,6.0,2.0,1,2,,,,,
514,03111802013,3,11,18,20,13,1,5,3,1,1,6.0,7.0,10,7,10.0,,,        12,        12,1,,1.0,14.0,2,1.0,1.0,10.0,1.0,0.0,1.0,2,1.0,1.0,48.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
515,07640300502,7,64,3,5,2,2,23,1,1,5,1.0,2.0,1,18,1660.0,,,         2,        12,1,,1.0,5.0,2,1.0,1.0,3.0,12.0,0.0,3.0,2,1.0,1.0,350.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
516,03141800910,3,14,18,9,10,1,2,3,1,2,6.0,1.0,10,5,20.0,,,        12,        12,1,,1.0,15.0,2,1.0,1.0,10.0,1.0,0.0,1.0,2,1.0,1.0,22.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,1,2,,1.0,2,2,,,,,
517,02080300404,2,8,3,4,4,2,8,1,1,6,1.0,2.0,1,9,370.0,,,         2,        12,1,,1.0,5.0,2,3.0,1.0,15.0,11.0,45.0,3.0,2,1.0,1.0,-888.0,-888.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
518,15710100415,15,71,1,4,15,1,5,2,1,6,14.0,1.0,7,70,100.0,,,        12,        12,1,,1.0,20.0,2,3.0,1.0,6.0,6.0,0.0,3.0,2,1.0,1.0,1100.0,-888.0,1.0,1.0,,,,,,,,,,,,1,2,2,1,3.0,2.0,1,2,,,,,
519,15710100810,15,71,1,8,10,1,11,2,1,6,14.0,6.0,7,104,200.0,,,        12,        12,1,,1.0,22.0,1,,1.0,3.0,3.0,0.0,3.0,2,1.0,1.0,1200.0,-888.0,1.0,1.0,,,,,,,,,,,,1,2,2,1,3.0,1.0,1,2,,,,,
520,14720100211,14,72,1,2,11,1,4,2,1,6,3.0,1.0,7,73,350.0,,,         2,        12,1,,3.0,20.0,1,,2.0,,,,,2,1.0,2.0,400.0,-888.0,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
521,14720100326,14,72,1,3,26,1,3,2,2,6,3.0,1.0,7,111,250.0,,,        12,        12,1,,1.0,19.0,1,,1.0,1.0,4.0,0.0,1.0,2,1.0,1.0,320.0,1.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
522,07580600101,7,58,6,1,1,2,12,4,1,5,4.0,3.0,7,16,35.0,,,         2,        12,1,,3.0,7.0,2,1.0,2.0,,,,,2,1.0,9.0,300.0,25.0,2.0,2.0,,,,,,,,,,,,1,2,3,2,,1.0,2,2,,,,,
523,04231300304,4,23,13,3,4,2,1,3,1,1,6.0,15.0,11,4,500.0,,,        12,        12,2,7.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,2,2,,7.0,2,2,,,,,
524,04220202602,4,22,2,26,2,2,1,4,1,2,6.0,5.0,11,3,350.0,,,        12,        12,2,7.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
525,07551300102,7,55,13,1,2,1,1,4,1,2,6.0,30.0,10,15,100.0,,,         2,        12,1,,1.0,2.0,2,2.0,1.0,30.0,2.0,30.0,2.0,2,3.0,3.0,800.0,100.0,1.0,1.0,,,,,,,,,,,,2,1,3,1,1.0,3.0,2,2,,,,,
526,12690101901,12,69,1,19,1,2,1,4,1,6,6.0,1.0,11,2,600.0,,,        12,        12,1,,4.0,4.0,2,1.0,2.0,,,,,1,,,,,,,2007.0,1.0,2.0,,2600.0,6.0,2.0,5.0,0.0,2.0,5.0,2,2,3,2,,6.0,2,2,,,,,
527,04390300601,4,39,3,6,1,2,1,4,1,3,6.0,10.0,11,4,500.0,,,         2,        12,1,,1.0,6.0,2,3.0,1.0,5.0,2.0,30.0,3.0,2,3.0,1.0,110.0,110.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
528,07661900421,7,66,19,4,21,1,1,1,2,5,3.0,8.0,8,15,20.0,,,         2,        12,1,,1.0,18.0,1,,1.0,3.0,2.0,30.0,3.0,2,3.0,3.0,200.0,200.0,1.0,1.0,,,,,,,,,,,,1,1,1,2,,3.0,2,2,,,,,
529,03141700416,3,14,17,4,16,1,3,3,1,1,6.0,5.0,10,4,12.0,,,        12,        12,1,,1.0,17.0,2,1.0,1.0,10.0,1.0,30.0,1.0,2,1.0,1.0,15.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,1,2,,1.0,2,2,,,,,
530,12670500701,12,67,5,7,1,2,1,2,1,5,3.0,2.0,7,18,20.0,,,        12,        12,1,,1.0,4.0,2,1.0,1.0,25.0,12.0,0.0,3.0,2,2.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,2,2,,6.0,1,2,,,,,
531,07530400605,7,53,4,6,5,1,1,4,1,5,7.0,5.0,14,25,30.0,,,         2,        12,1,,1.0,8.0,2,2.0,1.0,2.0,2.0,30.0,1.0,2,3.0,3.0,100.0,100.0,1.0,1.0,,,,,,,,,,,,1,1,3,2,,3.0,2,2,,,,,
532,15710101201,15,71,1,12,1,2,3,2,1,5,3.0,1.0,7,3,25.0,,,        12,        12,1,,1.0,18.0,2,2.0,1.0,21.0,14.0,40.0,2.0,2,1.0,1.0,50.0,0.55,1.0,2.0,,,,,,,,,,,,2,2,3,1,7.0,,2,2,,,,,
533,02100100401,2,10,1,4,1,2,6,2,2,5,3.0,1.0,9,5,8.0,,,         2,        12,1,,4.0,12.0,1,,2.0,,,,,1,,,,,,,2000.0,2.0,2.0,,-888.0,2.0,1.0,2.0,0.0,2.0,5.0,1,2,3,2,,7.0,2,2,,,,,
534,07540700103,7,54,7,1,3,1,1,1,1,6,4.0,8.0,7,50,50.0,,,         2,        12,1,,1.0,6.0,1,,1.0,8.0,2.0,30.0,3.0,2,3.0,3.0,1000.0,0.8,1.0,1.0,,,,,,,,,,,,1,1,3,2,,3.0,1,2,,,,,
535,04330801809,4,33,8,18,9,2,7,4,1,3,13.0,10.0,12,1,5.0,,,         3,        12,2,7.0,,0.0,2,1.0,,,,,,2,1.0,,,,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
536,07551300314,7,55,13,3,14,1,1,4,1,5,7.0,6.0,14,25,50.0,,,        12,        12,1,,1.0,8.0,2,2.0,1.0,1.0,3.0,20.0,3.0,2,3.0,3.0,1000.0,0.8,1.0,1.0,,,,,,,,,,,,2,1,3,2,,2.0,2,2,,,,,
537,07610101604,7,61,1,16,4,2,10,3,1,5,8.0,2.0,12,1,20.0,,,         2,        12,2,7.0,,0.0,2,1.0,,,,,,2,1.0,8.0,40.0,10.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,4.0,2,2,,,,,
538,12690101901,12,69,1,19,1,2,1,2,2,5,3.0,2.0,7,6,20.0,,,        12,        12,1,,4.0,6.0,2,1.0,2.0,,,,,1,,,,,,,2001.0,2.0,2.0,,-888.0,1.0,2.0,1.0,1.0,1.0,2.0,1,2,3,1,4.0,6.0,2,2,,,,,
539,05400301101,5,40,3,11,1,2,1,2,1,5,4.0,3.0,7,2,10.0,,,        12,        12,1,,5.0,16.0,2,1.0,2.0,,,,,1,,,,,,,2004.0,2.0,1.0,2.0,-888.0,1.0,2.0,3.0,10.0,1.0,3.0,1,2,3,1,7.0,6.0,2,2,,,,,
540,07520100101,7,52,1,1,1,1,1,3,1,3,7.0,7.0,14,17,5.0,,,         1,        12,1,,1.0,6.0,2,1.0,1.0,60.0,1.0,30.0,1.0,2,1.0,1.0,75.0,1.0,1.0,1.0,,,,,,,,,,,,2,2,2,2,,3.0,2,2,,,,,
541,14760500532,14,76,5,5,32,1,10,2,1,5,4.0,3.0,7,134,350.0,,,        12,        12,1,,1.0,22.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,3400.0,2600.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
542,07530300603,7,53,3,6,3,2,1,2,2,5,3.0,9.0,7,3,17.0,,,         3,        12,2,5.0,,1.0,2,888.0,,,,,,2,1.0,,60.0,60.0,2.0,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
543,07650105703,7,65,1,57,3,2,20,2,1,5,8.0,8.0,12,1,5.0,,,         3,        12,2,5.0,,0.0,2,1.0,,,,,,2,1.0,8.0,25.0,25.0,2.0,2.0,,,,,,,,,,,,2,2,3,2,,5.0,2,2,,,,,
544,06490800103,6,49,8,1,3,1,1,3,1,2,6.0,8.0,10,4,18.0,,,         1,        12,2,2.0,,10.0,2,2.0,1.0,2.0,5.0,50.0,2.0,2,1.0,4.0,35.0,-888.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,6.0,2.0,2,2,,,,,
545,04290100110,4,29,1,1,10,1,4,1,1,6,3.0,2.0,7,32,24.0,,,        12,        12,1,,1.0,22.0,1,,1.0,8.0,3.0,8.0,2.0,2,1.0,1.0,1.0,23.0,1.0,2.0,,,,,,,,,,,,1,1,1,1,1.0,1.0,1,2,,,,,
546,04230200302,4,23,2,3,2,2,1,3,1,5,6.0,19.0,11,1,700.0,,,         2,        12,2,1.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
547,03180201302,3,18,2,13,2,2,13,2,2,5,15.0,4.0,9,2,8.0,,,         2,        12,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
548,02080300404,2,8,3,4,4,2,8,2,1,3,15.0,4.0,3,3,10.0,,,        12,        12,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
549,02070101901,2,7,1,19,1,2,2,2,1,5,3.0,2.0,7,5,5.0,,,        12,        12,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
550,07551300206,7,55,13,2,6,1,1,4,2,6,3.0,3.0,8,20,20.0,,,         2,        12,2,2.0,,12.0,2,2.0,1.0,3.0,2.0,30.0,2.0,2,3.0,3.0,1000.0,100.0,1.0,1.0,,,,,,,,,,,,2,1,3,2,,3.0,2,2,,,,,
551,03180302503,3,18,3,25,3,2,14,2,1,5,3.0,3.0,9,17,30.0,,,        12,        12,1,,5.0,3.0,2,2.0,2.0,,,,,1,,,,,,,2004.0,2.0,2.0,,-888.0,4.0,2.0,4.0,0.0,2.0,5.0,1,2,3,2,,6.0,1,2,,,,,
552,04330600803,4,33,6,8,3,2,6,1,1,3,8.0,3.0,12,1,5.0,,,         2,        12,2,7.0,,888.0,2,1.0,,,,,,2,1.0,8.0,40.0,8.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,5.0,2,2,,,,,
553,05410603406,5,41,6,34,6,2,4,2,1,6,3.0,3.0,7,8,15.0,,,         1,        12,1,,1.0,10.0,1,,1.0,12.0,2.0,30.0,2.0,2,2.0,1.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,1,3,1,3.0,1.0,2,2,,,,,
554,07661900421,7,66,19,4,21,1,1,4,1,3,6.0,10.0,10,400,350.0,,,         2,        12,1,,1.0,16.0,2,1.0,1.0,3.0,1.0,30.0,1.0,2,1.0,3.0,1000.0,100.0,1.0,1.0,,,,,,,,,,,,1,1,1,1,1.0,3.0,2,2,,,,,
555,02080300102,2,8,3,1,2,2,9,2,1,5,15.0,24.0,9,4,5.0,,,        12,        12,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
556,02080300102,2,8,3,1,2,2,9,3,1,1,6.0,3.0,10,1,15.0,,,        12,        12,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
557,14760500527,14,76,5,5,27,1,7,2,1,5,4.0,3.0,7,134,350.0,,,        12,        12,1,,1.0,22.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,3400.0,2600.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
558,07610101604,7,61,1,16,4,2,10,4,1,6,15.0,1.0,7,35,50.0,,,         2,        12,1,,1.0,10.0,1,2.0,1.0,15.0,6.0,0.0,2.0,2,1.0,1.0,600.0,1.0,1.0,2.0,,,,,,,,,,,,1,1,3,2,,3.0,2,2,,,,,
559,14720100113,14,72,1,1,13,1,2,4,1,5,7.0,4.0,14,64,38.0,,,         3,        12,1,,1.0,22.0,2,1.0,1.0,3.0,2.0,30.0,1.0,2,1.0,1.0,235.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
560,04330600803,4,33,6,8,3,2,6,4,1,5,8.0,2.0,8,227,120.0,,,        12,        12,1,,1.0,18.0,2,1.0,1.0,12.0,0.0,30.0,2.0,2,1.0,1.0,3500.0,0.27,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,2.0,2,2,,,,,
561,04260801102,4,26,8,11,2,2,1,4,1,5,10.0,1.0,1,2,100.0,,,        12,        12,2,1.0,,888.0,2,888.0,,,,,,2,555.0,8.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
562,05400101201,5,40,1,12,1,2,7,2,1,5,3.0,2.0,7,2,8.0,,,         4,        12,1,,4.0,10.0,1,,2.0,,,,,1,,,,,,,1998.0,2.0,1.0,1.0,2500.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,3,2,,2.0,2,2,,,,,
563,07650101206,7,65,1,12,6,2,21,4,1,6,5.0,1.0,8,112,50.0,,,         2,        12,1,,1.0,10.0,1,3.0,1.0,8.0,2.0,0.0,3.0,2,1.0,1.0,1200.0,1.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
564,04311103311,4,31,11,33,11,2,10,3,1,1,8.0,15.0,1,23,23.0,,,         2,        12,2,1.0,,2.0,2,888.0,,,,,,2,555.0,1.0,12.0,12.0,555.0,2.0,,,,,,,,,,,,2,2,1,2,,6.0,2,2,,,,,
565,03110800110,3,11,8,1,10,1,6,3,1,1,6.0,22.0,10,5,5.0,,,        12,        12,1,,1.0,15.0,2,1.0,1.0,10.0,5.0,30.0,2.0,2,1.0,1.0,45.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
566,15710100605,15,71,1,6,5,1,1,2,1,5,14.0,6.0,7,58,80.0,,,        12,        12,1,,1.0,20.0,2,2.0,1.0,3.0,3.0,0.0,3.0,2,1.0,2.0,1380.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,2,1,3.0,2.0,1,2,,,,,
567,07551300102,7,55,13,1,2,1,1,2,1,5,7.0,5.0,14,15,12.0,,,        12,        12,2,2.0,,12.0,1,,1.0,2.0,2.0,20.0,2.0,2,3.0,3.0,100.0,0.5,1.0,1.0,,,,,,,,,,,,2,1,3,2,,3.0,2,2,,,,,
568,07520500901,7,52,5,9,1,2,17,4,1,6,10.0,1.0,7,40,40.0,,,         2,        12,1,,4.0,12.0,2,1.0,2.0,,,,,1,,,,,,,2008.0,1.0,2.0,,8000.0,1.0,1.0,1.0,2.0,1.0,1.0,1,2,3,2,,3.0,2,2,,,,,
569,07520701406,7,52,7,14,6,2,19,2,1,6,11.0,1.0,15,8,12.0,,,         3,        12,2,5.0,,888.0,2,1.0,,,,,,2,1.0,8.0,50.0,21.0,2.0,2.0,,,,,,,,,,,,2,2,3,2,,5.0,2,2,,,,,
570,05400101101,5,40,1,11,1,2,8,3,1,1,6.0,12.0,10,2,57.0,,,        12,        12,2,1.0,,0.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
571,13700101407,13,70,1,14,7,1,1,2,1,5,14.0,3.0,7,54,120.0,,,        12,        12,1,,1.0,11.0,2,3.0,1.0,8.0,5.0,0.0,3.0,2,2.0,1.0,56.0,17.0,2.0,2.0,,,,,,,,,,,,2,2,3,1,3.0,2.0,2,1,1.0,1.0,10.0,1.0,1.0
572,04380100203,4,38,1,2,3,1,3,3,1,6,6.0,15.0,10,2,60.0,,,2,        12,1,,1.0,24.0,2,3.0,1.0,30.0,1.0,0.0,3.0,2,1.0,8.0,150.0,0.27,1.0,2.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
573,07580601309,7,58,6,13,9,2,13,3,1,1,6.0,8.0,10,0,50.0,,,2,        12,2,7.0,,0.0,2,1.0,,,,,,2,1.0,9.0,80.0,10.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,5.0,2,2,,,,,
574,07530300603,7,53,3,6,3,2,1,4,1,5,3.0,1.0,7,23,60.0,,,        12,        12,1,,1.0,8.0,2,3.0,1.0,15.0,24.0,30.0,3.0,2,1.0,1.0,323.0,28.0,2.0,2.0,,,,,,,,,,,,2,2,2,2,,2.0,2,2,,,,,
575,04231301905,4,23,13,19,5,2,1,4,1,3,6.0,12.0,11,3,500.0,,,        12,        12,1,,3.0,888.0,2,888.0,2.0,,,,,2,4.0,8.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
576,03200200209,3,20,2,2,9,1,4,3,1,1,6.0,6.0,10,3,15.0,,,        12,        12,1,,1.0,14.0,1,,1.0,10.0,1.0,30.0,1.0,2,1.0,1.0,30.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,1,2,,2.0,2,2,,,,,
577,06490800103,6,49,8,1,3,1,1,2,1,5,3.0,4.0,7,15,30.0,,,         2,        12,2,2.0,,11.0,2,2.0,1.0,2.0,3.0,30.0,2.0,2,1.0,4.0,45.0,-888.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,6.0,2.0,1,2,,,,,
578,02070101901,2,7,1,19,1,2,2,4,1,4,8.0,7.0,12,10,6.0,,,         2,        12,2,1.0,,888.0,2,888.0,,,,,,2,555.0,,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
579,02100100501,2,10,1,5,1,2,7,2,1,2,15.0,5.0,9,4,3.0,,,        12,        12,1,,4.0,12.0,2,1.0,2.0,,,,,1,,,,,,,2003.0,2.0,2.0,,-888.0,5.0,1.0,1.0,6.0,1.0,2.0,2,2,3,1,7.0,6.0,2,2,,,,,
580,06470301201,6,47,3,12,1,2,1,4,2,5,15.0,11.0,7,3,7.0,,,        12,        12,2,7.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
581,07550200101,7,55,2,1,1,2,16,2,1,6,3.0,2.0,7,45,35.0,,,        12,        12,1,,1.0,14.0,2,2.0,1.0,6.0,1.0,50.0,2.0,2,1.0,1.0,550.0,1.0,555.0,2.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
582,03140400104,3,14,4,1,4,1,1,3,1,1,6.0,5.0,10,5,20.0,,,        12,        12,1,,1.0,15.0,2,1.0,1.0,9.0,2.0,30.0,1.0,2,1.0,1.0,32.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,1,2,,2.0,2,2,,,,,
583,07570901802,7,57,9,18,2,2,1,4,1,1,6.0,4.0,11,2,450.0,,,        12,        12,2,1.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
