,HHID,R_a,R_b,R_c,R_d,R_e,R4
1302,07540700315013,,1.0,,,1.0,3
1303,07540700315013,,0.0,,,0.0,4
1304,07540700315024,,,,-99.0,-99.0,1
1305,07540700315024,,,,-99.0,-99.0,2
1306,07540700315024,,,,-99.0,-99.0,3
1307,07540700315024,,,,-99.0,-99.0,4
1308,07540700315035,1.0,,,-99.0,-99.0,1
1309,07540700315035,0.0,,,0.0,0.0,2
1310,07540700315035,0.0,,,-99.0,-99.0,3
1311,07540700315035,0.0,,,-99.0,-99.0,4
1312,07540700315046,,-99.0,,,-99.0,1
1313,07540700315046,,-99.0,,,-99.0,2
1314,07540700315046,,-99.0,,,-99.0,3
1315,07540700315046,,-99.0,,,-99.0,4
1316,07540700315057,,,,-99.0,-99.0,1
1317,07540700315057,,,,-99.0,-99.0,2
1318,07540700315057,,,,-99.0,-99.0,3
1319,07540700315057,,,,-99.0,-99.0,4
1320,07540700315068,,0.0,,,-99.0,1
1321,07540700315068,,-99.0,,,-99.0,2
1322,07540700315068,,-99.0,,,-99.0,3
1323,07540700315068,,-99.0,,,-99.0,4
1324,07540700315079,,,,-99.0,-99.0,1
1325,07540700315079,,,,-99.0,-99.0,2
1326,07540700315079,,,,-99.0,-99.0,3
1327,07540700315079,,,,-99.0,-99.0,4
1328,07540700315090,1.0,-99.0,,,-99.0,1
1329,07540700315090,1.0,-99.0,,,-99.0,2
1330,07540700315090,1.0,-99.0,,,-99.0,3
1331,07540700315090,0.0,-99.0,,,-99.0,4
1332,07540700315112,,-99.0,,-99.0,-99.0,1
1333,07540700315112,,-99.0,,-99.0,-99.0,2
1334,07540700315112,,-99.0,,-99.0,-99.0,3
1335,07540700315112,,-99.0,,-99.0,-99.0,4
1336,07540700315123,,,-99.0,,0.0,1
1337,07540700315123,,,-99.0,,0.0,2
1338,07540700315123,,,-99.0,,0.0,3
1339,07540700315123,,,-99.0,,0.0,4
1340,07550200109015,,,-99.0,,,1
1341,07550200109015,,,-99.0,,,2
1342,07550200109015,,,-99.0,,,3
1343,07550200109015,,,-99.0,,,4
1344,07550200109033,,-99.0,0.0,,-99.0,1
1345,07550200109033,,-99.0,0.0,,-99.0,2
1346,07550200109033,,-99.0,0.0,,-99.0,3
1347,07550200109033,,-99.0,0.0,,-99.0,4
1348,07550200109051,,-99.0,,,-99.0,1
1349,07550200109051,,-99.0,,,-99.0,2
1350,07550200109051,,-99.0,,,-99.0,3
1351,07550200109051,,-99.0,,,-99.0,4
1352,07550200109069,,,0.0,-99.0,,1
1353,07550200109069,,,0.0,-99.0,,2
1354,07550200109069,,,0.0,-99.0,,3
1355,07550200109069,,,0.0,-99.0,,4
1356,07550200109087,,,,-99.0,,1
1357,07550200109087,,,,-99.0,,2
1358,07550200109087,,,,-99.0,,3
1359,07550200109087,,,,0.0,,4
1360,07550200109105,,-99.0,,,-99.0,1
1361,07550200109105,,-99.0,,,-99.0,2
1362,07550200109105,,-99.0,,,-99.0,3
1363,07550200109105,,-99.0,,,-99.0,4
1364,07550200109123,,-99.0,,,,1
1365,07550200109123,,-99.0,,,,2
1366,07550200109123,,-99.0,,,,3
1367,07550200109123,,-99.0,,,,4
1368,07550200109141,,-99.0,,,,1
1369,07550200109141,,-99.0,,,,2
1370,07550200109141,,0.0,,,,3
1371,07550200109141,,-99.0,,,,4
1372,07550200109177,0.0,,,,0.0,1
1373,07550200109177,0.0,,,,0.0,2
1374,07550200109177,0.0,,,,0.0,3
1375,07550200109177,0.0,,,,0.0,4
1376,07551300102003,,,-99.0,,-99.0,1
1377,07551300102003,,,-99.0,,-99.0,2
1378,07551300102003,,,-99.0,,-99.0,3
1379,07551300102003,,,-99.0,,-99.0,4
1380,07551300102041,,,-99.0,,-99.0,1
1381,07551300102041,,,-99.0,,-99.0,2
1382,07551300102041,,,-99.0,,-99.0,3
1383,07551300102041,,,-99.0,,-99.0,4
1384,07551300102060,,-99.0,,-99.0,-99.0,1
1385,07551300102060,,-99.0,,-99.0,-99.0,2
1386,07551300102060,,-99.0,,-99.0,-99.0,3
1387,07551300102060,,-99.0,,-99.0,-99.0,4
1388,07551300102079,,,,-99.0,-99.0,1
1389,07551300102079,,,,-99.0,-99.0,2
1390,07551300102079,,,,-99.0,-99.0,3
1391,07551300102079,,,,-99.0,-99.0,4
1392,07551300102117,,-99.0,,,,1
1393,07551300102117,,-99.0,,,,2
1394,07551300102117,,-99.0,,,,3
1395,07551300102117,,-99.0,,,,4
1396,07551300102155,,-99.0,-99.0,,-99.0,1
1397,07551300102155,,-99.0,-99.0,,-99.0,2
1398,07551300102155,,-99.0,-99.0,,-99.0,3
1399,07551300102155,,-99.0,-99.0,,-99.0,4
1400,07551300102174,,-99.0,,-99.0,-99.0,1
1401,07551300102174,,-99.0,,-99.0,-99.0,2
1402,07551300102174,,-99.0,,-99.0,-99.0,3
1403,07551300102174,,-99.0,,-99.0,-99.0,4
1404,07551300102193,,-99.0,,-99.0,-99.0,1
1405,07551300102193,,-99.0,,-99.0,-99.0,2
1406,07551300102193,,-99.0,,-99.0,-99.0,3
1407,07551300102193,,-99.0,,-99.0,-99.0,4
1408,07551300102212,,-99.0,,,-99.0,1
1409,07551300102212,,-99.0,,,-99.0,2
1410,07551300102212,,-99.0,,,-99.0,3
1411,07551300102212,,-99.0,,,-99.0,4
1412,07551300314002,,,,-99.0,-99.0,1
1413,07551300314002,,,,-99.0,-99.0,2
1414,07551300314002,,,,-99.0,-99.0,3
1415,07551300314002,,,,-99.0,-99.0,4
1416,07551300314019,,,-99.0,-99.0,-99.0,1
1417,07551300314019,,,-99.0,-99.0,-99.0,2
1418,07551300314019,,,-99.0,-99.0,-99.0,3
1419,07551300314019,,,-99.0,-99.0,-99.0,4
1420,07551300314036,,-99.0,,-99.0,-99.0,1
1421,07551300314036,,-99.0,,-99.0,-99.0,2
1422,07551300314036,,-99.0,,-99.0,-99.0,3
1423,07551300314036,,-99.0,,-99.0,-99.0,4
1424,07551300314053,,,-99.0,,,1
1425,07551300314053,,,-99.0,,,2
1426,07551300314053,,,-99.0,,,3
1427,07551300314053,,,-99.0,,,4
1428,07551300314070,,,,-99.0,-99.0,1
1429,07551300314070,,,,-99.0,-99.0,2
1430,07551300314070,,,,-99.0,-99.0,3
1431,07551300314070,,,,-99.0,-99.0,4
1432,07551300314087,,-99.0,,,,1
1433,07551300314087,,-99.0,,,,2
1434,07551300314087,,-99.0,,,,3
1435,07551300314087,,-99.0,,,,4
1436,07551300314104,,-99.0,,,-99.0,1
1437,07551300314104,,-99.0,,,-99.0,2
1438,07551300314104,,-99.0,,,-99.0,3
1439,07551300314104,,-99.0,,,-99.0,4
1440,07551300314121,,-99.0,-99.0,,-99.0,1
1441,07551300314121,,-99.0,-99.0,,-99.0,2
1442,07551300314121,,-99.0,-99.0,,-99.0,3
1443,07551300314121,,-99.0,-99.0,,-99.0,4
1444,07551300314138,,,-99.0,,,1
1445,07551300314138,,,-99.0,,,2
1446,07551300314138,,,-99.0,,,3
1447,07551300314138,,,-99.0,,,4
1448,07551300314155,,-99.0,-99.0,-99.0,-99.0,1
1449,07551300314155,,-99.0,-99.0,-99.0,-99.0,2
1450,07551300314155,,-99.0,-99.0,-99.0,-99.0,3
1451,07551300314155,,-99.0,-99.0,-99.0,-99.0,4
1452,07551300314172,,,,-99.0,,1
1453,07551300314172,,,,-99.0,,2
1454,07551300314172,,,,-99.0,,3
1455,07551300314172,,,,-99.0,,4
1456,07560200303097,,,-99.0,-99.0,-99.0,1
1457,07560200303097,,,-99.0,-99.0,-99.0,2
1458,07560200303097,,,-99.0,-99.0,-99.0,3
1459,07560200303097,,,-99.0,-99.0,-99.0,4
1460,07560200303129,,-99.0,-99.0,-99.0,-99.0,1
1461,07560200303129,,-99.0,-99.0,-99.0,-99.0,2
1462,07560200303129,,-99.0,-99.0,-99.0,-99.0,3
1463,07560200303129,,-99.0,-99.0,-99.0,-99.0,4
1464,07560200303145,,-99.0,,-99.0,-99.0,1
1465,07560200303145,,-99.0,,-99.0,-99.0,2
1466,07560200303145,,-99.0,,-99.0,-99.0,3
1467,07560200303145,,-99.0,,-99.0,-99.0,4
1468,07560200303161,,-99.0,,,-99.0,1
1469,07560200303161,,-99.0,,,-99.0,2
1470,07560200303161,,-99.0,,,-99.0,3
1471,07560200303161,,-99.0,,,-99.0,4
1472,07580100101001,,-99.0,,-99.0,-99.0,1
1473,07580100101001,,-99.0,,-99.0,-99.0,2
1474,07580100101001,,-99.0,,-99.0,-99.0,3
1475,07580100101001,,-99.0,,-99.0,-99.0,4
1476,07580100101009,1.0,,,,,1
1477,07580100101009,1.0,,,,,2
1478,07580100101009,0.0,,,,,3
1479,07580100101009,0.0,,,,,4
1480,07580100101111,,,,-99.0,-99.0,1
1481,07580100101111,,,,-99.0,-99.0,2
1482,07580100101111,,,,-99.0,-99.0,3
1483,07580100101111,,,,-99.0,-99.0,4
1484,07580100101129,,,,,-99.0,1
1485,07580100101129,,,,,-99.0,2
1486,07580100101129,,,,,-99.0,3
1487,07580100101129,,,,,-99.0,4
1488,07581600112133,0.0,0.0,,,,1
1489,07581600112133,0.0,0.0,,,,2
1490,07581600112133,0.0,0.0,,,,3
1491,07581600112133,-99.0,-99.0,,,,4
1492,07581600302024,,,,-99.0,,1
1493,07581600302024,,,,-99.0,,2
1494,07581600302024,,,,-99.0,,3
1495,07581600302024,,,,-99.0,,4
1496,07581600302040,,-99.0,,-99.0,-99.0,1
1497,07581600302040,,-99.0,,-99.0,-99.0,2
1498,07581600302040,,-99.0,,-99.0,-99.0,3
1499,07581600302040,,-99.0,,-99.0,-99.0,4
1500,07581600302056,,-99.0,,-99.0,-99.0,1
1501,07581600302056,,-99.0,,-99.0,-99.0,2
1502,07581600302056,,-99.0,,-99.0,-99.0,3
1503,07581600302056,,-99.0,,-99.0,-99.0,4
1504,07581600302088,0.0,-99.0,-99.0,-99.0,-99.0,1
1505,07581600302088,0.0,-99.0,-99.0,-99.0,-99.0,2
1506,07581600302088,0.0,-99.0,-99.0,-99.0,-99.0,3
1507,07581600302088,0.0,-99.0,-99.0,-99.0,-99.0,4
1508,07581600302120,,,-99.0,-99.0,,1
1509,07581600302120,,,-99.0,-99.0,,2
1510,07581600302120,,,-99.0,-99.0,,3
1511,07581600302120,,,-99.0,-99.0,,4
1512,07581600302136,,,,-99.0,-99.0,1
1513,07581600302136,,,,-99.0,-99.0,2
1514,07581600302136,,,,-99.0,-99.0,3
1515,07581600302136,,,,-99.0,-99.0,4
1516,07581600302152,,-99.0,-99.0,-99.0,-99.0,1
1517,07581600302152,,-99.0,-99.0,-99.0,-99.0,2
1518,07581600302152,,-99.0,-99.0,-99.0,-99.0,3
1519,07581600302152,,-99.0,-99.0,-99.0,-99.0,4
1520,07581600302168,,-99.0,,-99.0,-99.0,1
1521,07581600302168,,-99.0,,-99.0,-99.0,2
1522,07581600302168,,-99.0,,-99.0,-99.0,3
1523,07581600302168,,-99.0,,-99.0,-99.0,4
1524,07581600302184,,,,,-99.0,1
1525,07581600302184,,,,,-99.0,2
1526,07581600302184,,,,,-99.0,3
1527,07581600302184,,,,,-99.0,4
1528,07581600407008,,-99.0,,-99.0,-99.0,1
1529,07581600407008,,-99.0,,-99.0,-99.0,2
1530,07581600407008,,-99.0,,-99.0,-99.0,3
1531,07581600407008,,-99.0,,-99.0,-99.0,4
1532,07581600407023,,-99.0,1.0,-99.0,-99.0,1
1533,07581600407023,,-99.0,0.0,-99.0,-99.0,2
1534,07581600407023,,-99.0,0.0,-99.0,-99.0,3
1535,07581600407023,,-99.0,0.0,-99.0,-99.0,4
1536,07581600407038,,-99.0,-99.0,-99.0,-99.0,1
1537,07581600407038,,-99.0,-99.0,-99.0,-99.0,2
1538,07581600407038,,-99.0,-99.0,-99.0,-99.0,3
1539,07581600407038,,-99.0,-99.0,-99.0,-99.0,4
1540,07581600407053,,-99.0,,,,1
1541,07581600407053,,-99.0,,,,2
1542,07581600407053,,-99.0,,,,3
1543,07581600407053,,-99.0,,,,4
1544,07581600407068,,,,-99.0,-99.0,1
1545,07581600407068,,,,-99.0,-99.0,2
1546,07581600407068,,,,-99.0,-99.0,3
1547,07581600407068,,,,-99.0,-99.0,4
1548,07581600407098,-99.0,-99.0,,-99.0,-99.0,1
1549,07581600407098,-99.0,-99.0,,-99.0,-99.0,2
1550,07581600407098,-99.0,-99.0,,-99.0,-99.0,3
1551,07581600407098,-99.0,-99.0,,-99.0,-99.0,4
1552,07581600407113,,,,-99.0,-99.0,1
1553,07581600407113,,,,-99.0,-99.0,2
1554,07581600407113,,,,-99.0,-99.0,3
1555,07581600407113,,,,-99.0,-99.0,4
1556,07581600407128,,-99.0,,-99.0,-99.0,1
1557,07581600407128,,-99.0,,-99.0,-99.0,2
1558,07581600407128,,-99.0,,-99.0,-99.0,3
1559,07581600407128,,-99.0,,-99.0,-99.0,4
1560,07581600407143,,,,-99.0,-99.0,1
1561,07581600407143,,,,-99.0,-99.0,2
1562,07581600407143,,,,-99.0,-99.0,3
1563,07581600407143,,,,-99.0,-99.0,4
1564,07581600407158,,-99.0,-99.0,-99.0,-99.0,1
1565,07581600407158,,-99.0,-99.0,-99.0,-99.0,2
1566,07581600407158,,-99.0,-99.0,-99.0,-99.0,3
1567,07581600407158,,-99.0,-99.0,-99.0,-99.0,4
1568,07581600407173,,-99.0,,,,1
1569,07581600407173,,-99.0,,,,2
1570,07581600407173,,-99.0,,,,3
1571,07581600407173,,-99.0,,,,4
1572,07590700102108,,-99.0,,,,1
1573,07590700102108,,-99.0,,,,2
1574,07590700102108,,-99.0,,,,3
1575,07590700102108,,-99.0,,,,4
1576,07590700102125,,1.0,-99.0,-99.0,-99.0,1
1577,07590700102125,,1.0,-99.0,-99.0,-99.0,2
1578,07590700102125,,0.0,-99.0,-99.0,-99.0,3
1579,07590700102125,,0.0,-99.0,-99.0,-99.0,4
1580,07590700102159,,-99.0,-99.0,-99.0,-99.0,1
1581,07590700102159,,-99.0,-99.0,-99.0,-99.0,2
1582,07590700102159,,-99.0,-99.0,-99.0,-99.0,3
1583,07590700102159,,-99.0,-99.0,-99.0,-99.0,4
1584,07590700102176,,-99.0,,0.0,-99.0,1
1585,07590700102176,,-99.0,,0.0,-99.0,2
1586,07590700102176,,-99.0,,0.0,-99.0,3
1587,07590700102176,,-99.0,,0.0,-99.0,4
1588,07590700102193,,,-99.0,,-99.0,1
1589,07590700102193,,,-99.0,,-99.0,2
1590,07590700102193,,,-99.0,,-99.0,3
1591,07590700102193,,,-99.0,,-99.0,4
1592,07600102304012,,,,,1.0,1
1593,07600102304012,,,,,0.0,2
1594,07600102304012,,,,,1.0,3
1595,07600102304012,,,,,0.0,4
1596,07620300101002,-99.0,-99.0,,-99.0,-99.0,1
1597,07620300101002,-99.0,-99.0,,-99.0,-99.0,2
1598,07620300101002,0.0,-99.0,,-99.0,-99.0,3
1599,07620300101002,-99.0,-99.0,,-99.0,-99.0,4
1600,07620300101004,,,,,-99.0,1
1601,07620300101004,,,,,-99.0,2
1602,07620300101004,,,,,-99.0,3
1603,07620300101004,,,,,-99.0,4
1604,07620300101007,,-99.0,,-99.0,-99.0,1
1605,07620300101007,,-99.0,,-99.0,-99.0,2
1606,07620300101007,,-99.0,,-99.0,-99.0,3
1607,07620300101007,,-99.0,,-99.0,-99.0,4
1608,07620300101020,,-99.0,,-99.0,-99.0,1
1609,07620300101020,,-99.0,,-99.0,-99.0,2
1610,07620300101020,,-99.0,,-99.0,-99.0,3
1611,07620300101020,,-99.0,,-99.0,-99.0,4
1612,07620300101038,,,,1.0,1.0,1
1613,07620300101038,,,,1.0,1.0,2
1614,07620300101038,,,,1.0,1.0,3
1615,07620300101038,,,,0.0,0.0,4
1616,07630101203071,0.0,,,,,1
1617,07630101203071,0.0,,,,,2
1618,07630101203071,0.0,,,,,3
1619,07630101203071,0.0,,,,,4
1620,07661900106001,,-99.0,-99.0,-99.0,-99.0,1
1621,07661900106001,,-99.0,-99.0,-99.0,-99.0,2
1622,07661900106001,,-99.0,-99.0,-99.0,-99.0,3
1623,07661900106001,,-99.0,-99.0,-99.0,-99.0,4
1624,07661900106002,,,,,-99.0,1
1625,07661900106002,,,,,-99.0,2
1626,07661900106002,,,,,-99.0,3
1627,07661900106002,,,,,-99.0,4
1628,07661900106003,0.0,-99.0,0.0,-99.0,-99.0,1
1629,07661900106003,1.0,-99.0,2.0,-99.0,-99.0,2
1630,07661900106003,0.0,-99.0,0.0,-99.0,-99.0,3
1631,07661900106003,0.0,-99.0,0.0,-99.0,-99.0,4
1632,07661900106004,,-99.0,,,-99.0,1
1633,07661900106004,,-99.0,,,-99.0,2
1634,07661900106004,,-99.0,,,-99.0,3
1635,07661900106004,,-99.0,,,-99.0,4
1636,07661900106005,,-99.0,,-99.0,-99.0,1
1637,07661900106005,,-99.0,,-99.0,-99.0,2
1638,07661900106005,,-99.0,,-99.0,-99.0,3
1639,07661900106005,,-99.0,,-99.0,-99.0,4
1640,07661900106006,1.0,-99.0,,-99.0,-99.0,1
1641,07661900106006,1.0,-99.0,,-99.0,-99.0,2
1642,07661900106006,1.0,-99.0,,-99.0,-99.0,3
1643,07661900106006,0.0,-99.0,,-99.0,-99.0,4
1644,07661900106007,,-99.0,-99.0,-99.0,-99.0,1
1645,07661900106007,,-99.0,-99.0,-99.0,-99.0,2
1646,07661900106007,,-99.0,-99.0,-99.0,-99.0,3
1647,07661900106007,,-99.0,-99.0,-99.0,-99.0,4
1648,07661900106009,,,,,-99.0,1
1649,07661900106009,,,,,-99.0,2
1650,07661900106009,,,,,-99.0,3
1651,07661900106009,,,,,-99.0,4
1652,07661900106010,-99.0,-99.0,,-99.0,-99.0,1
1653,07661900106010,-99.0,-99.0,,-99.0,-99.0,2
1654,07661900106010,-99.0,-99.0,,-99.0,-99.0,3
1655,07661900106010,-99.0,-99.0,,-99.0,-99.0,4
1656,07661900106011,,-99.0,-99.0,,-99.0,1
1657,07661900106011,,-99.0,-99.0,,-99.0,2
1658,07661900106011,,-99.0,-99.0,,-99.0,3
1659,07661900106011,,-99.0,-99.0,,-99.0,4
1660,07661900106012,,-99.0,,-99.0,-99.0,1
1661,07661900106012,,-99.0,,-99.0,-99.0,2
1662,07661900106012,,-99.0,,-99.0,-99.0,3
1663,07661900106012,,-99.0,,0.0,-99.0,4
1664,07661900421004,,-99.0,,-99.0,-99.0,1
1665,07661900421004,,-99.0,,-99.0,0.0,2
1666,07661900421004,,-99.0,,-99.0,-99.0,3
1667,07661900421004,,-99.0,,-99.0,-99.0,4
1668,07661900421013,,-99.0,,,0.0,1
1669,07661900421013,,-99.0,,,0.0,2
1670,07661900421013,,-99.0,,,0.0,3
1671,07661900421013,,-99.0,,,0.0,4
1672,07661900421022,,-99.0,-99.0,-99.0,-99.0,1
1673,07661900421022,,-99.0,-99.0,-99.0,-99.0,2
1674,07661900421022,,-99.0,-99.0,-99.0,-99.0,3
1675,07661900421022,,-99.0,-99.0,-99.0,-99.0,4
1676,07661900421031,,-99.0,,-99.0,-99.0,1
1677,07661900421031,,-99.0,,-99.0,-99.0,2
1678,07661900421031,,-99.0,,-99.0,-99.0,3
1679,07661900421031,,-99.0,,-99.0,-99.0,4
1680,07661900421040,0.0,,,-99.0,-99.0,1
1681,07661900421040,0.0,,,-99.0,-99.0,2
1682,07661900421040,0.0,,,-99.0,-99.0,3
1683,07661900421040,0.0,,,-99.0,-99.0,4
1684,07661900421049,,-99.0,,-99.0,-99.0,1
1685,07661900421049,,-99.0,,-99.0,-99.0,2
1686,07661900421049,,-99.0,,-99.0,-99.0,3
1687,07661900421049,,-99.0,,-99.0,-99.0,4
1688,07661900421058,,-99.0,,-99.0,-99.0,1
1689,07661900421058,,-99.0,,-99.0,-99.0,2
1690,07661900421058,,-99.0,,-99.0,-99.0,3
1691,07661900421058,,-99.0,,-99.0,-99.0,4
1692,07661900421067,,,,-99.0,-99.0,1
1693,07661900421067,,,,-99.0,-99.0,2
1694,07661900421067,,,,-99.0,-99.0,3
1695,07661900421067,,,,-99.0,-99.0,4
1696,07661900421076,,,,-99.0,-99.0,1
1697,07661900421076,,,,-99.0,-99.0,2
1698,07661900421076,,,,-99.0,-99.0,3
1699,07661900421076,,,,-99.0,-99.0,4
1700,07661900421094,,,,,,1
1701,07661900421094,,,,,,2
1702,07661900421094,,,,,,3
1703,07661900421094,,,,,,4
1704,07661900421103,,,,,,1
1705,07661900421103,,,,,,2
1706,07661900421103,,,,,,3
1707,07661900421103,,,,,,4
1708,07661900703011,,-99.0,,,-99.0,1
1709,07661900703011,,-99.0,,,-99.0,2
1710,07661900703011,,-99.0,,,-99.0,3
1711,07661900703011,,-99.0,,,-99.0,4
1712,07661900703012,,-99.0,,-99.0,,1
1713,07661900703012,,-99.0,,-99.0,,2
1714,07661900703012,,-99.0,,-99.0,,3
1715,07661900703012,,-99.0,,-99.0,,4
1716,07661900703038,,,,-99.0,,1
1717,07661900703038,,,,-99.0,,2
1718,07661900703038,,,,-99.0,,3
1719,07661900703038,,,,-99.0,,4
1720,07661900703092,,,,-99.0,,1
1721,07661900703092,,,,-99.0,,2
1722,07661900703092,,,,-99.0,,3
1723,07661900703092,,,,-99.0,,4
1724,07661900703182,,,,-99.0,-99.0,1
1725,07661900703182,,,,-99.0,-99.0,2
1726,07661900703182,,,,-99.0,-99.0,3
1727,07661900703182,,,,-99.0,-99.0,4
1728,07661900703200,,-99.0,-99.0,,-99.0,1
1729,07661900703200,,-99.0,-99.0,,-99.0,2
1730,07661900703200,,-99.0,-99.0,,-99.0,3
1731,07661900703200,,-99.0,-99.0,,-99.0,4
1732,12670600303002,,0.0,,,,1
1733,12670600303002,,1.0,,,,2
1734,12670600303002,,0.0,,,,3
1735,12670600303002,,0.0,,,,4
1736,14720100113012,,,,,0.0,1
1737,14720100113012,,,,,0.0,2
1738,14720100113012,,,,,0.0,3
1739,14720100113012,,,,,0.0,4
1740,14720100113013,0.0,,,,,1
1741,14720100113013,0.0,,,,,2
1742,14720100113013,0.0,,,,,3
1743,14720100113013,0.0,,,,,4
1744,14720100211017,0.0,,,,,1
1745,14720100211017,0.0,,,,,2
1746,14720100211017,0.0,,,,,3
1747,14720100211017,0.0,,,,,4
1748,14720100222003,0.0,,,,0.0,1
1749,14720100222003,0.0,,,,0.0,2
1750,14720100222003,0.0,,,,0.0,3
1751,14720100222003,0.0,,,,0.0,4
1752,14720100222004,,,0.0,,,1
1753,14720100222004,,,0.0,,,2
1754,14720100222004,,,0.0,,,3
1755,14720100222004,,,0.0,,,4
1756,14720100222005,0.0,,,,,1
1757,14720100222005,0.0,,,,,2
1758,14720100222005,0.0,,,,,3
1759,14720100222005,0.0,,,,,4
1760,14720100315003,0.0,,,,,1
1761,14720100315003,0.0,,,,,2
1762,14720100315003,0.0,,,,,3
1763,14720100315003,0.0,,,,,4
1764,14720100315005,0.0,,,,,1
1765,14720100315005,0.0,,,,,2
1766,14720100315005,0.0,,,,,3
1767,14720100315005,0.0,,,,,4
1768,14720100315054,,0.0,,,,1
1769,14720100315054,,0.0,,,,2
1770,14720100315054,,0.0,,,,3
1771,14720100315054,,0.0,,,,4
1772,14720100315131,,,0.0,,,1
1773,14720100315131,,,0.0,,,2
1774,14720100315131,,,0.0,,,3
1775,14720100315131,,,0.0,,,4
1776,14720100326012,0.0,,,,,1
1777,14720100326012,1.0,,,,,2
1778,14720100326012,0.0,,,,,3
1779,14720100326012,0.0,,,,,4
1780,14720100406003,,,,,0.0,1
1781,14720100406003,,,,,0.0,2
1782,14720100406003,,,,,0.0,3
1783,14720100406003,,,,,0.0,4
1784,14720100406005,,,,,0.0,1
1785,14720100406005,,,,,0.0,2
1786,14720100406005,,,,,0.0,3
1787,14720100406005,,,,,0.0,4
1788,14720100406010,,,,,0.0,1
1789,14720100406010,,,,,0.0,2
1790,14720100406010,,,,,0.0,3
1791,14720100406010,,,,,0.0,4
1792,14720100549054,,,,,0.0,1
1793,14720100549054,,,,,0.0,2
1794,14720100549054,,,,,1.0,3
1795,14720100549054,,,,,0.0,4
1796,14720100560001,0.0,,,0.0,0.0,1
1797,14720100560001,0.0,,,1.0,0.0,2
1798,14720100560001,0.0,,,1.0,0.0,3
1799,14720100560001,0.0,,,1.0,0.0,4
1800,14720100560024,0.0,,,,,1
1801,14720100560024,0.0,,,,,2
1802,14720100560024,0.0,,,,,3
1803,14720100560024,0.0,,,,,4
1804,14720100560059,0.0,,,,,1
1805,14720100560059,0.0,,,,,2
1806,14720100560059,0.0,,,,,3
1807,14720100560059,0.0,,,,,4
1808,14720100560073,0.0,,,,,1
1809,14720100560073,1.0,,,,,2
1810,14720100560073,1.0,,,,,3
1811,14720100560073,1.0,,,,,4
1812,14720100633008,0.0,,,,,1
1813,14720100633008,0.0,,,,,2
1814,14720100633008,0.0,,,,,3
1815,14720100633008,0.0,,,,,4
1816,14720100633019,0.0,,0.0,,,1
1817,14720100633019,0.0,,0.0,,,2
1818,14720100633019,0.0,,0.0,,,3
1819,14720100633019,0.0,,0.0,,,4
1820,14720100633052,,,0.0,,,1
1821,14720100633052,,,0.0,,,2
1822,14720100633052,,,0.0,,,3
1823,14720100633052,,,0.0,,,4
1824,14720100633058,0.0,,,,,1
1825,14720100633058,0.0,,,,,2
1826,14720100633058,0.0,,,,,3
1827,14720100633058,0.0,,,,,4
1828,14720100702016,0.0,0.0,0.0,,,1
1829,14720100702016,0.0,0.0,0.0,,,2
1830,14720100702016,0.0,0.0,0.0,,,3
1831,14720100702016,0.0,0.0,0.0,,,4
1832,14730200238041,0.0,0.0,1.0,1.0,0.0,1
1833,14730200238041,0.0,0.0,1.0,0.0,0.0,2
1834,14730200238041,1.0,0.0,1.0,0.0,0.0,3
1835,14730200238041,0.0,0.0,0.0,0.0,0.0,4
1836,14730200238060,0.0,,0.0,,,1
1837,14730200238060,2.0,,1.0,,,2
1838,14730200238060,0.0,,0.0,,,3
1839,14730200238060,0.0,,0.0,,,4
1840,14730200238136,0.0,,0.0,,,1
1841,14730200238136,1.0,,1.0,,,2
1842,14730200238136,0.0,,0.0,,,3
1843,14730200238136,0.0,,0.0,,,4
1844,14730200238212,0.0,,,,0.0,1
1845,14730200238212,1.0,,,,1.0,2
1846,14730200238212,0.0,,,,0.0,3
1847,14730200238212,0.0,,,,0.0,4
1848,14730200527003,,0.0,,,,1
1849,14730200527003,,0.0,,,,2
1850,14730200527003,,0.0,,,,3
1851,14730200527003,,0.0,,,,4
1852,14730200527005,,0.0,0.0,0.0,,1
1853,14730200527005,,0.0,0.0,0.0,,2
1854,14730200527005,,0.0,0.0,0.0,,3
1855,14730200527005,,0.0,0.0,0.0,,4
1856,14730200833123,,,0.0,,,1
1857,14730200833123,,,1.0,,,2
1858,14730200833123,,,0.0,,,3
1859,14730200833123,,,0.0,,,4
1860,14730200833157,0.0,,,,,1
1861,14730200833157,1.0,,,,,2
1862,14730200833157,0.0,,,,,3
1863,14730200833157,0.0,,,,,4
1864,14740300273005,,,,,0.0,1
1865,14740300273005,,,,,1.0,2
1866,14740300273005,,,,,0.0,3
1867,14740300273005,,,,,0.0,4
1868,14740300546037,1.0,,,,,1
1869,14740300546037,1.0,,,,,2
1870,14740300546037,0.0,,,,,3
1871,14740300546037,1.0,,,,,4
1872,14740300546049,0.0,,,,,1
1873,14740300546049,1.0,,,,,2
1874,14740300546049,0.0,,,,,3
1875,14740300546049,0.0,,,,,4
1876,14740300546097,,,,,0.0,1
1877,14740300546097,,,,,1.0,2
1878,14740300546097,,,,,0.0,3
1879,14740300546097,,,,,0.0,4
1880,14740300546109,0.0,,,,,1
1881,14740300546109,1.0,,,,,2
1882,14740300546109,0.0,,,,,3
1883,14740300546109,0.0,,,,,4
1884,14740300546133,,,,,0.0,1
1885,14740300546133,,,,,0.0,2
