,HHID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,HI_7new,HI_14,eaid,A0,zone_csa,wereda_name
2466,06470305101010,6,47,3,51,1,2,10,14/02/17,6030388805101.0,2,3,ASOSA
2467,06470305101011,6,47,3,51,1,2,11,13/02/17,6030388805101.0,4,3,ASOSA
2468,06470305101012,6,47,3,51,1,2,12,14/02/17,6030388805101.0,1,3,ASOSA
2469,06480200101001,6,48,2,1,1,1,1,25/01/17,6040210100101.0,5,4,SIRBA ABAY
2470,06480200101002,6,48,2,1,1,1,2,24/01/17,6040210100101.0,3,4,SIRBA ABAY
2471,06480200101003,6,48,2,1,1,1,3,24/01/17,6040210100101.0,1,4,SIRBA ABAY
2472,06480200101004,6,48,2,1,1,1,4,24/01/17,6040210100101.0,4,4,SIRBA ABAY
2473,06480200101005,6,48,2,1,1,1,5,24/01/17,6040210100101.0,4,4,SIRBA ABAY
2474,06480200101006,6,48,2,1,1,1,6,27/01/17,6040210100101.0,3,4,SIRBA ABAY
2475,06480200101007,6,48,2,1,1,1,7,24/01/17,6040210100101.0,2,4,SIRBA ABAY
2476,06480200101008,6,48,2,1,1,1,8,24/01/17,6040210100101.0,2,4,SIRBA ABAY
2477,06480200101009,6,48,2,1,1,1,9,24/01/17,6040210100101.0,4,4,SIRBA ABAY
2478,06480200101010,6,48,2,1,1,1,10,24/01/17,6040210100101.0,2,4,SIRBA ABAY
2479,06480200101011,6,48,2,1,1,1,11,24/01/17,6040210100101.0,3,4,SIRBA ABAY
2480,06480200101012,6,48,2,1,1,1,12,24/01/17,6040210100101.0,5,4,SIRBA ABAY
2481,06480201401001,6,48,2,14,1,2,1,14/02/17,6040288801401.0,3,4,SIRBA ABAY
2482,06480201401002,6,48,2,14,1,2,2,14/02/17,6040288801401.0,5,4,SIRBA ABAY
2483,06480201401003,6,48,2,14,1,2,3,14/02/17,6040288801401.0,1,4,SIRBA ABAY
2484,06480201401004,6,48,2,14,1,2,4,14/02/17,6040288801401.0,4,4,SIRBA ABAY
2485,06480201401005,6,48,2,14,1,2,5,14/02/17,6040288801401.0,8,4,SIRBA ABAY
2486,06480201401006,6,48,2,14,1,2,6,14/02/17,6040288801401.0,9,4,SIRBA ABAY
2487,06480201401007,6,48,2,14,1,2,7,14/02/17,6040288801401.0,5,4,SIRBA ABAY
2488,06480201401008,6,48,2,14,1,2,8,14/02/17,6040288801401.0,6,4,SIRBA ABAY
2489,06480201401009,6,48,2,14,1,2,9,14/02/17,6040288801401.0,5,4,SIRBA ABAY
2490,06480201401010,6,48,2,14,1,2,10,14/02/17,6040288801401.0,4,4,SIRBA ABAY
2491,06480201401011,6,48,2,14,1,2,11,14/02/17,6040288801401.0,5,4,SIRBA ABAY
2492,06480201401012,6,48,2,14,1,2,12,14/02/17,6040288801401.0,5,4,SIRBA ABAY
2493,06490800103001,6,49,8,1,3,1,1,14/02/17,6060810100103.0,5,6,MAOKOMO SPECIAL
2494,06490800103002,6,49,8,1,3,1,2,14/02/17,6060810100103.0,3,6,MAOKOMO SPECIAL
2495,06490800103003,6,49,8,1,3,1,3,14/02/17,6060810100103.0,6,6,MAOKOMO SPECIAL
2496,06490800103004,6,49,8,1,3,1,4,14/02/17,6060810100103.0,5,6,MAOKOMO SPECIAL
2497,06490800103005,6,49,8,1,3,1,5,14/02/17,6060810100103.0,1,6,MAOKOMO SPECIAL
2498,06490800103006,6,49,8,1,3,1,6,15/02/17,6060810100103.0,3,6,MAOKOMO SPECIAL
2499,06490800103007,6,49,8,1,3,1,7,15/02/17,6060810100103.0,6,6,MAOKOMO SPECIAL
2500,06490800103008,6,49,8,1,3,1,8,15/02/17,6060810100103.0,7,6,MAOKOMO SPECIAL
2501,06490800103009,6,49,8,1,3,1,9,15/02/17,6060810100103.0,4,6,MAOKOMO SPECIAL
2502,06490800103010,6,49,8,1,3,1,10,15/02/17,6060810100103.0,4,6,MAOKOMO SPECIAL
2503,06490800103011,6,49,8,1,3,1,11,17/02/17,6060810100103.0,2,6,MAOKOMO SPECIAL
2504,06490800103012,6,49,8,1,3,1,12,17/02/17,6060810100103.0,3,6,MAOKOMO SPECIAL
2505,07500600204010,7,50,6,2,4,2,10,02/02/17,7010688800204.0,7,1,MESKAN
2506,07500600204024,7,50,6,2,4,2,24,03/02/17,7010688800204.0,6,1,MESKAN
2507,07500600204038,7,50,6,2,4,2,38,03/02/17,7010688800204.0,4,1,MESKAN
2508,07500600204052,7,50,6,2,4,2,52,03/02/17,7010688800204.0,3,1,MESKAN
2509,07500600204066,7,50,6,2,4,2,66,03/02/17,7010688800204.0,7,1,MESKAN
2510,07500600204080,7,50,6,2,4,2,80,03/02/17,7010688800204.0,5,1,MESKAN
2511,07500600204094,7,50,6,2,4,2,94,01/02/17,7010688800204.0,4,1,MESKAN
2512,07500600204108,7,50,6,2,4,2,108,01/02/17,7010688800204.0,8,1,MESKAN
2513,07500600204122,7,50,6,2,4,2,122,02/02/17,7010688800204.0,5,1,MESKAN
2514,07500600204136,7,50,6,2,4,2,136,02/02/17,7010688800204.0,2,1,MESKAN
2515,07500600204150,7,50,6,2,4,2,150,04/02/17,7010688800204.0,1,1,MESKAN
2516,07500600204164,7,50,6,2,4,2,164,04/02/17,7010688800204.0,1,1,MESKAN
2517,07500601802001,7,50,6,18,2,2,1,25/01/17,7010688801802.0,6,1,MESKAN
2518,07500601802003,7,50,6,18,2,2,3,28/01/17,7010688801802.0,3,1,MESKAN
2519,07500601802013,7,50,6,18,2,2,13,25/01/17,7010688801802.0,7,1,MESKAN
2520,07500601802023,7,50,6,18,2,2,23,26/01/17,7010688801802.0,7,1,MESKAN
2521,07500601802033,7,50,6,18,2,2,33,26/01/17,7010688801802.0,2,1,MESKAN
2522,07500601802043,7,50,6,18,2,2,43,27/01/17,7010688801802.0,4,1,MESKAN
2523,07500601802044,7,50,6,18,2,2,44,25/01/17,7010688801802.0,5,1,MESKAN
2524,07500601802053,7,50,6,18,2,2,53,27/01/17,7010688801802.0,3,1,MESKAN
2525,07500601802063,7,50,6,18,2,2,63,27/01/17,7010688801802.0,6,1,MESKAN
2526,07500601802073,7,50,6,18,2,2,73,28/01/17,7010688801802.0,4,1,MESKAN
2527,07500601802083,7,50,6,18,2,2,83,29/01/17,7010688801802.0,5,1,MESKAN
2528,07500601802087,7,50,6,18,2,2,87,25/01/17,7010688801802.0,6,1,MESKAN
2529,07500901704001,7,50,9,17,4,2,1,08/02/17,7010988801704.0,5,1,GUMER
2530,07500901704002,7,50,9,17,4,2,2,09/02/17,7010988801704.0,2,1,GUMER
2531,07500901704003,7,50,9,17,4,2,3,09/02/17,7010988801704.0,3,1,GUMER
2532,07500901704004,7,50,9,17,4,2,4,09/02/17,7010988801704.0,6,1,GUMER
2533,07500901704005,7,50,9,17,4,2,5,09/02/17,7010988801704.0,3,1,GUMER
2534,07500901704025,7,50,9,17,4,2,25,08/02/17,7010988801704.0,2,1,GUMER
2535,07500901704049,7,50,9,17,4,2,49,08/02/17,7010988801704.0,5,1,GUMER
2536,07500901704073,7,50,9,17,4,2,73,07/02/17,7010988801704.0,4,1,GUMER
2537,07500901704097,7,50,9,17,4,2,97,07/02/17,7010988801704.0,2,1,GUMER
2538,07500901704101,7,50,9,17,4,2,101,08/02/17,7010988801704.0,5,1,GUMER
2539,07500901704121,7,50,9,17,4,2,121,07/02/17,7010988801704.0,7,1,GUMER
2540,07500901704145,7,50,9,17,4,2,145,07/02/17,7010988801704.0,4,1,GUMER
2541,07501400105001,7,50,14,1,5,1,1,26/01/17,7011410100105.0,4,1,WELEIKITE TOWN WOREDA
2542,07501400105002,7,50,14,1,5,1,2,25/01/17,7011410100105.0,7,1,WELEIKITE TOWN WOREDA
2543,07501400105003,7,50,14,1,5,1,3,25/01/17,7011410100105.0,3,1,WELEIKITE TOWN WOREDA
2544,07501400105004,7,50,14,1,5,1,4,26/01/17,7011410100105.0,7,1,WELEIKITE TOWN WOREDA
2545,07501400105005,7,50,14,1,5,1,5,25/01/17,7011410100105.0,6,1,WELEIKITE TOWN WOREDA
2546,07501400105006,7,50,14,1,5,1,6,26/01/17,7011410100105.0,10,1,WELEIKITE TOWN WOREDA
2547,07501400105007,7,50,14,1,5,1,7,27/01/17,7011410100105.0,3,1,WELEIKITE TOWN WOREDA
2548,07501400105008,7,50,14,1,5,1,8,27/01/17,7011410100105.0,7,1,WELEIKITE TOWN WOREDA
2549,07501400105009,7,50,14,1,5,1,9,27/01/17,7011410100105.0,6,1,WELEIKITE TOWN WOREDA
2550,07501400105010,7,50,14,1,5,1,10,28/01/17,7011410100105.0,6,1,WELEIKITE TOWN WOREDA
2551,07501400105011,7,50,14,1,5,1,11,27/01/17,7011410100105.0,5,1,WELEIKITE TOWN WOREDA
2552,07501400105012,7,50,14,1,5,1,12,27/01/17,7011410100105.0,5,1,WELEIKITE TOWN WOREDA
2553,07510100104001,7,51,1,1,4,1,1,10/02/17,7020110100104.0,5,2,MISHA
2554,07510100104002,7,51,1,1,4,1,2,11/02/17,7020110100104.0,6,2,MISHA
2555,07510100104003,7,51,1,1,4,1,3,11/02/17,7020110100104.0,2,2,MISHA
2556,07510100104004,7,51,1,1,4,1,4,11/02/17,7020110100104.0,7,2,MISHA
2557,07510100104005,7,51,1,1,4,1,5,10/02/17,7020110100104.0,4,2,MISHA
2558,07510100104006,7,51,1,1,4,1,6,11/02/17,7020110100104.0,7,2,MISHA
2559,07510100104007,7,51,1,1,4,1,7,10/02/17,7020110100104.0,4,2,MISHA
2560,07510100104008,7,51,1,1,4,1,8,10/02/17,7020110100104.0,3,2,MISHA
2561,07510100104009,7,51,1,1,4,1,9,10/02/17,7020110100104.0,3,2,MISHA
2562,07510100104010,7,51,1,1,4,1,10,10/02/17,7020110100104.0,2,2,MISHA
2563,07510100104011,7,51,1,1,4,1,11,11/02/17,7020110100104.0,3,2,MISHA
2564,07510100104012,7,51,1,1,4,1,12,10/02/17,7020110100104.0,1,2,MISHA
2565,07511000702001,7,51,10,7,2,2,1,13/02/17,7021088800702.0,9,2,GOMBORA
2566,07511000702002,7,51,10,7,2,2,2,15/02/17,7021088800702.0,7,2,GOMBORA
2567,07511000702003,7,51,10,7,2,2,3,14/02/17,7021088800702.0,8,2,GOMBORA
2568,07511000702004,7,51,10,7,2,2,4,14/02/17,7021088800702.0,7,2,GOMBORA
2569,07511000702005,7,51,10,7,2,2,5,15/02/17,7021088800702.0,11,2,GOMBORA
2570,07511000702006,7,51,10,7,2,2,6,15/02/17,7021088800702.0,4,2,GOMBORA
2571,07511000702007,7,51,10,7,2,2,7,15/02/17,7021088800702.0,2,2,GOMBORA
2572,07511000702043,7,51,10,7,2,2,43,13/02/17,7021088800702.0,3,2,GOMBORA
2573,07511000702086,7,51,10,7,2,2,86,13/02/17,7021088800702.0,2,2,GOMBORA
2574,07511000702129,7,51,10,7,2,2,129,13/02/17,7021088800702.0,3,2,GOMBORA
2575,07511000702172,7,51,10,7,2,2,172,14/02/17,7021088800702.0,5,2,GOMBORA
2576,07511000702215,7,51,10,7,2,2,215,14/02/17,7021088800702.0,2,2,GOMBORA
2577,07511100128001,7,51,11,1,28,1,1,04/02/17,7021110100128.0,6,2,HOSAENA TOWN WOREDA
2578,07511100128002,7,51,11,1,28,1,2,03/02/17,7021110100128.0,4,2,HOSAENA TOWN WOREDA
2579,07511100128003,7,51,11,1,28,1,3,03/02/17,7021110100128.0,5,2,HOSAENA TOWN WOREDA
2580,07511100128004,7,51,11,1,28,1,4,03/02/17,7021110100128.0,3,2,HOSAENA TOWN WOREDA
2581,07511100128005,7,51,11,1,28,1,5,04/02/17,7021110100128.0,4,2,HOSAENA TOWN WOREDA
2582,07511100128006,7,51,11,1,28,1,6,05/02/17,7021110100128.0,4,2,HOSAENA TOWN WOREDA
2583,07511100128007,7,51,11,1,28,1,7,05/02/17,7021110100128.0,2,2,HOSAENA TOWN WOREDA
2584,07511100128008,7,51,11,1,28,1,8,05/02/17,7021110100128.0,5,2,HOSAENA TOWN WOREDA
2585,07511100128009,7,51,11,1,28,1,9,05/02/17,7021110100128.0,5,2,HOSAENA TOWN WOREDA
2586,07511100128010,7,51,11,1,28,1,10,06/02/17,7021110100128.0,5,2,HOSAENA TOWN WOREDA
2587,07511100128011,7,51,11,1,28,1,11,05/02/17,7021110100128.0,4,2,HOSAENA TOWN WOREDA
2588,07511100128012,7,51,11,1,28,1,12,06/02/17,7021110100128.0,2,2,HOSAENA TOWN WOREDA
2589,07511100224001,7,51,11,2,24,1,1,02/02/17,7021110100224.0,4,2,HOSAENA TOWN WOREDA
2590,07511100224002,7,51,11,2,24,1,2,02/02/17,7021110100224.0,3,2,HOSAENA TOWN WOREDA
2591,07511100224003,7,51,11,2,24,1,3,02/02/17,7021110100224.0,4,2,HOSAENA TOWN WOREDA
2592,07511100224004,7,51,11,2,24,1,4,02/02/17,7021110100224.0,3,2,HOSAENA TOWN WOREDA
2593,07511100224005,7,51,11,2,24,1,5,02/02/17,7021110100224.0,6,2,HOSAENA TOWN WOREDA
2594,07511100224006,7,51,11,2,24,1,6,03/02/17,7021110100224.0,6,2,HOSAENA TOWN WOREDA
2595,07511100224007,7,51,11,2,24,1,7,03/02/17,7021110100224.0,7,2,HOSAENA TOWN WOREDA
2596,07511100224008,7,51,11,2,24,1,8,02/02/17,7021110100224.0,7,2,HOSAENA TOWN WOREDA
2597,07511100224009,7,51,11,2,24,1,9,03/02/17,7021110100224.0,3,2,HOSAENA TOWN WOREDA
2598,07511100224010,7,51,11,2,24,1,10,03/02/17,7021110100224.0,5,2,HOSAENA TOWN WOREDA
2599,07511100224011,7,51,11,2,24,1,11,03/02/17,7021110100224.0,5,2,HOSAENA TOWN WOREDA
2600,07511100224012,7,51,11,2,24,1,12,03/02/17,7021110100224.0,1,2,HOSAENA TOWN WOREDA
2601,07520100101001,7,52,1,1,1,1,1,13/02/17,7030110100101.0,9,3,TIMBARO
2602,07520100101002,7,52,1,1,1,1,2,13/02/17,7030110100101.0,4,3,TIMBARO
2603,07520100101003,7,52,1,1,1,1,3,14/02/17,7030110100101.0,7,3,TIMBARO
2604,07520100101004,7,52,1,1,1,1,4,13/02/17,7030110100101.0,5,3,TIMBARO
2605,07520100101005,7,52,1,1,1,1,5,13/02/17,7030110100101.0,7,3,TIMBARO
2606,07520100101006,7,52,1,1,1,1,6,14/02/17,7030110100101.0,6,3,TIMBARO
2607,07520100101007,7,52,1,1,1,1,7,14/02/17,7030110100101.0,5,3,TIMBARO
2608,07520100101008,7,52,1,1,1,1,8,14/02/17,7030110100101.0,5,3,TIMBARO
2609,07520100101009,7,52,1,1,1,1,9,14/02/17,7030110100101.0,5,3,TIMBARO
2610,07520100101010,7,52,1,1,1,1,10,14/02/17,7030110100101.0,3,3,TIMBARO
2611,07520100101011,7,52,1,1,1,1,11,14/02/17,7030110100101.0,10,3,TIMBARO
2612,07520100101012,7,52,1,1,1,1,12,14/02/17,7030110100101.0,6,3,TIMBARO
2613,07520301304006,7,52,3,13,4,2,6,24/02/17,7030388801304.0,5,3,KEDIDA GAMELA
2614,07520301304023,7,52,3,13,4,2,23,24/02/17,7030388801304.0,4,3,KEDIDA GAMELA
2615,07520301304040,7,52,3,13,4,2,40,24/02/17,7030388801304.0,8,3,KEDIDA GAMELA
2616,07520301304057,7,52,3,13,4,2,57,24/02/17,7030388801304.0,5,3,KEDIDA GAMELA
2617,07520301304074,7,52,3,13,4,2,74,24/02/17,7030388801304.0,6,3,KEDIDA GAMELA
2618,07520301304091,7,52,3,13,4,2,91,24/02/17,7030388801304.0,8,3,KEDIDA GAMELA
2619,07520301304108,7,52,3,13,4,2,108,24/02/17,7030388801304.0,6,3,KEDIDA GAMELA
2620,07520301304125,7,52,3,13,4,2,125,24/02/17,7030388801304.0,3,3,KEDIDA GAMELA
2621,07520301304142,7,52,3,13,4,2,142,24/02/17,7030388801304.0,4,3,KEDIDA GAMELA
2622,07520301304159,7,52,3,13,4,2,159,24/02/17,7030388801304.0,6,3,KEDIDA GAMELA
2623,07520301304176,7,52,3,13,4,2,176,24/02/17,7030388801304.0,3,3,KEDIDA GAMELA
2624,07520301304193,7,52,3,13,4,2,193,24/02/17,7030388801304.0,8,3,KEDIDA GAMELA
2625,07520500901005,7,52,5,9,1,2,5,22/02/17,7030588800901.0,8,3,HADARO TUNITO
2626,07520500901016,7,52,5,9,1,2,16,22/02/17,7030588800901.0,5,3,HADARO TUNITO
2627,07520500901027,7,52,5,9,1,2,27,22/02/17,7030588800901.0,6,3,HADARO TUNITO
2628,07520500901038,7,52,5,9,1,2,38,22/02/17,7030588800901.0,9,3,HADARO TUNITO
2629,07520500901049,7,52,5,9,1,2,49,22/02/17,7030588800901.0,5,3,HADARO TUNITO
2630,07520500901060,7,52,5,9,1,2,60,22/02/17,7030588800901.0,5,3,HADARO TUNITO
2631,07520500901071,7,52,5,9,1,2,71,22/02/17,7030588800901.0,6,3,HADARO TUNITO
2632,07520500901082,7,52,5,9,1,2,82,22/02/17,7030588800901.0,8,3,HADARO TUNITO
2633,07520500901093,7,52,5,9,1,2,93,22/02/17,7030588800901.0,5,3,HADARO TUNITO
2634,07520500901104,7,52,5,9,1,2,104,22/02/17,7030588800901.0,6,3,HADARO TUNITO
2635,07520500901115,7,52,5,9,1,2,115,22/02/17,7030588800901.0,7,3,HADARO TUNITO
2636,07520500901126,7,52,5,9,1,2,126,22/02/17,7030588800901.0,6,3,HADARO TUNITO
2637,07520701406006,7,52,7,14,6,2,6,26/02/17,7030788801406.0,5,3,DANIBOYA
2638,07520701406008,7,52,7,14,6,2,8,26/02/17,7030788801406.0,9,3,DANIBOYA
2639,07520701406017,7,52,7,14,6,2,17,26/02/17,7030788801406.0,5,3,DANIBOYA
2640,07520701406026,7,52,7,14,6,2,26,26/02/17,7030788801406.0,6,3,DANIBOYA
2641,07520701406028,7,52,7,14,6,2,28,25/02/17,7030788801406.0,5,3,DANIBOYA
2642,07520701406044,7,52,7,14,6,2,44,26/02/17,7030788801406.0,4,3,DANIBOYA
2643,07520701406062,7,52,7,14,6,2,62,26/02/17,7030788801406.0,6,3,DANIBOYA
2644,07520701406080,7,52,7,14,6,2,80,26/02/17,7030788801406.0,10,3,DANIBOYA
2645,07520701406098,7,52,7,14,6,2,98,26/02/17,7030788801406.0,5,3,DANIBOYA
2646,07520701406116,7,52,7,14,6,2,116,25/02/17,7030788801406.0,5,3,DANIBOYA
2647,07520701406134,7,52,7,14,6,2,134,25/02/17,7030788801406.0,9,3,DANIBOYA
2648,07520701406152,7,52,7,14,6,2,152,25/02/17,7030788801406.0,8,3,DANIBOYA
2649,07530300603004,7,53,3,6,3,2,4,24/01/17,7040388800603.0,4,4,ARBEGONA
2650,07530300603022,7,53,3,6,3,2,22,24/01/17,7040388800603.0,7,4,ARBEGONA
2651,07530300603040,7,53,3,6,3,2,40,24/01/17,7040388800603.0,3,4,ARBEGONA
2652,07530300603058,7,53,3,6,3,2,58,26/01/10,7040388800603.0,2,4,ARBEGONA
2653,07530300603076,7,53,3,6,3,2,76,26/01/10,7040388800603.0,6,4,ARBEGONA
2654,07530300603094,7,53,3,6,3,2,94,26/01/10,7040388800603.0,8,4,ARBEGONA
2655,07530300603112,7,53,3,6,3,2,112,27/01/10,7040388800603.0,4,4,ARBEGONA
2656,07530300603130,7,53,3,6,3,2,130,27/01/10,7040388800603.0,4,4,ARBEGONA
2657,07530300603148,7,53,3,6,3,2,148,27/01/10,7040388800603.0,3,4,ARBEGONA
2658,07530300603166,7,53,3,6,3,2,166,25/01/17,7040388800603.0,3,4,ARBEGONA
2659,07530300603184,7,53,3,6,3,2,184,25/01/17,7040388800603.0,6,4,ARBEGONA
2660,07530300603202,7,53,3,6,3,2,202,25/01/17,7040388800603.0,5,4,ARBEGONA
2661,07530302901004,7,53,3,29,1,2,4,25/01/17,7040388802901.0,3,4,ARBEGONA
2662,07530302901030,7,53,3,29,1,2,30,25/01/17,7040388802901.0,3,4,ARBEGONA
2663,07530302901056,7,53,3,29,1,2,56,25/01/17,7040388802901.0,5,4,ARBEGONA
2664,07530302901082,7,53,3,29,1,2,82,26/01/17,7040388802901.0,3,4,ARBEGONA
2665,07530302901108,7,53,3,29,1,2,108,26/01/17,7040388802901.0,7,4,ARBEGONA
2666,07530302901134,7,53,3,29,1,2,134,26/01/17,7040388802901.0,3,4,ARBEGONA
2667,07530302901160,7,53,3,29,1,2,160,25/01/17,7040388802901.0,8,4,ARBEGONA
2668,07530302901186,7,53,3,29,1,2,186,25/01/17,7040388802901.0,4,4,ARBEGONA
2669,07530302901212,7,53,3,29,1,2,212,25/01/17,7040388802901.0,4,4,ARBEGONA
2670,07530302901238,7,53,3,29,1,2,238,25/01/17,7040388802901.0,4,4,ARBEGONA
2671,07530302901264,7,53,3,29,1,2,264,26/01/17,7040388802901.0,3,4,ARBEGONA
2672,07530302901290,7,53,3,29,1,2,290,26/01/17,7040388802901.0,4,4,ARBEGONA
2673,07530400605003,7,53,4,6,5,1,3,02/02/17,7040410100605.0,3,4,DALE WOREDA
2674,07530400605007,7,53,4,6,5,1,7,03/02/17,7040410100605.0,2,4,DALE WOREDA
2675,07530400605011,7,53,4,6,5,1,11,02/02/17,7040410100605.0,1,4,DALE WOREDA
2676,07530400605015,7,53,4,6,5,1,15,03/02/17,7040410100605.0,5,4,DALE WOREDA
2677,07530400605019,7,53,4,6,5,1,19,03/02/17,7040410100605.0,2,4,DALE WOREDA
2678,07530400605023,7,53,4,6,5,1,23,03/02/17,7040410100605.0,2,4,DALE WOREDA
2679,07530400605027,7,53,4,6,5,1,27,02/02/17,7040410100605.0,2,4,DALE WOREDA
2680,07530400605031,7,53,4,6,5,1,31,02/02/17,7040410100605.0,5,4,DALE WOREDA
2681,07530400605035,7,53,4,6,5,1,35,03/02/17,7040410100605.0,5,4,DALE WOREDA
2682,07530400605039,7,53,4,6,5,1,39,03/02/17,7040410100605.0,5,4,DALE WOREDA
2683,07530400605043,7,53,4,6,5,1,43,03/02/17,7040410100605.0,5,4,DALE WOREDA
2684,07530400605047,7,53,4,6,5,1,47,03/02/17,7040410100605.0,4,4,DALE WOREDA
2685,07540401003002,7,54,4,10,3,2,2,29/01/17,7050488801003.0,8,5,BULE
2686,07540401003018,7,54,4,10,3,2,18,29/01/17,7050488801003.0,8,5,BULE
2687,07540401003034,7,54,4,10,3,2,34,27/01/17,7050488801003.0,8,5,BULE
2688,07540401003050,7,54,4,10,3,2,50,27/01/17,7050488801003.0,3,5,BULE
2689,07540401003066,7,54,4,10,3,2,66,27/01/17,7050488801003.0,10,5,BULE
2690,07540401003082,7,54,4,10,3,2,82,27/01/17,7050488801003.0,6,5,BULE
2691,07540401003098,7,54,4,10,3,2,98,28/01/17,7050488801003.0,3,5,BULE
2692,07540401003114,7,54,4,10,3,2,114,29/01/17,7050488801003.0,8,5,BULE
2693,07540401003130,7,54,4,10,3,2,130,29/01/17,7050488801003.0,3,5,BULE
2694,07540401003146,7,54,4,10,3,2,146,30/01/10,7050488801003.0,9,5,BULE
2695,07540401003162,7,54,4,10,3,2,162,28/01/17,7050488801003.0,6,5,BULE
2696,07540401003178,7,54,4,10,3,2,178,30/01/10,7050488801003.0,5,5,BULE
2697,07540401303003,7,54,4,13,3,2,3,28/01/17,7050488801303.0,5,5,BULE
2698,07540401303025,7,54,4,13,3,2,25,28/01/17,7050488801303.0,5,5,BULE
2699,07540401303047,7,54,4,13,3,2,47,28/01/17,7050488801303.0,5,5,BULE
2700,07540401303069,7,54,4,13,3,2,69,28/01/17,7050488801303.0,5,5,BULE
2701,07540401303091,7,54,4,13,3,2,91,30/01/10,7050488801303.0,8,5,BULE
2702,07540401303113,7,54,4,13,3,2,113,30/01/10,7050488801303.0,3,5,BULE
2703,07540401303135,7,54,4,13,3,2,135,29/01/10,7050488801303.0,6,5,BULE
2704,07540401303157,7,54,4,13,3,2,157,30/01/10,7050488801303.0,4,5,BULE
2705,07540401303179,7,54,4,13,3,2,179,28/01/17,7050488801303.0,2,5,BULE
2706,07540401303201,7,54,4,13,3,2,201,28/01/17,7050488801303.0,3,5,BULE
2707,07540401303223,7,54,4,13,3,2,223,28/01/17,7050488801303.0,5,5,BULE
2708,07540401303245,7,54,4,13,3,2,245,28/01/17,7050488801303.0,6,5,BULE
2709,07540700103003,7,54,7,1,3,1,3,30/01/17,7050710100103.0,3,5,DILA TOWN WOREDA
2710,07540700103011,7,54,7,1,3,1,11,30/01/17,7050710100103.0,1,5,DILA TOWN WOREDA
2711,07540700103019,7,54,7,1,3,1,19,30/01/17,7050710100103.0,1,5,DILA TOWN WOREDA
2712,07540700103027,7,54,7,1,3,1,27,30/01/17,7050710100103.0,1,5,DILA TOWN WOREDA
2713,07540700103035,7,54,7,1,3,1,35,30/01/17,7050710100103.0,1,5,DILA TOWN WOREDA
2714,07540700103043,7,54,7,1,3,1,43,30/01/17,7050710100103.0,3,5,DILA TOWN WOREDA
2715,07540700103051,7,54,7,1,3,1,51,30/01/17,7050710100103.0,4,5,DILA TOWN WOREDA
2716,07540700103059,7,54,7,1,3,1,59,31/01/17,7050710100103.0,2,5,DILA TOWN WOREDA
2717,07540700103067,7,54,7,1,3,1,67,31/01/17,7050710100103.0,7,5,DILA TOWN WOREDA
2718,07540700103075,7,54,7,1,3,1,75,31/01/17,7050710100103.0,2,5,DILA TOWN WOREDA
2719,07540700103083,7,54,7,1,3,1,83,31/01/17,7050710100103.0,7,5,DILA TOWN WOREDA
2720,07540700103091,7,54,7,1,3,1,91,31/01/17,7050710100103.0,3,5,DILA TOWN WOREDA
2721,07540700202001,7,54,7,2,2,1,1,30/01/17,7050710100202.0,1,5,DILA TOWN WOREDA
2722,07540700202002,7,54,7,2,2,1,2,30/01/17,7050710100202.0,2,5,DILA TOWN WOREDA
2723,07540700202003,7,54,7,2,2,1,3,30/01/17,7050710100202.0,8,5,DILA TOWN WOREDA
2724,07540700202004,7,54,7,2,2,1,4,30/01/17,7050710100202.0,4,5,DILA TOWN WOREDA
2725,07540700202005,7,54,7,2,2,1,5,30/01/17,7050710100202.0,6,5,DILA TOWN WOREDA
2726,07540700202006,7,54,7,2,2,1,6,30/01/17,7050710100202.0,3,5,DILA TOWN WOREDA
2727,07540700202007,7,54,7,2,2,1,7,31/01/17,7050710100202.0,9,5,DILA TOWN WOREDA
2728,07540700202008,7,54,7,2,2,1,8,31/01/17,7050710100202.0,2,5,DILA TOWN WOREDA
2729,07540700202009,7,54,7,2,2,1,9,31/01/17,7050710100202.0,10,5,DILA TOWN WOREDA
2730,07540700202010,7,54,7,2,2,1,10,31/01/17,7050710100202.0,1,5,DILA TOWN WOREDA
2731,07540700202011,7,54,7,2,2,1,11,31/01/17,7050710100202.0,3,5,DILA TOWN WOREDA
2732,07540700202012,7,54,7,2,2,1,12,31/01/17,7050710100202.0,1,5,DILA TOWN WOREDA
2733,07540700315002,7,54,7,3,15,1,2,30/01/17,7050710100315.0,3,5,DILA TOWN WOREDA
2734,07540700315013,7,54,7,3,15,1,13,30/01/17,7050710100315.0,4,5,DILA TOWN WOREDA
2735,07540700315024,7,54,7,3,15,1,24,30/01/17,7050710100315.0,6,5,DILA TOWN WOREDA
2736,07540700315035,7,54,7,3,15,1,35,30/01/17,7050710100315.0,8,5,DILA TOWN WOREDA
2737,07540700315046,7,54,7,3,15,1,46,31/01/17,7050710100315.0,4,5,DILA TOWN WOREDA
2738,07540700315057,7,54,7,3,15,1,57,31/01/17,7050710100315.0,6,5,DILA TOWN WOREDA
2739,07540700315068,7,54,7,3,15,1,68,31/01/17,7050710100315.0,5,5,DILA TOWN WOREDA
2740,07540700315079,7,54,7,3,15,1,79,31/01/17,7050710100315.0,7,5,DILA TOWN WOREDA
