,HHID,Consumption_item,L1
1143,01030300103095,3,35
1144,01030300103108,4,65
1145,01030300103108,6,60
1146,01030300103108,8,40
1147,01030300103108,1,400
1148,01030300103108,10,50
1149,01030300103108,7,20
1150,01030300103108,5,50
1151,01030300103108,2,60
1152,01030300103108,11,-888
1153,01030300103108,3,70
1154,01030300103108,9,-888
1155,01030300103121,2,70
1156,01030300103121,10,45
1157,01030300103121,1,700
1158,01030300103121,4,70
1159,01030300103121,6,65
1160,01030300103121,3,65
1161,01030300103121,8,80
1162,01030300103121,9,-888
1163,01030300103121,5,100
1164,01030300103121,7,20
1165,01030300103121,11,-888
1166,01030300103134,6,-888
1167,01030300103134,9,-888
1168,01030300103134,10,20
1169,01030300103134,11,-888
1170,01030300103134,5,30
1171,01030300103134,2,30
1172,01030300103134,4,18
1173,01030300103134,8,40
1174,01030300103134,1,100
1175,01030300103134,3,40
1176,01030300103134,7,10
1177,01030300103147,10,50
1178,01030300103147,8,70
1179,01030300103147,11,-888
1180,01030300103147,6,65
1181,01030300103147,1,500
1182,01030300103147,3,-888
1183,01030300103147,4,50
1184,01030300103147,2,40
1185,01030300103147,9,-888
1186,01030300103147,5,40
1187,01030300103147,7,18
1188,01030600403012,3,100
1189,01030600403012,8,5
1190,01030600403012,7,48
1191,01030600403012,10,120
1192,01030600403012,9,50
1193,01030600403012,5,80
1194,01030600403012,1,300
1195,01030600403012,4,120
1196,01030600403012,11,100
1197,01030600403012,6,150
1198,01030600403012,2,150
1199,01030600403017,9,0
1200,01030600403017,5,150
1201,01030600403017,2,80
1202,01030600403017,3,0
1203,01030600403017,6,0
1204,01030600403017,1,150
1205,01030600403017,7,30
1206,01030600403017,10,60
1207,01030600403017,8,50
1208,01030600403017,11,200
1209,01030600403017,4,70
1210,01030600403036,7,52
1211,01030600403036,2,200
1212,01030600403036,8,10
1213,01030600403036,11,0
1214,01030600403036,5,80
1215,01030600403036,10,120
1216,01030600403036,3,150
1217,01030600403036,4,120
1218,01030600403036,1,120
1219,01030600403036,9,100
1220,01030600403036,6,450
1221,01030600403049,10,80
1222,01030600403049,7,24
1223,01030600403049,8,5
1224,01030600403049,3,100
1225,01030600403049,2,150
1226,01030600403049,1,120
1227,01030600403049,11,40
1228,01030600403049,5,40
1229,01030600403049,4,70
1230,01030600403049,6,150
1231,01030600403049,9,0
1232,01030600403072,8,25
1233,01030600403072,2,80
1234,01030600403072,11,200
1235,01030600403072,6,0
1236,01030600403072,1,350
1237,01030600403072,3,0
1238,01030600403072,4,40
1239,01030600403072,10,50
1240,01030600403072,7,30
1241,01030600403072,5,50
1242,01030600403072,9,0
1243,01030600403092,3,0
1244,01030600403092,1,350
1245,01030600403092,11,0
1246,01030600403092,2,100
1247,01030600403092,9,0
1248,01030600403092,7,40
1249,01030600403092,10,50
1250,01030600403092,6,0
1251,01030600403092,8,30
1252,01030600403092,4,80
1253,01030600403092,5,150
1254,01030600403116,7,24
1255,01030600403116,9,0
1256,01030600403116,11,250
1257,01030600403116,4,70
1258,01030600403116,5,80
1259,01030600403116,10,80
1260,01030600403116,3,100
1261,01030600403116,1,120
1262,01030600403116,6,150
1263,01030600403116,2,50
1264,01030600403116,8,100
1265,01030600403138,1,200
1266,01030600403138,8,30
1267,01030600403138,11,0
1268,01030600403138,2,50
1269,01030600403138,3,150
1270,01030600403138,10,45
1271,01030600403138,4,40
1272,01030600403138,7,50
1273,01030600403138,9,30
1274,01030600403138,6,0
1275,01030600403138,5,60
1276,01030600403164,4,50
1277,01030600403164,7,40
1278,01030600403164,1,250
1279,01030600403164,3,0
1280,01030600403164,2,60
1281,01030600403164,9,0
1282,01030600403164,5,100
1283,01030600403164,6,0
1284,01030600403164,8,25
1285,01030600403164,11,200
1286,01030600403164,10,40
1287,01030600403173,11,0
1288,01030600403173,9,0
1289,01030600403173,6,0
1290,01030600403173,4,45
1291,01030600403173,5,100
1292,01030600403173,3,50
1293,01030600403173,10,45
1294,01030600403173,7,50
1295,01030600403173,8,60
1296,01030600403173,1,100
1297,01030600403173,2,40
1298,01030600403183,3,0
1299,01030600403183,10,50
1300,01030600403183,4,40
1301,01030600403183,11,0
1302,01030600403183,5,60
1303,01030600403183,8,25
1304,01030600403183,1,150
1305,01030600403183,7,40
1306,01030600403183,9,0
1307,01030600403183,2,30
1308,01030600403183,6,0
1309,01030600403185,2,25
1310,01030600403185,8,30
1311,01030600403185,3,0
1312,01030600403185,10,50
1313,01030600403185,6,0
1314,01030600403185,4,35
1315,01030600403185,1,150
1316,01030600403185,11,0
1317,01030600403185,5,60
1318,01030600403185,9,0
1319,01030600403185,7,40
1320,01030800402002,2,-888
1321,01030800402002,10,50
1322,01030800402002,5,-888
1323,01030800402002,3,50
1324,01030800402002,7,10
1325,01030800402002,11,100
1326,01030800402002,6,-888
1327,01030800402002,8,50
1328,01030800402002,1,-888
1329,01030800402002,9,100
1330,01030800402002,4,-888
1331,01030800402015,9,-888
1332,01030800402015,3,50
1333,01030800402015,4,30
1334,01030800402015,7,20
1335,01030800402015,11,-888
1336,01030800402015,1,150
1337,01030800402015,5,50
1338,01030800402015,8,30
1339,01030800402015,10,25
1340,01030800402015,2,50
1341,01030800402015,6,-888
1342,01030800402028,3,60
1343,01030800402028,6,70
1344,01030800402028,2,60
1345,01030800402028,9,50
1346,01030800402028,5,60
1347,01030800402028,7,22
1348,01030800402028,4,50
1349,01030800402028,1,200
1350,01030800402028,11,-888
1351,01030800402028,8,30
1352,01030800402028,10,45
1353,01030800402041,6,-888
1354,01030800402041,2,50
1355,01030800402041,5,40
1356,01030800402041,4,55
1357,01030800402041,7,20
1358,01030800402041,9,100
1359,01030800402041,3,50
1360,01030800402041,1,100
1361,01030800402041,8,30
1362,01030800402041,11,-888
1363,01030800402041,10,20
1364,01030800402054,9,0
1365,01030800402054,3,45
1366,01030800402054,10,30
1367,01030800402054,5,55
1368,01030800402054,8,40
1369,01030800402054,6,60
1370,01030800402054,7,20
1371,01030800402054,11,-888
1372,01030800402054,2,50
1373,01030800402054,4,65
1374,01030800402054,1,150
1375,01030800402067,10,45
1376,01030800402067,1,200
1377,01030800402067,7,20
1378,01030800402067,4,50
1379,01030800402067,5,50
1380,01030800402067,11,-888
1381,01030800402067,8,40
1382,01030800402067,6,40
1383,01030800402067,9,-888
1384,01030800402067,2,60
1385,01030800402067,3,55
1386,01030800402080,11,100
1387,01030800402080,10,45
1388,01030800402080,1,100
1389,01030800402080,3,50
1390,01030800402080,7,20
1391,01030800402080,6,40
1392,01030800402080,8,50
1393,01030800402080,2,50
1394,01030800402080,9,-888
1395,01030800402080,5,65
1396,01030800402080,4,40
1397,01030800402093,8,35
1398,01030800402093,6,60
1399,01030800402093,10,30
1400,01030800402093,5,40
1401,01030800402093,2,50
1402,01030800402093,4,65
1403,01030800402093,3,38
1404,01030800402093,9,45
1405,01030800402093,7,20
1406,01030800402093,11,-888
1407,01030800402093,1,100
1408,01030800402106,2,50
1409,01030800402106,3,45
1410,01030800402106,9,-888
1411,01030800402106,6,65
1412,01030800402106,4,45
1413,01030800402106,5,45
1414,01030800402106,10,30
1415,01030800402106,1,100
1416,01030800402106,7,20
1417,01030800402106,8,150
1418,01030800402106,11,-888
1419,01030800402119,3,40
1420,01030800402119,5,45
1421,01030800402119,8,20
1422,01030800402119,6,40
1423,01030800402119,7,10
1424,01030800402119,4,40
1425,01030800402119,2,50
1426,01030800402119,11,-888
1427,01030800402119,9,-888
1428,01030800402119,1,-888
1429,01030800402119,10,20
1430,01030800402132,1,300
1431,01030800402132,2,60
1432,01030800402132,4,60
1433,01030800402132,7,20
1434,01030800402132,6,60
1435,01030800402132,3,40
1436,01030800402132,5,60
1437,01030800402132,8,50
1438,01030800402132,9,-888
1439,01030800402132,11,-888
1440,01030800402132,10,40
1441,01030800402145,2,75
1442,01030800402145,6,100
1443,01030800402145,1,400
1444,01030800402145,11,-888
1445,01030800402145,3,65
1446,01030800402145,8,60
1447,01030800402145,10,45
1448,01030800402145,9,-888
1449,01030800402145,7,20
1450,01030800402145,4,50
1451,01030800402145,5,100
1452,01041100201005,10,30
1453,01041100201005,6,30
1454,01041100201005,4,18
1455,01041100201005,3,0
1456,01041100201005,5,100
1457,01041100201005,1,200
1458,01041100201005,7,15
1459,01041100201005,9,0
1460,01041100201005,2,50
1461,01041100201005,8,2
1462,01041100201005,11,0
1463,01041100201020,3,0
1464,01041100201020,9,0
1465,01041100201020,7,9
1466,01041100201020,4,18
1467,01041100201020,1,100
1468,01041100201020,2,50
1469,01041100201020,5,100
1470,01041100201020,11,0
1471,01041100201020,10,30
1472,01041100201020,8,22
1473,01041100201020,6,30
1474,01041100201035,1,0
1475,01041100201035,11,0
1476,01041100201035,6,0
1477,01041100201035,5,100
1478,01041100201035,10,30
1479,01041100201035,9,0
1480,01041100201035,7,4
1481,01041100201035,2,22
1482,01041100201035,8,0
1483,01041100201035,4,18
1484,01041100201035,3,0
1485,01041100201050,11,0
1486,01041100201050,3,0
1487,01041100201050,1,50
1488,01041100201050,6,0
1489,01041100201050,9,0
1490,01041100201050,5,50
1491,01041100201050,4,6
1492,01041100201050,8,0
1493,01041100201050,7,4
1494,01041100201050,2,35
1495,01041100201050,10,15
1496,01041100201065,1,0
1497,01041100201065,2,50
1498,01041100201065,4,31
1499,01041100201065,5,100
1500,01041100201065,3,0
1501,01041100201065,10,25
1502,01041100201065,7,19
1503,01041100201065,11,0
1504,01041100201065,8,25
1505,01041100201065,6,30
1506,01041100201065,9,0
1507,01041100201080,6,0
1508,01041100201080,7,9
1509,01041100201080,4,18
1510,01041100201080,5,100
1511,01041100201080,8,22
1512,01041100201080,3,0
1513,01041100201080,1,0
1514,01041100201080,9,0
1515,01041100201080,11,0
1516,01041100201080,2,20
1517,01041100201080,10,30
1518,01041100201095,8,22
1519,01041100201095,9,0
1520,01041100201095,2,50
1521,01041100201095,11,0
1522,01041100201095,6,30
1523,01041100201095,4,18
1524,01041100201095,5,100
1525,01041100201095,7,9
1526,01041100201095,10,30
1527,01041100201095,1,0
1528,01041100201095,3,0
1529,01041100201110,4,30
1530,01041100201110,1,0
1531,01041100201110,8,22
1532,01041100201110,9,0
1533,01041100201110,2,100
1534,01041100201110,6,30
1535,01041100201110,7,20
1536,01041100201110,3,200
1537,01041100201110,11,0
1538,01041100201110,5,100
1539,01041100201110,10,0
1540,01041100201125,3,0
1541,01041100201125,8,22
1542,01041100201125,11,0
1543,01041100201125,1,0
1544,01041100201125,7,15
1545,01041100201125,10,30
1546,01041100201125,2,100
1547,01041100201125,4,20
1548,01041100201125,6,30
1549,01041100201125,5,100
1550,01041100201125,9,0
1551,01041100201140,3,0
1552,01041100201140,4,18
1553,01041100201140,6,0
1554,01041100201140,5,100
1555,01041100201140,1,0
1556,01041100201140,2,50
1557,01041100201140,11,0
1558,01041100201140,9,0
1559,01041100201140,7,9
1560,01041100201140,8,22
1561,01041100201140,10,30
1562,01041100201155,10,30
1563,01041100201155,6,30
1564,01041100201155,7,15
1565,01041100201155,3,0
1566,01041100201155,5,100
1567,01041100201155,4,18
1568,01041100201155,11,0
1569,01041100201155,1,0
1570,01041100201155,2,100
1571,01041100201155,8,22
1572,01041100201155,9,0
1573,01041100201170,5,70
1574,01041100201170,10,14
1575,01041100201170,1,65
1576,01041100201170,8,8
1577,01041100201170,6,0
1578,01041100201170,2,24
1579,01041100201170,9,0
1580,01041100201170,4,36
1581,01041100201170,3,12
1582,01041100201170,11,0
1583,01041100201170,7,0
1584,01050100110004,6,75
1585,01050100110004,1,150
1586,01050100110004,11,0
1587,01050100110004,3,0
1588,01050100110004,2,75
1589,01050100110004,7,31
1590,01050100110004,8,2
1591,01050100110004,4,50
1592,01050100110004,5,200
1593,01050100110004,10,32
1594,01050100110004,9,0
1595,01050100110006,7,15
1596,01050100110006,11,0
1597,01050100110006,4,6
1598,01050100110006,2,20
1599,01050100110006,6,25
1600,01050100110006,8,2
1601,01050100110006,5,50
1602,01050100110006,10,30
1603,01050100110006,9,0
1604,01050100110006,1,10
1605,01050100110006,3,0
1606,01050100110009,2,10
1607,01050100110009,11,0
1608,01050100110009,3,0
1609,01050100110009,5,50
1610,01050100110009,7,14
1611,01050100110009,1,30
1612,01050100110009,10,30
1613,01050100110009,6,0
1614,01050100110009,9,0
1615,01050100110009,4,20
1616,01050100110009,8,0
1617,01050100110013,2,100
1618,01050100110013,1,200
1619,01050100110013,3,0
1620,01050100110013,8,2
1621,01050100110013,5,100
1622,01050100110013,6,200
1623,01050100110013,10,30
1624,01050100110013,4,78
1625,01050100110013,7,47
1626,01050100110013,9,0
1627,01050100110013,11,0
1628,01050100110022,6,0
1629,01050100110022,4,18
1630,01050100110022,2,50
1631,01050100110022,5,50
1632,01050100110022,8,0
1633,01050100110022,10,7
1634,01050100110022,7,5
1635,01050100110022,9,0
1636,01050100110022,3,0
1637,01050100110022,1,137
1638,01050100110022,11,0
1639,01050100110031,9,0
1640,01050100110031,2,100
1641,01050100110031,1,100
1642,01050100110031,5,100
1643,01050100110031,10,35
1644,01050100110031,11,0
1645,01050100110031,6,0
1646,01050100110031,8,2
1647,01050100110031,3,0
1648,01050100110031,7,5
1649,01050100110031,4,51
1650,01050100110040,5,100
1651,01050100110040,1,100
1652,01050100110040,4,78
1653,01050100110040,3,0
1654,01050100110040,9,0
1655,01050100110040,7,15
1656,01050100110040,6,200
1657,01050100110040,11,0
1658,01050100110040,8,0
1659,01050100110040,2,50
1660,01050100110040,10,30
1661,01050100110058,9,0
1662,01050100110058,10,30
1663,01050100110058,8,0
1664,01050100110058,7,15
1665,01050100110058,2,50
1666,01050100110058,3,0
1667,01050100110058,4,25
1668,01050100110058,11,0
1669,01050100110058,5,100
1670,01050100110058,6,100
1671,01050100110058,1,150
1672,01050100110067,7,15
1673,01050100110067,3,0
1674,01050100110067,6,200
1675,01050100110067,2,50
1676,01050100110067,8,2
1677,01050100110067,9,0
1678,01050100110067,5,100
1679,01050100110067,4,25
1680,01050100110067,1,150
1681,01050100110067,11,0
1682,01050100110067,10,30
1683,01050100110085,2,50
1684,01050100110085,9,0
1685,01050100110085,3,0
1686,01050100110085,10,30
1687,01050100110085,7,15
1688,01050100110085,4,33
1689,01050100110085,8,25
1690,01050100110085,6,200
1691,01050100110085,5,100
1692,01050100110085,11,0
1693,01050100110085,1,75
1694,01050100110094,10,30
1695,01050100110094,7,15
1696,01050100110094,2,50
1697,01050100110094,5,100
1698,01050100110094,4,75
1699,01050100110094,6,200
1700,01050100110094,11,0
1701,01050100110094,1,75
1702,01050100110094,9,0
1703,01050100110094,8,75
1704,01050100110094,3,0
1705,01050100110103,4,50
1706,01050100110103,1,12
1707,01050100110103,5,50
1708,01050100110103,3,50
1709,01050100110103,6,200
1710,01050100110103,11,0
1711,01050100110103,2,50
1712,01050100110103,10,30
1713,01050100110103,8,2
1714,01050100110103,7,15
1715,01050100110103,9,0
1716,01050101108006,3,147
1717,01050101108006,8,67
1718,01050101108006,11,0
1719,01050101108006,6,400
1720,01050101108006,5,200
1721,01050101108006,7,44
1722,01050101108006,1,257
1723,01050101108006,9,0
1724,01050101108006,2,300
1725,01050101108006,4,163
1726,01050101108006,10,138
1727,01050101108019,7,48
1728,01050101108019,1,75
1729,01050101108019,5,72
1730,01050101108019,9,0
1731,01050101108019,3,75
1732,01050101108019,10,100
1733,01050101108019,6,100
1734,01050101108019,11,0
1735,01050101108019,2,35
1736,01050101108019,8,36
1737,01050101108019,4,45
1738,01050101108032,5,200
1739,01050101108032,1,75
1740,01050101108032,3,5
1741,01050101108032,8,20
1742,01050101108032,2,20
1743,01050101108032,4,27
1744,01050101108032,9,0
1745,01050101108032,10,50
1746,01050101108032,11,0
1747,01050101108032,6,100
1748,01050101108032,7,22
1749,01050101108045,1,175
1750,01050101108045,8,50
1751,01050101108045,4,30
1752,01050101108045,10,25
1753,01050101108045,3,40
1754,01050101108045,6,50
1755,01050101108045,2,30
1756,01050101108045,5,100
1757,01050101108045,7,12
1758,01050101108045,11,0
1759,01050101108045,9,0
1760,01050101108058,5,100
1761,01050101108058,11,0
1762,01050101108058,3,90
1763,01050101108058,8,5
1764,01050101108058,1,162
1765,01050101108058,6,230
1766,01050101108058,4,50
1767,01050101108058,9,0
1768,01050101108058,7,22
1769,01050101108058,10,25
1770,01050101108058,2,32
1771,01050101108071,7,16
1772,01050101108071,3,75
1773,01050101108071,6,300
1774,01050101108071,1,187
1775,01050101108071,9,0
1776,01050101108071,10,35
1777,01050101108071,11,0
1778,01050101108071,5,100
1779,01050101108071,2,92
1780,01050101108071,8,46
1781,01050101108071,4,27
1782,01050101108084,1,79
1783,01050101108084,11,0
1784,01050101108084,9,0
1785,01050101108084,4,30
1786,01050101108084,2,75
1787,01050101108084,8,125
1788,01050101108084,3,100
1789,01050101108084,7,12
1790,01050101108084,5,100
1791,01050101108084,10,50
1792,01050101108084,6,150
1793,01050101108097,10,12
1794,01050101108097,4,13
1795,01050101108097,5,50
1796,01050101108097,8,18
1797,01050101108097,9,0
1798,01050101108097,2,0
1799,01050101108097,11,0
1800,01050101108097,3,50
1801,01050101108097,7,6
1802,01050101108097,1,0
1803,01050101108097,6,50
1804,01050101108110,5,50
1805,01050101108110,4,27
1806,01050101108110,1,75
1807,01050101108110,3,0
1808,01050101108110,2,45
1809,01050101108110,9,0
1810,01050101108110,7,12
1811,01050101108110,8,35
1812,01050101108110,11,0
1813,01050101108110,10,25
1814,01050101108110,6,25
1815,01050101108123,6,25
1816,01050101108123,8,32
1817,01050101108123,9,0
1818,01050101108123,11,0
1819,01050101108123,10,30
1820,01050101108123,4,20
