,HHID,G2,G3,G4,G5,G6,G7,G8,G9,G10
10009,04370100405011,5,2,,,,,,,
10010,04370100405012,1,2,,,,,,,
10011,04370100405012,2,2,,,,,,,
10012,04370100405012,3,2,,,,,,,
10013,04370100405012,4,2,,,,,,,
10014,04370100405012,5,2,,,,,,,
10015,04370100805001,1,2,,,,,,,
10016,04370100805001,2,2,,,,,,,
10017,04370100805001,3,2,,,,,,,
10018,04370100805001,4,2,,,,,,,
10019,04370100805001,5,2,,,,,,,
10020,04370100805002,1,2,,,,,,,
10021,04370100805002,2,1,1.0,40.0,12.0,1.0,2.0,24.0,2.0
10022,04370100805002,3,2,,,,,,,
10023,04370100805002,4,2,,,,,,,
10024,04370100805002,5,2,,,,,,,
10025,04370100805003,1,2,,,,,,,
10026,04370100805003,2,2,,,,,,,
10027,04370100805003,3,2,,,,,,,
10028,04370100805003,4,2,,,,,,,
10029,04370100805003,5,2,,,,,,,
10030,04370100805004,1,2,,,,,,,
10031,04370100805004,2,1,1.0,30.0,12.0,1.0,2.0,24.0,2.0
10032,04370100805004,3,2,,,,,,,
10033,04370100805004,4,2,,,,,,,
10034,04370100805004,5,2,,,,,,,
10035,04370100805005,1,2,,,,,,,
10036,04370100805005,2,2,,,,,,,
10037,04370100805005,3,2,,,,,,,
10038,04370100805005,4,2,,,,,,,
10039,04370100805005,5,2,,,,,,,
10040,04370100805006,1,2,,,,,,,
10041,04370100805006,2,2,,,,,,,
10042,04370100805006,3,2,,,,,,,
10043,04370100805006,4,2,,,,,,,
10044,04370100805006,5,2,,,,,,,
10045,04370100805007,1,2,,,,,,,
10046,04370100805007,2,2,,,,,,,
10047,04370100805007,3,2,,,,,,,
10048,04370100805007,4,2,,,,,,,
10049,04370100805007,5,2,,,,,,,
10050,04370100805008,1,2,,,,,,,
10051,04370100805008,2,2,,,,,,,
10052,04370100805008,3,2,,,,,,,
10053,04370100805008,4,2,,,,,,,
10054,04370100805008,5,2,,,,,,,
10055,04370100805009,1,2,,,,,,,
10056,04370100805009,2,2,,,,,,,
10057,04370100805009,3,2,,,,,,,
10058,04370100805009,4,2,,,,,,,
10059,04370100805009,5,2,,,,,,,
10060,04370100805010,1,2,,,,,,,
10061,04370100805010,2,2,,,,,,,
10062,04370100805010,3,2,,,,,,,
10063,04370100805010,4,2,,,,,,,
10064,04370100805010,5,2,,,,,,,
10065,04370100805011,1,2,,,,,,,
10066,04370100805011,2,1,1.0,40.0,12.0,1.0,3.0,28.0,2.0
10067,04370100805011,3,2,,,,,,,
10068,04370100805011,4,2,,,,,,,
10069,04370100805011,5,2,,,,,,,
10070,04370100805012,1,2,,,,,,,
10071,04370100805012,2,2,,,,,,,
10072,04370100805012,3,2,,,,,,,
10073,04370100805012,4,2,,,,,,,
10074,04370100805012,5,2,,,,,,,
10075,04370101213001,1,2,,,,,,,
10076,04370101213001,2,2,,,,,,,
10077,04370101213001,3,2,,,,,,,
10078,04370101213001,4,2,,,,,,,
10079,04370101213001,5,2,,,,,,,
10080,04370101213002,1,2,,,,,,,
10081,04370101213002,2,1,1.0,75.0,8.0,1.0,6.0,60.0,2.0
10082,04370101213002,3,2,,,,,,,
10083,04370101213002,4,2,,,,,,,
10084,04370101213002,5,2,,,,,,,
10085,04370101213003,1,2,,,,,,,
10086,04370101213003,2,1,1.0,120.0,11.0,1.0,4.0,28.0,2.0
10087,04370101213003,3,2,,,,,,,
10088,04370101213003,4,2,,,,,,,
10089,04370101213003,5,2,,,,,,,
10090,04370101213004,1,2,,,,,,,
10091,04370101213004,2,1,1.0,60.0,4.0,1.0,3.0,27.0,2.0
10092,04370101213004,3,2,,,,,,,
10093,04370101213004,4,2,,,,,,,
10094,04370101213004,5,2,,,,,,,
10095,04370101213005,1,2,,,,,,,
10096,04370101213005,2,2,,,,,,,
10097,04370101213005,3,2,,,,,,,
10098,04370101213005,4,2,,,,,,,
10099,04370101213005,5,2,,,,,,,
10100,04370101213006,1,2,,,,,,,
10101,04370101213006,2,2,,,,,,,
10102,04370101213006,3,2,,,,,,,
10103,04370101213006,4,2,,,,,,,
10104,04370101213006,5,2,,,,,,,
10105,04370101213007,1,2,,,,,,,
10106,04370101213007,2,2,,,,,,,
10107,04370101213007,3,2,,,,,,,
10108,04370101213007,4,2,,,,,,,
10109,04370101213007,5,2,,,,,,,
10110,04370101213008,1,2,,,,,,,
10111,04370101213008,2,2,,,,,,,
10112,04370101213008,3,2,,,,,,,
10113,04370101213008,4,2,,,,,,,
10114,04370101213008,5,2,,,,,,,
10115,04370101213009,1,2,,,,,,,
10116,04370101213009,2,1,2.0,50.0,6.0,1.0,4.0,24.0,2.0
10117,04370101213009,3,2,,,,,,,
10118,04370101213009,4,2,,,,,,,
10119,04370101213009,5,2,,,,,,,
10120,04370101213010,1,2,,,,,,,
10121,04370101213010,2,1,2.0,150.0,12.0,2.0,4.0,28.0,2.0
10122,04370101213010,3,2,,,,,,,
10123,04370101213010,4,2,,,,,,,
10124,04370101213010,5,2,,,,,,,
10125,04370101213011,1,2,,,,,,,
10126,04370101213011,2,1,2.0,60.0,8.0,1.0,4.0,16.0,2.0
10127,04370101213011,3,2,,,,,,,
10128,04370101213011,4,2,,,,,,,
10129,04370101213011,5,2,,,,,,,
10130,04370101213012,1,2,,,,,,,
10131,04370101213012,2,1,2.0,50.0,12.0,1.0,4.0,20.0,2.0
10132,04370101213012,3,2,,,,,,,
10133,04370101213012,4,2,,,,,,,
10134,04370101213012,5,2,,,,,,,
10135,04380301901001,1,2,,,,,,,
10136,04380301901001,2,2,,,,,,,
10137,04380301901001,3,2,,,,,,,
10138,04380301901001,4,2,,,,,,,
10139,04380301901001,5,2,,,,,,,
10140,04380301901002,1,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0
10141,04380301901002,2,2,,,,,,,
10142,04380301901002,3,2,,,,,,,
10143,04380301901002,4,2,,,,,,,
10144,04380301901002,5,2,,,,,,,
10145,04380301901003,1,2,,,,,,,
10146,04380301901003,2,2,,,,,,,
10147,04380301901003,3,2,,,,,,,
10148,04380301901003,4,2,,,,,,,
10149,04380301901003,5,2,,,,,,,
10150,04380301901004,1,2,,,,,,,
10151,04380301901004,2,2,,,,,,,
10152,04380301901004,3,2,,,,,,,
10153,04380301901004,4,2,,,,,,,
10154,04380301901004,5,2,,,,,,,
10155,04380301901005,1,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0
10156,04380301901005,2,2,,,,,,,
10157,04380301901005,3,2,,,,,,,
10158,04380301901005,4,2,,,,,,,
10159,04380301901005,5,2,,,,,,,
10160,04380301901006,1,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0
10161,04380301901006,2,2,,,,,,,
10162,04380301901006,3,2,,,,,,,
10163,04380301901006,4,2,,,,,,,
10164,04380301901006,5,2,,,,,,,
10165,04380301901007,1,2,,,,,,,
10166,04380301901007,2,1,1.0,30.0,8.0,1.0,4.0,25.0,2.0
10167,04380301901007,3,2,,,,,,,
10168,04380301901007,4,2,,,,,,,
10169,04380301901007,5,2,,,,,,,
10170,04380301901008,1,2,,,,,,,
10171,04380301901008,2,1,1.0,15.0,3.0,1.0,4.0,18.0,2.0
10172,04380301901008,3,2,,,,,,,
10173,04380301901008,4,2,,,,,,,
10174,04380301901008,5,2,,,,,,,
10175,04380301901009,1,2,,,,,,,
10176,04380301901009,2,1,1.0,20.0,4.0,1.0,2.0,13.0,2.0
10177,04380301901009,3,2,,,,,,,
10178,04380301901009,4,2,,,,,,,
10179,04380301901009,5,2,,,,,,,
10180,04380301901010,1,2,,,,,,,
10181,04380301901010,2,1,1.0,45.0,10.0,3.0,4.0,24.0,2.0
10182,04380301901010,3,2,,,,,,,
10183,04380301901010,4,2,,,,,,,
10184,04380301901010,5,2,,,,,,,
10185,04380301901011,1,2,,,,,,,
10186,04380301901011,2,1,1.0,75.0,8.0,3.0,4.0,24.0,1.0
10187,04380301901011,3,2,,,,,,,
10188,04380301901011,4,2,,,,,,,
10189,04380301901011,5,2,,,,,,,
10190,04380301901012,1,2,,,,,,,
10191,04380301901012,2,2,,,,,,,
10192,04380301901012,3,2,,,,,,,
10193,04380301901012,4,2,,,,,,,
10194,04380301901012,5,2,,,,,,,
10195,04380304202001,1,2,,,,,,,
10196,04380304202001,2,2,,,,,,,
10197,04380304202001,3,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0
10198,04380304202001,4,2,,,,,,,
10199,04380304202001,5,2,,,,,,,
10200,04380304202002,1,2,,,,,,,
10201,04380304202002,2,2,,,,,,,
10202,04380304202002,3,2,,,,,,,
10203,04380304202002,4,2,,,,,,,
10204,04380304202002,5,2,,,,,,,
10205,04380304202003,1,2,,,,,,,
10206,04380304202003,2,2,,,,,,,
10207,04380304202003,3,2,,,,,,,
10208,04380304202003,4,2,,,,,,,
10209,04380304202003,5,2,,,,,,,
10210,04380304202007,1,2,,,,,,,
10211,04380304202007,2,1,1.0,15.0,11.0,1.0,2.0,8.0,2.0
10212,04380304202007,3,2,,,,,,,
10213,04380304202007,4,2,,,,,,,
10214,04380304202007,5,2,,,,,,,
10215,04380304202008,1,2,,,,,,,
10216,04380304202008,2,2,,,,,,,
10217,04380304202008,3,2,,,,,,,
10218,04380304202008,4,2,,,,,,,
10219,04380304202008,5,2,,,,,,,
10220,04380304202009,1,2,,,,,,,
10221,04380304202009,2,2,,,,,,,
10222,04380304202009,3,2,,,,,,,
10223,04380304202009,4,2,,,,,,,
10224,04380304202009,5,2,,,,,,,
10225,04380304202010,1,2,,,,,,,
10226,04380304202010,2,2,,,,,,,
10227,04380304202010,3,2,,,,,,,
10228,04380304202010,4,2,,,,,,,
10229,04380304202010,5,2,,,,,,,
10230,04380304202011,1,2,,,,,,,
10231,04380304202011,2,1,1.0,55.0,12.0,4.0,4.0,36.0,1.0
10232,04380304202011,3,2,,,,,,,
10233,04380304202011,4,2,,,,,,,
10234,04380304202011,5,2,,,,,,,
10235,04380304202012,1,2,,,,,,,
10236,04380304202012,2,1,1.0,35.0,8.0,4.0,6.0,18.0,1.0
10237,04380304202012,3,2,,,,,,,
10238,04380304202012,4,2,,,,,,,
10239,04380304202012,5,2,,,,,,,
10240,04380801605001,1,2,,,,,,,
10241,04380801605001,2,1,1.0,50.0,8.0,2.0,6.0,60.0,2.0
10242,04380801605001,3,2,,,,,,,
10243,04380801605001,4,1,1.0,300.0,12.0,2.0,6.0,60.0,
10244,04380801605001,5,2,,,,,,,
10245,04380801605002,1,2,,,,,,,
10246,04380801605002,2,1,1.0,30.0,6.0,2.0,6.0,60.0,2.0
10247,04380801605002,3,2,,,,,,,
10248,04380801605002,4,2,,,,,,,
10249,04380801605002,5,2,,,,,,,
10250,04380801605003,1,2,,,,,,,
10251,04380801605003,2,1,1.0,30.0,3.0,1.0,6.0,60.0,2.0
10252,04380801605003,3,2,,,,,,,
10253,04380801605003,4,2,,,,,,,
10254,04380801605003,5,2,,,,,,,
10255,04380801605004,1,2,,,,,,,
10256,04380801605004,2,1,2.0,40.0,8.0,3.0,12.0,120.0,2.0
10257,04380801605004,3,2,,,,,,,
10258,04380801605004,4,2,,,,,,,
10259,04380801605004,5,2,,,,,,,
10260,04380801605005,1,2,,,,,,,
10261,04380801605005,2,1,1.0,30.0,4.0,1.0,3.0,30.0,2.0
10262,04380801605005,3,2,,,,,,,
10263,04380801605005,4,2,,,,,,,
10264,04380801605005,5,2,,,,,,,
10265,04380801605006,1,2,,,,,,,
10266,04380801605006,2,1,1.0,25.0,9.0,3.0,6.0,18.0,2.0
10267,04380801605006,3,2,,,,,,,
10268,04380801605006,4,2,,,,,,,
10269,04380801605006,5,2,,,,,,,
10270,04380801605007,1,2,,,,,,,
10271,04380801605007,2,1,1.0,50.0,5.0,2.0,4.0,40.0,2.0
10272,04380801605007,3,2,,,,,,,
10273,04380801605007,4,2,,,,,,,
10274,04380801605007,5,2,,,,,,,
10275,04380801605008,1,2,,,,,,,
10276,04380801605008,2,1,1.0,30.0,2.0,1.0,2.0,20.0,2.0
10277,04380801605008,3,2,,,,,,,
10278,04380801605008,4,2,,,,,,,
10279,04380801605008,5,2,,,,,,,
10280,04380801605009,1,2,,,,,,,
10281,04380801605009,2,1,1.0,30.0,2.0,2.0,3.0,30.0,2.0
10282,04380801605009,3,2,,,,,,,
10283,04380801605009,4,2,,,,,,,
10284,04380801605009,5,2,,,,,,,
10285,04380801605010,1,2,,,,,,,
10286,04380801605010,2,1,1.0,30.0,12.0,3.0,4.0,40.0,2.0
10287,04380801605010,3,2,,,,,,,
10288,04380801605010,4,2,,,,,,,
10289,04380801605010,5,2,,,,,,,
10290,04380801605011,1,2,,,,,,,
10291,04380801605011,2,1,1.0,50.0,5.0,3.0,6.0,60.0,2.0
10292,04380801605011,3,2,,,,,,,
10293,04380801605011,4,1,,300.0,12.0,2.0,9.0,90.0,
10294,04380801605011,5,2,,,,,,,
10295,04380801605012,1,1,1.0,95.0,8.0,4.0,9.0,18.0,1.0
10296,04380801605012,2,1,1.0,30.0,2.0,2.0,4.0,40.0,2.0
10297,04380801605012,3,2,,,,,,,
10298,04380801605012,4,2,,,,,,,
10299,04380801605012,5,2,,,,,,,
10300,04381000108001,1,1,1.0,80.0,12.0,3.0,6.0,54.0,1.0
10301,04381000108001,2,2,,,,,,,
10302,04381000108001,3,2,,,,,,,
10303,04381000108001,4,2,,,,,,,
10304,04381000108001,5,2,,,,,,,
10305,04381000108004,1,2,,,,,,,
10306,04381000108004,2,1,1.0,45.0,12.0,1.0,2.0,18.0,2.0
10307,04381000108004,3,2,,,,,,,
10308,04381000108004,4,2,,,,,,,
10309,04381000108004,5,2,,,,,,,
10310,04381000108007,1,1,1.0,80.0,12.0,3.0,6.0,54.0,1.0
10311,04381000108007,2,2,,,,,,,
10312,04381000108007,3,2,,,,,,,
10313,04381000108007,4,2,,,,,,,
10314,04381000108007,5,2,,,,,,,
10315,04381000108015,1,2,,,,,,,
10316,04381000108015,2,2,,,,,,,
10317,04381000108015,3,2,,,,,,,
10318,04381000108015,4,2,,,,,,,
10319,04381000108015,5,2,,,,,,,
10320,04381000108039,1,1,1.0,80.0,12.0,3.0,6.0,54.0,2.0
10321,04381000108039,2,2,,,,,,,
10322,04381000108039,3,2,,,,,,,
10323,04381000108039,4,2,,,,,,,
10324,04381000108039,5,2,,,,,,,
10325,04381000108063,1,2,,,,,,,
10326,04381000108063,2,2,,,,,,,
10327,04381000108063,3,2,,,,,,,
10328,04381000108063,4,2,,,,,,,
10329,04381000108063,5,2,,,,,,,
10330,04381000108087,1,2,,,,,,,
10331,04381000108087,2,1,1.0,45.0,12.0,1.0,3.0,54.0,2.0
10332,04381000108087,3,2,,,,,,,
10333,04381000108087,4,2,,,,,,,
10334,04381000108087,5,2,,,,,,,
10335,04381000108111,1,2,,,,,,,
10336,04381000108111,2,2,,,,,,,
10337,04381000108111,3,2,,,,,,,
10338,04381000108111,4,2,,,,,,,
10339,04381000108111,5,2,,,,,,,
10340,04381000108135,1,2,,,,,,,
10341,04381000108135,2,2,,,,,,,
10342,04381000108135,3,2,,,,,,,
10343,04381000108135,4,2,,,,,,,
10344,04381000108135,5,2,,,,,,,
10345,04381000108159,1,2,,,,,,,
10346,04381000108159,2,1,1.0,40.0,12.0,1.0,2.0,18.0,2.0
10347,04381000108159,3,2,,,,,,,
10348,04381000108159,4,2,,,,,,,
10349,04381000108159,5,2,,,,,,,
10350,04381000108183,1,1,1.0,150.0,12.0,4.0,6.0,54.0,2.0
10351,04381000108183,2,2,,,,,,,
10352,04381000108183,3,2,,,,,,,
10353,04381000108183,4,2,,,,,,,
10354,04381000108183,5,2,,,,,,,
10355,04381000108207,1,2,,,,,,,
10356,04381000108207,2,1,1.0,40.0,12.0,1.0,2.0,18.0,2.0
10357,04381000108207,3,2,,,,,,,
10358,04381000108207,4,2,,,,,,,
10359,04381000108207,5,2,,,,,,,
10360,04381001704001,1,2,,,,,,,
10361,04381001704001,2,1,1.0,25.0,9.0,3.0,3.0,9.0,1.0
10362,04381001704001,3,2,,,,,,,
10363,04381001704001,4,2,,,,,,,
10364,04381001704001,5,2,,,,,,,
10365,04381001704002,1,2,,,,,,,
10366,04381001704002,2,1,1.0,90.0,9.0,2.0,3.0,24.0,1.0
10367,04381001704002,3,2,,,,,,,
10368,04381001704002,4,2,,,,,,,
10369,04381001704002,5,2,,,,,,,
10370,04381001704003,1,2,,,,,,,
10371,04381001704003,2,1,2.0,100.0,5.0,12.0,6.0,54.0,1.0
10372,04381001704003,3,2,,,,,,,
10373,04381001704003,4,2,,,,,,,
10374,04381001704003,5,2,,,,,,,
10375,04381001704004,1,2,,,,,,,
10376,04381001704004,2,1,1.0,50.0,3.0,3.0,3.0,24.0,1.0
10377,04381001704004,3,2,,,,,,,
10378,04381001704004,4,2,,,,,,,
10379,04381001704004,5,2,,,,,,,
10380,04381001704005,1,2,,,,,,,
10381,04381001704005,2,1,1.0,35.0,2.0,4.0,6.0,18.0,1.0
10382,04381001704005,3,2,,,,,,,
10383,04381001704005,4,2,,,,,,,
10384,04381001704005,5,2,,,,,,,
10385,04381001704006,1,2,,,,,,,
10386,04381001704006,2,1,1.0,15.0,1.0,2.0,4.0,12.0,1.0
10387,04381001704006,3,2,,,,,,,
10388,04381001704006,4,2,,,,,,,
10389,04381001704006,5,2,,,,,,,
10390,04381001704007,1,2,,,,,,,
10391,04381001704007,2,1,1.0,80.0,12.0,3.0,3.0,24.0,1.0
10392,04381001704007,3,2,,,,,,,
10393,04381001704007,4,2,,,,,,,
10394,04381001704007,5,2,,,,,,,
10395,04381001704008,1,2,,,,,,,
10396,04381001704008,2,1,1.0,40.0,6.0,4.0,6.0,18.0,1.0
10397,04381001704008,3,2,,,,,,,
10398,04381001704008,4,2,,,,,,,
10399,04381001704008,5,2,,,,,,,
10400,04381001704009,1,1,1.0,50.0,12.0,4.0,2.0,12.0,1.0
10401,04381001704009,2,2,,,,,,,
10402,04381001704009,3,2,,,,,,,
10403,04381001704009,4,1,1.0,150.0,12.0,1.0,4.0,12.0,
10404,04381001704009,5,2,,,,,,,
10405,04381001704010,1,2,,,,,,,
10406,04381001704010,2,1,1.0,30.0,12.0,3.0,4.0,12.0,1.0
10407,04381001704010,3,2,,,,,,,
10408,04381001704010,4,2,,,,,,,
10409,04381001704010,5,2,,,,,,,
10410,04381001704011,1,2,,,,,,,
10411,04381001704011,2,1,1.0,30.0,12.0,3.0,2.0,16.0,1.0
10412,04381001704011,3,2,,,,,,,
10413,04381001704011,4,2,,,,,,,
10414,04381001704011,5,2,,,,,,,
10415,04381001704012,1,2,,,,,,,
10416,04381001704012,2,2,,,,,,,
10417,04381001704012,3,2,,,,,,,
10418,04381001704012,4,2,,,,,,,
10419,04381001704012,5,2,,,,,,,
10420,04381100116001,1,2,,,,,,,
10421,04381100116001,2,2,,,,,,,
10422,04381100116001,3,2,,,,,,,
10423,04381100116001,4,2,,,,,,,
10424,04381100116001,5,2,,,,,,,
10425,04381100116002,1,2,,,,,,,
10426,04381100116002,2,2,,,,,,,
10427,04381100116002,3,2,,,,,,,
10428,04381100116002,4,2,,,,,,,
10429,04381100116002,5,2,,,,,,,
10430,04381100116003,1,2,,,,,,,
10431,04381100116003,2,2,,,,,,,
10432,04381100116003,3,2,,,,,,,
10433,04381100116003,4,2,,,,,,,
10434,04381100116003,5,2,,,,,,,
10435,04381100116004,1,2,,,,,,,
10436,04381100116004,2,2,,,,,,,
10437,04381100116004,3,2,,,,,,,
10438,04381100116004,4,2,,,,,,,
10439,04381100116004,5,2,,,,,,,
10440,04381100116005,1,2,,,,,,,
10441,04381100116005,2,2,,,,,,,
10442,04381100116005,3,2,,,,,,,
10443,04381100116005,4,2,,,,,,,
10444,04381100116005,5,2,,,,,,,
10445,04381100116006,1,2,,,,,,,
10446,04381100116006,2,2,,,,,,,
10447,04381100116006,3,2,,,,,,,
10448,04381100116006,4,2,,,,,,,
10449,04381100116006,5,2,,,,,,,
10450,04381100116007,1,2,,,,,,,
10451,04381100116007,2,2,,,,,,,
10452,04381100116007,3,2,,,,,,,
10453,04381100116007,4,2,,,,,,,
10454,04381100116007,5,2,,,,,,,
10455,04381100116008,1,2,,,,,,,
10456,04381100116008,2,2,,,,,,,
10457,04381100116008,3,2,,,,,,,
10458,04381100116008,4,2,,,,,,,
10459,04381100116008,5,2,,,,,,,
10460,04381100116009,1,2,,,,,,,
10461,04381100116009,2,1,2.0,8.0,12.0,1.0,6.0,24.0,2.0
10462,04381100116009,3,2,,,,,,,
10463,04381100116009,4,2,,,,,,,
10464,04381100116009,5,2,,,,,,,
10465,04381100116010,1,2,,,,,,,
10466,04381100116010,2,2,,,,,,,
10467,04381100116010,3,2,,,,,,,
10468,04381100116010,4,2,,,,,,,
10469,04381100116010,5,2,,,,,,,
10470,04381100116011,1,2,,,,,,,
10471,04381100116011,2,2,,,,,,,
10472,04381100116011,3,2,,,,,,,
10473,04381100116011,4,2,,,,,,,
10474,04381100116011,5,2,,,,,,,
10475,04381100116012,1,2,,,,,,,
10476,04381100116012,2,2,,,,,,,
10477,04381100116012,3,2,,,,,,,
10478,04381100116012,4,2,,,,,,,
10479,04381100116012,5,2,,,,,,,
10480,04381100402001,1,2,,,,,,,
10481,04381100402001,2,2,,,,,,,
10482,04381100402001,3,2,,,,,,,
10483,04381100402001,4,2,,,,,,,
10484,04381100402001,5,2,,,,,,,
10485,04381100402002,1,2,,,,,,,
10486,04381100402002,2,2,,,,,,,
10487,04381100402002,3,2,,,,,,,
10488,04381100402002,4,2,,,,,,,
10489,04381100402002,5,2,,,,,,,
10490,04381100402003,1,2,,,,,,,
10491,04381100402003,2,2,,,,,,,
10492,04381100402003,3,2,,,,,,,
10493,04381100402003,4,2,,,,,,,
10494,04381100402003,5,2,,,,,,,
10495,04381100402004,1,2,,,,,,,
10496,04381100402004,2,2,,,,,,,
10497,04381100402004,3,2,,,,,,,
10498,04381100402004,4,2,,,,,,,
10499,04381100402004,5,2,,,,,,,
10500,04381100402005,1,2,,,,,,,
10501,04381100402005,2,2,,,,,,,
10502,04381100402005,3,2,,,,,,,
10503,04381100402005,4,2,,,,,,,
10504,04381100402005,5,2,,,,,,,
10505,04381100402006,1,2,,,,,,,
10506,04381100402006,2,2,,,,,,,
10507,04381100402006,3,2,,,,,,,
10508,04381100402006,4,2,,,,,,,
10509,04381100402006,5,2,,,,,,,
10510,04381100402007,1,2,,,,,,,
10511,04381100402007,2,2,,,,,,,
10512,04381100402007,3,2,,,,,,,
10513,04381100402007,4,2,,,,,,,
10514,04381100402007,5,2,,,,,,,
10515,04381100402008,1,2,,,,,,,
10516,04381100402008,2,2,,,,,,,
10517,04381100402008,3,2,,,,,,,
10518,04381100402008,4,2,,,,,,,
10519,04381100402008,5,2,,,,,,,
10520,04381100402009,1,2,,,,,,,
10521,04381100402009,2,2,,,,,,,
10522,04381100402009,3,2,,,,,,,
10523,04381100402009,4,2,,,,,,,
10524,04381100402009,5,2,,,,,,,
10525,04381100402010,1,2,,,,,,,
10526,04381100402010,2,2,,,,,,,
10527,04381100402010,3,2,,,,,,,
10528,04381100402010,4,2,,,,,,,
10529,04381100402010,5,2,,,,,,,
10530,04381100402011,1,2,,,,,,,
10531,04381100402011,2,1,1.0,40.0,6.0,2.0,4.0,36.0,2.0
10532,04381100402011,3,2,,,,,,,
10533,04381100402011,4,2,,,,,,,
10534,04381100402011,5,2,,,,,,,
10535,04381100402012,1,2,,,,,,,
10536,04381100402012,2,2,,,,,,,
10537,04381100402012,3,2,,,,,,,
10538,04381100402012,4,2,,,,,,,
10539,04381100402012,5,2,,,,,,,
10540,04381100521008,1,2,,,,,,,
10541,04381100521008,2,2,,,,,,,
10542,04381100521008,3,2,,,,,,,
10543,04381100521008,4,2,,,,,,,
10544,04381100521008,5,2,,,,,,,
10545,04381100521017,1,2,,,,,,,
10546,04381100521017,2,1,,250.0,8.0,2.0,0.0,0.0,2.0
10547,04381100521017,3,2,,,,,,,
10548,04381100521017,4,2,,,,,,,
10549,04381100521017,5,2,,,,,,,
10550,04381100521026,1,2,,,,,,,
10551,04381100521026,2,2,,,,,,,
10552,04381100521026,3,2,,,,,,,
10553,04381100521026,4,2,,,,,,,
10554,04381100521026,5,2,,,,,,,
10555,04381100521035,1,2,,,,,,,
10556,04381100521035,2,2,,,,,,,
10557,04381100521035,3,2,,,,,,,
10558,04381100521035,4,2,,,,,,,
10559,04381100521035,5,2,,,,,,,
10560,04381100521044,1,2,,,,,,,
10561,04381100521044,2,2,,,,,,,
10562,04381100521044,3,2,,,,,,,
10563,04381100521044,4,2,,,,,,,
10564,04381100521044,5,2,,,,,,,
10565,04381100521053,1,2,,,,,,,
10566,04381100521053,2,2,,,,,,,
10567,04381100521053,3,2,,,,,,,
10568,04381100521053,4,2,,,,,,,
10569,04381100521053,5,2,,,,,,,
10570,04381100521062,1,2,,,,,,,
10571,04381100521062,2,2,,,,,,,
10572,04381100521062,3,2,,,,,,,
10573,04381100521062,4,2,,,,,,,
10574,04381100521062,5,2,,,,,,,
10575,04381100521071,1,2,,,,,,,
10576,04381100521071,2,2,,,,,,,
10577,04381100521071,3,2,,,,,,,
10578,04381100521071,4,2,,,,,,,
10579,04381100521071,5,2,,,,,,,
10580,04381100521080,1,2,,,,,,,
10581,04381100521080,2,1,1.0,240.0,12.0,3.0,0.0,0.0,2.0
10582,04381100521080,3,2,,,,,,,
10583,04381100521080,4,2,,,,,,,
10584,04381100521080,5,2,,,,,,,
10585,04381100521089,1,2,,,,,,,
10586,04381100521089,2,2,,,,,,,
10587,04381100521089,3,2,,,,,,,
10588,04381100521089,4,2,,,,,,,
10589,04381100521089,5,2,,,,,,,
10590,04381100521098,1,2,,,,,,,
10591,04381100521098,2,2,,,,,,,
10592,04381100521098,3,2,,,,,,,
10593,04381100521098,4,2,,,,,,,
10594,04381100521098,5,2,,,,,,,
10595,04381100521107,1,2,,,,,,,
10596,04381100521107,2,1,1.0,650.0,12.0,3.0,0.0,0.0,2.0
10597,04381100521107,3,2,,,,,,,
10598,04381100521107,4,2,,,,,,,
10599,04381100521107,5,2,,,,,,,
10600,04381100716002,1,2,,,,,,,
10601,04381100716002,2,1,1.0,9.0,12.0,2.0,2.0,18.0,2.0
10602,04381100716002,3,2,,,,,,,
10603,04381100716002,4,2,,,,,,,
10604,04381100716002,5,2,,,,,,,
10605,04381100716003,1,2,,,,,,,
10606,04381100716003,2,1,1.0,8.0,6.0,3.0,2.0,16.0,1.0
10607,04381100716003,3,2,,,,,,,
10608,04381100716003,4,2,,,,,,,
10609,04381100716003,5,2,,,,,,,
10610,04381100716006,1,2,,,,,,,
10611,04381100716006,2,2,,,,,,,
10612,04381100716006,3,2,,,,,,,
10613,04381100716006,4,2,,,,,,,
10614,04381100716006,5,2,,,,,,,
10615,04381100716012,1,2,,,,,,,
10616,04381100716012,2,2,,,,,,,
10617,04381100716012,3,2,,,,,,,
10618,04381100716012,4,2,,,,,,,
10619,04381100716012,5,2,,,,,,,
10620,04381100716016,1,2,,,,,,,
10621,04381100716016,2,2,,,,,,,
10622,04381100716016,3,2,,,,,,,
10623,04381100716016,4,2,,,,,,,
10624,04381100716016,5,2,,,,,,,
10625,04381100716028,1,2,,,,,,,
10626,04381100716028,2,2,,,,,,,
10627,04381100716028,3,2,,,,,,,
10628,04381100716028,4,2,,,,,,,
10629,04381100716028,5,2,,,,,,,
10630,04381100716042,1,2,,,,,,,
10631,04381100716042,2,2,,,,,,,
10632,04381100716042,3,2,,,,,,,
10633,04381100716042,4,2,,,,,,,
10634,04381100716042,5,2,,,,,,,
10635,04381100716060,1,2,,,,,,,
10636,04381100716060,2,2,,,,,,,
10637,04381100716060,3,2,,,,,,,
10638,04381100716060,4,2,,,,,,,
10639,04381100716060,5,2,,,,,,,
