,HHID,G2,G3,G4,G5,G6,G7,G8,G9,G10
15472,07661900106003,3,2,,,,,,,
15473,07661900106003,4,2,,,,,,,
15474,07661900106003,5,2,,,,,,,
15475,07661900106004,1,2,,,,,,,
15476,07661900106004,2,2,,,,,,,
15477,07661900106004,3,2,,,,,,,
15478,07661900106004,4,2,,,,,,,
15479,07661900106004,5,2,,,,,,,
15480,07661900106005,1,2,,,,,,,
15481,07661900106005,2,2,,,,,,,
15482,07661900106005,3,2,,,,,,,
15483,07661900106005,4,2,,,,,,,
15484,07661900106005,5,2,,,,,,,
15485,07661900106006,1,2,,,,,,,
15486,07661900106006,2,2,,,,,,,
15487,07661900106006,3,2,,,,,,,
15488,07661900106006,4,2,,,,,,,
15489,07661900106006,5,2,,,,,,,
15490,07661900106007,1,2,,,,,,,
15491,07661900106007,2,2,,,,,,,
15492,07661900106007,3,2,,,,,,,
15493,07661900106007,4,2,,,,,,,
15494,07661900106007,5,2,,,,,,,
15495,07661900106008,1,2,,,,,,,
15496,07661900106008,2,2,,,,,,,
15497,07661900106008,3,2,,,,,,,
15498,07661900106008,4,2,,,,,,,
15499,07661900106008,5,2,,,,,,,
15500,07661900106009,1,2,,,,,,,
15501,07661900106009,2,2,,,,,,,
15502,07661900106009,3,2,,,,,,,
15503,07661900106009,4,2,,,,,,,
15504,07661900106009,5,2,,,,,,,
15505,07661900106010,1,2,,,,,,,
15506,07661900106010,2,2,,,,,,,
15507,07661900106010,3,2,,,,,,,
15508,07661900106010,4,2,,,,,,,
15509,07661900106010,5,2,,,,,,,
15510,07661900106011,1,2,,,,,,,
15511,07661900106011,2,2,,,,,,,
15512,07661900106011,3,2,,,,,,,
15513,07661900106011,4,2,,,,,,,
15514,07661900106011,5,2,,,,,,,
15515,07661900106012,1,2,,,,,,,
15516,07661900106012,2,2,,,,,,,
15517,07661900106012,3,2,,,,,,,
15518,07661900106012,4,2,,,,,,,
15519,07661900106012,5,2,,,,,,,
15520,07661900421004,1,2,,,,,,,
15521,07661900421004,2,2,,,,,,,
15522,07661900421004,3,2,,,,,,,
15523,07661900421004,4,2,,,,,,,
15524,07661900421004,5,2,,,,,,,
15525,07661900421013,1,2,,,,,,,
15526,07661900421013,2,1,1.0,10.0,2.0,2.0,4.0,20.0,2.0
15527,07661900421013,3,2,,,,,,,
15528,07661900421013,4,2,,,,,,,
15529,07661900421013,5,2,,,,,,,
15530,07661900421022,1,2,,,,,,,
15531,07661900421022,2,2,,,,,,,
15532,07661900421022,3,2,,,,,,,
15533,07661900421022,4,2,,,,,,,
15534,07661900421022,5,2,,,,,,,
15535,07661900421031,1,2,,,,,,,
15536,07661900421031,2,2,,,,,,,
15537,07661900421031,3,2,,,,,,,
15538,07661900421031,4,2,,,,,,,
15539,07661900421031,5,2,,,,,,,
15540,07661900421040,1,2,,,,,,,
15541,07661900421040,2,1,2.0,20.0,2.0,1.0,4.0,30.0,2.0
15542,07661900421040,3,2,,,,,,,
15543,07661900421040,4,2,,,,,,,
15544,07661900421040,5,2,,,,,,,
15545,07661900421049,1,2,,,,,,,
15546,07661900421049,2,2,,,,,,,
15547,07661900421049,3,2,,,,,,,
15548,07661900421049,4,2,,,,,,,
15549,07661900421049,5,2,,,,,,,
15550,07661900421058,1,2,,,,,,,
15551,07661900421058,2,2,,,,,,,
15552,07661900421058,3,2,,,,,,,
15553,07661900421058,4,2,,,,,,,
15554,07661900421058,5,2,,,,,,,
15555,07661900421067,1,2,,,,,,,
15556,07661900421067,2,2,,,,,,,
15557,07661900421067,3,2,,,,,,,
15558,07661900421067,4,2,,,,,,,
15559,07661900421067,5,2,,,,,,,
15560,07661900421076,1,2,,,,,,,
15561,07661900421076,2,1,1.0,30.0,3.0,1.0,4.0,20.0,2.0
15562,07661900421076,3,2,,,,,,,
15563,07661900421076,4,2,,,,,,,
15564,07661900421076,5,2,,,,,,,
15565,07661900421085,1,2,,,,,,,
15566,07661900421085,2,2,,,,,,,
15567,07661900421085,3,2,,,,,,,
15568,07661900421085,4,2,,,,,,,
15569,07661900421085,5,2,,,,,,,
15570,07661900421094,1,2,,,,,,,
15571,07661900421094,2,2,,,,,,,
15572,07661900421094,3,2,,,,,,,
15573,07661900421094,4,2,,,,,,,
15574,07661900421094,5,2,,,,,,,
15575,07661900421103,1,2,,,,,,,
15576,07661900421103,2,2,,,,,,,
15577,07661900421103,3,2,,,,,,,
15578,07661900421103,4,2,,,,,,,
15579,07661900421103,5,2,,,,,,,
15580,07661900703002,1,2,,,,,,,
15581,07661900703002,2,1,1.0,20.0,3.0,1.0,2.0,10.0,2.0
15582,07661900703002,3,2,,,,,,,
15583,07661900703002,4,2,,,,,,,
15584,07661900703002,5,2,,,,,,,
15585,07661900703011,1,2,,,,,,,
15586,07661900703011,2,2,,,,,,,
15587,07661900703011,3,2,,,,,,,
15588,07661900703011,4,2,,,,,,,
15589,07661900703011,5,2,,,,,,,
15590,07661900703012,1,2,,,,,,,
15591,07661900703012,2,2,,,,,,,
15592,07661900703012,3,2,,,,,,,
15593,07661900703012,4,2,,,,,,,
15594,07661900703012,5,2,,,,,,,
15595,07661900703020,1,2,,,,,,,
15596,07661900703020,2,2,,,,,,,
15597,07661900703020,3,2,,,,,,,
15598,07661900703020,4,2,,,,,,,
15599,07661900703020,5,2,,,,,,,
15600,07661900703038,1,2,,,,,,,
15601,07661900703038,2,2,,,,,,,
15602,07661900703038,3,2,,,,,,,
15603,07661900703038,4,2,,,,,,,
15604,07661900703038,5,2,,,,,,,
15605,07661900703056,1,2,,,,,,,
15606,07661900703056,2,2,,,,,,,
15607,07661900703056,3,2,,,,,,,
15608,07661900703056,4,2,,,,,,,
15609,07661900703056,5,2,,,,,,,
15610,07661900703074,1,2,,,,,,,
15611,07661900703074,2,2,,,,,,,
15612,07661900703074,3,2,,,,,,,
15613,07661900703074,4,2,,,,,,,
15614,07661900703074,5,2,,,,,,,
15615,07661900703092,1,2,,,,,,,
15616,07661900703092,2,2,,,,,,,
15617,07661900703092,3,2,,,,,,,
15618,07661900703092,4,2,,,,,,,
15619,07661900703092,5,2,,,,,,,
15620,07661900703146,1,2,,,,,,,
15621,07661900703146,2,2,,,,,,,
15622,07661900703146,3,2,,,,,,,
15623,07661900703146,4,2,,,,,,,
15624,07661900703146,5,2,,,,,,,
15625,07661900703164,1,2,,,,,,,
15626,07661900703164,2,2,,,,,,,
15627,07661900703164,3,2,,,,,,,
15628,07661900703164,4,2,,,,,,,
15629,07661900703164,5,2,,,,,,,
15630,07661900703182,1,2,,,,,,,
15631,07661900703182,2,2,,,,,,,
15632,07661900703182,3,2,,,,,,,
15633,07661900703182,4,2,,,,,,,
15634,07661900703182,5,2,,,,,,,
15635,07661900703200,1,2,,,,,,,
15636,07661900703200,2,2,,,,,,,
15637,07661900703200,3,2,,,,,,,
15638,07661900703200,4,2,,,,,,,
15639,07661900703200,5,2,,,,,,,
15640,12670300101001,1,2,,,,,,,
15641,12670300101001,2,2,,,,,,,
15642,12670300101001,3,2,,,,,,,
15643,12670300101001,4,2,,,,,,,
15644,12670300101001,5,2,,,,,,,
15645,12670300101002,1,2,,,,,,,
15646,12670300101002,2,2,,,,,,,
15647,12670300101002,3,2,,,,,,,
15648,12670300101002,4,2,,,,,,,
15649,12670300101002,5,2,,,,,,,
15650,12670300101003,1,2,,,,,,,
15651,12670300101003,2,1,1.0,30.0,12.0,1.0,1.0,8.0,2.0
15652,12670300101003,3,2,,,,,,,
15653,12670300101003,4,2,,,,,,,
15654,12670300101003,5,2,,,,,,,
15655,12670300101004,1,2,,,,,,,
15656,12670300101004,2,2,,,,,,,
15657,12670300101004,3,2,,,,,,,
15658,12670300101004,4,2,,,,,,,
15659,12670300101004,5,2,,,,,,,
15660,12670300101005,1,2,,,,,,,
15661,12670300101005,2,1,1.0,25.0,12.0,1.0,2.0,16.0,2.0
15662,12670300101005,3,2,,,,,,,
15663,12670300101005,4,2,,,,,,,
15664,12670300101005,5,2,,,,,,,
15665,12670300101006,1,2,,,,,,,
15666,12670300101006,2,2,,,,,,,
15667,12670300101006,3,2,,,,,,,
15668,12670300101006,4,2,,,,,,,
15669,12670300101006,5,2,,,,,,,
15670,12670300101007,1,2,,,,,,,
15671,12670300101007,2,1,1.0,25.0,12.0,1.0,2.0,16.0,2.0
15672,12670300101007,3,2,,,,,,,
15673,12670300101007,4,2,,,,,,,
15674,12670300101007,5,2,,,,,,,
15675,12670300101008,1,2,,,,,,,
15676,12670300101008,2,1,1.0,25.0,8.0,1.0,2.0,16.0,2.0
15677,12670300101008,3,2,,,,,,,
15678,12670300101008,4,2,,,,,,,
15679,12670300101008,5,2,,,,,,,
15680,12670300101009,1,2,,,,,,,
15681,12670300101009,2,1,1.0,25.0,8.0,1.0,2.0,16.0,2.0
15682,12670300101009,3,2,,,,,,,
15683,12670300101009,4,2,,,,,,,
15684,12670300101009,5,2,,,,,,,
15685,12670300101010,1,2,,,,,,,
15686,12670300101010,2,2,,,,,,,
15687,12670300101010,3,2,,,,,,,
15688,12670300101010,4,2,,,,,,,
15689,12670300101010,5,2,,,,,,,
15690,12670300101011,1,2,,,,,,,
15691,12670300101011,2,1,1.0,25.0,6.0,1.0,2.0,16.0,2.0
15692,12670300101011,3,2,,,,,,,
15693,12670300101011,4,2,,,,,,,
15694,12670300101011,5,2,,,,,,,
15695,12670300101012,1,2,,,,,,,
15696,12670300101012,2,1,1.0,25.0,6.0,1.0,2.0,16.0,2.0
15697,12670300101012,3,2,,,,,,,
15698,12670300101012,4,2,,,,,,,
15699,12670300101012,5,2,,,,,,,
15700,12670500701001,1,2,,,,,,,
15701,12670500701001,2,2,,,,,,,
15702,12670500701001,3,2,,,,,,,
15703,12670500701001,4,2,,,,,,,
15704,12670500701001,5,2,,,,,,,
15705,12670500701002,1,2,,,,,,,
15706,12670500701002,2,2,,,,,,,
15707,12670500701002,3,2,,,,,,,
15708,12670500701002,4,2,,,,,,,
15709,12670500701002,5,2,,,,,,,
15710,12670500701003,1,2,,,,,,,
15711,12670500701003,2,2,,,,,,,
15712,12670500701003,3,2,,,,,,,
15713,12670500701003,4,2,,,,,,,
15714,12670500701003,5,2,,,,,,,
15715,12670500701004,1,2,,,,,,,
15716,12670500701004,2,1,1.0,25.0,12.0,1.0,2.0,20.0,2.0
15717,12670500701004,3,2,,,,,,,
15718,12670500701004,4,2,,,,,,,
15719,12670500701004,5,2,,,,,,,
15720,12670500701005,1,2,,,,,,,
15721,12670500701005,2,1,1.0,60.0,4.0,2.0,6.0,18.0,2.0
15722,12670500701005,3,2,,,,,,,
15723,12670500701005,4,2,,,,,,,
15724,12670500701005,5,2,,,,,,,
15725,12670500701006,1,2,,,,,,,
15726,12670500701006,2,1,1.0,50.0,5.0,2.0,3.0,18.0,2.0
15727,12670500701006,3,2,,,,,,,
15728,12670500701006,4,2,,,,,,,
15729,12670500701006,5,2,,,,,,,
15730,12670500701007,1,2,,,,,,,
15731,12670500701007,2,1,1.0,60.0,4.0,2.0,3.0,18.0,2.0
15732,12670500701007,3,2,,,,,,,
15733,12670500701007,4,2,,,,,,,
15734,12670500701007,5,2,,,,,,,
15735,12670500701008,1,2,,,,,,,
15736,12670500701008,2,1,1.0,60.0,5.0,4.0,6.0,42.0,1.0
15737,12670500701008,3,2,,,,,,,
15738,12670500701008,4,2,,,,,,,
15739,12670500701008,5,2,,,,,,,
15740,12670500701009,1,2,,,,,,,
15741,12670500701009,2,1,1.0,35.0,8.0,2.0,4.0,40.0,1.0
15742,12670500701009,3,2,,,,,,,
15743,12670500701009,4,2,,,,,,,
15744,12670500701009,5,2,,,,,,,
15745,12670500701010,1,2,,,,,,,
15746,12670500701010,2,1,1.0,45.0,10.0,2.0,4.0,40.0,1.0
15747,12670500701010,3,2,,,,,,,
15748,12670500701010,4,2,,,,,,,
15749,12670500701010,5,2,,,,,,,
15750,12670500701011,1,2,,,,,,,
15751,12670500701011,2,1,1.0,35.0,10.0,3.0,6.0,60.0,1.0
15752,12670500701011,3,2,,,,,,,
15753,12670500701011,4,2,,,,,,,
15754,12670500701011,5,2,,,,,,,
15755,12670500701012,1,2,,,,,,,
15756,12670500701012,2,1,2.0,55.0,9.0,2.0,6.0,60.0,1.0
15757,12670500701012,3,2,,,,,,,
15758,12670500701012,4,2,,,,,,,
15759,12670500701012,5,2,,,,,,,
15760,12670600303001,1,2,,,,,,,
15761,12670600303001,2,1,2.0,25.0,12.0,1.0,4.0,24.0,1.0
15762,12670600303001,3,2,,,,,,,
15763,12670600303001,4,2,,,,,,,
15764,12670600303001,5,2,,,,,,,
15765,12670600303002,1,2,,,,,,,
15766,12670600303002,2,1,1.0,25.0,8.0,1.0,5.0,25.0,1.0
15767,12670600303002,3,2,,,,,,,
15768,12670600303002,4,2,,,,,,,
15769,12670600303002,5,2,,,,,,,
15770,12670600303003,1,2,,,,,,,
15771,12670600303003,2,1,1.0,25.0,8.0,1.0,4.0,24.0,1.0
15772,12670600303003,3,2,,,,,,,
15773,12670600303003,4,2,,,,,,,
15774,12670600303003,5,2,,,,,,,
15775,12670600303004,1,2,,,,,,,
15776,12670600303004,2,1,1.0,40.0,12.0,1.0,2.0,12.0,2.0
15777,12670600303004,3,2,,,,,,,
15778,12670600303004,4,2,,,,,,,
15779,12670600303004,5,2,,,,,,,
15780,12670600303005,1,2,,,,,,,
15781,12670600303005,2,1,1.0,45.0,12.0,1.0,4.0,24.0,2.0
15782,12670600303005,3,2,,,,,,,
15783,12670600303005,4,2,,,,,,,
15784,12670600303005,5,2,,,,,,,
15785,12670600303006,1,2,,,,,,,
15786,12670600303006,2,1,1.0,35.0,12.0,1.0,4.0,24.0,2.0
15787,12670600303006,3,2,,,,,,,
15788,12670600303006,4,2,,,,,,,
15789,12670600303006,5,2,,,,,,,
15790,12670600303007,1,2,,,,,,,
15791,12670600303007,2,1,1.0,45.0,12.0,2.0,2.0,12.0,2.0
15792,12670600303007,3,2,,,,,,,
15793,12670600303007,4,2,,,,,,,
15794,12670600303007,5,2,,,,,,,
15795,12670600303008,1,2,,,,,,,
15796,12670600303008,2,1,1.0,35.0,12.0,1.0,2.0,12.0,2.0
15797,12670600303008,3,2,,,,,,,
15798,12670600303008,4,2,,,,,,,
15799,12670600303008,5,2,,,,,,,
15800,12670600303009,1,2,,,,,,,
15801,12670600303009,2,2,,,,,,,
15802,12670600303009,3,2,,,,,,,
15803,12670600303009,4,2,,,,,,,
15804,12670600303009,5,2,,,,,,,
15805,12670600303010,1,2,,,,,,,
15806,12670600303010,2,1,1.0,35.0,12.0,1.0,2.0,12.0,2.0
15807,12670600303010,3,2,,,,,,,
15808,12670600303010,4,2,,,,,,,
15809,12670600303010,5,2,,,,,,,
15810,12670600303011,1,2,,,,,,,
15811,12670600303011,2,1,1.0,35.0,12.0,1.0,2.0,12.0,2.0
15812,12670600303011,3,2,,,,,,,
15813,12670600303011,4,2,,,,,,,
15814,12670600303011,5,2,,,,,,,
15815,12670600303012,1,2,,,,,,,
15816,12670600303012,2,1,1.0,40.0,12.0,1.0,2.0,12.0,2.0
15817,12670600303012,3,2,,,,,,,
15818,12670600303012,4,2,,,,,,,
15819,12670600303012,5,2,,,,,,,
15820,12680100101001,1,2,,,,,,,
15821,12680100101001,2,2,,,,,,,
15822,12680100101001,3,2,,,,,,,
15823,12680100101001,4,2,,,,,,,
15824,12680100101001,5,2,,,,,,,
15825,12680100101002,1,2,,,,,,,
15826,12680100101002,2,1,2.0,30.0,12.0,2.0,8.0,48.0,1.0
15827,12680100101002,3,2,,,,,,,
15828,12680100101002,4,2,,,,,,,
15829,12680100101002,5,2,,,,,,,
15830,12680100101003,1,2,,,,,,,
15831,12680100101003,2,1,1.0,25.0,12.0,2.0,10.0,60.0,1.0
15832,12680100101003,3,2,,,,,,,
15833,12680100101003,4,2,,,,,,,
15834,12680100101003,5,2,,,,,,,
15835,12680100101004,1,2,,,,,,,
15836,12680100101004,2,1,1.0,25.0,12.0,2.0,6.0,36.0,1.0
15837,12680100101004,3,2,,,,,,,
15838,12680100101004,4,2,,,,,,,
15839,12680100101004,5,2,,,,,,,
15840,12680100101005,1,2,,,,,,,
15841,12680100101005,2,1,1.0,30.0,12.0,1.0,6.0,36.0,1.0
15842,12680100101005,3,2,,,,,,,
15843,12680100101005,4,2,,,,,,,
15844,12680100101005,5,2,,,,,,,
15845,12680100101006,1,2,,,,,,,
15846,12680100101006,2,1,1.0,30.0,12.0,1.0,6.0,36.0,1.0
15847,12680100101006,3,2,,,,,,,
15848,12680100101006,4,2,,,,,,,
15849,12680100101006,5,2,,,,,,,
15850,12680100101007,1,2,,,,,,,
15851,12680100101007,2,2,,,,,,,
15852,12680100101007,3,2,,,,,,,
15853,12680100101007,4,2,,,,,,,
15854,12680100101007,5,2,,,,,,,
15855,12680100101008,1,2,,,,,,,
15856,12680100101008,2,1,1.0,30.0,12.0,1.0,4.0,24.0,1.0
15857,12680100101008,3,2,,,,,,,
15858,12680100101008,4,2,,,,,,,
15859,12680100101008,5,2,,,,,,,
15860,12680100101009,1,2,,,,,,,
15861,12680100101009,2,1,1.0,30.0,12.0,1.0,4.0,24.0,1.0
15862,12680100101009,3,2,,,,,,,
15863,12680100101009,4,2,,,,,,,
15864,12680100101009,5,2,,,,,,,
15865,12680100101010,1,2,,,,,,,
15866,12680100101010,2,2,,,,,,,
15867,12680100101010,3,2,,,,,,,
15868,12680100101010,4,2,,,,,,,
15869,12680100101010,5,2,,,,,,,
15870,12680100101011,1,2,,,,,,,
15871,12680100101011,2,1,2.0,60.0,12.0,1.0,8.0,48.0,2.0
15872,12680100101011,3,2,,,,,,,
15873,12680100101011,4,2,,,,,,,
15874,12680100101011,5,2,,,,,,,
15875,12680100101012,1,2,,,,,,,
15876,12680100101012,2,1,1.0,25.0,12.0,1.0,2.0,12.0,2.0
15877,12680100101012,3,2,,,,,,,
15878,12680100101012,4,2,,,,,,,
15879,12680100101012,5,2,,,,,,,
15880,12690101901001,1,2,,,,,,,
15881,12690101901001,2,1,2.0,55.0,11.0,2.0,6.0,60.0,2.0
15882,12690101901001,3,2,,,,,,,
15883,12690101901001,4,2,,,,,,,
15884,12690101901001,5,2,,,,,,,
15885,12690101901002,1,2,,,,,,,
15886,12690101901002,2,1,1.0,35.0,10.0,2.0,3.0,30.0,2.0
15887,12690101901002,3,2,,,,,,,
15888,12690101901002,4,2,,,,,,,
15889,12690101901002,5,2,,,,,,,
15890,12690101901003,1,2,,,,,,,
15891,12690101901003,2,1,1.0,45.0,8.0,2.0,4.0,48.0,2.0
15892,12690101901003,3,2,,,,,,,
15893,12690101901003,4,2,,,,,,,
15894,12690101901003,5,2,,,,,,,
15895,12690101901004,1,2,,,,,,,
15896,12690101901004,2,2,,,,,,,
15897,12690101901004,3,2,,,,,,,
15898,12690101901004,4,2,,,,,,,
15899,12690101901004,5,2,,,,,,,
15900,12690101901005,1,2,,,,,,,
15901,12690101901005,2,1,1.0,30.0,12.0,3.0,1.0,20.0,2.0
15902,12690101901005,3,2,,,,,,,
15903,12690101901005,4,2,,,,,,,
15904,12690101901005,5,2,,,,,,,
15905,12690101901006,1,2,,,,,,,
15906,12690101901006,2,1,1.0,35.0,12.0,4.0,3.0,50.0,2.0
15907,12690101901006,3,2,,,,,,,
15908,12690101901006,4,2,,,,,,,
15909,12690101901006,5,2,,,,,,,
15910,12690101901007,1,2,,,,,,,
15911,12690101901007,2,1,1.0,40.0,5.0,2.0,4.0,16.0,2.0
15912,12690101901007,3,2,,,,,,,
15913,12690101901007,4,2,,,,,,,
15914,12690101901007,5,2,,,,,,,
15915,12690101901008,1,2,,,,,,,
15916,12690101901008,2,1,1.0,40.0,3.0,2.0,4.0,12.0,2.0
15917,12690101901008,3,2,,,,,,,
15918,12690101901008,4,2,,,,,,,
15919,12690101901008,5,2,,,,,,,
15920,12690101901009,1,2,,,,,,,
15921,12690101901009,2,1,1.0,50.0,5.0,3.0,4.0,12.0,2.0
15922,12690101901009,3,2,,,,,,,
15923,12690101901009,4,2,,,,,,,
15924,12690101901009,5,2,,,,,,,
15925,12690101901010,1,2,,,,,,,
15926,12690101901010,2,1,1.0,60.0,12.0,1.0,6.0,60.0,2.0
15927,12690101901010,3,2,,,,,,,
15928,12690101901010,4,2,,,,,,,
15929,12690101901010,5,2,,,,,,,
15930,12690101901011,1,2,,,,,,,
15931,12690101901011,2,1,1.0,30.0,10.0,3.0,5.0,40.0,1.0
15932,12690101901011,3,2,,,,,,,
15933,12690101901011,4,2,,,,,,,
15934,12690101901011,5,2,,,,,,,
15935,12690101901012,1,2,,,,,,,
15936,12690101901012,2,1,1.0,50.0,4.0,4.0,8.0,24.0,1.0
15937,12690101901012,3,2,,,,,,,
15938,12690101901012,4,2,,,,,,,
15939,12690101901012,5,2,,,,,,,
15940,13700100405001,1,2,,,,,,,
15941,13700100405001,2,2,,,,,,,
15942,13700100405001,3,2,,,,,,,
15943,13700100405001,4,2,,,,,,,
15944,13700100405001,5,2,,,,,,,
15945,13700100405002,1,2,,,,,,,
15946,13700100405002,2,2,,,,,,,
15947,13700100405002,3,2,,,,,,,
15948,13700100405002,4,2,,,,,,,
15949,13700100405002,5,2,,,,,,,
15950,13700100405003,1,2,,,,,,,
15951,13700100405003,2,2,,,,,,,
15952,13700100405003,3,2,,,,,,,
15953,13700100405003,4,2,,,,,,,
15954,13700100405003,5,2,,,,,,,
15955,13700100405004,1,2,,,,,,,
15956,13700100405004,2,2,,,,,,,
15957,13700100405004,3,2,,,,,,,
15958,13700100405004,4,2,,,,,,,
15959,13700100405004,5,2,,,,,,,
15960,13700100405005,1,2,,,,,,,
15961,13700100405005,2,2,,,,,,,
15962,13700100405005,3,2,,,,,,,
15963,13700100405005,4,2,,,,,,,
15964,13700100405005,5,2,,,,,,,
15965,13700100405006,1,2,,,,,,,
15966,13700100405006,2,2,,,,,,,
15967,13700100405006,3,2,,,,,,,
15968,13700100405006,4,2,,,,,,,
15969,13700100405006,5,2,,,,,,,
15970,13700100405007,1,2,,,,,,,
15971,13700100405007,2,2,,,,,,,
15972,13700100405007,3,2,,,,,,,
15973,13700100405007,4,2,,,,,,,
15974,13700100405007,5,2,,,,,,,
15975,13700100405008,1,2,,,,,,,
15976,13700100405008,2,2,,,,,,,
15977,13700100405008,3,2,,,,,,,
15978,13700100405008,4,2,,,,,,,
15979,13700100405008,5,2,,,,,,,
15980,13700100405009,1,2,,,,,,,
15981,13700100405009,2,2,,,,,,,
15982,13700100405009,3,2,,,,,,,
15983,13700100405009,4,2,,,,,,,
15984,13700100405009,5,2,,,,,,,
15985,13700100405010,1,2,,,,,,,
15986,13700100405010,2,2,,,,,,,
15987,13700100405010,3,2,,,,,,,
15988,13700100405010,4,2,,,,,,,
15989,13700100405010,5,2,,,,,,,
15990,13700100405011,1,2,,,,,,,
15991,13700100405011,2,2,,,,,,,
15992,13700100405011,3,2,,,,,,,
15993,13700100405011,4,2,,,,,,,
15994,13700100405011,5,2,,,,,,,
15995,13700100405012,1,2,,,,,,,
15996,13700100405012,2,1,,50.0,12.0,1.0,0.0,0.0,2.0
15997,13700100405012,3,2,,,,,,,
15998,13700100405012,4,2,,,,,,,
15999,13700100405012,5,2,,,,,,,
16000,13700100901001,1,2,,,,,,,
16001,13700100901001,2,2,,,,,,,
16002,13700100901001,3,2,,,,,,,
16003,13700100901001,4,2,,,,,,,
16004,13700100901001,5,2,,,,,,,
16005,13700100901002,1,2,,,,,,,
16006,13700100901002,2,2,,,,,,,
16007,13700100901002,3,2,,,,,,,
16008,13700100901002,4,2,,,,,,,
16009,13700100901002,5,2,,,,,,,
16010,13700100901003,1,2,,,,,,,
16011,13700100901003,2,2,,,,,,,
16012,13700100901003,3,2,,,,,,,
16013,13700100901003,4,2,,,,,,,
16014,13700100901003,5,2,,,,,,,
16015,13700100901004,1,2,,,,,,,
16016,13700100901004,2,1,1.0,15.0,12.0,1.0,2.0,5.0,2.0
16017,13700100901004,3,2,,,,,,,
16018,13700100901004,4,2,,,,,,,
16019,13700100901004,5,2,,,,,,,
16020,13700100901005,1,2,,,,,,,
16021,13700100901005,2,2,,,,,,,
16022,13700100901005,3,2,,,,,,,
16023,13700100901005,4,2,,,,,,,
16024,13700100901005,5,2,,,,,,,
16025,13700100901006,1,2,,,,,,,
16026,13700100901006,2,1,1.0,29.0,12.0,1.0,2.0,10.0,2.0
16027,13700100901006,3,2,,,,,,,
16028,13700100901006,4,2,,,,,,,
16029,13700100901006,5,2,,,,,,,
16030,13700100901007,1,2,,,,,,,
16031,13700100901007,2,2,,,,,,,
16032,13700100901007,3,2,,,,,,,
16033,13700100901007,4,2,,,,,,,
16034,13700100901007,5,2,,,,,,,
16035,13700100901008,1,2,,,,,,,
16036,13700100901008,2,2,,,,,,,
16037,13700100901008,3,2,,,,,,,
16038,13700100901008,4,2,,,,,,,
16039,13700100901008,5,2,,,,,,,
16040,13700100901009,1,2,,,,,,,
16041,13700100901009,2,2,,,,,,,
16042,13700100901009,3,2,,,,,,,
16043,13700100901009,4,2,,,,,,,
16044,13700100901009,5,2,,,,,,,
16045,13700100901010,1,2,,,,,,,
16046,13700100901010,2,2,,,,,,,
16047,13700100901010,3,2,,,,,,,
16048,13700100901010,4,2,,,,,,,
16049,13700100901010,5,2,,,,,,,
16050,13700100901011,1,2,,,,,,,
16051,13700100901011,2,2,,,,,,,
16052,13700100901011,3,2,,,,,,,
16053,13700100901011,4,2,,,,,,,
16054,13700100901011,5,2,,,,,,,
16055,13700100901012,1,2,,,,,,,
16056,13700100901012,2,2,,,,,,,
16057,13700100901012,3,2,,,,,,,
16058,13700100901012,4,2,,,,,,,
16059,13700100901012,5,2,,,,,,,
16060,13700101407001,1,2,,,,,,,
16061,13700101407001,2,2,,,,,,,
16062,13700101407001,3,2,,,,,,,
16063,13700101407001,4,2,,,,,,,
16064,13700101407001,5,2,,,,,,,
16065,13700101407002,1,2,,,,,,,
16066,13700101407002,2,2,,,,,,,
16067,13700101407002,3,2,,,,,,,
16068,13700101407002,4,2,,,,,,,
16069,13700101407002,5,2,,,,,,,
16070,13700101407003,1,2,,,,,,,
16071,13700101407003,2,2,,,,,,,
16072,13700101407003,3,2,,,,,,,
16073,13700101407003,4,2,,,,,,,
16074,13700101407003,5,2,,,,,,,
16075,13700101407004,1,2,,,,,,,
16076,13700101407004,2,2,,,,,,,
16077,13700101407004,3,2,,,,,,,
16078,13700101407004,4,2,,,,,,,
16079,13700101407004,5,2,,,,,,,
16080,13700101407005,1,2,,,,,,,
16081,13700101407005,2,2,,,,,,,
16082,13700101407005,3,2,,,,,,,
16083,13700101407005,4,2,,,,,,,
16084,13700101407005,5,2,,,,,,,
16085,13700101407006,1,2,,,,,,,
16086,13700101407006,2,2,,,,,,,
16087,13700101407006,3,2,,,,,,,
16088,13700101407006,4,2,,,,,,,
16089,13700101407006,5,2,,,,,,,
16090,13700101407007,1,2,,,,,,,
16091,13700101407007,2,2,,,,,,,
16092,13700101407007,3,2,,,,,,,
16093,13700101407007,4,2,,,,,,,
16094,13700101407007,5,2,,,,,,,
16095,13700101407008,1,2,,,,,,,
16096,13700101407008,2,2,,,,,,,
16097,13700101407008,3,2,,,,,,,
16098,13700101407008,4,2,,,,,,,
16099,13700101407008,5,2,,,,,,,
16100,13700101407009,1,2,,,,,,,
16101,13700101407009,2,2,,,,,,,
16102,13700101407009,3,2,,,,,,,
16103,13700101407009,4,2,,,,,,,
16104,13700101407009,5,2,,,,,,,
16105,13700101407010,1,2,,,,,,,
16106,13700101407010,2,2,,,,,,,
16107,13700101407010,3,2,,,,,,,
16108,13700101407010,4,2,,,,,,,
16109,13700101407010,5,2,,,,,,,
16110,13700101407011,1,2,,,,,,,
16111,13700101407011,2,2,,,,,,,
16112,13700101407011,3,2,,,,,,,
