,HHID,B20
1362,03190201401190,10
1363,03190201401208,2
1364,03190202501009,11
1365,03190202501030,11
1366,03190202501051,4
1367,03190202501072,11
1368,03190202501093,8
1369,03190202501093,10
1370,03190202501114,10
1371,03190202501135,8
1372,03190202501135,10
1373,03190202501156,1
1374,03190202501177,10
1375,03190202501198,10
1376,03190202501219,10
1377,03190202501240,10
1378,03190402004013,2
1379,03190402004031,11
1380,03190402004046,11
1381,03190402004067,2
1382,03190402004082,10
1383,03190402004100,3
1384,03190402004100,10
1385,03190402004118,10
1386,03190402004136,10
1387,03190402004154,3
1388,03190402004172,2
1389,03190402004172,3
1390,03190402004172,10
1391,03190402004190,10
1392,03190402004208,10
1393,03200100113021,10
1394,03200100113042,10
1395,03200100113063,3
1396,03200100113063,10
1397,03200100113084,10
1398,03200100113105,10
1399,03200100113126,10
1400,03200100113147,10
1401,03200100113168,10
1402,03200100113189,10
1403,03200100113210,10
1404,03200100113231,10
1405,03200100113252,10
1406,03200100807010,10
1407,03200100807020,3
1408,03200100807048,1
1409,03200100807048,10
1410,03200100807076,10
1411,03200100807082,10
1412,03200100807104,10
1413,03200100807132,3
1414,03200100807154,3
1415,03200100807160,10
1416,03200100807188,10
1417,03200100807216,10
1418,03200100807244,3
1419,03200200209001,7
1420,03200200209001,8
1421,03200200209001,9
1422,03200200209010,7
1423,03200200209010,8
1424,03200200209010,9
1425,03200200209010,10
1426,03200200209019,7
1427,03200200209019,8
1428,03200200209019,9
1429,03200200209019,10
1430,03200200209028,8
1431,03200200209028,9
1432,03200200209028,10
1433,03200200209037,6
1434,03200200209037,7
1435,03200200209037,8
1436,03200200209046,6
1437,03200200209046,7
1438,03200200209046,8
1439,03200200209046,9
1440,03200200209046,10
1441,03200200209055,6
1442,03200200209055,9
1443,03200200209055,10
1444,03200200209064,8
1445,03200200209064,9
1446,03200200209064,10
1447,03200200209073,7
1448,03200200209073,8
1449,03200200209073,9
1450,03200200209073,10
1451,03200200209082,9
1452,03200200209082,10
1453,03200200209091,11
1454,03200200209100,6
1455,03200200209100,8
1456,03210100412010,4
1457,03210100412027,1
1458,03210100412044,3
1459,03210100412061,4
1460,03210100412061,6
1461,03210100412078,11
1462,03210100412095,1
1463,03210100412095,4
1464,03210100412112,10
1465,03210100412129,4
1466,03210100412146,4
1467,03210100412163,4
1468,03210100412163,6
1469,03210100412180,11
1470,03210100412197,11
1471,03210100808032,11
1472,03210100808049,1
1473,03210100808049,6
1474,03210100808066,11
1475,03210100808083,10
1476,03210100808100,1
1477,03210100808100,4
1478,03210100808100,6
1479,03210100808117,1
1480,03210100808117,4
1481,03210100808134,1
1482,03210100808134,4
1483,03210100808151,11
1484,03210100808168,6
1485,03210100808185,11
1486,03210100808202,10
1487,03210101214002,10
1488,03210101214015,10
1489,03210101214028,10
1490,03210101214041,1
1491,03210101214054,1
1492,03210101214067,10
1493,03210101214080,1
1494,03210101214093,10
1495,03210101214106,4
1496,03210101214119,1
1497,03210101214132,10
1498,03210101214145,4
1499,03210300832020,3
1500,03210300832067,10
1501,03210300832114,10
1502,03210300832161,1
1503,03210300832208,10
1504,03210300832255,1
1505,03210300832255,10
1506,03210300832302,10
1507,03210300832349,10
1508,03210300832396,1
1509,03210300832396,2
1510,03210300832443,1
1511,03210300832490,1
1512,03210300832490,2
1513,03210300832537,1
1514,03210300832537,2
1515,04220201601001,8
1516,04220201601001,10
1517,04220201601002,2
1518,04220201601003,10
1519,04220201601004,10
1520,04220201601005,2
1521,04220201601005,10
1522,04220201601006,10
1523,04220201601007,10
1524,04220201601008,10
1525,04220201601009,10
1526,04220201601010,2
1527,04220201601011,2
1528,04220201601012,11
1529,04220202602001,10
1530,04220202602002,3
1531,04220202602003,4
1532,04220202602003,10
1533,04220202602004,10
1534,04220202602005,3
1535,04220202602006,3
1536,04220202602007,3
1537,04220202602008,3
1538,04220202602008,10
1539,04220202602009,11
1540,04220202602010,3
1541,04220202602011,10
1542,04220202602012,3
1543,04220800303001,10
1544,04220800303002,10
1545,04220800303003,10
1546,04220800303004,10
1547,04220800303005,10
1548,04220800303006,10
1549,04220800303007,1
1550,04220800303007,3
1551,04220800303007,10
1552,04220800303008,3
1553,04220800303008,10
1554,04220800303009,4
1555,04220800303009,10
1556,04220800303010,3
1557,04220800303010,10
1558,04220800303011,3
1559,04220800303011,10
1560,04220800303012,3
1561,04220800303012,10
1562,04221700103001,10
1563,04221700103001,12
1564,04221700103002,10
1565,04221700103003,10
1566,04221700103004,10
1567,04221700103005,10
1568,04221700103006,7
1569,04221700103006,11
1570,04221700103007,10
1571,04221700103007,11
1572,04221700103008,11
1573,04221700103009,9
1574,04221700103009,10
1575,04221700103010,4
1576,04221700103010,10
1577,04221700103011,9
1578,04221700103011,10
1579,04221700103012,10
1580,04230200302001,10
1581,04230200302002,4
1582,04230200302002,10
1583,04230200302003,10
1584,04230200302004,3
1585,04230200302004,10
1586,04230200302005,11
1587,04230200302006,10
1588,04230200302007,10
1589,04230200302008,10
1590,04230200302009,10
1591,04230200302010,10
1592,04230200302010,11
1593,04230200302011,10
1594,04230200302012,10
1595,04231300304001,3
1596,04231300304001,10
1597,04231300304002,10
1598,04231300304003,10
1599,04231300304004,10
1600,04231300304005,4
1601,04231300304006,10
1602,04231300304007,10
1603,04231300304008,3
1604,04231300304008,10
1605,04231300304009,11
1606,04231300304010,11
1607,04231300304011,11
1608,04231300304012,11
1609,04231301905001,10
1610,04231301905002,11
1611,04231301905003,2
1612,04231301905003,10
1613,04231301905004,11
1614,04231301905005,11
1615,04231301905006,10
1616,04231301905007,10
1617,04231301905008,10
1618,04231301905009,3
1619,04231301905010,11
1620,04231301905011,8
1621,04231301905011,10
1622,04231301905012,3
1623,04231301905012,10
1624,04231700111001,11
1625,04231700111002,1
1626,04231700111002,2
1627,04231700111002,3
1628,04231700111002,4
1629,04231700111002,6
1630,04231700111002,9
1631,04231700111002,10
1632,04231700111003,11
1633,04231700111004,11
1634,04231700111005,11
1635,04231700111006,11
1636,04231700111007,10
1637,04231700111008,1
1638,04231700111008,10
1639,04231700111009,1
1640,04231700111010,11
1641,04231700111011,10
1642,04231700111012,11
1643,04231700304001,11
1644,04231700304002,11
1645,04231700304003,1
1646,04231700304003,4
1647,04231700304004,1
1648,04231700304004,2
1649,04231700304004,4
1650,04231700304004,6
1651,04231700304005,11
1652,04231700304006,1
1653,04231700304007,11
1654,04231700304008,11
1655,04231700304009,1
1656,04231700304010,11
1657,04231700304011,8
1658,04231700304011,10
1659,04231700304012,11
1660,04231700417001,1
1661,04231700417002,11
1662,04231700417003,11
1663,04231700417004,10
1664,04231700417005,1
1665,04231700417005,4
1666,04231700417005,7
1667,04231700417006,1
1668,04231700417006,7
1669,04231700417007,11
1670,04231700417008,1
1671,04231700417008,3
1672,04231700417008,6
1673,04231700417008,9
1674,04231700417008,10
1675,04231700417009,1
1676,04231700417009,3
1677,04231700417009,4
1678,04231700417009,6
1679,04231700417010,1
1680,04231700417010,3
1681,04231700417010,4
1682,04231700417010,10
1683,04231700417011,1
1684,04231700417011,3
1685,04231700417012,11
1686,04231700602001,11
1687,04231700602002,11
1688,04231700602004,11
1689,04231700602005,11
1690,04231700602006,1
1691,04231700602006,4
1692,04231700602006,6
1693,04231700602006,9
1694,04231700602006,10
1695,04231700602007,10
1696,04231700602008,11
1697,04231700602009,11
1698,04231700602010,1
1699,04231700602014,1
1700,04231700602014,3
1701,04231700602015,11
1702,04231700602016,11
1703,04231700602017,11
1704,04231700602018,11
1705,04240101704001,11
1706,04240101704002,1
1707,04240101704002,4
1708,04240101704003,1
1709,04240101704003,3
1710,04240101704003,4
1711,04240101704004,11
1712,04240101704005,3
1713,04240101704005,10
1714,04240101704006,3
1715,04240101704006,10
1716,04240101704007,3
1717,04240101704007,10
1718,04240101704008,10
1719,04240101704009,10
1720,04240101704010,10
1721,04240101704011,10
1722,04240101704012,10
1723,04240602203001,10
1724,04240602203002,3
1725,04240602203002,10
1726,04240602203003,10
1727,04240602203004,3
1728,04240602203004,10
1729,04240602203005,11
1730,04240602203006,11
1731,04240602203007,11
1732,04240602203008,10
1733,04240602203009,10
1734,04240602203010,10
1735,04240602203011,10
1736,04240602203012,10
1737,04241600101001,9
1738,04241600101001,10
1739,04241600101002,10
1740,04241600101003,3
1741,04241600101003,10
1742,04241600101004,10
1743,04241600101005,9
1744,04241600101005,10
1745,04241600101006,10
1746,04241600101007,9
1747,04241600101007,10
1748,04241600101008,3
1749,04241600101008,10
1750,04241600101009,3
1751,04241600101009,9
1752,04241600101009,10
1753,04241600101010,9
1754,04241600101010,10
1755,04241600101011,9
1756,04241600101011,10
1757,04241600101012,9
1758,04241600101012,10
1759,04242000217001,10
1760,04242000217002,10
1761,04242000217003,9
1762,04242000217003,10
1763,04242000217004,9
1764,04242000217004,10
1765,04242000217005,9
1766,04242000217005,10
1767,04242000217006,10
1768,04242000217007,10
1769,04242000217008,1
1770,04242000217008,4
1771,04242000217008,10
1772,04242000217009,10
1773,04242000217010,10
1774,04242000217011,10
1775,04242000217012,10
1776,04242204001001,10
1777,04242204001002,10
1778,04242204001003,10
1779,04242204001004,10
1780,04242204001005,3
1781,04242204001005,10
1782,04242204001006,3
1783,04242204001006,10
1784,04242204001007,3
1785,04242204001007,10
1786,04242204001008,3
1787,04242204001008,10
1788,04242204001009,11
1789,04242204001010,11
1790,04242204001011,11
1791,04242204001012,11
1792,04250302905001,11
1793,04250302905002,10
1794,04250302905003,10
1795,04250302905004,10
1796,04250302905005,11
1797,04250302905006,10
1798,04250302905007,10
1799,04250302905008,10
1800,04250302905009,11
1801,04250302905010,10
1802,04250302905011,10
1803,04250302905012,10
1804,04250800404001,1
1805,04250800404001,10
1806,04250800404002,10
1807,04250800404003,10
1808,04250800404004,10
1809,04250800404005,10
1810,04250800404006,10
1811,04250800404007,10
1812,04250800404008,11
1813,04250800404009,11
1814,04250800404010,10
1815,04250800404011,10
1816,04250800404012,10
1817,04251103105001,1
1818,04251103105001,3
1819,04251103105002,10
1820,04251103105003,3
1821,04251103105003,10
1822,04251103105004,10
1823,04251103105005,3
1824,04251103105005,4
1825,04251103105006,10
1826,04251103105007,3
1827,04251103105007,10
1828,04251103105008,10
1829,04251103105009,10
1830,04251103105010,10
1831,04251103105011,3
1832,04251103105011,10
1833,04251103105012,10
1834,04251103502001,11
1835,04251103502002,10
1836,04251103502003,10
1837,04251103502004,10
1838,04251103502005,11
1839,04251103502006,11
1840,04251103502007,11
1841,04251103502008,10
1842,04251103502009,10
1843,04251103502010,10
1844,04251103502011,10
1845,04251103502012,10
1846,04260500101001,1
1847,04260500101001,4
1848,04260500101002,1
1849,04260500101002,3
1850,04260500101002,7
1851,04260500101002,8
1852,04260500101002,9
1853,04260500101002,10
1854,04260500101003,11
1855,04260500101004,10
1856,04260500101005,11
1857,04260500101006,1
1858,04260500101006,7
1859,04260500101006,10
1860,04260500101007,7
1861,04260500101007,10
1862,04260500101008,1
1863,04260500101008,7
1864,04260500101008,10
1865,04260500101009,10
1866,04260500101010,1
1867,04260500101010,4
1868,04260500101010,10
1869,04260500101011,11
1870,04260500101012,12
1871,04260801102001,10
1872,04260801102002,10
1873,04260801102003,10
1874,04260801102004,4
1875,04260801102004,10
1876,04260801102005,10
1877,04260801102006,10
1878,04260801102007,10
1879,04260801102008,10
1880,04260801102009,10
1881,04260801102010,10
1882,04260801102011,10
1883,04260801102012,10
1884,04260803103001,10
1885,04260803103002,11
1886,04260803103003,10
1887,04260803103004,10
1888,04260803103005,11
1889,04260803103006,10
1890,04260803103007,10
1891,04260803103008,10
1892,04260803103009,11
1893,04260803103010,10
1894,04260803103011,10
1895,04260803103012,11
1896,04261400105001,11
1897,04261400105002,11
1898,04261400105003,10
1899,04261400105004,10
1900,04261400105005,3
1901,04261400105005,9
1902,04261400105005,10
1903,04261400105006,3
1904,04261400105007,11
1905,04261400105008,3
1906,04261400105008,10
1907,04261400105009,1
1908,04261400105009,3
1909,04261400105009,7
1910,04261400105009,10
1911,04261400105010,3
1912,04261400105010,8
1913,04261400105010,10
1914,04261400105011,11
1915,04261400105012,10
1916,04261500308001,9
1917,04261500308001,10
1918,04261500308002,1
1919,04261500308002,3
1920,04261500308002,9
1921,04261500308002,10
1922,04261500308003,10
1923,04261500308004,10
1924,04261500308005,10
1925,04261500308006,10
1926,04261500308007,1
1927,04261500308007,10
1928,04261500308008,10
1929,04261500308009,1
1930,04261500308009,10
1931,04261500308010,10
1932,04261500308010,11
1933,04261500308011,11
1934,04261500308012,10
1935,04261701902001,10
1936,04261701902002,10
1937,04261701902003,9
1938,04261701902003,10
1939,04261701902004,10
1940,04261701902005,8
1941,04261701902005,10
1942,04261701902006,3
1943,04261701902006,10
1944,04261701902007,3
1945,04261701902007,10
1946,04261701902008,10
1947,04261701902009,10
1948,04261701902010,11
1949,04261701902011,11
1950,04261701902012,10
1951,04270101002001,10
1952,04270101002002,10
1953,04270101002003,11
1954,04270101002004,11
1955,04270101002005,10
1956,04270101002006,10
1957,04270101002007,10
1958,04270101002008,10
1959,04270101002009,10
1960,04270101002010,10
1961,04270101002011,10
1962,04270101002011,11
1963,04270101002012,11
1964,04271202206001,8
1965,04271202206001,10
1966,04271202206002,11
1967,04271202206003,11
1968,04271202206004,11
1969,04271202206005,11
1970,04271202206006,8
1971,04271202206007,11
1972,04271202206008,11
1973,04271202206009,10
1974,04271202206010,6
1975,04271202206010,8
1976,04271202206010,10
1977,04271202206011,11
1978,04271202206012,8
1979,04271202206012,10
1980,04271800107001,1
1981,04271800107001,3
1982,04271800107003,9
1983,04271800107003,10
1984,04271800107004,1
1985,04271800107004,10
1986,04271800107005,1
1987,04271800107005,10
1988,04271800107024,1
1989,04271800107044,1
1990,04271800107044,4
1991,04271800107064,1
1992,04271800107084,1
1993,04271800107104,1
1994,04271800107124,1
1995,04271800107144,1
1996,04271800107144,4
1997,04271800107164,1
1998,04280201505001,10
1999,04280201505002,9
2000,04280201505003,10
2001,04280201505004,10
2002,04280201505005,10
2003,04280201505006,10
2004,04280201505007,10
2005,04280201505008,10
2006,04280201505009,11
2007,04280201505010,11
2008,04280201505011,11
2009,04280201505012,10
2010,04280203203001,12
2011,04280203203002,10
2012,04280203203003,1
2013,04280203203003,3
2014,04280203203004,11
2015,04280203203005,10
2016,04280203203006,10
2017,04280203203007,10
2018,04280203203008,10
2019,04280203203009,10
2020,04280203203010,11
2021,04280203203011,8
2022,04280203203011,10
2023,04280203203012,11
2024,04280300107008,1
2025,04280300107008,10
2026,04280300107021,1
2027,04280300107021,9
2028,04280300107034,1
2029,04280300107047,1
2030,04280300107047,9
2031,04280300107060,9
2032,04280300107060,10
2033,04280300107073,1
2034,04280300107073,9
2035,04280300107073,10
2036,04280300107086,1
2037,04280300107086,9
2038,04280300107086,10
2039,04280300107099,10
2040,04280300107112,1
2041,04280300107112,9
2042,04280300107112,10
2043,04280300107125,1
2044,04280300107125,9
2045,04280300107125,10
2046,04280300107138,1
2047,04280300107138,10
2048,04280300107151,1
2049,04280300107151,9
2050,04280300107151,10
2051,04280900511014,1
2052,04280900511029,1
2053,04280900511044,1
2054,04280900511059,1
2055,04280900511074,1
2056,04280900511074,4
2057,04280900511089,1
2058,04280900511104,1
2059,04280900511119,1
2060,04280900511134,1
2061,04280900511149,1
2062,04280900511164,1
2063,04280900511164,4
2064,04280900511179,1
2065,04280900511179,9
2066,04280900511179,10
2067,04280900803005,1
2068,04280900803018,1
2069,04280900803018,9
2070,04280900803018,10
2071,04280900803031,1
2072,04280900803031,9
2073,04280900803031,10
2074,04280900803044,1
2075,04280900803044,9
2076,04280900803044,10
2077,04280900803057,1
2078,04280900803057,9
2079,04280900803057,10
2080,04280900803070,1
2081,04280900803083,1
2082,04280900803096,1
2083,04280900803109,1
2084,04280900803122,1
2085,04280900803122,9
2086,04280900803122,10
2087,04280900803135,1
2088,04280900803148,1
2089,04280900803148,9
2090,04280900803148,10
2091,04290100110001,1
2092,04290100110002,1
2093,04290100110003,1
2094,04290100110004,1
2095,04290100110005,1
2096,04290100110005,9
2097,04290100110006,10
2098,04290100110007,10
2099,04290100110008,10
2100,04290100110009,1
2101,04290100110010,5
2102,04290100110011,1
2103,04290100110012,1
2104,04290500106001,10
2105,04290500106002,1
2106,04290500106003,10
2107,04290500106004,9
2108,04290500106004,10
2109,04290500106005,9
2110,04290500106005,10
2111,04290500106006,9
2112,04290500106006,10
2113,04290500106007,10
2114,04290500106008,1
2115,04290500106009,9
2116,04290500106010,9
2117,04290500106010,10
2118,04290500106011,7
2119,04290500106012,1
2120,04291500905001,1
2121,04291500905002,10
2122,04291500905003,2
2123,04291500905004,10
2124,04291500905005,10
2125,04291500905006,10
2126,04291500905007,11
2127,04291500905008,11
2128,04291500905009,10
2129,04291500905010,10
2130,04291500905011,8
2131,04291500905011,10
2132,04291500905012,8
2133,04291500905012,10
2134,04291501302001,2
2135,04291501302001,10
2136,04291501302002,2
2137,04291501302002,10
2138,04291501302003,1
2139,04291501302003,2
2140,04291501302003,10
2141,04291501302004,2
2142,04291501302004,10
2143,04291501302005,10
2144,04291501302006,11
2145,04291501302007,11
2146,04291501302008,1
2147,04291501302009,3
2148,04291501302009,6
2149,04291501302010,6
2150,04291501302010,8
2151,04291501302010,10
2152,04291501302011,6
2153,04291501302011,8
2154,04291501302012,4
2155,04291501302012,6
2156,04291501302012,8
2157,04291801901001,1
2158,04291801901001,3
2159,04291801901001,10
2160,04291801901002,2
2161,04291801901003,2
2162,04291801901003,10
2163,04291801901004,2
2164,04291801901004,3
2165,04291801901005,10
2166,04291801901006,10
2167,04291801901007,11
2168,04291801901008,11
2169,04291801901009,4
2170,04291801901009,8
2171,04291801901009,10
2172,04291801901010,8
2173,04291801901010,10
2174,04291801901011,6
2175,04291801901011,8
2176,04291801901012,8
2177,04291801901012,10
2178,04292500402001,10
2179,04292500402002,1
2180,04292500402003,10
2181,04292500402004,10
2182,04292500402005,1
2183,04292500402006,1
2184,04292500402006,10
2185,04292500402007,1
2186,04292500402007,9
2187,04292500402007,10
2188,04292500402008,9
2189,04292500402009,1
2190,04292500402010,10
2191,04292500402011,9
2192,04292500402011,10
2193,04292500402012,1
2194,04300203306001,11
2195,04300203306002,3
2196,04300203306003,10
2197,04300203306004,3
2198,04300203306005,9
2199,04300203306006,9
2200,04300203306007,10
2201,04300203306008,9
2202,04300203306009,10
2203,04300203306010,10
2204,04300203306011,10
2205,04300203306012,10
2206,04300400106001,10
2207,04300400106002,9
2208,04300400106003,10
2209,04300400106004,9
2210,04300400106004,10
2211,04300400106005,9
2212,04300400106006,9
2213,04300400106006,10
2214,04300400106007,10
2215,04300400106008,9
2216,04300400106008,10
2217,04300400106009,9
2218,04300400106009,10
2219,04300400106010,9
2220,04300400106010,10
2221,04300400106011,9
2222,04300400106011,10
2223,04300400106012,9
2224,04300400106012,10
2225,04300800105001,1
2226,04300800105001,10
2227,04300800105002,10
2228,04300800105003,10
2229,04300800105004,10
2230,04300800105005,11
2231,04300800105006,11
2232,04300800105007,11
2233,04300800105008,2
2234,04300800105009,11
2235,04300800105010,8
2236,04300800105010,10
2237,04300800105011,8
2238,04300800105011,10
2239,04300800105012,10
2240,04300800210001,10
2241,04300800210002,10
2242,04300800210003,9
2243,04300800210004,9
2244,04300800210005,10
2245,04300800210006,9
2246,04300800210007,10
2247,04300800210008,10
2248,04300800210009,10
2249,04300800210010,9
2250,04300800210010,10
2251,04300800210011,10
2252,04300800210012,9
2253,04300800210012,10
2254,04300802504001,3
2255,04300802504002,12
2256,04300802504003,10
2257,04300802504004,10
2258,04300802504005,10
2259,04300802504006,10
2260,04300802504007,10
2261,04300802504008,10
2262,04300802504009,3
2263,04300802504009,8
2264,04300802504009,10
2265,04300802504010,10
2266,04300802504011,10
2267,04300802504012,3
2268,04300802504012,8
2269,04300802504012,10
2270,04301301004001,9
2271,04301301004001,10
2272,04301301004002,10
2273,04301301004003,10
2274,04301301004004,10
2275,04301301004005,11
2276,04301301004006,10
2277,04301301004007,10
2278,04301301004008,11
2279,04301301004009,10
2280,04301301004010,11
2281,04301301004011,10
2282,04301301004012,10
2283,04310302803001,10
2284,04310302803002,10
2285,04310302803003,10
2286,04310302803004,10
2287,04310302803005,3
2288,04310302803006,10
2289,04310302803007,12
2290,04310302803008,10
2291,04310302803009,11
2292,04310302803010,12
2293,04310302803011,10
2294,04310302803012,10
2295,04311102101001,10
2296,04311102101002,9
2297,04311102101002,10
2298,04311102101003,10
2299,04311102101004,10
2300,04311102101005,10
2301,04311102101006,10
2302,04311102101007,11
2303,04311102101008,10
2304,04311102101009,11
2305,04311102101010,10
2306,04311102101011,11
2307,04311102101012,11
2308,04311103311001,4
2309,04311103311002,10
2310,04311103311003,10
2311,04311103311004,10
2312,04311103311005,10
2313,04311103311006,11
2314,04311103311007,10
2315,04311103311007,11
2316,04311103311008,10
2317,04311103311008,11
2318,04311103311009,10
2319,04311103311010,10
2320,04311103311011,10
2321,04311103311012,11
2322,04311200105001,3
2323,04311200105001,10
2324,04311200105002,10
2325,04311200105003,10
2326,04311200105004,10
2327,04311200105005,3
2328,04311200105005,10
2329,04311200105006,2
2330,04311200105006,10
2331,04311200105007,3
2332,04311200105008,10
2333,04311200105009,11
2334,04311200105010,1
2335,04311200105010,3
2336,04311200105010,10
2337,04311200105011,1
2338,04311200105011,10
2339,04311200105012,3
2340,04311200105012,10
2341,04320400608001,10
2342,04320400608002,1
2343,04320400608002,3
2344,04320400608003,3
2345,04320400608003,10
2346,04320400608004,1
2347,04320400608004,10
2348,04320400608005,10
2349,04320400608006,10
2350,04320400608007,10
2351,04320400608008,1
2352,04320400608008,10
2353,04320400608009,11
2354,04320400608010,11
2355,04320400608011,11
2356,04320400608012,11
2357,04320501610001,2
2358,04320501610001,10
2359,04320501610002,1
2360,04320501610002,10
2361,04320501610003,10
2362,04320501610004,1
2363,04320501610005,10
2364,04320501610006,10
2365,04320501610007,10
2366,04320501610008,10
2367,04320501610009,10
2368,04320501610010,10
2369,04320501610011,11
2370,04320501610012,10
2371,04320600302001,10
2372,04320600302002,1
2373,04320600302002,2
2374,04320600302002,3
2375,04320600302003,10
2376,04320600302004,10
2377,04320600302005,10
2378,04320600302006,3
2379,04320600302006,10
2380,04320600302007,10
2381,04320600302008,10
2382,04320600302009,10
2383,04320600302010,10
2384,04320600302011,10
2385,04320600302012,11
2386,04321100307001,11
2387,04321100307002,11
2388,04321100307003,6
2389,04321100307003,8
2390,04321100307003,10
2391,04321100307004,6
2392,04321100307004,8
2393,04321100307004,10
2394,04321100307005,4
2395,04321100307005,8
2396,04321100307005,10
2397,04321100307006,4
2398,04321100307006,10
2399,04321100307007,8
2400,04321100307007,10
2401,04321100307008,10
2402,04321100307009,11
2403,04321100307010,10
2404,04321100307011,11
2405,04321100307012,10
2406,04321100505001,11
2407,04321100505002,11
2408,04321100505003,11
2409,04321100505004,8
2410,04321100505004,10
2411,04321100505005,8
2412,04321100505005,10
2413,04321100505006,10
2414,04321100505007,10
2415,04321100505008,4
2416,04321100505008,8
2417,04321100505008,10
2418,04321100505009,4
2419,04321100505009,10
2420,04321100505010,6
2421,04321100505010,10
2422,04321100505011,10
2423,04321100505012,8
2424,04321100505012,9
2425,04321100505012,10
2426,04321200208007,1
2427,04321200208020,10
2428,04321200208033,10
2429,04321200208046,1
2430,04321200208046,9
2431,04321200208059,10
2432,04321200208072,9
2433,04321200208072,10
2434,04321200208085,10
2435,04321200208098,10
2436,04321200208111,1
2437,04321200208124,9
2438,04321200208124,10
2439,04321200208137,1
2440,04321200208150,1
2441,04321401003001,4
2442,04321401003001,10
2443,04321401003002,4
2444,04321401003002,10
2445,04321401003003,4
2446,04321401003003,10
2447,04321401003004,4
2448,04321401003004,10
2449,04321401003005,4
2450,04321401003006,4
2451,04321401003006,10
2452,04321401003007,4
2453,04321401003008,4
2454,04321401003009,4
2455,04321401003010,4
2456,04321401003011,4
2457,04321401003011,10
2458,04321401003012,4
2459,04321600405001,10
2460,04321600405002,12
2461,04321600405003,1
2462,04321600405003,3
2463,04321600405004,3
2464,04321600405005,10
2465,04321600405006,1
2466,04321600405006,10
2467,04321600405007,10
2468,04321600405008,10
2469,04321600405008,11
2470,04321600405009,4
2471,04321600405010,4
2472,04321600405011,5
2473,04321600405011,6
2474,04321600405011,8
2475,04321600405011,10
2476,04321600405012,4
2477,04321801602001,10
2478,04321801602002,10
2479,04321801602003,10
2480,04321801602004,10
2481,04321801602005,3
2482,04321801602005,10
2483,04321801602006,10
2484,04321801602007,10
2485,04321801602008,10
2486,04321801602008,11
2487,04321801602009,11
2488,04321801602010,10
2489,04321801602010,11
2490,04321801602011,11
2491,04321801602012,11
2492,04330600803003,9
2493,04330600803018,10
2494,04330600803033,10
2495,04330600803048,10
2496,04330600803063,11
2497,04330600803078,11
2498,04330600803093,11
2499,04330600803108,8
2500,04330600803108,10
2501,04330600803123,8
2502,04330600803138,10
2503,04330600803153,9
2504,04330600803153,10
2505,04330600803168,9
2506,04330600803168,10
2507,04330801809005,10
2508,04330801809021,10
2509,04330801809037,10
2510,04330801809053,11
2511,04330801809069,10
2512,04330801809085,11
2513,04330801809101,10
2514,04330801809117,10
2515,04330801809133,10
2516,04330801809149,11
2517,04330801809165,10
2518,04330801809181,10
2519,04331301403001,10
2520,04331301403018,10
2521,04331301403035,8
2522,04331301403052,8
2523,04331301403069,7
2524,04331301403086,9
2525,04331301403086,10
2526,04331301403103,11
2527,04331301403120,2
2528,04331301403120,10
2529,04331301403137,10
2530,04331301403154,10
2531,04331301403171,9
2532,04331301403171,10
2533,04331301403188,10
2534,04340201103001,10
2535,04340201103002,10
2536,04340201103003,10
2537,04340201103004,10
2538,04340201103005,10
2539,04340201103006,10
2540,04340201103007,10
2541,04340201103008,11
2542,04340201103009,10
2543,04340201103010,10
2544,04340201103011,10
2545,04340201103012,11
2546,04340300103004,4
2547,04340300103004,10
2548,04340300103008,1
2549,04340300103008,3
2550,04340300103008,12
2551,04340300103012,11
2552,04340300103033,9
2553,04340300103033,10
2554,04340300103055,10
2555,04340300103075,10
2556,04340300103096,10
2557,04340300103100,10
2558,04340300103117,12
2559,04340300103138,9
2560,04340300103138,10
2561,04340300103159,1
2562,04340300103180,10
2563,04340501201001,1
2564,04340501201001,4
2565,04340501201001,10
2566,04340501201002,1
2567,04340501201002,3
2568,04340501201002,10
2569,04340501201003,1
2570,04340501201003,3
2571,04340501201003,10
2572,04340501201004,4
2573,04340501201004,10
2574,04340501201005,10
2575,04340501201006,10
2576,04340501201007,10
2577,04340501201008,3
2578,04340501201008,9
2579,04340501201008,10
2580,04340501201009,9
2581,04340501201009,10
2582,04340501201010,3
2583,04340501201010,4
2584,04340501201010,9
2585,04340501201010,10
2586,04340501201011,3
2587,04340501201011,9
2588,04340501201011,10
2589,04340501201012,10
2590,04340900114017,10
2591,04340900114035,10
2592,04340900114053,4
2593,04340900114071,1
2594,04340900114089,3
2595,04340900114107,4
2596,04340900114125,3
2597,04340900114125,8
2598,04340900114143,1
2599,04340900114161,11
2600,04340900114179,1
2601,04340900114197,12
2602,04340900114215,10
2603,04350203701001,10
2604,04350203701002,10
2605,04350203701003,10
2606,04350203701004,2
2607,04350203701005,10
2608,04350203701006,10
2609,04350203701007,10
2610,04350203701008,11
2611,04350203701009,11
2612,04350203701010,10
2613,04350203701010,11
2614,04350203701011,10
2615,04350203701012,11
2616,04350204302001,10
2617,04350204302002,10
2618,04350204302003,10
2619,04350204302004,11
2620,04350204302005,10
2621,04350204302006,10
2622,04350204302007,11
2623,04350204302008,11
2624,04350204302009,11
2625,04350204302010,11
2626,04350204302011,11
2627,04350204302012,11
2628,04350602101001,10
2629,04350602101002,12
2630,04350602101003,2
2631,04350602101003,4
2632,04350602101003,5
2633,04350602101004,9
