,HHID,B20
5178,14780700220004,10
5179,14780700220005,10
5180,14780700220006,10
5181,14780700220007,10
5182,14780700220008,10
5183,14780700220009,10
5184,14780700220010,10
5185,14780700220011,12
5186,14780700220012,3
5187,14780700524001,11
5188,14780700524002,9
5189,14780700524002,10
5190,14780700524003,1
5191,14780700524003,4
5192,14780700524003,6
5193,14780700524003,10
5194,14780700524004,1
5195,14780700524004,4
5196,14780700524004,10
5197,14780700524005,12
5198,14780700524006,1
5199,14780700524006,4
5200,14780700524006,10
5201,14780700524007,1
5202,14780700524007,4
5203,14780700524008,1
5204,14780700524008,4
5205,14780700524008,10
5206,14780700524009,1
5207,14780700524009,4
5208,14780700524009,10
5209,14780700524010,11
5210,14780700524011,1
5211,14780700524011,4
5212,14780700524011,6
5213,14780700524011,7
5214,14780700524011,9
5215,14780700524011,10
5216,14780700524012,1
5217,14780700524012,4
5218,14780700524012,10
5219,14780700524012,11
5220,14780700911001,11
5221,14780700911003,11
5222,14780700911004,11
5223,14780700911005,11
5224,14780700911006,11
5225,14780700911007,11
5226,14780700911008,11
5227,14780700911014,11
5228,14780700911035,11
5229,14780700911037,9
5230,14780700911080,11
5231,14780700911089,11
5232,14790800116001,1
5233,14790800116001,9
5234,14790800116001,10
5235,14790800116002,1
5236,14790800116002,3
5237,14790800116002,10
5238,14790800116003,10
5239,14790800116012,10
5240,14790800116021,10
5241,14790800116030,9
5242,14790800116030,10
5243,14790800116033,9
5244,14790800116033,10
5245,14790800116039,10
5246,14790800116048,11
5247,14790800116057,11
5248,14790800116066,1
5249,14790800116093,3
5250,14790800116093,7
5251,14790800116093,10
5252,14790800116111,10
5253,14790800116120,10
5254,14790800116129,10
5255,14790800116138,10
5256,14790800116147,10
5257,14790800116156,6
5258,14790800116165,10
5259,14790800116174,11
5260,14790800152001,11
5261,14790800152002,10
5262,14790800152003,10
5263,14790800152004,11
5264,14790800152005,11
5265,14790800152006,11
5266,14790800152007,1
5267,14790800152008,11
5268,14790800152009,1
5269,14790800152010,11
5270,14790800152011,1
5271,14790800152011,10
5272,14790800152012,10
5273,14790800204001,10
5274,14790800204002,3
5275,14790800204003,1
5276,14790800204004,10
5277,14790800204005,10
5278,14790800204006,1
5279,14790800204006,10
5280,14790800204007,1
5281,14790800204007,10
5282,14790800204008,10
5283,14790800204009,10
5284,14790800204010,11
5285,14790800204011,10
5286,14790800204012,10
5287,14790800204013,10
5288,14790800204014,10
5289,14790800204015,9
5290,14790800204015,10
5291,14790800204016,10
5292,14790800204017,10
5293,14790800204018,9
5294,14790800204018,10
5295,14790800204019,10
5296,14790800204020,10
5297,14790800217001,7
5298,14790800217001,9
5299,14790800217002,1
5300,14790800217002,3
5301,14790800217002,4
5302,14790800217002,6
5303,14790800217002,8
5304,14790800217002,10
5305,14790800217003,7
5306,14790800217003,10
5307,14790800217004,1
5308,14790800217004,6
5309,14790800217004,8
5310,14790800217004,9
5311,14790800217004,10
5312,14790800217005,10
5313,14790800217006,10
5314,14790800217007,7
5315,14790800217007,10
5316,14790800217008,9
5317,14790800217008,10
5318,14790800217009,9
5319,14790800217009,10
5320,14790800217010,10
5321,14790800217011,1
5322,14790800217011,8
5323,14790800217011,9
5324,14790800217011,10
5325,14790800217012,7
5326,14790800217012,10
5327,14790800217013,10
5328,14790800217014,3
5329,14790800217014,9
5330,14790800217014,10
5331,14790800217015,10
5332,14790800217016,10
5333,14790800217017,10
5334,14790800217018,10
5335,14790800217019,8
5336,14790800217019,10
5337,14790800217020,1
5338,14790800217020,10
5339,14790800503001,11
5340,14790800503002,9
5341,14790800503003,2
5342,14790800503004,3
5343,14790800503005,9
5344,14790800503006,9
5345,14790800503007,10
5346,14790800503008,10
5347,14790800503009,10
5348,14790800503010,10
5349,14790800503011,10
5350,14790800503012,10
5351,14790800503013,10
5352,14790800503014,10
5353,14790800503015,11
5354,14790800503016,10
5355,14790800503017,9
5356,14790800503017,10
5357,14790800503018,10
5358,14790800503019,9
5359,14790800503019,10
5360,14790800503020,9
5361,14790800503020,10
5362,14790800514001,11
5363,14790800514002,4
5364,14790800514003,12
5365,14790800514004,3
5366,14790800514004,4
5367,14790800514004,12
5368,14790800514005,4
5369,14790800514006,12
5370,14790800514007,1
5371,14790800514007,4
5372,14790800514008,1
5373,14790800514008,10
5374,14790800514009,1
5375,14790800514009,4
5376,14790800514009,10
5377,14790800514010,12
5378,14790800514011,12
5379,14790800514012,1
5380,14790800514012,4
5381,14790800514013,1
5382,14790800514013,4
5383,14790800514014,1
5384,14790800514015,12
5385,14790800514016,12
5386,14790800514017,1
5387,14790800514018,1
5388,14790800514018,4
5389,14790800514019,1
5390,14790800514019,10
5391,14790800514020,1
5392,14790800514020,10
5393,14790800611001,11
5394,14790800611002,3
5395,14790800611003,11
5396,14790800611004,1
5397,14790800611005,10
5398,14790800611006,11
5399,14790800611007,1
5400,14790800611008,10
5401,14790800611009,11
5402,14790800611010,11
5403,14790800611011,11
5404,14790800611012,3
5405,14790800611013,11
5406,14790800611014,11
5407,14790800611015,10
5408,14790800611016,11
5409,14790800611017,12
5410,14790800611018,12
5411,14790800611019,12
5412,14790800611020,12
5413,14790800622001,11
5414,14790800622002,9
5415,14790800622003,10
5416,14790800622004,10
5417,14790800622005,9
5418,14790800622005,10
5419,14790800622006,9
5420,14790800622006,10
5421,14790800622007,1
5422,14790800622008,1
5423,14790800622009,10
5424,14790800622010,1
5425,14790800622011,11
5426,14790800622012,1
5427,14790800622013,1
5428,14790800622014,1
5429,14790800622015,1
5430,14790800622016,1
5431,14790800622017,1
5432,14790800622018,1
5433,14790800622019,1
5434,14790800622020,1
5435,14790800720002,1
5436,14790800720010,10
5437,14790800720011,10
5438,14790800720012,9
5439,14790800720012,10
5440,14790800720013,10
5441,14790800720014,10
5442,14790800720015,10
5443,14790800720016,10
5444,14790800720018,1
5445,14790800720022,10
5446,14790800720026,10
5447,14790800720034,9
5448,14790800720034,10
5449,14790800720042,9
5450,14790800720042,10
5451,14790800720050,9
5452,14790800720050,10
5453,14790800720058,10
5454,14790800720066,9
5455,14790800720066,10
5456,14790800720074,10
5457,14790800720082,9
5458,14790800720090,10
5459,14790800720098,10
5460,14790800733001,8
5461,14790800733001,10
5462,14790800733002,4
5463,14790800733002,8
5464,14790800733002,10
5465,14790800733003,10
5466,14790800733004,10
5467,14790800733005,10
5468,14790800733006,11
5469,14790800733007,11
5470,14790800733008,1
5471,14790800733009,10
5472,14790800733010,1
5473,14790800733010,3
5474,14790800733010,6
5475,14790800733011,1
5476,14790800733012,1
5477,14790800733012,12
5478,14790800733013,1
5479,14790800733014,1
5480,14790800733014,10
5481,14790800733015,12
5482,14790800733016,10
5483,14790800733017,1
5484,14790800733018,10
5485,14790800733019,1
5486,14790800733020,1
5487,14790800812002,1
5488,14790800812002,3
5489,14790800812002,4
5490,14790800812004,1
5491,14790800812009,1
5492,14790800812011,1
5493,14790800812012,1
5494,14790800812012,3
5495,14790800812016,1
5496,14790800812018,1
5497,14790800812018,3
5498,14790800812025,1
5499,14790800812032,1
5500,14790800812039,1
5501,14790800812046,1
5502,14790800812053,1
5503,14790800812053,3
5504,14790800812057,1
5505,14790800812057,3
5506,14790800812057,5
5507,14790800812060,1
5508,14790800812067,1
5509,14790800812067,3
5510,14790800812067,4
5511,14790800812074,1
5512,14790800812081,1
5513,14790800812088,1
5514,14790800812095,9
5515,14790800812095,10
5516,14800900214007,10
5517,14800900214017,10
5518,14800900214027,11
5519,14800900214037,10
5520,14800900214047,12
5521,14800900214057,12
5522,14800900214067,1
5523,14800900214077,3
5524,14800900214077,10
5525,14800900214087,10
5526,14800900214097,3
5527,14800900214097,4
5528,14800900214107,10
5529,14800900214117,10
5530,14800900559009,1
5531,14800900559020,4
5532,14800900559020,8
5533,14800900559020,10
5534,14800900559031,1
5535,14800900559031,6
5536,14800900559031,10
5537,14800900559042,1
5538,14800900559042,4
5539,14800900559053,1
5540,14800900559053,4
5541,14800900559053,9
5542,14800900559053,10
5543,14800900559064,3
5544,14800900559064,8
5545,14800900559064,9
5546,14800900559064,10
5547,14800900559075,4
5548,14800900559075,10
5549,14800900559086,1
5550,14800900559097,3
5551,14800900559097,8
5552,14800900559097,9
5553,14800900559108,3
5554,14800900559108,4
5555,14800900559108,6
5556,14800900559108,7
5557,14800900559108,8
5558,14800900559119,8
5559,14800900559119,9
5560,14800900559119,10
5561,14800900559130,3
5562,14800900559130,4
5563,14800900559130,6
5564,14800900559130,8
5565,14800900559130,9
5566,14800900802004,1
5567,14800900802004,10
5568,14800900802011,4
5569,14800900802011,10
5570,14800900802018,1
5571,14800900802018,10
5572,14800900802025,12
5573,14800900802032,10
5574,14800900802039,10
5575,14800900802046,12
5576,14800900802053,12
5577,14800900802060,7
5578,14800900802060,10
5579,14800900802067,10
5580,14800900802074,3
5581,14800900802081,12
5582,14811000201003,9
5583,14811000201008,9
5584,14811000201013,11
5585,14811000201018,10
5586,14811000201023,10
5587,14811000201028,7
5588,14811000201033,3
5589,14811000201038,1
5590,14811000201043,10
5591,14811000201048,10
5592,14811000201053,1
5593,14811000201058,11
5594,14811000527009,9
5595,14811000527009,10
5596,14811000527010,3
5597,14811000527020,12
5598,14811000527031,8
5599,14811000527042,12
5600,14811000527053,9
5601,14811000527064,9
5602,14811000527075,12
5603,14811000527086,1
5604,14811000527097,3
5605,14811000527119,10
5606,14811000527130,10
5607,14811000825005,10
5608,14811000825013,12
5609,14811000825021,10
5610,14811000825029,10
5611,14811000825037,10
5612,14811000825045,10
5613,14811000825053,10
5614,14811000825061,10
5615,14811000825069,10
5616,14811000825077,10
5617,14811000825085,10
5618,14811000825093,1
5619,15710100216013,10
5620,15710100216014,1
5621,15710100216015,10
5622,15710100216017,10
5623,15710100216018,1
5624,15710100216019,1
5625,15710100216020,9
5626,15710100216020,10
5627,15710100216021,10
5628,15710100216023,1
5629,15710100216023,10
5630,15710100216024,1
5631,15710100216025,9
5632,15710100216026,10
5633,15710100267001,2
5634,15710100267002,10
5635,15710100267003,10
5636,15710100267004,12
5637,15710100267005,10
5638,15710100267006,4
5639,15710100267006,10
5640,15710100267007,10
5641,15710100267008,10
5642,15710100267009,3
5643,15710100267010,4
5644,15710100267011,10
5645,15710100267012,9
5646,15710100415001,10
5647,15710100415002,9
5648,15710100415002,10
5649,15710100415003,4
5650,15710100415003,9
5651,15710100415003,10
5652,15710100415004,1
5653,15710100415005,10
5654,15710100415006,4
5655,15710100415007,9
5656,15710100415007,10
5657,15710100415008,1
5658,15710100415008,2
5659,15710100415008,10
5660,15710100415009,1
5661,15710100415010,3
5662,15710100415011,9
5663,15710100415011,10
5664,15710100415012,10
5665,15710100605001,11
5666,15710100605002,10
5667,15710100605003,10
5668,15710100605004,2
5669,15710100605004,10
5670,15710100605005,2
5671,15710100605005,10
5672,15710100605006,11
5673,15710100605007,2
5674,15710100605007,10
5675,15710100605008,11
5676,15710100605009,1
5677,15710100605009,10
5678,15710100605010,3
5679,15710100605011,11
5680,15710100605012,2
5681,15710100605012,10
5682,15710100810001,1
5683,15710100810001,10
5684,15710100810002,10
5685,15710100810003,9
5686,15710100810003,10
5687,15710100810004,11
5688,15710100810005,10
5689,15710100810006,10
5690,15710100810007,9
5691,15710100810007,10
5692,15710100810008,9
5693,15710100810008,10
5694,15710100810009,2
5695,15710100810009,3
5696,15710100810010,9
5697,15710100810010,10
5698,15710100810011,10
5699,15710100810012,9
5700,15710100810012,10
5701,15710100926001,10
5702,15710100926002,10
5703,15710100926003,4
5704,15710100926004,6
5705,15710100926004,10
5706,15710100926005,1
5707,15710100926005,10
5708,15710100926006,10
5709,15710100926006,11
5710,15710100926007,10
5711,15710100926008,3
5712,15710100926009,6
5713,15710100926009,10
5714,15710100926010,9
5715,15710100926010,10
5716,15710100926011,9
5717,15710100926011,10
5718,15710100926012,10
5719,15710101201001,11
5720,15710101201002,11
5721,15710101201003,11
5722,15710101201004,11
5723,15710101201005,11
5724,15710101201006,11
5725,15710101201007,1
5726,15710101201008,11
5727,15710101201009,11
5728,15710101201010,11
5729,15710101201011,10
5730,15710101201012,11
5731,15710101301010,10
5732,15710101301028,10
5733,15710101301046,11
5734,15710101301064,10
5735,15710101301082,11
5736,15710101301100,10
5737,15710101301118,9
5738,15710101301118,10
5739,15710101301136,9
5740,15710101301136,10
5741,15710101301154,10
5742,15710101301172,10
5743,15710101301190,10
5744,15710101301208,1
5745,15710101301208,10
